m,u,v,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,objective
0.05,-0.125,-0.25,0.9969121277703968,0.31011141050354,0.30558052809563463,0.9976497162251622,5.7389617385538125,0.9969381489261215,0.5146328069373711,0.491978394897844,0.9976585749676302,5.8978860964098825,8.349215521148546
0.05,-0.125,-0.125,0.9969205680991456,0.31254019271422206,0.30800350236102053,0.9976711990298496,5.739456188285677,0.9969489032048027,0.5165738200098611,0.49389036824385335,0.9976785685514002,5.898013115977834,8.354591650489915
0.05,-0.125,0.0,0.9969289838475834,0.3149736066704537,0.3104311009272005,0.9976924847797728,5.739950638017541,0.9969596197107421,0.518517320504867,0.4958047917886008,0.9976983914086313,5.898140135545786,8.359976814242552
0.0,-0.125,-0.25,0.9970627250761027,0.31507677636103854,0.31108703566942925,0.9978733752975238,5.7389617385538125,0.9970874771650876,0.4407632932729366,0.4192137499461752,0.9978813910191858,5.8978860964098825,8.360061650957906
0.05,-0.125,0.125,0.9969373750913789,0.31741166138587307,0.31286333279826994,0.9977135752886657,5.740445087749407,0.9969702985766106,0.5204633116100394,0.49772166867202383,0.9977180449971685,5.898267155113738,8.365371032313595
0.0,-0.125,-0.125,0.9970707537651612,0.3191406083234371,0.3151432730906673,0.9978928137430495,5.739456188285677,0.9970977069514084,0.4426096420208294,0.42103247525176024,0.9978994819619015,5.898013115977834,8.368703637207993
0.05,-0.125,0.25,0.9969457419059576,0.31985436589190475,0.3153002069960986,0.9977344723535123,5.740939537481271,0.9969809399346132,0.5224117965171131,0.4996410020380826,0.9977375307624088,5.8983941746816875,8.370774324628744
0.0,-0.125,0.0,0.9970787590727044,0.32318109503906955,0.3191761715397333,0.997912073886051,5.739950638017541,0.9971079008071858,0.4444583568782108,0.42285353125848113,0.9979174184248565,5.898140135545786,8.3772987375551
0.0,-0.125,0.125,0.9970867410707107,0.3271983906696302,0.32318588508311197,0.9979311573676627,5.740445087749407,0.9971180588586203,0.4463094408772672,0.4246769209531378,0.9979352017271638,5.898267155113736,8.385847261940523
-0.05,-0.125,-0.25,0.9972059776645409,0.3289726459510225,0.32517748720903594,0.99807575039508,5.7389617385538125,0.9972295225799012,0.3704964383017688,0.34999787860480036,0.9980830033199722,5.8978860964098825,8.388393599773492
0.0,-0.125,0.25,0.9970946998309275,0.3311926483876348,0.3271725667986539,0.997950065813863,5.740939537481271,0.9971281812314691,0.4481628970540712,0.42650264732635934,0.9979528331766722,5.8983941746816875,8.39434951831235
-0.05,-0.125,-0.125,0.9972136147898134,0.33283828248988245,0.3290358995968784,0.9980933390279401,5.739456188285677,0.9972392534536558,0.37225273955865457,0.35172790363055695,0.998099372681869,5.898013115977834,8.396637324190191
-0.05,-0.125,0.0,0.9972212296739006,0.3366817123430964,0.33287211126765337,0.9981107663260045,5.739950638017541,0.9972489501492204,0.37401129152850743,0.3534601456878135,0.9981156022646979,5.898140135545786,8.404836457628196
-0.05,-0.125,0.125,0.9972288223852707,0.34050308215380376,0.33668626877393415,0.9981280337742331,5.740445087749407,0.9972586127866405,0.37577209709563264,0.3551946076177026,0.9981316932620418,5.898267155113736,8.41299129483665
-0.1,-0.125,-0.25,0.997342243741799,0.34018978567023955,0.34066763368566993,0.9982588669558274,5.7389617385538125,0.9973646403580871,0.3518243729085325,0.3521864978619067,0.9982654296736602,5.8978860964098825,8.415420268607349
-0.05,-0.125,0.25,0.9972363929921713,0.3443025376242089,0.3404785177278767,0.9981451428438722,5.740939537481271,0.9972682414855399,0.37753515914803115,0.35693129226499787,0.9981476468572912,5.8983941746816875,8.4211021286694
-0.1,-0.125,-0.125,0.997349508400077,0.34427999022003947,0.34475487709057495,0.9982747818089713,5.739456188285677,0.9973738966515288,0.35600309557530907,0.35636287942846867,0.9982802412848137,5.898013115977834,8.42411534580534
-0.1,-0.125,0.0,0.9973567519018849,0.34834482942794454,0.3488167734925533,0.9982905506803553,5.739950638017541,0.9973831204336702,0.3601548784399765,0.360512336299481,0.9982949264186364,5.898140135545786,8.43275954352028
-0.1,-0.125,0.125,0.9973639743123517,0.3523844606600018,0.3528534801440889,0.9983061749136266,5.740445087749407,0.9973923118187024,0.36427989518071247,0.36463504205570263,0.9983094861551266,5.898267155113736,8.441353177779476
-0.1,-0.125,0.25,0.9973711756963969,0.3563990403055585,0.35686515332166935,0.9983216558400237,5.740939537481271,0.9974014709204152,0.36837831835600887,0.36873116915883386,0.9983239215650606,5.8983941746816875,8.44989656264492
0.1,-0.125,-0.25,0.9967538091757159,0.3772822588947959,0.3725190731782863,0.9974025347228241,5.7389617385538125,0.9967811644646236,0.5922896915561451,0.5684737629735972,0.9974123251473707,5.8978860964098825,8.482919414525435
0.1,-0.125,-0.125,0.9967626822493735,0.37983556743227803,0.3750662759907494,0.9974262768938035,5.739456188285677,0.9967924701269635,0.5943302224969416,0.570483765289298,0.9974344214747013,5.898013115977834,8.488546990851882
0.1,-0.125,0.0,0.9967715294824605,0.38239374518998254,0.3776183401969783,0.9974498012855879,5.739950638017541,0.9968037360799118,0.5963733683931338,0.5724963434281127,0.9974563291200261,5.898140135545786,8.49418405417255
0.1,-0.125,0.125,0.9967803509545254,0.3849568016436859,0.380175275262718,0.9974731099026638,5.740445087749407,0.9968149624629414,0.5984191325958064,0.5745115006909667,0.9974780496945135,5.898267155113736,8.499830625513
0.1,-0.125,0.25,0.9967891467448607,0.38752474628786454,0.38273709067239986,0.9974962047310055,5.740939537481271,0.9968261494150358,0.6004675184603379,0.5765292403830145,0.9974995847955734,5.8983941746816875,8.505486725917402
-0.1,-0.25,-0.25,0.9999922355196359,0.6099357086759585,0.6044928977513382,0.9999963646141516,11.478912376571811,0.9999923782785068,0.8830775812262155,0.8548350082581591,0.9999963876157976,11.79602623195566,14.693329583132895
-0.05,-0.25,-0.25,0.9999918374262149,0.6104451233530476,0.6047232535449546,0.9999959822772845,11.478912376571811,0.9999919875044896,0.9796250333767951,0.9499344327281867,0.9999960076980345,11.79602623195566,14.694068573173313
0.0,-0.25,-0.25,0.9999914189221077,0.6109806562791411,0.6049654199326663,0.999995559729698,11.478912376571811,0.9999915766950601,1.081122579251447,1.0499097089555214,0.9999955878239716,11.79602623195566,14.694845431435425
-0.1,-0.25,-0.125,0.999992256693966,0.6127822918357891,0.607330916126706,0.9999963978480134,11.479406826303677,0.9999924050486256,0.8854907589845025,0.8572119929245827,0.999996418462186,11.796153251523611,14.699508688808152
-0.05,-0.25,-0.125,0.999991859686176,0.6134376539524082,0.6077067802339627,0.999996019006382,11.479406826303677,0.9999920156471418,0.9821619374044994,0.9524332880045263,0.999996041788566,11.796153251523611,14.700539139182606
0.0,-0.25,-0.125,0.9999914423233615,0.6141266172032698,0.6081019153060871,0.9999956003216284,11.479406826303677,0.9999916062806169,1.0837895531300523,1.0525366832815646,0.9999956254998356,11.796153251523611,14.701622401458025
-0.1,-0.25,0.0,0.9999922778067636,0.6156142533656481,0.6101543121454444,0.9999964307769907,11.479901276035543,0.9999924317247185,0.8879070292478197,0.8595920237142922,0.9999964490451752,11.796280271091561,14.70565855013039
-0.05,-0.25,0.0,0.9999918818814499,0.616414813254798,0.6106749348620856,0.9999960553985301,11.479901276035543,0.9999920436909472,0.9847020924933578,0.9549353455822334,0.9999960755879962,11.796280271091561,14.706978961432407
0.0,-0.25,0.0,0.9999914656566115,0.6172564187271791,0.6112222504762075,0.9999956405411721,11.479901276035543,0.9999916357622589,1.0864599447552816,1.0551670240944766,0.9999956628539829,11.796280271091561,14.708367051436714
-0.1,-0.25,0.125,0.9999922988582179,0.6184316923097316,0.6129631847847421,0.9999964634038903,11.480395725767407,0.9999924583071158,0.8903263959792358,0.8619751045309179,0.9999964793670142,11.796407290659513,14.711779365123988
-0.05,-0.25,0.125,0.9999919040122354,0.6193767053825168,0.6136278214811808,0.9999960914568305,11.480395725767407,0.999992071636253,0.987245502809629,0.9574406095650798,0.9999961090988108,11.796407290659513,14.71338824810017
0.0,-0.25,0.125,0.9999914889220665,0.6203701703116336,0.6143265348297375,0.9999956803917571,11.480395725767407,0.9999916651403513,1.089133758507002,1.0578007357084345,0.9999956998891606,11.796407290659513,14.715079600222602
-0.1,-0.25,0.25,0.9999923198485174,0.621234707079832,0.6157576323897256,0.9999964957314926,11.480890175499272,0.9999924847961464,0.8927488631468965,0.8643612392830902,0.9999965094299329,11.796534310227464,14.71787133054884
-0.05,-0.25,0.25,0.9999919260787306,0.6223234337930388,0.6165655434786372,0.9999961271843565,11.480890175499272,0.9999920994834054,0.989792172524911,0.9599490840620972,0.9999961423234743,11.796534310227464,14.719767206034035
0.0,-0.25,0.25,0.999991512119935,0.6234679807184853,0.6174148770548517,0.9999957198767797,11.480890175499272,0.9999916944152576,1.0918109987706943,1.0604378224431454,0.9999957366080925,11.796534310227464,14.721760265269324
0.05,-0.25,-0.25,0.999990978960836,0.648641529032584,0.642078891357176,0.9999950927423937,11.478912376571811,0.9999911448229807,1.1878240155825672,1.155010827205527,0.999995123791368,11.79602623195566,14.7696188686648
0.05,-0.25,-0.125,0.9999910035618977,0.6516559407564975,0.645084893006394,0.9999951376034147,11.479406826303677,0.9999911759254214,1.1906277281359352,1.157772489385418,0.9999951654296372,11.796153251523611,14.77613380123188
0.05,-0.25,0.0,0.999991028091469,0.6546760422661406,0.648096573663762,0.9999951820528848,11.479901276035543,0.9999912069186195,1.1934350336675434,1.1605376906556506,0.9999952067123544,11.796280271091563,14.7826601021098
0.05,-0.25,0.125,0.9999910525497695,0.6577018445541442,0.6511139443080991,0.9999952260945925,11.480395725767407,0.999991237802959,1.1962459367818203,1.1633064355515947,0.9999952476425558,11.796407290659513,14.789197793274012
0.05,-0.25,0.25,0.9999910769370182,0.6607333586347244,0.6541370159397923,0.9999952697322912,11.480890175499272,0.9999912685788218,1.1990604420890936,1.166078728614433,0.9999952882232515,11.796534310227464,14.795746896743099
0.1,-0.25,-0.25,0.9999905164422677,0.7331691877571291,0.7262700764529844,0.9999945766416061,11.478912376571811,0.9999906908083463,1.2999961515392808,1.2655005950185565,0.9999946109560295,11.79602623195566,14.938336733865798
0.1,-0.25,-0.125,0.9999905423046528,0.7363381516750565,0.729430199102466,0.9999946262207019,11.479406826303677,0.9999907235054433,1.3029436135091834,1.2684038506462314,0.9999946569734336,11.796153251523611,14.945160345606554
0.1,-0.25,0.0,0.999990568091882,0.7395130971002658,0.7325962919290716,0.9999946753449634,11.479901276035543,0.9999907560876967,1.3058948526732594,1.2713108268172886,0.9999947025978921,11.796280271091561,14.951995908501726
0.1,-0.25,0.125,0.9999905938041864,0.7426940355889923,0.7357683664745166,0.9999947240185779,11.480395725767407,0.9999907885555099,1.3088498738720116,1.2742215282996332,0.9999947478327603,11.796407290659513,14.958843445653681
0.1,-0.25,0.25,0.9999906194417961,0.7458809787201635,0.7389464343031902,0.9999947722456934,11.480890175499272,0.9999908209092851,1.3118086819521455,1.277135959867279,0.999994792681365,11.796534310227464,14.965702980210116
-0.1,0.125,0.25,307.0712896360108,0.2848995462431711,0.9883314963127648,383.9951877446945,5.738961738554731,309.6713558395808,0.37197357660293706,3.049732797929856,385.44731542821586,5.897886096409866,698.078670161816
-0.1,0.125,0.125,307.91913306821357,0.291617198330848,0.9941541062561035,387.54537062150763,5.739456188286596,310.7663870900527,0.37277736701630115,3.0449849677457346,388.7756354517713,5.898013115977816,702.4897311825947
-0.1,0.125,0.0,308.7694626422053,0.2983771905908128,1.0000178752314097,391.1284085831784,5.739950638018461,311.86527802509784,0.3735801286846878,3.0402427122634457,392.1326209977329,5.898140135545768,706.9362169292245
-0.1,0.125,-0.125,309.62228606106254,0.30517979935543466,1.0059230429687696,394.7446067536777,5.740445087750326,312.96804224904497,0.3743818629247545,3.035506024926792,395.51851895106637,5.89826715511372,711.4184407448148
-0.1,0.125,-0.25,310.4776110527762,0.31202530274808293,1.0118698506664194,398.3942731003097,5.74093953748219,314.0746934141743,0.37518257105147246,3.0307748991873,398.9335783230612,5.898394174681671,715.9367188439826
-0.05,0.125,0.25,322.86644241762474,0.3302693161617048,1.0902754320877008,424.48548509451035,5.738961738554731,325.59981686610206,0.33977397332225656,3.2573670385096634,426.0903343796707,5.897886096409866,754.5114339989393
-0.05,0.125,0.125,323.7577557121518,0.3373313896369895,1.0963965736266044,428.4090439638144,5.739456188286596,326.7509915693516,0.3406189749513703,3.2523757818665935,429.76869687575305,5.898013115977816,759.3399838275163
-0.05,0.125,0.0,324.65168261568306,0.342206664845872,1.1025609844661703,432.36891331741396,5.739950638018461,327.90622384743426,0.3451817438668643,3.2473903857464332,433.4787396735501,5.898140135545768,764.2053142204276
-0.05,0.125,-0.125,325.54823122624015,0.34462664136459,1.1087689166277088,436.3654303694482,5.740445087750326,329.06552800218736,0.3539102663262266,3.242410843256839,437.22073562314614,5.89826715511372,769.107502241431
-0.05,0.125,-0.25,326.4474096680368,0.34705708231148785,1.115020623675955,440.39893547642527,5.74093953748219,330.2289183858587,0.3626954258197075,3.2374371475135915,440.99495992457656,5.898394174681671,774.0493623879316
0.0,0.125,0.25,339.4714299997788,0.37146816179148096,1.1974461452187044,469.2341841897623,5.738961738554731,342.3449475530358,0.39597568963823626,3.4756469142492,471.00781694761605,5.897886096409866,816.013490235106
0.0,0.125,0.125,340.40844190413077,0.3800260730103757,1.2038811243953806,473.5703873474749,5.739456188286596,343.5551442454413,0.40503380034728,3.470399750405747,475.0730362044264,5.898013115977816,821.3021926372979
0.0,0.125,0.0,341.3482014200861,0.38863740697709204,1.210361591337203,477.9467197964522,5.739950638018461,344.76960654899017,0.4141506866999305,3.465158747560637,479.17326760936777,5.898140135545768,826.6338708528712
0.0,0.125,-0.125,342.2907170608609,0.39730249732238704,1.2168878109868917,482.36355421595385,5.7404450877503255,345.98834949879085,0.4233267300755268,3.4599238984681504,483.3088127084181,5.898267155113719,832.0089066728744
0.0,0.125,-0.25,343.2359973672061,0.40602167976147313,1.2234600499097232,486.8212667580944,5.74093953748219,347.2113881829462,0.432562314328077,3.454695195891105,487.47997564465334,5.898394174681671,837.4276853924538
0.05,0.125,0.25,356.92777350058026,0.4417848380913407,1.3101116183113357,518.6891450515529,5.738961738554731,359.94861944924844,0.467548893760265,3.7051182385347268,520.6493123948791,5.897886096409866,883.1077767470906
0.05,0.125,0.125,357.91282703258565,0.4507815228011167,1.3168765259255562,523.4813906763245,5.739456188286596,361.22086425290416,0.47707142373645683,3.6996020468481534,525.142074493107,5.898013115977816,888.9013319459234
0.05,0.125,0.0,358.9007690492538,0.4598343693015666,1.3236892535125147,528.317986026765,5.739950638018461,362.49759337026336,0.4866557428479432,3.6940923320410652,529.6735309992285,5.898140135545768,894.7422293368514
0.05,0.125,-0.125,359.89160850028276,0.46894372832906245,1.3305500795988339,533.1993429771538,5.7404450877503255,363.77882260730087,0.49630225202780043,3.6885890864962434,534.2440151730895,5.898267155113719,900.6308903731148
0.05,0.125,-0.25,360.8853543643169,0.4781099528113029,1.337459284416884,538.1258772398686,5.74093953748219,365.0645678257032,0.5060113548106517,3.6830923026054494,538.8538631447715,5.898394174681671,906.5677403788958
0.1,0.125,0.25,375.27912287138423,0.5157067274786119,1.428553573733149,573.3453295505732,5.738961738554731,378.45485090382374,0.5427917345287749,3.9463548092032283,575.5116494929788,5.897886096409866,956.307674461724
0.1,0.125,0.125,376.3146811779647,0.5251646820772077,1.4356653255776335,578.6415800473462,5.739456188286596,379.7923250934216,0.5528024950571198,3.940555796321066,580.4769195057729,5.898013115977816,962.6565474212523
0.1,0.125,0.0,377.35327606498333,0.5346816779430597,1.4428273491772865,583.9868445711528,5.739950638018461,381.1345135124029,0.5628782127174699,3.9347635923950985,585.4849534528632,5.898140135545768,969.0575803012749
0.1,0.125,-0.125,378.3949169409991,0.5442580837951778,1.4500399373390962,589.3815783134689,5.740445087750326,382.4814327771324,0.5730193089991795,3.928978189417567,590.536119643339,5.89826715511372,975.5112383633526
0.1,0.125,-0.25,379.43961324500145,0.5538942706562515,1.4573033846632542,594.8262407075247,5.74093953748219,383.8330995625425,0.5832262081265354,3.9231995793901495,595.6307895583923,5.898394174681671,982.0179911453278
-0.1,0.25,0.25,105473.93036320014,0.7233789612488675,253.6714650092327,184392.63957472512,11.478912376572733,107419.7124746932,0.7862576257037095,864.9167795820101,185560.67020806027,11.796026231955643,290132.4436942723
-0.1,0.25,0.125,105764.87999793903,0.7341347872320787,253.48540761056853,186092.7653702003,11.479406826304597,107798.34099932769,0.7978481709034551,863.9183213569723,187158.84050942076,11.796153251523593,292123.34431736346
-0.1,0.25,0.0,106056.68460384944,0.7449577693151076,253.299583199155,187808.6227964069,11.479901276036461,108178.30408557854,0.8095139240329499,862.9210144259347,188770.77522834283,11.796280271091545,294130.8318425009
-0.1,0.25,-0.125,106349.34683458523,0.7558483269776006,253.11399150974222,189540.35793302476,11.480395725768327,108559.60643740903,0.8212553730962171,861.9248574613633,190396.59291238704,11.796407290659495,296155.0550031725
-0.1,0.25,-0.25,106642.8693523943,0.7668068823205547,252.92863227738673,191288.11822081928,11.48089017550019,108942.25277536277,0.8330730092638081,860.9298491372558,192036.41313011802,11.796534310227447,298196.1639025488
-0.05,0.25,0.25,110881.7456831062,0.8117384900634703,266.72875023594435,203785.48793610907,11.478912376572733,112927.29017676435,0.8778410125835723,909.3132822415758,205076.36142349255,11.796026231955643,314946.2530203179
-0.05,0.25,0.125,111187.61262460837,0.8230457790372704,266.5331534704618,205664.41752233845,11.479406826304597,113325.33140097611,0.8900258177433051,908.2636319686547,206842.61276268837,11.796153251523593,317130.8657530226
-0.05,0.25,0.0,111494.37837259137,0.8344236672777545,266.3378016377417,207560.73324934614,11.479901276036461,113724.77561124144,0.902289686825801,907.2151920178393,208624.07613587752,11.796280271091545,319333.7637485186
-0.05,0.25,-0.125,111802.04571676484,0.8458725957717498,266.14269445893433,209474.59656014593,11.480395725768327,114125.62775270105,0.9146331328555852,906.1679609935318,210420.88255837624,11.796407290659495,321555.1112396912
-0.05,0.25,-0.25,112110.61745587301,0.8573930082618345,265.94783165551263,211406.17040198398,11.48089017550019,114527.89278792594,0.9270566721860616,905.1219375017441,212233.16417388504,11.796534310227447,323795.07397269626
0.0,0.25,0.25,116566.82562346292,0.904628308795667,280.45549679192385,225217.8999637616,11.478912376572733,118717.24742599687,0.9741199801185956,955.9860422677583,226644.5358009327,11.796026231955643,342077.5646247018
0.0,0.25,0.125,116888.37469840106,0.9165153348721943,280.24987156582745,227294.4382995742,11.479406826304597,119135.69666017679,0.9869295135979956,954.8825752745332,228596.54541502407,11.796153251523593,344475.4587917023
0.0,0.25,0.0,117210.86866261378,0.9284765799172116,280.0445038304647,229390.1912925525,11.479901276036461,119555.62081304348,0.999822164694163,953.7803806579552,230565.36692668957,11.796280271091545,346893.51283685275
0.0,0.25,-0.125,117534.31044884211,0.9405125075274253,279.8393932926891,231505.3373648205,11.480395725768327,119977.02508328042,1.012798472734953,952.6794569508723,232551.1451302468,11.796407290659495,349331.9081151886
0.0,0.25,-0.25,117858.70299932503,0.9526235841965803,279.634539659693,233640.05660093552,11.48089017550019,120399.91468789503,1.0258589805477731,951.5798026878255,234554.02606707026,11.796534310227447,351790.82765367994
0.05,0.25,0.25,122543.38584534706,1.0022806903764336,294.88602869350433,248904.37844093787,11.478912376572733,124804.06213136783,1.0753352758770909,1005.0517658713785,250481.05487886386,11.796026231955643,371755.13150804536
0.05,0.25,0.125,122881.42109389599,1.0147771773125547,294.66986083662334,251199.30821994718,11.479406826304597,125243.96571656187,1.088801568182045,1003.8917229155958,252638.3591361618,11.796153251523593,374387.89335868345
0.05,0.25,0.0,123220.44967722852,1.0273516885050524,294.45396367230836,253515.47347925685,11.479901276036461,125685.4198411408,1.1023552396351066,1002.7330175726062,254814.24341373623,11.796280271091545,377042.88437312224
0.05,0.25,-0.125,123560.4746784506,1.0400047113197437,294.23833689238273,255853.07140580926,11.480395725768327,126128.4299703303,1.1159968572160608,1001.5756483000349,257008.86773405617,11.796407290659495,379720.3048215893
0.05,0.25,-0.25,123901.499190653,1.052736736168021,294.0229801890263,258212.30102382033,11.48089017550019,126573.00158861955,1.1297269915836718,1000.4196135572872,259222.39349780153,11.796534310227447,382420.35682157404
0.1,0.25,0.25,128826.37086236452,1.1049398166245754,310.056429786968,275081.9856055378,11.478912376572733,131202.95450012086,1.181739990819148,1056.6331429186391,276824.48255194875,11.796026231955643,404230.99674988247
0.1,0.25,0.125,129181.7375487203,1.11807701214676,309.8291787670636,277618.2752563246,11.479406826304597,131665.41242442752,1.195896714694697,1055.4136232886704,279208.6724785551,11.796153251523593,407122.43946765043
0.1,0.25,0.0,129538.1484992231,1.1312962323144897,309.60221231842957,280178.03374237084,11.479901276036461,132129.50038597334,1.2101452977430776,1054.1955098523688,281613.39650322846,11.796280271091545,410038.39565142075
0.1,0.25,-0.125,129895.60695505311,1.1445979894813614,309.3755301170892,282761.47898895055,11.480395725768327,132595.2241301921,1.2244863360137495,1052.978800988281,284038.83147814765,11.796407290659495,412979.086467836
0.1,0.25,-0.25,130254.11616788722,1.1579827992026965,309.1491318394397,285368.8309518391,11.48089017550019,133062.58942276868,1.2389204294237786,1051.7634950768236,286485.15577865025,11.796534310227447,415944.73512454046
