audit,objective,p95_linf,p95_l2,max_linf,max_l2,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,param_m,param_u,param_v,param_q_ss,param_q_bb,param_q_sb,param_p_sys,param_p_spec,param_zeta_sys,param_zeta_spec
normal_coordinate,6.74595781805812e+143,4.738353933942575e+143,5.145786065106701e+143,8.673430263224459e+143,9.449166567591877e+143,2.006767431688228e+143,1.6814570326936569,8.364524273159324e+139,4.738353933942575e+143,328.6597398930937,3.7494463597357054e+143,1.9501083604535765,2.878635583366501e+140,8.673430263224459e+143,329.7526203215312,,,,,,,,,0.125,0.125
generator_affinity,6.745957818058438e+143,4.738353933942798e+143,5.1457860651069436e+143,8.673430263224951e+143,9.449166567592414e+143,2.0067674316883244e+143,1.6814570326936569,8.364524273159652e+139,4.738353933942798e+143,328.65973989309373,3.7494463597359194e+143,1.9501083604535776,2.8786355833666654e+140,8.673430263224951e+143,329.75262032153125,,,,0.125,0.125,0.0,,,,
normal_coordinate,6.748016343617356e+143,4.740233920658323e+143,5.147586831212275e+143,8.676920694065706e+143,9.452517864907214e+143,2.006945904240243e+143,1.6821648038707533,8.365187187885989e+139,4.740233920658323e+143,328.6594834636722,3.7498177245167496e+143,1.950147069881389,2.8789206984929916e+140,8.676920694065706e+143,329.7524160551771,,,,,,,,,0.125,0.25
generator_affinity,7.377151576118929e+143,5.192353434714575e+143,5.6329320012787145e+143,9.563045772259716e+143,1.040634557769451e+144,2.1838928363040754e+143,1.6999762885038954,9.05305100279037e+139,5.192353434714575e+143,328.7221746659315,4.1036780957827735e+143,1.9555934804301396,3.1505968230559414e+140,9.563045772259716e+143,329.8355293625854,,,,0.125,-0.125,-0.0625,,,,
generator_affinity,7.378279434425826e+143,5.1933838138690385e+143,5.63391957682594e+143,9.564969797206393e+143,1.0408193839539966e+144,2.1839902793609163e+143,1.7003330674676176,9.053411958703468e+139,5.1933838138690385e+143,328.7220464512207,4.103881315623503e+143,1.9556128710665497,3.150752844987886e+140,9.564969797206393e+143,329.83542722940837,,,,0.125,-0.0625,-0.0625,,,,
generator_affinity,7.379407502030015e+143,5.194414397683963e+143,5.634907359845221e+143,9.56689420925485e+143,1.0410042492523372e+144,2.1840877270529583e+143,1.7006899055119813,9.053772930938631e+139,5.194414397683963e+143,328.72191823650996,4.1040845455279635e+143,1.9556322618301745,3.1509088746462546e+140,9.56689420925485e+143,329.8353250962313,,,,0.125,0.0,-0.0625,,,,
generator_affinity,7.380535778972473e+143,5.195445186200079e+143,5.635895350377628e+143,9.568819008482967e+143,1.0411891536723383e+144,2.184185179380443e+143,1.7010468026468668,9.054133919496791e+139,5.195445186200079e+143,328.72179002179917,4.104287785496648e+143,1.9556516527210157,3.1510649120314286e+140,9.568819008482967e+143,329.8352229630542,,,,0.125,0.0625,-0.0625,,,,
generator_affinity,7.381664265294194e+143,5.196476179458135e+143,5.636883548464243e+143,9.570744194968632e+143,1.0413740972218672e+144,2.18428263634362e+143,1.701403758882159,9.054494924378889e+139,5.196476179458135e+143,328.7216618070884,4.10449103553006e+143,1.9556710437390743,3.151220957143791e+140,9.570744194968632e+143,329.83512082987716,,,,0.125,0.125,-0.0625,,,,
generator_affinity,8.073849596821438e+143,5.69538271647349e+143,6.171695706846699e+143,1.0552395307671252e+144,1.1468806013520504e+144,2.377486624547776e+143,1.7200819772048288,9.802558001718408e+139,5.69538271647349e+143,328.7840965799262,4.492265881629208e+143,1.9611665063815609,3.4489349029419533e+140,1.0552395307671252e+144,329.91802987093126,,,,0.125,-0.125,-0.125,,,,
generator_affinity,8.07508672767554e+143,5.69651337251757e+143,6.17278011299448e+143,1.055451838355133e+144,1.147084660057437e+144,2.3775930600357412e+143,1.7204419414904957,9.802951222309062e+139,5.69651337251757e+143,328.78396836521546,4.492488344876976e+143,1.9611859335806852,3.4491056989901095e+140,1.055451838355133e+144,329.9179277377542,,,,0.125,-0.0625,-0.125,,,,
generator_affinity,8.076324088264851e+143,5.697644253225125e+143,6.173864746857371e+143,1.0556641886580988e+144,1.1472887619228871e+144,2.3776995005936534e+143,1.7208019653886666,9.803344460733323e+139,5.697644253225125e+143,328.78384015050466,4.492710819141433e+143,1.961205360907264,3.4492765034963235e+140,1.0556641886580988e+144,329.91782560457716,,,,0.125,0.0,-0.125,,,,
generator_affinity,8.077561678634373e+143,5.698775358640892e+143,6.1749496084804635e+143,1.0558765816846165e+144,1.1474929069570773e+144,2.3778059462217824e+143,1.7211620489093118,9.80373771699221e+139,5.698775358640892e+143,328.78371193579386,4.4929333044231255e+143,1.961224788361299,3.4494473164610137e+140,1.0558765816846165e+144,329.91772347140005,,,,0.125,0.0625,-0.125,,,,
generator_affinity,8.078799498829107e+143,5.699906688809607e+143,6.176034697908848e+143,1.0560890174432813e+144,1.1476970951686858e+144,2.377912396920393e+143,1.7215221920624044,9.804130991086735e+139,5.699906688809607e+143,328.7835837210831,4.4931558007225965e+143,1.9612442159427912,3.449618137884599e+140,1.0560890174432813e+144,329.917621338223,,,,0.125,0.125,-0.125,,,,
normal_coordinate,3.630277950790168e+282,3.1158226989379903e+282,inf,3.769048903725481e+282,inf,5.1413325876332425e+281,6.2008496388968615,3.219930888535974e+278,3.1158226989379903e+282,646.8642880769663,5.5220992889974275e+281,7.702682565375348,3.708073634120577e+278,3.769048903725481e+282,646.9251162927038,,,,,,,,,0.25,-0.25
normal_coordinate,3.6312763322566715e+282,3.116821080404494e+282,inf,3.7703104510262135e+282,inf,5.1413325876332425e+281,6.202700111460567,3.219930888535974e+278,3.116821080404494e+282,646.8639675279572,5.5220992889974275e+281,7.702796756388482,3.708073634120577e+278,3.7703104510262135e+282,646.9248129860233,,,,,,,,,0.25,-0.125
normal_coordinate,3.632275034387651e+282,3.117819782535474e+282,inf,3.7715724205824377e+282,inf,5.1413325876332425e+281,6.204551196055778,3.219930888535974e+278,3.117819782535474e+282,646.863646978948,5.5220992889974275e+281,7.702910948899957,3.708073634120577e+278,3.7715724205824377e+282,646.9245096793428,,,,,,,,,0.25,0.0
normal_coordinate,3.6332740572863403e+282,3.1188188054341626e+282,inf,3.772834812535489e+282,inf,5.1413325876332425e+281,6.20640289288725,3.219930888535974e+278,3.1188188054341626e+282,646.863326429939,5.5220992889974275e+281,7.703025142909793,3.708073634120577e+278,3.772834812535489e+282,646.9242063726623,,,,,,,,,0.25,0.125
normal_coordinate,3.634273401056004e+282,3.119818149203826e+282,inf,3.774097627026741e+282,inf,5.1413325876332425e+281,6.208255202159802,3.219930888535974e+278,3.119818149203826e+282,646.8630058809299,5.5220992889974275e+281,7.70313933841801,3.708073634120577e+278,3.774097627026741e+282,646.9239030659818,,,,,,,,,0.25,0.25
log_coordinate,3.393605440961074e+283,2.177300474763598e+283,inf,3.1650835184064516e+283,inf,1.213975009107107e+283,1.9729197280533608,2.3299570903684986e+280,2.177300474763598e+283,651.4649306641354,1.6479631714974072e+283,2.4088687819199657,8.6982577274695e+280,3.1650835184064516e+283,651.4784820416353,,,,,,,0.25,-0.5,,
log_coordinate,3.393641717640899e+283,2.1773367514434237e+283,inf,3.165142232624918e+283,inf,1.213975009107107e+283,1.97385454841443,2.3299570903684986e+280,2.1773367514434237e+283,651.4649132125588,1.6479631714974072e+283,2.4100246463171926,8.6982577274695e+280,3.165142232624918e+283,651.4784634912011,,,,,,,0.25,-0.25,,
log_coordinate,3.393677958255732e+283,2.177372992058257e+283,inf,3.1652008289905128e+283,inf,1.213975009107107e+283,1.9747819134222293,2.3299570903684986e+280,2.177372992058257e+283,651.4648957603944,1.6479631714974072e+283,2.411170961987722,8.6982577274695e+280,3.1652008289905128e+283,651.4784449783448,,,,,,,0.25,0.0,,
log_coordinate,3.393714162957596e+283,2.1774091967601203e+283,inf,3.165259307767637e+283,inf,1.213975009107107e+283,1.9757018881098491,2.3299570903684986e+280,2.1774091967601203e+283,651.4648783075656,1.6479631714974072e+283,2.4123078150767583,8.6982577274695e+280,3.165259307767637e+283,651.4784265029809,,,,,,,0.25,0.25,,
log_coordinate,3.3937503318983016e+283,2.1774453657008262e+283,inf,3.1653176692200637e+283,inf,1.213975009107107e+283,1.9766145369380428,2.3299570903684986e+280,2.1774453657008262e+283,651.4648608539961,1.6479631714974072e+283,2.4134352909476444,8.6982577274695e+280,3.1653176692200637e+283,651.4784080650242,,,,,,,0.25,0.5,,
log_coordinate,6.150352011764136e+283,4.9340470455666604e+283,inf,8.0864444643473e+283,inf,1.213975009107107e+283,16.0662443130757,2.3299570903684986e+280,4.9340470455666604e+283,650.9407891583937,1.6479631714974072e+283,24.170413134533636,8.6982577274695e+280,8.0864444643473e+283,651.4300652598017,,,,,,,0.5,-0.5,,
log_coordinate,6.150436466190154e+283,4.9341314999926784e+283,inf,8.086594472795462e+283,inf,1.213975009107107e+283,16.07164651673248,2.3299570903684986e+280,4.9341314999926784e+283,650.9407715070249,1.6479631714974072e+283,24.178947808722345,8.6982577274695e+280,8.086594472795462e+283,651.4300487072907,,,,,,,0.5,-0.25,,
log_coordinate,6.150520814306138e+283,4.934215848108662e+283,inf,8.086744180142342e+283,inf,1.213975009107107e+283,16.07700549594224,2.3299570903684986e+280,4.934215848108662e+283,650.9407538620073,1.6479631714974072e+283,24.187411977000934,8.6982577274695e+280,8.086744180142342e+283,651.4300321229649,,,,,,,0.5,0.0,,
log_coordinate,6.150605056472904e+283,4.934300090275428e+283,inf,8.086893587063458e+283,inf,1.213975009107107e+283,16.08232162896814,2.3299570903684986e+280,4.934300090275428e+283,650.9407362232631,1.6479631714974072e+283,24.19580627544859,8.6982577274695e+280,8.086893587063458e+283,651.4300155067557,,,,,,,0.5,0.25,,
log_coordinate,6.150689193050665e+283,4.934384226853189e+283,inf,8.087042694232721e+283,inf,1.213975009107107e+283,16.087595290734225,2.3299570903684986e+280,4.934384226853189e+283,650.940718590714,1.6479631714974072e+283,24.20413133437133,8.6982577274695e+280,8.087042694232721e+283,651.4299988585939,,,,,,,0.5,0.5,,
