edge,edge_label,point_id,rho,z_rel,exact_boundary_defect,certified_boundary_defect_floor,exact_poisson_weight,barrier_poisson_weight,certified_poisson_weight_floor,exact_minus_barrier_weight,barrier_minus_certified_weight,exact_product,barrier_product_with_b_floor,certified_product_floor,product_slack_exact_minus_certified,point_barrier_certificate_valid
outer_rho,out,13,0.69,-0.8150000000000013,10.357328155932004,10.35,0.0003496079015337638,0.0003496075519258622,0.0003496,3.496079016020691e-10,7.551925862219963e-09,0.0036210037620919558,0.0036184381624326735,0.0036183599999999997,2.6437620919560374e-06,True
outer_rho,out,14,0.69,-0.7850000000000001,10.054663282425384,10.05,0.0003542922850030291,0.00035429193071074406,0.0003542,3.54292285071299e-10,9.193071074406565e-08,0.0035622896292665466,0.003560633903642978,0.0035597100000000002,2.5796292665463717e-06,True
outer_rho,out,15,0.69,-0.754999999999999,9.739289515200948,9.739,0.00035759004741882616,0.0003575896898287787,0.00035749999999999996,3.5759004747082726e-10,8.968982877872664e-08,0.0034826729995663832,0.003482565989242476,0.0034816925,9.80499566383304e-07,True
outer_rho,out,16,0.69,-0.7250000000000014,9.411812538975363,9.411,0.00035954975846159336,0.0003595493989118348,0.0003595,3.595497585643162e-10,4.939891183478387e-08,0.0033840149250743876,0.003383719393159277,0.0033832544999999998,7.604250743878382e-07,True
outer_rho,out,17,0.69,-0.6950000000000003,9.072852297064593,9.072000000000001,0.0003601998712608986,0.0003601995110610273,0.00036009999999999997,3.601998713404289e-10,9.951106102730565e-08,0.0032680402293718143,0.00326772996434564,0.0032668272,1.213029371814351e-06,True
outer_rho,out,18,0.69,-0.6649999999999991,8.723041792414778,8.723,0.0003595497584615932,0.0003595493989118347,0.0003595,3.595497585101061e-10,4.939891183467545e-08,0.003136367569513116,0.0031363494067079343,0.0031359185000000003,4.4906951311577195e-07,True
outer_rho,out,19,0.69,-0.6350000000000016,8.363025871475514,8.363,0.00035759004741882594,0.0003575896898287785,0.00035749999999999996,3.5759004741661715e-10,8.968982877856401e-08,0.0029905348179457975,0.0029905225760380747,0.0029897724999999997,7.623179457977997e-07,True
outer_rho,out,20,0.69,-0.6050000000000004,7.993459993623267,7.993,0.0003542922850030289,0.00035429193071074395,0.0003542,3.542922849628788e-10,9.193071074395723e-08,0.002832021206221084,0.0028318554021709765,0.0028311206,9.006062210840417e-07,True
outer_rho,out,21,0.69,-0.5749999999999993,7.615008989073255,7.615,0.0003496079015337638,0.00034960755192586226,0.0003496,3.49607901547859e-10,7.551925862274173e-09,0.002662267312830649,0.002662261507915441,0.002662204,6.331283064877138e-08,True
outer_rho,out,22,0.69,-0.5450000000000017,7.228345808490463,7.228,0.0003434663772725087,0.00034346603380613146,0.0003434,3.434663772470224e-10,6.603380613146026e-08,0.0024826937485151425,0.002482572492350718,0.0024820951999999998,5.985485151426863e-07,True
outer_rho,out,23,0.69,-0.5150000000000006,6.834150267798501,6.8340000000000005,0.00033577243208994555,0.0003357720963175134,0.0003357,3.3577243215661065e-10,7.209631751342203e-08,0.0022947192566868556,0.0022946665062338867,0.0022941738,5.454566868556658e-07,True
outer_rho,out,24,0.69,-0.48499999999999943,6.433107792007611,6.433,0.0003264019432550579,0.00032640161685311463,0.00032639999999999996,3.2640194328826047e-10,1.6168531146647062e-09,0.0020997788844805392,0.0020997416012160865,0.0020997311999999997,4.768448053950325e-08,True
outer_rho,out,25,0.69,-0.45500000000000185,6.025908162207185,6.025,0.00031519612223076713,0.00031519580703464483,0.00031509999999999996,3.151961222949175e-10,9.580703464487318e-08,0.0018993428856464332,0.0018990547373837353,0.0018984775,8.653856464332574e-07,True
outer_rho,out,26,0.69,-0.4250000000000007,5.613244270190241,5.613,0.00030195320534894503,0.0003019529033957397,0.00030189999999999997,3.019532053322345e-10,5.290339573973133e-08,0.001694937099790543,0.001694861646760287,0.0016945647,3.723997905429044e-07,True
outer_rho,out,27,0.69,-0.3949999999999996,5.195810885465079,5.195,0.0002864164575290083,0.0002864161711125508,0.00028639999999999997,2.864164574999453e-10,1.6171112550813008e-08,0.0014881657478055677,0.0014879320089297013,0.001487848,3.177478055677984e-07,True
outer_rho,out,28,0.69,-0.365000000000002,4.774303439637313,4.774,0.0002682565093051988,0.0002682562410486895,0.0002682,2.6825650929112113e-10,5.624104868948675e-08,0.0012807379750809094,0.0012806552947664436,0.0012803868000000002,3.5117508090918605e-07,True
outer_rho,out,29,0.69,-0.33500000000000085,4.349416833272415,4.349,0.00024704467295650836,0.0002470444259118354,0.000247,2.470446729672428e-10,4.442591183541041e-08,0.0010745002591273161,0.001074396208290572,0.001074203,2.9725912731618995e-07,True
outer_rho,out,30,0.69,-0.3049999999999997,3.9218442703458964,3.9210000000000003,0.00022221138313902508,0.00022221116092764192,0.00022219999999999998,2.2221138316447057e-10,1.1160927641936866e-08,0.0008714784397694222,0.000871289961997284,0.0008712462,2.322397694222737e-07,True
outer_rho,out,31,0.69,-0.27500000000000213,3.4922761252068475,3.492,0.00019297922380516404,0.0001929790308259402,0.0001929,1.9297922382809606e-10,7.903082594021326e-08,0.0006739367359557233,0.0006738827756441832,0.0006736068,3.299359557232739e-07,True
outer_rho,out,32,0.69,-0.245000000000001,3.0613988466031117,3.061,0.00015825098174840327,0.0001582508234974215,0.0001582,1.582509817632527e-10,5.082349742151367e-08,0.00048446937299837184,0.00048440577072560723,0.0004842502,2.1917299837184582e-07,True
outer_rho,out,33,0.69,-0.21499999999999986,2.6298939027115273,2.629,0.00011641532697777706,0.00011641521056245009,0.0001164,1.1641532697689513e-10,1.521056245009072e-08,0.0003061599586010247,0.00030605558856868127,0.0003060156,1.4435860102467906e-07,True
bottom,bot,1,0.09,-1.205,7.072294261499018,7.072,0.00023926183745211872,0.0002392615981902813,0.0002392,2.392618374204205e-10,6.159819028131062e-08,0.0016921301200083301,0.0016920580224016693,0.0016916224,5.077200083301522e-07,True
bottom,bot,2,0.15,-1.205,11.761209144571211,11.76,0.00023562414872796682,0.0002356239131038181,0.00023559999999999998,2.356241487187251e-10,2.3913103818125076e-08,0.0027712248927011704,0.002770937218100901,0.002770656,5.688927011706334e-07,True
bottom,bot,3,0.21,-1.205,16.41125614880673,16.41,0.00023004010148615204,0.00023003987144605052,0.00022999999999999998,2.300401015238162e-10,3.9871446050538436e-08,0.0037752470299867364,0.003774954290429689,0.0037742999999999995,9.470299867368921e-07,True
bottom,bot,4,0.27,-1.205,21.00699729375426,21.0,0.00022234615576069907,0.0002223459334145433,0.00022229999999999998,2.2234615578288312e-10,4.5933414543307405e-08,0.004670825092341669,0.004669264601705409,0.004668299999999999,2.5250923416696505e-06,True
bottom,bot,5,0.32999999999999996,-1.205,25.53310611168556,25.53,0.00021230395116237613,0.00021230373885842494,0.00021229999999999998,2.1230395119329303e-10,3.73885842495621e-09,0.0054207793129590585,0.005420114453055589,0.005420019,7.603129590586649e-07,True
bottom,bot,6,0.39,-1.205,29.974402564293012,29.97,0.00019957597915330343,0.00019957577957732423,0.0001995,1.9957597919661833e-10,7.577957732423247e-08,0.005982170741304067,0.005981286113932407,0.005979015,3.1557413040670876e-06,True
bottom,bot,7,0.44999999999999996,-1.205,34.31588979337519,34.31,0.00018368222640462856,0.00018368204272240212,0.0001836,1.8368222643849047e-10,8.204272240213057e-08,0.0063032190383030245,0.006302130885805617,0.006299316,3.90303830302436e-06,True
bottom,bot,8,0.51,-1.205,38.54279268915589,38.54,0.00016391791856111885,0.00016391775464320027,0.0001639,1.6391791857238783e-10,1.7754643200274976e-08,0.0063178543531391415,0.006317390263948938,0.006316706,1.1483531391414878e-06,True
bottom,bot,9,0.57,-1.205,42.64059810259304,42.64,0.0001391809456819092,0.00013918080650096346,0.0001391,1.3918094573985712e-10,8.080650096346483e-08,0.005934758768361122,0.005934669589201082,0.005931224,3.534768361122473e-06,True
bottom,bot,10,0.63,-1.205,46.595096401967176,46.59,0.00010755038797575562,0.00010755028042536767,0.0001075,1.0755038794773263e-10,5.028042536767477e-08,0.005011320695799304,0.00501076756501788,0.005008425,2.895695799303745e-06,True
corner_rb,rb,1,0.69,-1.205,63.2852356533649,63.28,6.499656736428783e-05,6.499650236772047e-05,6.499e-05,6.499656735948264e-11,6.502367720474865e-09,0.004113323082308762,0.0041129786698293515,0.0041125672,7.558823087614949e-07,True
corner_lb,lb,1,0.03,-1.205,2.360027752163762,2.36,0.0002410558731796996,0.00024105563212382635,0.00024099999999999998,2.410558732604453e-10,5.56321238263718e-08,0.0005688985505261594,0.0005688912918122302,0.0005687599999999999,1.3855052615949475e-07,True
