q_ss,q_bb,q_sb,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,objective
0.0625,-0.125,-0.0625,4.415142960757705e+71,0.6486543729503161,2.1708503617041567e+68,6.903244793443353e+71,164.39217650467398,6.702104884424008e+71,0.7207927395144673,5.1455377014961e+68,1.027041889944782e+72,164.9591170686429,1.1320558604562763e+72
0.0625,-0.0625,-0.0625,4.415317184231318e+71,0.6488749280377726,2.1709216180987992e+68,6.904597008465566e+71,164.39204828996318,6.702436781969234e+71,0.720804029046187,5.145792515671863e+68,1.0272485243439384e+72,164.95901493546583,1.1322085114314982e+72
0.0625,0.0,-0.0625,4.415491415543264e+71,0.64909551967037,2.1709928773779236e+68,6.90594948875593e+71,164.39192007525244,6.702768695950677e+71,0.7208153186519737,5.146047342466522e+68,1.0274552003166723e+72,164.95891280228878,1.1323611897176573e+72
0.0625,0.0625,-0.0625,4.4156656546938346e+71,0.649316147854221,2.1710641395416307e+68,6.907302234366425e+71,164.39179186054167,6.703100626368964e+71,0.7208266083318273,5.14630218188056e+68,1.0276619178713183e+72,164.9588106691117,1.13251389531998e+72
0.0625,0.125,-0.0625,4.415839901683316e+71,0.6495368125954394,2.1711354045900237e+68,6.908655245349037e+71,164.3916636458309,6.703432573224713e+71,0.7208378980857486,5.146557033914452e+68,1.0278686770162124e+72,164.95870853593462,1.1326666282436943e+72
0.0625,-0.125,-0.125,4.778438334462167e+71,0.6610508062114036,2.3317085494868345e+68,7.529782775831837e+71,164.45409841866868,7.33674435583532e+71,0.7240374423661375,5.632781840959476e+68,1.1332950064584405e+72,165.04161757698878,1.2310552818843491e+72
0.0625,-0.0625,-0.125,4.778628081828769e+71,0.6612733314074267,2.3317857587331457e+68,7.531258660951912e+71,164.4539702039579,7.337107681608885e+71,0.7240487531852413,5.63306078414196e+68,1.1335230183195142e+72,165.0415154438117,1.2312218528539414e+72
0.0625,0.0,-0.125,4.77881783775863e+71,0.6614958934775886,2.331862971122954e+68,7.532734835780215e+71,164.45384198924714,7.337471025375057e+71,0.7240600640785513,5.63333974113826e+68,1.1337510760551796e+72,165.04141331063465,1.2313884536509968e+72
0.0625,0.0625,-0.125,4.779007602252064e+71,0.661718492428057,2.331940186656371e+68,7.534211300373541e+71,164.45371377453637,7.337834387134515e+71,0.7240713750460686,5.633618711948896e+68,1.1339791796746334e+72,165.04131117745757,1.2315550842812261e+72
0.0625,0.125,-0.125,4.779197375309389e+71,0.6619411282650007,2.3320174053335075e+68,7.535688054788709e+71,164.4535855598256,7.338197766887946e+71,0.7240826860877929,5.633897696574395e+68,1.1342073291870753e+72,165.0412090442805,1.231721744750343e+72
