rho_min,zeta_box,max_tail_over_P_mass_inner,min_annulus_over_inner_share,mean_annulus_over_inner_share,max_annulus_over_P_mass_inner
0.27,1.1300000000000001,0.17217483016460644,0.7579262343685791,0.7989101281877149,0.785637478193081
0.24,1.12,0.17318831678380153,0.7340858346269012,0.785426605169682,0.784623991573886
0.27,1.12,0.17318831678380153,0.7340858346269012,0.785426605169682,0.784623991573886
0.24,1.11,0.17318831678380164,0.7239046098889926,0.7813155119588356,0.7846239915738858
0.27,1.11,0.17318831678380164,0.7239046098889926,0.7813155119588356,0.7846239915738858
0.24,1.1,0.1748212117408795,0.7105516618898818,0.7763345977969133,0.782991096616808
0.27,1.1,0.1748212117408795,0.7105516618898818,0.7763345977969133,0.782991096616808
0.3,1.2000000000000002,0.25017956147695025,0.738801058105089,0.7683846761405224,0.7076327468807373
0.3,1.1900000000000002,0.25017956147695025,0.738801058105089,0.764348669117532,0.7076327468807373
0.3,1.1700000000000002,0.25017956147695025,0.7362391241140304,0.7489632999403236,0.7076327468807373
0.3,1.1800000000000002,0.25017956147695036,0.7379088931005282,0.752722626633047,0.7076327468807372
0.3,1.1600000000000001,0.250560022566102,0.7328405489536969,0.7447629197354984,0.7072522857915855
0.3,1.1500000000000001,0.2509416474318474,0.7144048338529841,0.732750100288675,0.7068706609258402
0.3,1.1400000000000001,0.2509416474318474,0.7056974154259659,0.7289713706544569,0.7068706609258402
0.3,1.1300000000000001,0.2518681224119285,0.6931856568623297,0.7245911508042769,0.705944185945759
0.3,1.12,0.252800352352677,0.6712864824540544,0.7122155634908685,0.7050119560050105
0.3,1.11,0.252800352352677,0.6619322274758709,0.7084432073573701,0.7050119560050105
0.3,1.1,0.2543011293214465,0.6496721410896035,0.703873837033221,0.703511179036241
