mode,family,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
release_fullsumanchor,width_anchor,8.0,0.32451203295151415,0.32451203311560484,1.0
release_fullsumanchor,width_anchor,8.8,0.2806890012315941,0.28068900136438457,0.0
release_fullsumanchor,width_anchor,9.6,2.264854970235319e-15,2.3314683517128287e-15,0.0
release_fullsumanchor,width_anchor,10.4,0.13055702735840985,0.1305570280674755,0.0
release_fullsumanchor,width_anchor,11.2,0.039098528088526846,0.039098528468713895,0.0
release_fullsumanchor,width_anchor,12.0,0.007344372417323666,0.00734437413388889,0.0
release_fullsumanchor,width_anchor,12.8,0.0018769010102558572,0.0018769073330281486,0.0
release_fullsumanchor,width_anchor,13.6,6.051666795004252e-05,6.051716071534917e-05,0.0
release_fullsumanchor,width_anchor,14.4,1.8853146269657086e-05,1.8853310497532983e-05,0.0
release_fullsumanchor,width_anchor,15.2,3.6263017813325146e-06,3.626782884179155e-06,0.0
release_fullsumanchor,width_anchor,16.0,3.4251373060904913e-07,3.4270206106224303e-07,0.0
release_fullsumanchor,width_anchor,16.8,1.587845811597833e-07,1.6250789343746814e-07,0.0
release_fullsumanchor,width_anchor,17.6,1.0659393323043642e-08,1.0659393323043642e-08,0.0
release_fullsumanchor,width_anchor,18.4,1.0659393323043642e-08,1.0659393323043642e-08,0.0
release_fullsumanchor,width_anchor,19.200000000000003,1.0659393323043642e-08,1.0659393323043642e-08,0.0
release_fullsumanchor,width_anchor,20.0,1.0659393323043642e-08,1.0659393323043642e-08,0.0
release_tuned,current,4.0,0.030704587745457434,0.031532679799672,0.0
release_tuned,current,4.8,0.07720364112829507,0.07734542173282044,0.0
release_tuned,current,5.6,1.014487259157238,1.0145871023443789,0.0
release_tuned,current,6.4,0.3107841041832529,0.3107862827053296,0.0
release_tuned,current,7.2,0.01415724057900034,0.014157241089645112,0.0
release_tuned,current,8.0,0.006228444674607925,0.006228444798731747,0.0
release_tuned,current,8.8,0.004509340126797001,0.004509340130605111,0.0
release_tuned,current,9.6,1.7319479184152442e-15,1.7763568394002505e-15,0.0
release_tuned,current,10.4,0.004220122547884353,0.004220122570680052,0.0
release_tuned,current,11.2,0.001344502215140242,0.0013445022283176955,0.0
release_tuned,current,12.0,0.00022997864283349627,0.00022997869659559245,0.0
release_tuned,current,12.8,0.00010042606627079274,0.0001004264045601712,0.0
release_tuned,current,13.6,2.3585736578695295e-06,2.3585928629042707e-06,0.0
release_tuned,current,14.4,7.627468074665697e-07,7.627534517413499e-07,0.0
release_tuned,current,15.2,1.3517783477522287e-07,1.3519576887321378e-07,0.0
release_tuned,current,16.0,1.0822214788479331e-08,1.082816536047897e-08,0.0
release_tuned,current,16.8,6.027124608257435e-09,6.168453614432573e-09,0.0
release_tuned,current,17.6,2.7772517454107745e-10,2.7772517454107745e-10,0.0
release_tuned,current,18.4,2.7772517454107745e-10,2.7772517454107745e-10,0.0
release_tuned,current,19.200000000000003,2.7772517454107745e-10,2.7772517454107745e-10,0.0
release_tuned,current,20.0,2.7772517454107745e-10,2.7772517454107745e-10,0.0
release_tuned,partial_anchor,4.0,0.01799338593244739,0.01847814111145052,0.0
release_tuned,partial_anchor,4.8,0.06465699368885822,0.0647754860955736,0.0
release_tuned,partial_anchor,5.6,1.1124466082334947,1.1125571186558716,0.0
release_tuned,partial_anchor,6.4,0.2035728339092117,0.2035734150230084,0.0
release_tuned,partial_anchor,7.2,0.011743563442163828,0.0117435640417205,0.0
release_tuned,partial_anchor,8.0,0.0025412195749866307,0.00254121960436704,0.0
release_tuned,partial_anchor,8.8,0.0012480412598344427,0.0012480412620961001,0.0
release_tuned,partial_anchor,9.6,1.9984014443252816e-16,2.220446049250313e-16,0.0
release_tuned,partial_anchor,10.4,0.00010887702642955465,0.00010887702785483677,0.0
release_tuned,partial_anchor,11.2,1.6991762000095889e-06,1.6991762360751839e-06,0.0
release_tuned,partial_anchor,12.0,1.5232439140588915e-08,1.523245118928429e-08,0.0
release_tuned,partial_anchor,12.8,8.090949444455876e-09,8.09095696344131e-09,0.0
release_tuned,partial_anchor,13.6,1.9865781328981535e-12,1.9865838574856243e-12,0.0
release_tuned,partial_anchor,14.4,1.6821718944550792e-12,1.6823183539055493e-12,0.0
release_tuned,partial_anchor,15.2,1.0865123701458458e-14,1.0870439680235426e-14,0.0
release_tuned,partial_anchor,16.0,6.132275736126804e-15,6.135645148487687e-15,0.0
release_tuned,partial_anchor,16.8,1.3934079817543963e-15,1.4260701757114972e-15,0.0
release_tuned,partial_anchor,17.6,1.9286520662973732e-16,1.9286520662973732e-16,0.0
release_tuned,partial_anchor,18.4,1.9286520662973732e-16,1.9286520662973732e-16,0.0
release_tuned,partial_anchor,19.200000000000003,1.9286520662973732e-16,1.9286520662973732e-16,0.0
release_tuned,partial_anchor,20.0,1.9286520662973732e-16,1.9286520662973732e-16,0.0
release_tuned,width_anchor,4.0,0.012785420789924905,0.013130757179490082,0.0
release_tuned,width_anchor,4.8,0.012605031801117406,0.012628426995915376,0.0
release_tuned,width_anchor,5.6,0.09987412009111978,0.09988497753966641,0.0
release_tuned,width_anchor,6.4,0.516111555596359,0.5161143202409164,0.0
release_tuned,width_anchor,7.2,0.0024217342127642815,0.002421734655198904,0.0
release_tuned,width_anchor,8.0,0.008779260813934453,0.008779260818373658,0.0
release_tuned,width_anchor,8.8,0.0032587307954884182,0.003258730797030429,0.0
release_tuned,width_anchor,9.6,1.9539925233402757e-15,1.9984014443252818e-15,0.0
release_tuned,width_anchor,10.4,0.00432804770411489,0.0043280477276207985,0.0
release_tuned,width_anchor,11.2,0.0013461863412916441,0.0013461863543817454,0.0
release_tuned,width_anchor,12.0,0.00022996350218930373,0.00022996355593755957,0.0
release_tuned,width_anchor,12.8,0.00010041831937323797,0.00010041865765543327,0.0
release_tuned,width_anchor,13.6,2.35857561812699e-06,2.358594823174975e-06,0.0
release_tuned,width_anchor,14.4,7.627484594738062e-07,7.627551036995222e-07,0.0
release_tuned,width_anchor,15.2,1.3517784549243599e-07,1.3519577958898693e-07,0.0
release_tuned,width_anchor,16.0,1.0822208693723596e-08,1.0828159262374322e-08,0.0
release_tuned,width_anchor,16.8,6.027123235751695e-09,6.168452209754585e-09,0.0
release_tuned,width_anchor,17.6,2.777253683698436e-10,2.777253683698436e-10,0.0
release_tuned,width_anchor,18.4,2.777253683698436e-10,2.777253683698436e-10,0.0
release_tuned,width_anchor,19.200000000000003,2.777253683698436e-10,2.777253683698436e-10,0.0
release_tuned,width_anchor,20.0,2.777253683698436e-10,2.777253683698436e-10,0.0
tailm2_detlin,current,4.0,0.7230160452372916,0.7735170902628248,0.6
tailm2_detlin,current,4.8,66.13591246571475,66.14646155556899,0.0
tailm2_detlin,current,5.6,4.739210068380065,4.742350767567295,0.0
tailm2_detlin,current,6.4,7.905935701647648,7.906050552547825,0.0
tailm2_detlin,current,7.2,1.0697793286227428,1.069779348801723,0.0
tailm2_detlin,current,8.0,0.013020388107537962,0.013020388758436141,0.0
tailm2_detlin,current,8.8,0.1940500435727767,0.1940500437906707,0.0
tailm2_detlin,current,9.6,2.220446049250313e-15,2.3314683517128287e-15,0.0
tailm2_detlin,current,10.4,0.14293980312816162,0.14293980391796235,0.0
tailm2_detlin,current,11.2,0.040912716123357326,0.040912716407713295,0.0
tailm2_detlin,current,12.0,0.007332369784910139,0.007332371491122869,0.0
tailm2_detlin,current,12.8,0.0018194581067050703,0.00181946423602713,0.0
tailm2_detlin,current,13.6,4.6967865716303704e-05,4.696824815819724e-05,0.0
tailm2_detlin,current,14.4,1.604354717025729e-05,1.6043686922416117e-05,0.0
tailm2_detlin,current,15.2,3.6263123663605744e-06,3.626793467636922e-06,0.0
tailm2_detlin,current,16.0,3.425144017038793e-07,3.427027325260143e-07,0.0
tailm2_detlin,current,16.8,1.5878469550931735e-07,1.6250801046818007e-07,0.0
tailm2_detlin,current,17.6,1.065941446754108e-08,1.065941446754108e-08,0.0
tailm2_detlin,current,18.4,1.065941446754108e-08,1.065941446754108e-08,0.0
tailm2_detlin,current,19.200000000000003,1.065941446754108e-08,1.065941446754108e-08,0.0
tailm2_detlin,current,20.0,1.065941446754108e-08,1.065941446754108e-08,0.0
tailm2_detlin,partial_anchor,4.0,0.6284069259302915,0.6775855060958107,0.6
tailm2_detlin,partial_anchor,4.8,74.48640390657421,74.49751533578414,0.0
tailm2_detlin,partial_anchor,5.6,8.1707845370962,8.191786691216883,0.0
tailm2_detlin,partial_anchor,6.4,17.20475598101921,17.205236305339987,0.0
tailm2_detlin,partial_anchor,7.2,0.9675936843678007,0.9675937107416437,0.0
tailm2_detlin,partial_anchor,8.0,0.012477178502597575,0.012477178647839704,0.0
tailm2_detlin,partial_anchor,8.8,0.10744638987698937,0.10744639006177059,0.0
tailm2_detlin,partial_anchor,9.6,1.1102230246251565e-16,1.1102230246251565e-16,0.0
tailm2_detlin,partial_anchor,10.4,0.016818078024626558,0.016818078231732148,0.0
tailm2_detlin,partial_anchor,11.2,0.0024425100171846905,0.00244251006881005,0.0
tailm2_detlin,partial_anchor,12.0,1.4863173699233844e-05,1.4863185507120458e-05,0.0
tailm2_detlin,partial_anchor,12.8,1.0990779623883465e-07,1.0990790769854764e-07,0.0
tailm2_detlin,partial_anchor,13.6,3.1939953461473763e-10,3.194008342045137e-10,0.0
tailm2_detlin,partial_anchor,14.4,6.43199755758525e-11,6.43256251012963e-11,0.0
tailm2_detlin,partial_anchor,15.2,1.5143891868668017e-11,1.5152354473877707e-11,0.0
tailm2_detlin,partial_anchor,16.0,8.322577131734418e-13,8.3271525521467e-13,0.0
tailm2_detlin,partial_anchor,16.8,1.8906879565336903e-13,1.935019320429189e-13,0.0
tailm2_detlin,partial_anchor,17.6,2.6160836430875158e-14,2.6160836430875158e-14,0.0
tailm2_detlin,partial_anchor,18.4,2.6160836430875158e-14,2.6160836430875158e-14,0.0
tailm2_detlin,partial_anchor,19.200000000000003,2.6160836430875158e-14,2.6160836430875158e-14,0.0
tailm2_detlin,partial_anchor,20.0,2.6160836430875158e-14,2.6160836430875158e-14,0.0
tailm2_detlin,width_anchor,4.0,0.11866704180820199,0.12187225878554786,0.0
tailm2_detlin,width_anchor,4.8,1.3211576134798573,1.3236097088184398,0.0
tailm2_detlin,width_anchor,5.6,11.202097050558232,11.203314845441213,0.0
tailm2_detlin,width_anchor,6.4,35.22754329662311,35.2277319993074,0.0
tailm2_detlin,width_anchor,7.2,0.1407513262322933,0.14075135194662902,0.0
tailm2_detlin,width_anchor,8.0,0.025361431616440465,0.025361431629264963,0.0
tailm2_detlin,width_anchor,8.8,0.09290698093988645,0.09290698098383943,0.0
tailm2_detlin,width_anchor,9.6,2.264854970235319e-15,2.3314683517128287e-15,0.0
tailm2_detlin,width_anchor,10.4,0.13055702735840985,0.1305570280674755,0.0
tailm2_detlin,width_anchor,11.2,0.039098528088526846,0.039098528468713895,0.0
tailm2_detlin,width_anchor,12.0,0.007344372417323666,0.00734437413388889,0.0
tailm2_detlin,width_anchor,12.8,0.0018194833330932138,0.0018194894624408528,0.0
tailm2_detlin,width_anchor,13.6,4.696763063214467e-05,4.696801307257304e-05,0.0
tailm2_detlin,width_anchor,14.4,1.6043506386787444e-05,1.6043646140170677e-05,0.0
tailm2_detlin,width_anchor,15.2,3.6263017813325146e-06,3.626782884179155e-06,0.0
tailm2_detlin,width_anchor,16.0,3.4251373060904913e-07,3.4270206106224303e-07,0.0
tailm2_detlin,width_anchor,16.8,1.587845811597833e-07,1.6250789343746814e-07,0.0
tailm2_detlin,width_anchor,17.6,1.0659393323043642e-08,1.0659393323043642e-08,0.0
tailm2_detlin,width_anchor,18.4,1.0659393323043642e-08,1.0659393323043642e-08,0.0
tailm2_detlin,width_anchor,19.200000000000003,1.0659393323043642e-08,1.0659393323043642e-08,0.0
tailm2_detlin,width_anchor,20.0,1.0659393323043642e-08,1.0659393323043642e-08,0.0
