alpha,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.5,10.4,1.0,0.3582530935460904,0.4950550020778995,-0.13680190853180907,-0.3234291698736741,0.0
0.75,10.4,1.0,0.361362045669771,0.4950550020778995,-0.1336929564081285,-0.31478851934448693,0.0
1.0,10.4,1.0,0.36449797755575214,0.4950550020778995,-0.13055702452214735,-0.30614786881529976,0.0
0.0,10.4,2.0,0.35211519731942975,0.4950549951322634,-0.14293979781283367,-0.3407104705041329,0.0
0.25,10.4,2.0,0.3551708841972139,0.4950549951322634,-0.13988411093504954,-0.3320698200819245,0.0
0.5,10.4,2.0,0.3582530885964402,0.4950549951322634,-0.13680190653582325,-0.3234291696597162,0.0
0.75,10.4,2.0,0.3613620406385092,0.4950549951322634,-0.13369295449375423,-0.31478851923750767,0.0
1.0,10.4,2.0,0.36449797244183507,0.4950549951322634,-0.13055702269042835,-0.3061478688152993,0.0
0.0,10.4,4.0,0.3521152001367675,0.49505499923258545,-0.14293979909581794,-0.34071047078550964,0.0
0.25,10.4,4.0,0.35517088706398486,0.49505499923258545,-0.13988411216860058,-0.3320698202929571,0.0
0.5,10.4,4.0,0.3582530915132902,0.49505499923258545,-0.13680190771929523,-0.32342916980040487,0.0
0.75,10.4,4.0,0.3613620436060916,0.49505499923258545,-0.13369295562649386,-0.31478851930785234,0.0
1.0,10.4,4.0,0.3644979754608107,0.49505499923258545,-0.13055702377177475,-0.30614786881529993,0.0
0.0,11.2,0.2,0.1110771849607724,0.15198989994670578,-0.04091271498593338,-0.3135887512509486,0.0
0.25,11.2,0.2,0.1115279803722001,0.15198989994670578,-0.04046191957450568,-0.30953856645860167,0.0
0.5,11.2,0.2,0.1119806052907677,0.15198989994670578,-0.04000929465593808,-0.3054883816662546,0.0
0.75,11.2,0.2,0.11243506714134308,0.15198989994670578,-0.039554832805362705,-0.30143819687390755,0.0
1.0,11.2,0.2,0.11289137337892718,0.15198989994670578,-0.039098526567778596,-0.2973880120815605,0.0
0.0,11.2,0.6,0.11107718048363209,0.15198989366083676,-0.04091271317720467,-0.31358875020036886,0.0
0.25,11.2,0.6,0.11152797584759752,0.15198989366083676,-0.04046191781323924,-0.3095385656706668,0.0
0.5,11.2,0.6,0.11198060071839135,0.15198989366083676,-0.040009292942445415,-0.30548838114096466,0.0
0.75,11.2,0.6,0.11243506252087969,0.15198989366083676,-0.03955483113995707,-0.30143819661126264,0.0
1.0,11.2,0.6,0.11289136871006177,0.15198989366083676,-0.039098524950774996,-0.2973880120815605,0.0
0.0,11.2,1.0,0.11107717947344777,0.1519898922440742,-0.04091271277062643,-0.3135887499733788,0.0
0.25,11.2,1.0,0.11152797482698454,0.1519898922440742,-0.040461917417089655,-0.3095385655004242,0.0
0.5,11.2,1.0,0.1119805996872817,0.1519898922440742,-0.04000929255679249,-0.30548838102746945,0.0
0.75,11.2,1.0,0.11243506147920498,0.1519898922440742,-0.03955483076486921,-0.301438196554515,0.0
1.0,11.2,1.0,0.11289136765775325,0.1519898922440742,-0.039098524586320946,-0.2973880120815602,0.0
0.0,11.2,2.0,0.11107718381856406,0.1519898977339086,-0.040912713915344553,-0.3135887469751198,0.0
0.25,11.2,2.0,0.1115279791061376,0.1519898977339086,-0.040461918627771015,-0.30953856325173007,0.0
0.5,11.2,2.0,0.11198060389986453,0.1519898977339086,-0.040009293834044085,-0.3054883795283403,0.0
0.75,11.2,2.0,0.1124350656246068,0.1519898977339086,-0.039554832109301816,-0.3014381958049503,0.0
