family,base_family,feature,polarity,grid,D,eval_role,score,pointamp_leverage,partial_excess,family_score,p95_abs_delta_mu,p95_abs_delta_log_partial,p95_abs_delta_log_width
pointamp_leverage__lo__projected_logdet_part_kernel,pointamp_leverage,projected_logdet_part_kernel,low_trigger,D60,6.169491525423729,positive,17.82139295050416,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__lo__projected_logdet_part_kernel,pointamp_leverage,projected_logdet_part_kernel,low_trigger,D60,6.4406779661016955,positive,19.937486362063847,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__lo__projected_logdet_part_kernel,pointamp_leverage,projected_logdet_part_kernel,low_trigger,D60,6.711864406779661,guard,0.32335556552903305,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D21,4.0,guard,9.725730686074486e-12,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D60,4.813559322033898,guard,0.21465025654526895,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D60,5.627118644067797,guard,0.0,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D60,6.169491525423729,positive,5.207258199257039,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D60,6.4406779661016955,positive,10.652550907409218,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__hi__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,high_trigger,D60,6.711864406779661,guard,0.36043548491115557,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D21,4.0,guard,4.041627097579362e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D60,4.813559322033898,guard,1.7544920857994237,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D60,5.627118644067797,guard,0.031701939439713556,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D60,6.169491525423729,positive,17.689655165752995,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D60,6.4406779661016955,positive,19.69409237386958,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__lo__projected_logdet_part_action,pointamp_leverage,projected_logdet_part_action,low_trigger,D60,6.711864406779661,guard,0.3187157622762857,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D21,4.0,guard,3.493967408074112e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D60,4.813559322033898,guard,1.1901994848830195,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D60,5.627118644067797,guard,0.031701939439713556,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D60,6.169491525423729,positive,18.625071119007675,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D60,6.4406779661016955,positive,21.21873415289442,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__hi__projected_schur_gain,pointamp_leverage,projected_schur_gain,high_trigger,D60,6.711864406779661,guard,0.31672791581075693,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D21,4.0,guard,1.5202327581126985e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D60,4.813559322033898,guard,0.7789428574616732,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D60,5.627118644067797,guard,0.0,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D60,6.169491525423729,positive,4.271842246002363,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D60,6.4406779661016955,positive,9.127909128384381,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__lo__projected_schur_gain,pointamp_leverage,projected_schur_gain,low_trigger,D60,6.711864406779661,guard,0.3624233313766843,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D21,4.0,guard,3.704638495012101e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D60,4.813559322033898,guard,1.2850558285338747,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D60,5.627118644067797,guard,0.031701939439713556,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D60,6.169491525423729,positive,19.24343532718687,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D60,6.4406779661016955,positive,22.34382611130676,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__hi__projected_schur_action,pointamp_leverage,projected_schur_action,high_trigger,D60,6.711864406779661,guard,0.33552543861047956,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D21,4.0,guard,1.30956167117471e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D60,4.813559322033898,guard,0.6840865138108181,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D60,5.627118644067797,guard,0.0,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D60,6.169491525423729,positive,3.6534780378231653,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D60,6.4406779661016955,positive,8.00281716997204,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__lo__projected_schur_action,pointamp_leverage,projected_schur_action,low_trigger,D60,6.711864406779661,guard,0.3436258085769617,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D21,4.0,guard,3.632038031194117e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D60,4.813559322033898,guard,1.1839209837622187,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D60,5.627118644067797,guard,0.031701939439713556,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D60,6.169491525423729,positive,19.578180061969892,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D60,6.4406779661016955,positive,22.91468191137406,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__hi__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,high_trigger,D60,6.711864406779661,guard,0.3391468972865161,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D21,4.0,guard,1.3821621349926934e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D60,4.813559322033898,guard,0.7852213585824742,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D60,5.627118644067797,guard,0.0,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D60,6.169491525423729,positive,3.3187333030401445,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D60,6.4406779661016955,positive,7.431961369904743,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__lo__projected_logdet_schur_response_action,pointamp_leverage,projected_logdet_schur_response_action,low_trigger,D60,6.711864406779661,guard,0.34000434990092515,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D21,4.0,guard,1.2964862801893386e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D60,4.813559322033898,guard,0.7450630570972863,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D60,5.627118644067797,guard,0.0,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D60,6.169491525423729,positive,3.0938890350726123,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D60,6.4406779661016955,positive,7.023767559919801,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__hi__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,high_trigger,D60,6.711864406779661,guard,0.33332419543898734,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D21,4.0,guard,3.717713885997472e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D60,4.813559322033898,guard,1.2240792852474063,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D60,5.627118644067797,guard,0.031701939439713556,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D60,6.169491525423729,positive,19.803024329937422,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D60,6.4406779661016955,positive,23.322875721359,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__lo__projected_logdet_schur_response_weight,pointamp_leverage,projected_logdet_schur_response_weight,low_trigger,D60,6.711864406779661,guard,0.3458270517484539,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D21,4.0,guard,8.900225049692544e-12,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D60,4.813559322033898,guard,0.4237005542223887,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D60,5.627118644067797,guard,0.0,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D60,6.169491525423729,positive,2.9326577706957178,22.896913365010036,0.1775021007682871,4.064250223398751,25.887561191707903,0.2354926235407056,0.0579905227724185
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D60,6.4406779661016955,positive,6.644850048732567,30.3466432812788,0.4393747925160929,13.333550095271757,31.28630580743782,0.473979006936732,0.0346042144206391
pointamp_leverage__hi__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,high_trigger,D60,6.711864406779661,guard,0.3137422232298079,0.6791512471874412,0.0,6.791512471874413e-10,7.462467784829659,0.0086463299661556,0.2858615078767872
pointamp_leverage__lo__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,low_trigger,D21,4.0,guard,4.1241776612175565e-11,5.014200166186811e-11,0.08140935297665011,4.082027912246797e-12,0.9136772062228936,0.2128837962475365,0.1314744432708864
pointamp_leverage__lo__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,low_trigger,D21,6.4,guard,0.0,0.0,0.0,0.0,2.102227386943852,0.3658714386977338,0.4016114883062823
pointamp_leverage__lo__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,low_trigger,D21,8.0,guard,0.0,0.0,0.1494347545905172,0.0,0.3226590996072032,0.1503607778440054,0.0009260232534882
pointamp_leverage__lo__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,low_trigger,D60,4.813559322033898,guard,1.545441788122304,1.9691423423446928,0.0,1.969142342344693e-09,8.950884564633627,0.0877296449808642,0.4986044330832609
pointamp_leverage__lo__projected_logdet_part_share,pointamp_leverage,projected_logdet_part_share,low_trigger,D60,5.627118644067797,guard,0.031701939439713556,0.031701939439713556,0.0,3.1701939439713555e-11,10.271915904250342,0.2707684875352133,0.4637089045258181
