combo_id,mode,omega,m,phase,center_D,width_D,eta_couple,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_cf,slice_mean_abs_improvement,slice_improved_fraction,slice_worsened_fraction
2,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.471262448203746,0.7597490448043699,1.0,0.0
2,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,4.525253493278008,28.851839330423598,1.0,0.0
2,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,9.001599570845196,-0.3903850842491509,0.3333333333333333,0.6666666666666666
2,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
2,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.05,0.15,D21_guard,6.4,2.1022273869561374,20.487732664527535,-15.144007847946938,0.0,1.0
2,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.5864075818868564,-1.2459016120147655,0.0,1.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884534987617,2.9414581077736288e-08,1.0,0.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271788331215276,0.00012751400915552344,1.0,0.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,23.22664471245423,2.660078549865817,1.0,0.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,7.3548978295126375,23.93082753806172,1.0,0.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,9.156416961961776,-1.6941988671889068,0.0,1.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983253085,-0.0003284073841245405,0.0,1.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D21_guard,6.4,2.1022273869561374,12.316563851890564,-10.2141769625261,0.0,1.0
3,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.0,D21_guard,8.0,0.3226590996076344,1.5876198904312724,-1.2649607765463051,0.0,1.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884541666609,2.54496732682561e-08,1.0,0.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.27112589840958,0.0004514822008608072,1.0,0.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,24.993245601417954,1.6282150666711743,1.0,0.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,6.348369686550811,28.458920260321026,1.0,0.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,8.941453017466559,-0.3318004860586957,0.38095238095238093,0.6190476190476191
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252814,-0.00032840738411071417,0.0,1.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D21_guard,6.4,2.1022273869561374,19.139258152839517,-13.994875402323581,0.0,1.0
4,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.07,0.15,D21_guard,8.0,0.3226590996076344,1.5864075816569772,-1.245901611785011,0.0,1.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950881113421387,3.4242427204844716e-06,1.0,0.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.269914870932347,0.0020001074734653777,1.0,0.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D60_hotspot,6.169491525423728,25.887561191706766,21.399546551302535,4.486601353146047,1.0,0.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,9.25004647980392,22.035724853299286,1.0,0.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D60_hotspot,6.711864406779661,7.462467784829663,8.915713181760676,-1.4534914702337443,0.0,1.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D21_guard,4.0,0.9136772062233662,0.9140472992068398,-0.00032840816632826234,0.0,1.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D21_guard,6.4,2.1022273869561374,11.53741242026944,-9.4350446380968,0.0,1.0
5,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.0,D21_guard,8.0,0.3226590996076344,1.5876197272627572,-1.264960613377792,0.0,1.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950883676137972,1.9029148315921486e-06,1.0,0.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.259534508847857,0.007081301792756075,1.0,0.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D60_hotspot,6.169491525423728,25.887561191706766,24.36985939279691,2.754506138584747,1.0,0.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,8.305392574524582,26.853371490355492,1.0,0.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D60_hotspot,6.711864406779661,7.462467784829663,8.701618787936829,-0.09846681370705779,0.42857142857142855,0.5714285714285714
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D21_guard,4.0,0.9136772062233662,0.9140472989479345,-0.00032840803630114593,0.0,1.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D21_guard,6.4,2.1022273869561374,17.931205629199752,-12.971453534156868,0.0,1.0
6,partial_notch,1.0,10.0,0.4353981633974483,5.8,0.1,0.15,D21_guard,8.0,0.3226590996076344,1.5864074184888417,-1.245901448705428,0.0,1.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.9508845439267,2.0545353355113808e-08,1.0,0.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271913411961854,2.4911353440600013e-06,1.0,0.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.3553881490417,0.5320054600164767,1.0,0.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,29.168454256183672,2.117800184219392,1.0,0.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,10.86098232992421,-3.3987457398683136,0.0,1.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D21_guard,6.4,2.1022273869561374,2.1782670025651143,-0.07604121540664964,0.0,1.0
7,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.0,D21_guard,8.0,0.3226590996076344,1.4162186468776226,-1.093559534930745,0.0,1.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543927225,2.0545065585305825e-08,1.0,0.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271915557951317,1.1650926565954207e-06,1.0,0.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.516052662434888,0.44478817292267353,1.0,0.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,28.744551430031123,4.877757643420959,1.0,0.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,10.958818517688295,-3.4388701353846147,0.0,1.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D21_guard,6.4,2.1022273869561374,3.5025170603463565,-0.6622947900897806,0.0,1.0
8,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.541097698751108,-1.1689152645203036,0.0,1.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536239515,2.817246271190145e-08,1.0,0.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271742270138972,0.00017355377378030262,1.0,0.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,23.78640607506813,2.100493457532837,1.0,0.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,29.18571036066249,2.100544498275543,1.0,0.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,10.639111202345514,-3.17687794584533,0.0,1.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252454,-0.00032840738406834154,0.0,1.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D21_guard,6.4,2.1022273869561374,2.1837975697223726,-0.08157191820097397,0.0,1.0
9,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.0,D21_guard,8.0,0.3226590996076344,1.4162186459427963,-1.0935595339959188,0.0,1.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884538851279,2.6747973063969593e-08,1.0,0.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.27189177807113,8.117035681431433e-05,1.0,0.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,24.41729510679687,1.7582447561779007,1.0,0.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,28.76519120700857,4.838893976149232,1.0,0.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,10.736908768087275,-3.216986082334958,0.0,1.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252437,-0.00032840738406751836,0.0,1.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D21_guard,6.4,2.1022273869561374,3.683412960876403,-0.745791337358601,0.0,1.0
10,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.07,0.15,D21_guard,8.0,0.3226590996076344,1.5410976977939073,-1.1689152635700808,0.0,1.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950880015253118,4.513829273107495e-06,1.0,0.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.267731261135225,0.004182706950980595,1.0,0.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D60_hotspot,6.169491525423728,25.887561191706766,20.27887200187014,5.606922999304251,1.0,0.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,29.19865923735953,2.087595935644605,1.0,0.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D60_hotspot,6.711864406779661,7.462467784829663,10.095600051502203,-2.633374961115028,0.0,1.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D21_guard,4.0,0.9136772062233662,0.9140472987671457,-0.00032840777617696354,0.0,1.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D21_guard,6.4,2.1022273869561374,2.1881246881608334,-0.08589914276195373,0.0,1.0
11,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.0,D21_guard,8.0,0.3226590996076344,1.4162182139607427,-1.0935591020138702,0.0,1.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950881553582173,3.6748036867452683e-06,1.0,0.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271334437698577,0.001956260767749251,1.0,0.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D60_hotspot,6.169491525423728,25.887561191706766,21.941843422446127,4.706183760566108,1.0,0.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,28.78067979212686,4.80972150854296,1.0,0.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D60_hotspot,6.711864406779661,7.462467784829663,10.19313414236147,-2.673373918258441,0.0,1.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D21_guard,4.0,0.9136772062233662,0.9140472987369379,-0.000328407763710253,0.0,1.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D21_guard,6.4,2.1022273869561374,3.824553228321598,-0.8109998673905137,0.0,1.0
12,partial_notch,1.0,10.0,0.4353981633974483,5.9,0.1,0.15,D21_guard,8.0,0.3226590996076344,1.5410972554726317,-1.1689148244734098,0.0,1.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543927936,2.0544125300418835e-08,1.0,0.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271914308933525,1.5945786882655609e-06,1.0,0.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.786665970103527,0.10086344944058924,1.0,0.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,30.601103509880495,0.6851856784462124,1.0,0.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,6.577703563852095,0.8845532780154399,1.0,0.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D21_guard,6.4,2.1022273869561374,2.8407590824753584,-0.7385495429246339,0.0,1.0
13,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.0,D21_guard,8.0,0.3226590996076344,0.8624688019562803,-0.5398096962708324,0.0,1.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543927971,2.0544108213557808e-08,1.0,0.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.27191493118432,1.249821404295896e-06,1.0,0.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.79430010526866,0.09740210149177624,1.0,0.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.2681108800818,0.2448381346853645,1.0,0.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,9.016214581155511,-0.5517136206926034,0.2857142857142857,0.7142857142857143
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D21_guard,6.4,2.1022273869561374,2.776048439915101,-0.433079924012765,0.0,1.0
14,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.1510147738547876,-0.702269526365495,0.0,1.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884541152918,2.3297457592737676e-08,1.0,0.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271719088484787,0.00019672470220181518,1.0,0.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.167349450540854,0.7199849446515246,1.0,0.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,30.19781590848421,1.0884634983787287,1.0,0.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,5.97265058366612,1.4896153495743123,1.0,0.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252206,-0.00032840738404639165,0.0,1.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D21_guard,6.4,2.1022273869561374,3.540363574829307,-1.4381711930676417,0.0,1.0
15,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.0,D21_guard,8.0,0.3226590996076344,0.8624687994598601,-0.5398096937744123,0.0,1.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.95088454144569,2.315627495044109e-08,1.0,0.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271795856084069,0.0001541917164913576,1.0,0.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.22168979215722,0.6953485907169012,1.0,0.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.257328865079437,0.3893704074918538,1.0,0.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,8.368982896877155,0.08011494816272043,0.5238095238095238,0.47619047619047616
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252219,-0.00032840738404693863,0.0,1.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D21_guard,6.4,2.1022273869561374,3.4120414242288746,-0.8307504914549884,0.0,1.0
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D21_guard,8.0,0.3226590996076344,1.1510147704494167,-0.7022695233298165,0.0,1.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950882034596534,2.510266166869509e-06,1.0,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.264632184307601,0.007280349887778249,1.0,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D60_hotspot,6.169491525423728,25.887561191706766,22.83123941894111,3.0553593292434265,1.0,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,29.79473335813494,1.4915362722375818,1.0,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D60_hotspot,6.711864406779661,7.462467784829663,5.113240592715819,2.3490382538015586,1.0,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D21_guard,4.0,0.9136772062233662,0.91404729845646,-0.0003284075004981721,0.0,1.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D21_guard,6.4,2.1022273869561374,4.389261647045494,-2.287069159536385,0.0,1.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D21_guard,8.0,0.3226590996076344,0.8624680486742189,-0.5398089429887797,0.0,1.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950882299305823,2.382615872386666e-06,1.0,0.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.267473079937417,0.005706365905745142,1.0,0.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D60_hotspot,6.169491525423728,25.887561191706766,23.059353200691163,2.951967647894014,1.0,0.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.246497535214353,0.5341497328559952,1.0,0.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D60_hotspot,6.711864406779661,7.462467784829663,7.438274944432651,0.9840052851927554,0.9523809523809523,0.047619047619047616
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D21_guard,4.0,0.9136772062233662,0.9140472984794905,-0.00032840751313955056,0.0,1.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D21_guard,6.4,2.1022273869561374,4.184716703400262,-1.3156511261060755,0.0,1.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D21_guard,8.0,0.3226590996076344,1.1510137463011616,-0.702268610364847,0.0,1.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543926003,2.0546044780866437e-08,1.0,0.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271908541656941,7.359186849412037e-06,1.0,0.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,24.9586590263291,0.9286096517163626,1.0,0.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,2.1943766162656715,29.091223586411118,1.0,0.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,8.467333913765085,-1.0051054650047895,0.0,1.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D21_guard,6.4,2.1022273869561374,15.666438713569868,-13.56396967496075,0.0,1.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D21_guard,8.0,0.3226590996076344,1.5807782925185436,-1.258119178710937,0.0,1.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543927904,2.054488101337137e-08,1.0,0.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.27188746025886,1.8032072199097066e-05,1.0,0.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.65808461393425,0.5109471556809124,1.0,0.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,6.363702728885343,28.185656921584684,1.0,0.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,8.210596791844063,0.5813298741127944,0.6666666666666666,0.3333333333333333
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D21_guard,6.4,2.1022273869561374,22.744516905906806,-17.537007686240944,0.0,1.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.577013369701584,-1.2250954001358265,0.0,1.0
