beta_peak,sigma_D,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
1.0,0.4,4.0,0.8999522474732319,0.9242478269761722,0.8
1.0,0.4,4.8,0.2881094642961909,0.28860835328971923,0.0
1.0,0.4,5.6,14.071111328581804,14.072583544233837,0.0
1.0,0.4,6.4,2.179576782469094,2.179617611412901,0.0
1.0,0.4,7.2,0.7568367508465514,0.7568368304343269,0.0
1.0,0.4,8.0,0.3226590931041252,0.3226590932469384,1.0
1.0,0.6,4.0,0.8866928694666167,0.9106302368709662,0.8
1.0,0.6,4.8,1.149592251430968,1.1516879023708828,0.0
1.0,0.6,5.6,14.071111328581804,14.072583544233837,0.0
1.0,0.6,6.4,5.93206556884348,5.932128261474894,0.0
1.0,0.6,7.2,0.7401122046414448,0.7401122808200369,0.0
1.0,0.6,8.0,0.32251613081714375,0.3225161309598832,1.0
1.0,0.8,4.0,0.8358172870610117,0.8583802122304798,0.8
1.0,0.8,4.8,1.7913999075058324,1.7946851516186157,0.0
1.0,0.8,5.6,14.071111328581804,14.072583544233837,0.0
1.0,0.8,6.4,8.727682693638588,8.727761674792895,0.0
1.0,0.8,7.2,0.6759409419902929,0.6759410050880144,0.0
1.0,0.8,8.0,0.3179191904076557,0.31791919054802387,1.0
