width_peak,refamp_peak,center_D,sigma_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,extra_width_beta,extra_refamp_beta
0.0,0.0,5.9,0.1,6.169491525423729,0.77,86.94866348396428,72.07403523754775,72.07403523754775,-14.874628246416535,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,0.96,86.9492109206282,72.07655902161699,72.07655902161699,-14.872651899011217,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,1.15,86.94975835121514,72.07908228759027,72.07908228759027,-14.87067606362487,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,1.34,86.95030577588408,72.08160555328314,72.08160555328314,-14.868700222600935,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,1.53,86.95085319449171,72.08412900692889,72.08412900692889,-14.866724187562824,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,1.72,86.95140060719876,72.08665264862424,72.08665264862424,-14.864747958574526,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,1.91,86.95194801392257,72.08917647833813,72.08917647833813,-14.862771535584443,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,2.1,86.952495414569,72.09169948741895,72.09169948741895,-14.86079592715005,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,2.29,86.95304280930395,72.0942217766158,72.0942217766158,-14.858821032688155,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,72.09674425360394,-14.85684594439195,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,72.09926691843275,-14.85487066230597,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,72.10178977111475,-14.852895186374226,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,72.10431281166733,-14.850919516570471,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,3.24,86.9557796930088,72.10683604012569,72.10683604012569,-14.848943652883108,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,3.43,86.95632705178399,72.10935945649784,72.10935945649784,-14.846967595286145,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,3.62,86.95687440455882,72.11188306081768,72.11188306081768,-14.844991343741142,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,3.81,86.95742175137232,72.11440685309975,72.11440685309975,-14.843014898272571,0.0,0.0
0.0,0.0,5.9,0.1,6.169491525423729,4.0,86.95796909219014,72.11693083336483,72.11693083336483,-14.841038258825307,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,0.2,53.17603232822576,75.98182889690369,75.98182889690369,22.805796568677934,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,0.39,53.1761539878905,75.98202644590302,75.98202644590302,22.805872458012516,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,0.5800000000000001,53.17627564694484,75.98222399633042,75.98222399633042,22.80594834938558,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,0.77,53.176397305291836,75.98242154337235,75.98242154337235,22.806024238080518,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,0.96,53.17651896289371,75.98261909103532,75.98261909103532,22.80610012814161,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,1.15,53.17664061967282,75.98281663264187,75.98281663264187,22.806176012969054,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,1.34,53.17676227557025,75.98301417350659,75.98301417350659,22.806251897936342,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,1.53,53.1768839308222,75.98321171557642,75.98321171557642,22.806327784754217,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,1.72,53.17700558523319,75.98340925890311,75.98340925890311,22.80640367366992,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,1.91,53.17712723881674,75.98360680345382,75.98360680345382,22.806479564637087,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,2.1,53.17724889163355,75.98380433874513,75.98380433874513,22.806555447111577,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,2.29,53.17737054371819,75.9840018659631,75.9840018659631,22.806631322244904,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,2.4800000000000004,53.1774921949914,75.98419939434977,75.98419939434977,22.80670719935837,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,2.6700000000000004,53.17761384546962,75.98439692398316,75.98439692398316,22.806783078513533,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,2.8600000000000003,53.177735495178766,75.98459445487615,75.98459445487615,22.80685895969738,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,3.0500000000000003,53.177857144103946,75.98479198698705,75.98479198698705,22.806934842883102,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,3.24,53.17797879225753,75.98498952035528,75.98498952035528,22.807010728097758,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,3.43,53.178100439580184,75.98518705494621,75.98518705494621,22.807086615366025,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,3.62,53.1782220861386,75.98538459078506,75.98538459078506,22.807162504646463,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,3.81,53.17834373193131,75.98558212784538,75.98558212784538,22.80723839591407,0.0,0.0
0.0,0.0,5.9,0.1,6.4406779661016955,4.0,53.178465376946676,75.98577966618107,75.98577966618107,22.807314289234398,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,0.2,24.022491636014024,21.08261248034347,21.08261248034347,-2.9398791556705532,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,0.39,24.022510691807305,21.082652381055027,21.082652381055027,-2.939858310752278,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,0.5800000000000001,24.02252974733178,21.082692281998636,21.082692281998636,-2.939837465333145,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,0.77,24.022548802487066,21.082732182026014,21.082732182026014,-2.939816620461052,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,0.96,24.022567857789728,21.082772082127686,21.082772082127686,-2.9397957756620414,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,1.15,24.022586912972304,21.082811980898406,21.082811980898406,-2.939774932073899,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,1.34,24.02260596800885,21.082851879402607,21.082851879402607,-2.939754088606243,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,1.53,24.022625023057742,21.082891778107975,21.082891778107975,-2.9397332449497675,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,1.72,24.0226440780572,21.082931677018543,21.082931677018543,-2.9397124010386584,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,1.91,24.022663132903386,21.08297157609898,21.08297157609898,-2.939691556804405,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,2.1,24.02268218768798,21.083011473153505,21.083011473153505,-2.9396707145344756,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,2.29,24.02270124244546,21.083051368448782,21.083051368448782,-2.9396498739966788,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,2.4800000000000004,24.022720297033377,21.083091263897504,21.083091263897504,-2.9396290331358728,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,2.6700000000000004,24.0227393516132,21.083131159548962,21.083131159548962,-2.939608192064238,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,2.8600000000000003,24.022758406111414,21.083171055395507,21.083171055395507,-2.9395873507159074,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,3.0500000000000003,24.022777460554764,21.083210951431088,21.083210951431088,-2.939566509123676,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,3.24,24.022796514904933,21.08325084765382,21.08325084765382,-2.9395456672511138,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,3.43,24.022815569163555,21.083290744068968,21.083290744068968,-2.939524825094587,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,3.62,24.022834623332585,21.083330640667587,21.083330640667587,-2.9395039826649985,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,3.81,24.022853677482853,21.08337053746165,21.08337053746165,-2.9394831400212027,0.0,0.0
0.0,0.0,5.9,0.1,6.711864406779661,4.0,24.02287273152609,21.083410434453693,21.083410434453693,-2.939462297072396,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,0.2,90.79702562735869,60.251653720638146,60.251653720638146,-30.545371906720547,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,0.39,90.79862216474444,60.25448559082204,60.25448559082204,-30.5441365739224,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,60.257317741395916,-30.542900934321572,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,0.77,90.80181516046262,60.26014963122751,60.26014963122751,-30.54166552923511,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,0.96,90.80341161896216,60.26298173779924,60.26298173779924,-30.540429881162922,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,1.15,90.80500805110192,60.26581328900283,60.26581328900283,-30.539194762099093,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,1.34,90.8066044569945,60.268644897635,60.268644897635,-30.537959559359507,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,1.53,90.80820083658355,60.27147678658714,60.27147678658714,-30.536724049996415,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,1.72,90.80979718986694,60.27430895591068,60.27430895591068,-30.535488233956258,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,1.91,90.81139351683984,60.27714140564782,60.27714140564782,-30.534252111192025,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,2.1,90.81298981754493,60.27997294177464,60.27997294177464,-30.533016875770294,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,2.29,90.81458609192988,60.28280368338697,60.28280368338697,-30.53178240854291,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,60.28563470510325,-30.5305476349144,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,60.288466006961094,-30.52931255482499,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,60.291297589012885,-30.528077168248018,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,60.29412945129645,-30.5268414751092,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,3.24,90.82256706925467,60.29696159386269,60.29696159386269,-30.525605475391984,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,3.43,90.8241631857692,60.29979401674245,60.29979401674245,-30.52436916902674,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,3.62,90.82575927598117,60.30262671999676,60.30262671999676,-30.52313255598441,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,3.81,90.82735533987562,60.30545970366357,60.30545970366357,-30.52189563621205,0.0,0.0
0.0,0.0,5.9,0.15,5.898305084745763,4.0,90.82895137743073,60.30829296778385,60.30829296778385,-30.520658409646877,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,0.2,86.94702113806258,72.06646393780726,72.06646393780726,-14.880557200255325,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,0.39,86.94756859275853,72.06898766877671,72.06898766877671,-14.878580923981815,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,72.07151158782115,-14.876604453661344,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,0.77,86.94866348396428,72.07403523754775,72.07403523754775,-14.874628246416535,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,0.96,86.9492109206282,72.07655902161699,72.07655902161699,-14.872651899011217,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,1.15,86.94975835121514,72.07908228759027,72.07908228759027,-14.87067606362487,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,1.34,86.95030577588408,72.08160555328314,72.08160555328314,-14.868700222600935,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,1.53,86.95085319449171,72.08412900692889,72.08412900692889,-14.866724187562824,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,1.72,86.95140060719876,72.08665264862424,72.08665264862424,-14.864747958574526,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,1.91,86.95194801392257,72.08917647833813,72.08917647833813,-14.862771535584443,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,2.1,86.952495414569,72.09169948741895,72.09169948741895,-14.86079592715005,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,2.29,86.95304280930395,72.0942217766158,72.0942217766158,-14.858821032688155,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,72.09674425360394,-14.85684594439195,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,72.09926691843275,-14.85487066230597,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,72.10178977111475,-14.852895186374226,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,72.10431281166733,-14.850919516570471,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,3.24,86.9557796930088,72.10683604012569,72.10683604012569,-14.848943652883108,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,3.43,86.95632705178399,72.10935945649784,72.10935945649784,-14.846967595286145,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,3.62,86.95687440455882,72.11188306081768,72.11188306081768,-14.844991343741142,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,3.81,86.95742175137232,72.11440685309975,72.11440685309975,-14.843014898272571,0.0,0.0
0.0,0.0,5.9,0.15,6.169491525423729,4.0,86.95796909219014,72.11693083336483,72.11693083336483,-14.841038258825307,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,0.2,53.17603232822576,75.98182889690369,75.98182889690369,22.805796568677934,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,0.39,53.1761539878905,75.98202644590302,75.98202644590302,22.805872458012516,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,0.5800000000000001,53.17627564694484,75.98222399633042,75.98222399633042,22.80594834938558,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,0.77,53.176397305291836,75.98242154337235,75.98242154337235,22.806024238080518,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,0.96,53.17651896289371,75.98261909103532,75.98261909103532,22.80610012814161,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,1.15,53.17664061967282,75.98281663264187,75.98281663264187,22.806176012969054,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,1.34,53.17676227557025,75.98301417350659,75.98301417350659,22.806251897936342,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,1.53,53.1768839308222,75.98321171557642,75.98321171557642,22.806327784754217,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,1.72,53.17700558523319,75.98340925890311,75.98340925890311,22.80640367366992,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,1.91,53.17712723881674,75.98360680345382,75.98360680345382,22.806479564637087,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,2.1,53.17724889163355,75.98380433874513,75.98380433874513,22.806555447111577,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,2.29,53.17737054371819,75.9840018659631,75.9840018659631,22.806631322244904,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,2.4800000000000004,53.1774921949914,75.98419939434977,75.98419939434977,22.80670719935837,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,2.6700000000000004,53.17761384546962,75.98439692398316,75.98439692398316,22.806783078513533,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,2.8600000000000003,53.177735495178766,75.98459445487615,75.98459445487615,22.80685895969738,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,3.0500000000000003,53.177857144103946,75.98479198698705,75.98479198698705,22.806934842883102,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,3.24,53.17797879225753,75.98498952035528,75.98498952035528,22.807010728097758,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,3.43,53.178100439580184,75.98518705494621,75.98518705494621,22.807086615366025,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,3.62,53.1782220861386,75.98538459078506,75.98538459078506,22.807162504646463,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,3.81,53.17834373193131,75.98558212784538,75.98558212784538,22.80723839591407,0.0,0.0
0.0,0.0,5.9,0.15,6.4406779661016955,4.0,53.178465376946676,75.98577966618107,75.98577966618107,22.807314289234398,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,0.2,24.022491636014024,21.08261248034347,21.08261248034347,-2.9398791556705532,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,0.39,24.022510691807305,21.082652381055027,21.082652381055027,-2.939858310752278,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,0.5800000000000001,24.02252974733178,21.082692281998636,21.082692281998636,-2.939837465333145,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,0.77,24.022548802487066,21.082732182026014,21.082732182026014,-2.939816620461052,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,0.96,24.022567857789728,21.082772082127686,21.082772082127686,-2.9397957756620414,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,1.15,24.022586912972304,21.082811980898406,21.082811980898406,-2.939774932073899,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,1.34,24.02260596800885,21.082851879402607,21.082851879402607,-2.939754088606243,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,1.53,24.022625023057742,21.082891778107975,21.082891778107975,-2.9397332449497675,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,1.72,24.0226440780572,21.082931677018543,21.082931677018543,-2.9397124010386584,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,1.91,24.022663132903386,21.08297157609898,21.08297157609898,-2.939691556804405,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,2.1,24.02268218768798,21.083011473153505,21.083011473153505,-2.9396707145344756,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,2.29,24.02270124244546,21.083051368448782,21.083051368448782,-2.9396498739966788,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,2.4800000000000004,24.022720297033377,21.083091263897504,21.083091263897504,-2.9396290331358728,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,2.6700000000000004,24.0227393516132,21.083131159548962,21.083131159548962,-2.939608192064238,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,2.8600000000000003,24.022758406111414,21.083171055395507,21.083171055395507,-2.9395873507159074,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,3.0500000000000003,24.022777460554764,21.083210951431088,21.083210951431088,-2.939566509123676,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,3.24,24.022796514904933,21.08325084765382,21.08325084765382,-2.9395456672511138,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,3.43,24.022815569163555,21.083290744068968,21.083290744068968,-2.939524825094587,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,3.62,24.022834623332585,21.083330640667587,21.083330640667587,-2.9395039826649985,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,3.81,24.022853677482853,21.08337053746165,21.08337053746165,-2.9394831400212027,0.0,0.0
0.0,0.0,5.9,0.15,6.711864406779661,4.0,24.02287273152609,21.083410434453693,21.083410434453693,-2.939462297072396,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,0.2,90.79702562735869,60.251653720638146,60.251653720638146,-30.545371906720547,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,0.39,90.79862216474444,60.25448559082204,60.25448559082204,-30.5441365739224,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,60.257317741395916,-30.542900934321572,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,0.77,90.80181516046262,60.26014963122751,60.26014963122751,-30.54166552923511,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,0.96,90.80341161896216,60.26298173779924,60.26298173779924,-30.540429881162922,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,1.15,90.80500805110192,60.26581328900283,60.26581328900283,-30.539194762099093,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,1.34,90.8066044569945,60.268644897635,60.268644897635,-30.537959559359507,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,1.53,90.80820083658355,60.27147678658714,60.27147678658714,-30.536724049996415,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,1.72,90.80979718986694,60.27430895591068,60.27430895591068,-30.535488233956258,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,1.91,90.81139351683984,60.27714140564782,60.27714140564782,-30.534252111192025,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,2.1,90.81298981754493,60.27997294177464,60.27997294177464,-30.533016875770294,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,2.29,90.81458609192988,60.28280368338697,60.28280368338697,-30.53178240854291,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,60.28563470510325,-30.5305476349144,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,60.288466006961094,-30.52931255482499,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,60.291297589012885,-30.528077168248018,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,60.29412945129645,-30.5268414751092,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,3.24,90.82256706925467,60.29696159386269,60.29696159386269,-30.525605475391984,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,3.43,90.8241631857692,60.29979401674245,60.29979401674245,-30.52436916902674,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,3.62,90.82575927598117,60.30262671999676,60.30262671999676,-30.52313255598441,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,3.81,90.82735533987562,60.30545970366357,60.30545970366357,-30.52189563621205,0.0,0.0
0.0,0.0,5.9,0.2,5.898305084745763,4.0,90.82895137743073,60.30829296778385,60.30829296778385,-30.520658409646877,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,0.2,86.94702113806258,72.06646393780726,72.06646393780726,-14.880557200255325,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,0.39,86.94756859275853,72.06898766877671,72.06898766877671,-14.878580923981815,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,72.07151158782115,-14.876604453661344,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,0.77,86.94866348396428,72.07403523754775,72.07403523754775,-14.874628246416535,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,0.96,86.9492109206282,72.07655902161699,72.07655902161699,-14.872651899011217,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,1.15,86.94975835121514,72.07908228759027,72.07908228759027,-14.87067606362487,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,1.34,86.95030577588408,72.08160555328314,72.08160555328314,-14.868700222600935,0.0,0.0
0.0,0.0,5.9,0.2,6.169491525423729,1.53,86.95085319449171,72.08412900692889,72.08412900692889,-14.866724187562824,0.0,0.0
