alpha_center,taper,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.8,0.0,4.0,2.0,1.9257049200647154,2.7647636140617435,-0.8390586939970281,-0.3616630461685873,1.0
0.8,0.01,4.0,2.0,1.9257053601515557,2.7647636140617435,-0.8390582539101878,-0.36166281763575986,1.0
0.8,0.02,4.0,2.0,1.925705800238493,2.7647636140617435,-0.8390578138232505,-0.3616625891029344,1.0
0.8,0.03,4.0,2.0,1.925706240325533,2.7647636140617435,-0.8390573737362106,-0.3616623605701078,1.0
0.8,0.04,4.0,2.0,1.9257066804126715,2.7647636140617435,-0.8390569336490721,-0.3616621320372823,1.0
0.8125,0.0,4.0,2.0,1.9436949909502952,2.7647636140617435,-0.8210686231114483,-0.35236434304852166,1.0
0.8125,0.01,4.0,2.0,1.9436954351484559,2.7647636140617435,-0.8210681789132876,-0.35236411451569516,1.0
0.8125,0.02,4.0,2.0,1.9436958793467183,2.7647636140617435,-0.8210677347150253,-0.35236388598286883,1.0
0.8125,0.03,4.0,2.0,1.943696323545082,2.7647636140617435,-0.8210672905166616,-0.3523636574500424,1.0
0.8125,0.04,4.0,2.0,1.9436967677435455,2.7647636140617435,-0.821066846318198,-0.3523634289172169,1.0
0.825,0.0,4.0,2.0,1.9618531263441472,2.7647636140617435,-0.8029104877175963,-0.3430656399284561,1.0
0.825,0.01,4.0,2.0,1.9618535746920385,2.7647636140617435,-0.8029100393697051,-0.34306541139562957,1.0
0.825,0.02,4.0,2.0,1.9618540230400303,2.7647636140617435,-0.8029095910217132,-0.34306518286280413,1.0
0.825,0.03,4.0,2.0,1.9618544713881265,2.7647636140617435,-0.802909142673617,-0.3430649543299777,1.0
0.825,0.04,4.0,2.0,1.9618549197363269,2.7647636140617435,-0.8029086943254167,-0.3430647257971504,1.0
0.8,0.0,4.0,4.0,2.217351608015312,3.1833742708158104,-0.9660226628004982,-0.3616282113166559,0.0
0.8,0.01,4.0,4.0,2.2173521146343513,3.1833742708158104,-0.966022156181459,-0.3616279828373388,0.0
0.8,0.02,4.0,4.0,2.217352621253508,3.1833742708158104,-0.9660216495623022,-0.36162775435802086,0.0
0.8,0.03,4.0,4.0,2.2173531278727814,3.1833742708158104,-0.966021142943029,-0.3616275258787025,0.0
0.8,0.04,4.0,4.0,2.21735363449217,3.1833742708158104,-0.9660206363236403,-0.3616272973993844,0.0
0.8125,0.0,4.0,4.0,2.238061390120615,3.1833742708158104,-0.9453128806951954,-0.3523316853748364,0.0
0.8125,0.01,4.0,4.0,2.238061901471412,3.1833742708158104,-0.9453123693443986,-0.35233145689551904,0.0
0.8125,0.02,4.0,4.0,2.23806241282233,3.1833742708158104,-0.9453118579934805,-0.3523312284161999,0.0
0.8125,0.03,4.0,4.0,2.2380629241733603,3.1833742708158104,-0.9453113466424501,-0.3523309999368826,0.0
0.8125,0.04,4.0,4.0,2.2380634355245115,3.1833742708158104,-0.9453108352912989,-0.35233077145756364,0.0
0.825,0.0,4.0,4.0,2.2589645989577436,3.1833742708158104,-0.9244096718580668,-0.34303515943301716,0.0
0.825,0.01,4.0,4.0,2.258965115084494,3.1833742708158104,-0.9244091557313165,-0.3430349309536989,0.0
0.825,0.02,4.0,4.0,2.2589656312113617,3.1833742708158104,-0.9244086396044486,-0.34303470247438095,0.0
0.825,0.03,4.0,4.0,2.2589661473383478,3.1833742708158104,-0.9244081234774626,-0.34303447399506287,0.0
0.825,0.04,4.0,4.0,2.2589666634654515,3.1833742708158104,-0.9244076073503589,-0.3430342455157448,0.0
0.8,0.0,4.8,0.2,13.807802193305852,13.739247292265361,0.06855490104049089,0.004977305653404807,0.0
0.8,0.01,4.8,0.2,13.803842214907135,13.739247292265361,0.06459492264177413,0.004690471709919139,0.0
0.8,0.02,4.8,0.2,13.799883372201762,13.739247292265361,0.06063607993640119,0.004403637766433898,0.0
0.8,0.03,4.8,0.2,13.795925664864017,13.739247292265361,0.05667837259865571,0.004116803822948935,0.0
0.8,0.04,4.8,0.2,13.791969092568284,13.739247292265361,0.05272180030292262,0.0038299698794641876,0.0
0.8125,0.0,4.8,0.2,13.717996138801615,13.739247292265361,-0.021251153463746064,-0.0015479454636795236,0.0
0.8125,0.01,4.8,0.2,13.714061916133675,13.739247292265361,-0.025185376131686255,-0.0018347794071652925,0.0
0.8125,0.02,4.8,0.2,13.710128821772523,13.739247292265361,-0.029118470492838,-0.002121613350650119,0.0
0.8125,0.03,4.8,0.2,13.706196855394555,13.739247292265361,-0.033050436870805555,-0.00240844729413513,0.0
0.8125,0.04,4.8,0.2,13.702266016676276,13.739247292265361,-0.03698127558908482,-0.0026952812376202125,0.0
0.825,0.0,4.8,0.2,13.628774183585064,13.739247292265361,-0.11047310868029747,-0.008073196580763931,0.0
0.825,0.01,4.8,0.2,13.624865549132435,13.739247292265361,-0.1143817431329257,-0.00836003052424883,0.0
0.825,0.02,4.8,0.2,13.620958035648053,13.739247292265361,-0.11828925661730771,-0.008646864467734793,0.0
0.825,0.03,4.8,0.2,13.61705164281046,13.739247292265361,-0.12219564945490013,-0.008933698411219573,0.0
0.825,0.04,4.8,0.2,13.613146370298248,13.739247292265361,-0.12610092196711342,-0.009220532354704549,0.0
0.8,0.0,4.8,0.6,13.833740184456028,13.765096208939836,0.06864397551619206,0.0049744211014192035,0.0
0.8,0.01,4.8,0.6,13.829772876826974,13.765096208939836,0.064676667887138,0.004687595082795678,0.0
0.8,0.02,4.8,0.6,13.825806706961798,13.765096208939836,0.06071049802196171,0.004400769064172411,0.0
0.8,0.03,4.8,0.6,13.8218416745342,13.765096208939836,0.05674546559436422,0.00411394304554922,0.0
0.8,0.04,4.8,0.6,13.817877779217971,13.765096208939836,0.05278157027813535,0.0038271170269249,0.0
0.8125,0.0,4.8,0.6,13.743767906840612,13.765096208939836,-0.021328302099224317,-0.0015506497311659768,0.0
0.8125,0.01,4.8,0.6,13.739826401901116,13.765096208939836,-0.02526980703872006,-0.0018374757497892993,0.0
0.8125,0.02,4.8,0.6,13.735886027325675,13.765096208939836,-0.029210181614161,-0.0021243017684125006,0.0
0.8125,0.03,4.8,0.6,13.731946782790112,13.765096208939836,-0.03314942614972338,-0.0024111277870359467,0.0
0.8125,0.04,4.8,0.6,13.728008667970355,13.765096208939836,-0.037087540969480415,-0.0026979538056590953,0.0
0.825,0.0,4.8,0.6,13.654380793514187,13.765096208939836,-0.11071541542564844,-0.008075720563752,0.0
0.825,0.01,4.8,0.6,13.650464923447986,13.765096208939836,-0.11463128549184987,-0.008362546582374352,0.0
0.825,0.02,4.8,0.6,13.64655017639412,13.765096208939836,-0.11854603254571572,-0.008649372600998519,0.0
0.825,0.03,4.8,0.6,13.642636552030572,13.765096208939836,-0.12245965690926397,-0.008936198619620904,0.0
0.825,0.04,4.8,0.6,13.638724050035325,13.765096208939836,-0.1263721589045108,-0.00922302463824502,0.0
0.8,0.0,4.8,1.0,13.85968760665443,13.790954693731495,0.06873291292293615,0.0049715340239796435,0.0
0.8,0.01,4.8,1.0,13.855712967597555,13.790954693731495,0.06475827386605992,0.004684715937156424,0.0
0.8,0.02,4.8,1.0,13.85173946837558,13.790954693731495,0.060784774644085715,0.004397897850333352,0.0
0.8,0.03,4.8,1.0,13.847767108661627,13.790954693731495,0.056812414930131894,0.0041110797635099845,0.0
0.8,0.04,4.8,1.0,13.843795888128922,13.790954693731495,0.05284119439742696,0.0038242616766877386,0.0
0.8125,0.0,4.8,1.0,13.769549056057055,13.790954693731495,-0.02140563767443915,-0.0015533563662652695,0.0
0.8125,0.01,4.8,1.0,13.76560026665956,13.790954693731495,-0.025354427071935248,-0.0018401744530885452,0.0
0.8125,0.02,4.8,1.0,13.761652609683878,13.790954693731495,-0.02930208404761636,-0.002126992539911612,0.0
0.8125,0.03,4.8,1.0,13.757706084805257,13.790954693731495,-0.03324860892623782,-0.0024138106267347433,0.0
0.8125,0.04,4.8,1.0,13.753760691699036,13.790954693731495,-0.03719400203245904,-0.0027006287135578596,0.0
0.825,0.0,4.8,1.0,13.679996735000651,13.790954693731495,-0.11095795873084313,-0.008078246756511014,0.0
0.825,0.01,4.8,1.0,13.676073627145422,13.790954693731495,-0.11488106658607222,-0.008365064843333306,0.0
0.825,0.02,4.8,1.0,13.67215164434712,13.790954693731495,-0.11880304938437547,-0.0086518829301565,0.0
0.825,0.03,4.8,1.0,13.668230786283104,13.790954693731495,-0.12272390744839079,-0.008938701016980471,0.0
0.825,0.04,4.8,1.0,13.66431105263086,13.790954693731495,-0.1266436411006353,-0.009225519103802907,0.0
0.8,0.0,4.8,2.0,13.924596581687643,13.855641930084026,0.06895465160361702,0.004964305341445495,0.0
0.8,0.01,4.8,2.0,13.92060360469121,13.855641930084026,0.0649616746071846,0.004677507114313022,0.0
0.8,0.02,4.8,2.0,13.916611772709304,13.855641930084026,0.06096984262527805,0.0043907088871807266,0.0
0.8,0.03,4.8,2.0,13.912621085413587,13.855641930084026,0.05697915532956088,0.004103910660049288,0.0
0.8,0.04,4.8,2.0,13.908631542475792,13.855641930084026,0.05298961239176592,0.003817112432916819,0.0
0.8125,0.0,4.8,2.0,13.83404213598346,13.855641930084026,-0.021599794100566783,-0.0015601332561408885,0.0
0.8125,0.01,4.8,2.0,13.830075126117674,13.855641930084026,-0.02556680396635258,-0.0018469314832733992,0.0
0.8125,0.02,4.8,2.0,13.826109253820151,13.855641930084026,-0.02953267626387479,-0.0021337297104057204,0.0
0.8125,0.03,4.8,2.0,13.822144518764686,13.855641930084026,-0.03349741131934003,-0.0024205279375380693,0.0
0.8125,0.04,4.8,2.0,13.818180920625164,13.855641930084026,-0.03746100945886255,-0.0027073261646705293,0.0
0.825,0.0,4.8,2.0,13.744076584010502,13.855641930084026,-0.1115653460735242,-0.008084571853727308,0.0
0.825,0.01,4.8,2.0,13.7401353724059,13.855641930084026,-0.11550655767812579,-0.008371370080859681,0.0
0.825,0.02,4.8,2.0,13.736195290971727,13.855641930084026,-0.11944663911229902,-0.008658168307992138,0.0
0.825,0.03,4.8,2.0,13.732256339383897,13.855641930084026,-0.12338559070012955,-0.008944966535124568,0.0
0.825,0.04,4.8,2.0,13.728318517318419,13.855641930084026,-0.1273234127656071,-0.009231764762257018,0.0
0.8,0.0,4.8,4.0,14.054580929714835,13.985185434428539,0.06939549528629563,0.004949801369281961,0.0
0.8,0.01,4.8,4.0,14.050551238661464,13.985185434428539,0.06536580423292548,0.0046630429895782475,0.0
0.8,0.02,4.8,4.0,14.046522702990092,13.985185434428539,0.061337268561553415,0.004376284609873354,0.0
0.8,0.03,4.8,4.0,14.042495322369453,13.985185434428539,0.05730988794091374,0.004089526230167734,0.0
0.8,0.04,4.8,4.0,14.038469096468408,13.985185434428539,0.05328366203986867,0.003802767850463702,0.0
0.8125,0.0,4.8,4.0,13.963193827317726,13.985185434428539,-0.02199160711081305,-0.0015737307300439447,0.0
0.8125,0.01,4.8,4.0,13.959190338524714,13.985185434428539,-0.025995095903825316,-0.0018604891097486961,0.0
0.8125,0.02,4.8,4.0,13.95518799760107,13.985185434428539,-0.02999743682746825,-0.002147247489453642,0.0
0.8125,0.03,4.8,4.0,13.95118680421769,13.985185434428539,-0.03399863021084926,-0.0024340058691582475,0.0
0.8125,0.04,4.8,4.0,13.94718675804554,13.985185434428539,-0.03799867638299936,-0.0027207642488632877,0.0
0.825,0.0,4.8,4.0,13.872400951281838,13.985185434428539,-0.11278448314670086,-0.008097262829370896,0.0
0.825,0.01,4.8,4.0,13.868423494374237,13.985185434428539,-0.1167619400543014,-0.008384021209075719,0.0
0.825,0.02,4.8,4.0,13.864447177872231,13.985185434428539,-0.12073825655630799,-0.008670779588779473,0.0
0.825,0.03,4.8,4.0,13.860472001448803,13.985185434428539,-0.12471343297973547,-0.008957537968485233,0.0
0.825,0.04,4.8,4.0,13.856497964777127,13.985185434428539,-0.1286874696514122,-0.009244296348189173,0.0
0.8,0.0,5.6,0.2,33.47335760221731,57.97139610037368,-24.49803849815637,-0.5491998912549318,0.0
0.8,0.01,5.6,0.2,34.03824519558919,57.97139610037368,-23.93315090478449,-0.5324649670840969,0.0
0.8,0.02,5.6,0.2,34.61266568365711,57.97139610037368,-23.35873041671657,-0.5157300429132623,0.0
0.8,0.03,5.6,0.2,35.196779941048796,57.97139610037368,-22.774616159324886,-0.49899511874242836,0.0
0.8,0.04,5.6,0.2,35.790751557269964,57.97139610037368,-22.180644543103718,-0.48226019457159375,0.0
0.8125,0.0,5.6,0.2,34.18095037053396,57.97139610037368,-23.790445729839725,-0.5282812360413884,0.0
0.8125,0.01,5.6,0.2,34.757779113662345,57.97139610037368,-23.213616986711337,-0.5115463118705539,0.0
0.8125,0.02,5.6,0.2,35.344342267194534,57.97139610037368,-22.627053833179147,-0.49481138769971955,0.0
0.8125,0.03,5.6,0.2,35.94080410648445,57.97139610037368,-22.03059199388923,-0.4780764635288844,0.0
0.8125,0.04,5.6,0.2,36.54733167915367,57.97139610037368,-21.42406442122001,-0.4613415393580498,0.0
0.825,0.0,5.6,0.2,34.90350093100648,57.97139610037368,-23.067895169367205,-0.5073625808278456,0.0
0.825,0.01,5.6,0.2,35.49252324766416,57.97139610037368,-22.47887285270952,-0.4906276566570109,0.0
0.825,0.02,5.6,0.2,36.091485750270714,57.97139610037368,-21.879910350102968,-0.4738927324861761,0.0
0.825,0.03,5.6,0.2,36.70055618679409,57.97139610037368,-21.270839913579593,-0.45715780831534136,0.0
0.825,0.04,5.6,0.2,37.31990513607289,57.97139610037368,-20.65149096430079,-0.4404228841445069,0.0
0.8,0.0,5.6,0.6,33.477054005811524,57.97770588386644,-24.500651878054917,-0.5491983062486046,0.0
0.8,0.01,5.6,0.6,34.04200128088035,57.97770588386644,-23.935704602986092,-0.5324634613280865,0.0
0.8,0.02,5.6,0.6,34.61648241229009,57.97770588386644,-23.361223471576352,-0.5157286164075678,0.0
0.8,0.03,5.6,0.6,35.20065829012857,57.97770588386644,-22.77704759373787,-0.4989937714870498,0.0
0.8,0.04,5.6,0.6,35.7946925196096,57.97770588386644,-22.183013364256844,-0.4822589265665318,0.0
0.8125,0.0,5.6,0.6,34.184721525906674,57.97770588386644,-23.792984357959767,-0.5282797500979565,0.0
0.8125,0.01,5.6,0.6,34.761611155194096,57.97770588386644,-23.216094728672346,-0.5115449051774383,0.0
0.8125,0.02,5.6,0.6,35.34823617589394,57.97770588386644,-22.629469707972504,-0.4948100602569204,0.0
0.8125,0.03,5.6,0.6,35.944760879130776,57.97770588386644,-22.032945004735666,-0.4780752153364025,0.0
0.8125,0.04,5.6,0.6,36.55135232854986,57.97770588386644,-21.42635355531658,-0.4613403704158838,0.0
0.825,0.0,5.6,0.6,34.907348346748826,57.97770588386644,-23.070357537117616,-0.5073611939473092,0.0
0.825,0.01,5.6,0.6,35.49643277828066,57.97770588386644,-22.481273105585778,-0.4906263490267911,0.0
0.825,0.02,5.6,0.6,36.095458396522716,57.97770588386644,-21.882247487343726,-0.47389150410627273,0.0
0.825,0.03,5.6,0.6,36.70459296553036,57.97770588386644,-21.273112918336082,-0.4571566591857547,0.0
0.825,0.04,5.6,0.6,37.32400708048767,57.97770588386644,-20.653698803378774,-0.44042181426523586,0.0
0.8,0.0,5.6,1.0,33.48075026340318,57.984015390166256,-24.503265126763075,-0.5491967211700324,0.0
0.8,0.01,5.6,1.0,34.045757216986566,57.984015390166256,-23.93825817317969,-0.5324619555034427,0.0
0.8,0.02,5.6,1.0,34.62029898849027,57.984015390166256,-23.363716401675987,-0.5157271898368533,0.0
0.8,0.03,5.6,1.0,35.20453648346104,57.984015390166256,-22.779478906705215,-0.4989924241702638,0.0
0.8,0.04,5.6,1.0,35.798633322819434,57.984015390166256,-22.185382067346822,-0.482257658503674,0.0
0.8125,0.0,5.6,1.0,34.18849253128863,57.984015390166256,-23.795522858877625,-0.5282782640867953,0.0
0.8125,0.01,5.6,1.0,34.765443043470725,57.984015390166256,-23.21857234669553,-0.5115434984202061,0.0
0.8125,0.02,5.6,1.0,35.35212992800685,57.984015390166256,-22.631885462159403,-0.4948087327536164,0.0
0.8125,0.03,5.6,1.0,35.948717491790944,57.984015390166256,-22.035297898375312,-0.4780739670870266,0.0
0.8125,0.04,5.6,1.0,36.555372814490454,57.984015390166256,-21.428642575675802,-0.4613392014204369,0.0
0.825,0.0,5.6,1.0,34.91119560840957,57.984015390166256,-23.072819781756685,-0.5073598070035582,0.0
0.825,0.01,5.6,1.0,35.50034215146722,57.984015390166256,-22.483673238699033,-0.49062504133696905,0.0
0.825,0.02,5.6,1.0,36.09943088192776,57.984015390166256,-21.884584508238497,-0.4738902756703793,0.0
0.825,0.03,5.6,1.0,36.70862957993264,57.984015390166256,-21.275385810233615,-0.4571555100037898,0.0
0.825,0.04,5.6,1.0,37.32810885700995,57.984015390166256,-20.655906533156305,-0.44042074433719985,0.0
0.8,0.0,5.6,2.0,33.48999026759336,57.999787941433695,-24.509797673840332,-0.5491927581578361,0.0
0.8,0.01,5.6,2.0,34.05514640352321,57.999787941433695,-23.944641537910485,-0.5324581906418561,0.0
0.8,0.02,5.6,2.0,34.6298397610356,57.999787941433695,-23.369948180398097,-0.515723623125876,0.0
0.8,0.03,5.6,2.0,35.21423128431873,57.999787941433695,-22.785556657114967,-0.49898905560989654,0.0
0.8,0.04,5.6,2.0,35.80848463355434,57.999787941433695,-22.191303307879352,-0.4822544880939165,0.0
0.8125,0.0,5.6,2.0,34.19791938748517,57.999787941433695,-23.801868553948523,-0.5282745487628614,0.0
0.8125,0.01,5.6,2.0,34.77502209260518,57.999787941433695,-23.22476584882852,-0.511539981246882,0.0
0.8125,0.02,5.6,2.0,35.36186362213975,57.999787941433695,-22.637924319293944,-0.4948054137309014,0.0
0.8125,0.03,5.6,2.0,35.95860832240037,57.999787941433695,-22.041179619033322,-0.47807084621492196,0.0
0.8125,0.04,5.6,2.0,36.56542331310423,57.999787941433695,-21.43436462832946,-0.46133627869894245,0.0
0.825,0.0,5.6,2.0,34.920813087383905,57.999787941433695,-23.07897485404979,-0.5073563393678868,0.0
0.825,0.01,5.6,2.0,35.51011489458962,57.999787941433695,-22.489673046844075,-0.4906217718519066,0.0
0.825,0.02,5.6,2.0,36.10936139062908,57.999787941433695,-21.890426550804612,-0.4738872043359268,0.0
0.825,0.03,5.6,2.0,36.718720395853076,57.999787941433695,-21.28106754558062,-0.45715263681994706,0.0
0.825,0.04,5.6,2.0,37.3383625626437,57.999787941433695,-20.661425378789993,-0.4404180693039673,0.0
0.8,0.0,5.6,4.0,33.508467527113,58.031327827197636,-24.522860300084638,-0.5491848307822653,0.0
0.8,0.01,5.6,4.0,34.07392196787996,58.031327827197636,-23.957405859317674,-0.532450659635064,0.0
0.8,0.02,5.6,4.0,34.6489184363247,58.031327827197636,-23.382409390872937,-0.5157164884878624,0.0
0.8,0.03,5.6,4.0,35.23361795389406,58.031327827197636,-22.797709873303575,-0.49898231734066156,0.0
0.8,0.04,5.6,4.0,35.82818425926734,58.031327827197636,-22.203143567930297,-0.48224814619346035,0.0
0.8125,0.0,5.6,4.0,34.21677027600666,58.031327827197636,-23.814557551190973,-0.5282671168482638,0.0
0.8125,0.01,5.6,4.0,34.794177305606446,58.031327827197636,-23.23715052159119,-0.5115329457010622,0.0
0.8125,0.02,5.6,4.0,35.38132806248212,58.031327827197636,-22.649999764715517,-0.4947987745538612,0.0
0.8125,0.03,5.6,4.0,35.97838697175559,58.031327827197636,-22.052940855442046,-0.47806460340665957,0.0
0.8125,0.04,5.6,4.0,36.585521233217996,58.031327827197636,-21.44580659397964,-0.4613304322594589,0.0
0.825,0.0,5.6,4.0,34.940045144520056,58.031327827197636,-23.09128268267758,-0.5073494029142627,0.0
0.825,0.01,5.6,4.0,35.52965741704732,58.031327827197636,-22.501670410150318,-0.49061523176706134,0.0
0.825,0.02,5.6,4.0,36.12921937997932,58.031327827197636,-21.902108447218318,-0.4738810606198595,0.0
0.825,0.03,5.6,4.0,36.73889893405988,58.031327827197636,-21.292428893137753,-0.45714688947265814,0.0
0.825,0.04,5.6,4.0,37.35886681335317,58.031327827197636,-20.67246101384447,-0.4404127183254574,0.0
0.8,0.0,6.4,0.2,58.10674592381397,59.87715710517649,-1.770411181362519,-0.030013315929553173,0.0
0.8,0.01,6.4,0.2,56.69283170900282,59.87715710517649,-3.1843253961736693,-0.05464730403482737,0.0
0.8,0.02,6.4,0.2,55.31332233609189,59.87715710517649,-4.563834769084593,-0.07928129214010163,0.0
0.8,0.03,6.4,0.2,53.96738063042532,59.87715710517649,-5.909776474751169,-0.10391528024537623,0.0
0.8,0.04,6.4,0.2,52.654189788358046,59.87715710517649,-7.2229673168184405,-0.12854926835065048,0.0
0.8125,0.0,6.4,0.2,59.923829722470266,59.87715710517649,0.046672617293779695,0.0007791692020399499,0.0
0.8125,0.01,6.4,0.2,58.465700321081776,59.87715710517649,-1.4114567840947103,-0.023854818903234522,0.0
0.8125,0.02,6.4,0.2,57.04305165183341,59.87715710517649,-2.834105453343078,-0.048488807008509036,0.0
0.8125,0.03,6.4,0.2,55.65502036038092,59.87715710517649,-4.22213674479557,-0.07312279511378313,0.0
0.8125,0.04,6.4,0.2,54.300764100422334,59.87715710517649,-5.576393004754152,-0.09775678321905781,0.0
0.825,0.0,6.4,0.2,61.79773641628003,59.87715710517649,1.9205793111035447,0.03157165433363246,0.0
0.825,0.01,6.4,0.2,60.29400915410132,59.87715710517649,0.41685204892483085,0.006937666228358276,0.0
0.825,0.02,6.4,0.2,58.82687215898007,59.87715710517649,-1.0502849461964132,-0.017696321876916193,0.0
0.825,0.03,6.4,0.2,57.39543507820608,59.87715710517649,-2.4817220269704094,-0.042330309982190575,0.0
0.825,0.04,6.4,0.2,55.99882922406397,59.87715710517649,-3.8783278811125186,-0.06696429808746505,0.0
0.8,0.0,6.4,0.6,58.107086739540165,59.87747789531799,-1.7703911557778227,-0.030012808065182976,0.0
0.8,0.01,6.4,0.6,56.69316567126565,59.87747789531799,-3.1843122240523343,-0.054646770777238646,0.0
0.8,0.02,6.4,0.6,55.313649576626645,59.87747789531799,-4.563828318691343,-0.07928073348929458,0.0
0.8,0.03,6.4,0.6,53.96770127861419,59.87747789531799,-5.909776616703795,-0.10391469620135031,0.0
0.8,0.04,6.4,0.6,52.65450397126657,59.87747789531799,-7.222973924051416,-0.12854865891340644,0.0
0.8125,0.0,6.4,0.6,59.92417929392302,59.87747789531799,0.04670139860503042,0.0007796453248867683,0.0
0.8125,0.01,6.4,0.6,58.46604287103672,59.87747789531799,-1.4114350242812677,-0.023854317387168953,0.0
