taper_peak,center_D,sigma_D,D,eta,delta_mu,acceptance_mismatch,refamp_beta_new
-0.5,5.76,0.16,6.169491525423729,1.72,-0.1396863715437462,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,1.91,-0.13764350938761538,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,2.1,-0.1356014706224613,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,2.29,-0.13356015375599384,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,2.4800000000000004,-0.13151864300580485,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,2.6700000000000004,-0.1294769384044372,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,2.8600000000000003,-0.12743503990076022,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,3.0500000000000003,-0.12539294746990493,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,3.24,-0.12335066109621096,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,3.43,-0.12130818075654304,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,3.62,-0.11926550643511291,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,3.81,-0.11722263808226785,0.0,0.09713373252983948
-0.5,5.76,0.16,6.169491525423729,4.0,-0.11517957571695092,0.0,0.09713373252983948
-0.5,5.76,0.16,6.4406779661016955,0.2,30.24785612916672,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,0.39,30.247934615514524,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,0.5800000000000001,30.248013103743858,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,0.77,30.2480915891257,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,0.96,30.248170075694837,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,1.15,30.248248556854207,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,1.34,30.248327037968735,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,1.53,30.24840552076307,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,1.72,30.248484005474964,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,1.91,30.248562492057168,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,2.1,30.248640969967596,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,2.29,30.248719440367246,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,2.4800000000000004,30.248797912564086,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,2.6700000000000004,30.248876386624538,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,2.8600000000000003,30.248954862538078,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,3.0500000000000003,30.249033340274764,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,3.24,30.249111819864517,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,3.43,30.249190301326394,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,3.62,30.24926878462449,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,3.81,30.24934726973226,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.4406779661016955,4.0,30.249425756717557,0.0,0.0005576539763311797
-0.5,5.76,0.16,6.711864406779661,0.2,-0.21506669436264758,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,0.39,-0.21504716430728976,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,0.5800000000000001,-0.2150276337625634,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,0.77,-0.21500810380319635,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,0.96,-0.21498857392158754,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,1.15,-0.21496904525493932,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,1.34,-0.2149495167355937,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,1.53,-0.214929988033564,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,1.72,-0.2149104590860027,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,1.91,-0.2148909298351711,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,2.1,-0.21487140256197534,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,2.29,-0.21485187702698738,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,2.4800000000000004,-0.2148323511910455,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,2.6700000000000004,-0.21481282515313183,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,2.8600000000000003,-0.21479329885131193,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,3.0500000000000003,-0.2147737723176668,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,3.24,-0.2147542455191207,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,3.43,-0.21473471844819159,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,3.62,-0.21471519112030535,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,3.81,-0.21469566358793912,0.0,2.956678170555816e-07
-0.5,5.76,0.16,6.711864406779661,4.0,-0.21467613576354339,0.0,2.956678170555816e-07
-0.5,5.82,0.08,5.627118644067797,0.2,14.044467423986859,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,0.39,14.045332201670277,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,0.5800000000000001,14.046197283863158,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,0.77,14.047062072055922,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,0.96,14.047927094363224,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,1.15,14.048791496934967,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,1.34,14.049655957454114,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,1.53,14.050520722449996,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,1.72,14.051385792013377,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,1.91,14.052251166201117,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,2.1,14.05311552444352,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,2.29,14.053978998452322,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,2.4800000000000004,14.054842776752281,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,2.6700000000000004,14.055706859422742,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,2.8600000000000003,14.056571246534418,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,3.0500000000000003,14.057435938159742,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,3.24,14.058300934366756,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,3.43,14.05916623523271,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,3.62,14.060031840830717,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,3.81,14.060897751231224,0.0,0.8821967932613666
-0.5,5.82,0.08,5.627118644067797,4.0,14.061763966507215,0.0,0.8821967932613666
-0.5,5.82,0.08,5.898305084745763,0.2,-9.880227077732684,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,0.39,-9.878611371764109,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,0.5800000000000001,-9.876995352541933,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,0.77,-9.875379589712118,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,0.96,-9.87376358075322,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,1.15,-9.872148138146386,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,1.34,-9.870532617070715,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,1.53,-9.868916782905288,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,1.72,-9.867300635593672,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,1.91,-9.865684175087686,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,2.1,-9.864068658028806,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,2.29,-9.862453959035726,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,2.4800000000000004,-9.86083894718486,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,2.6700000000000004,-9.859223622418341,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,2.8600000000000003,-9.857607984702156,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,3.0500000000000003,-9.855992033966118,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,3.24,-9.854375770185335,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,3.43,-9.852759193295071,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,3.62,-9.851142303257546,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,3.81,-9.849525100020138,0.0,0.8285679484536013
-0.5,5.82,0.08,5.898305084745763,4.0,-9.847907583521518,0.0,0.8285679484536013
-0.5,5.82,0.08,6.169491525423729,0.2,-0.6760054280573371,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,0.39,-0.6739809100706253,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,0.5800000000000001,-0.6719561993337066,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,0.77,-0.6699317537347866,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,0.96,-0.6679071693355354,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,1.15,-0.6658830993899585,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,1.34,-0.6638590253945438,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,1.53,-0.6618347586930469,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,1.72,-0.6598102993273187,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,1.91,-0.6577856472583079,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,2.1,-0.6557618126591507,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,2.29,-0.6537386947645842,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,2.4800000000000004,-0.6517153843412302,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,2.6700000000000004,-0.6496918814220152,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,2.8600000000000003,-0.6476681859559079,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,3.0500000000000003,-0.6456442979181531,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,3.24,-0.6436202172933747,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,3.43,-0.6415959440584373,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,3.62,-0.6395714781978228,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,3.81,-0.6375468196620062,0.0,0.017611038344883364
-0.5,5.82,0.08,6.169491525423729,4.0,-0.6355219684700728,0.0,0.017611038344883364
-0.5,5.82,0.08,6.4406779661016955,0.2,30.244980944227052,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,0.39,30.245059423099534,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,0.5800000000000001,30.245137903853504,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,0.77,30.245216381760066,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,0.96,30.24529486085391,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,1.15,30.2453733345382,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,1.34,30.245451808177705,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,1.53,30.245530283496976,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,1.72,30.24560876073376,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,1.91,30.245687239840784,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,2.1,30.245765710276373,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,2.29,30.24584417320151,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,2.4800000000000004,30.245922637923783,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,2.6700000000000004,30.246001104509638,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,2.8600000000000003,30.246079572948524,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,3.0500000000000003,30.2461580432105,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,3.24,30.246236515325556,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,3.43,30.246314989312637,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,3.62,30.246393465135824,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,3.81,30.246471942768757,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.4406779661016955,4.0,30.246550422279114,0.0,0.00014565889142858102
-0.5,5.82,0.08,6.711864406779661,0.2,-0.21506689035745552,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,0.39,-0.21504736030247074,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,0.5800000000000001,-0.21502782975811385,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,0.77,-0.2150082997991163,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,0.96,-0.21498876991786986,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,1.15,-0.21496924125160888,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,1.34,-0.2149497127326221,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,1.53,-0.21493018403095832,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,1.72,-0.2149106550837736,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,1.91,-0.2148911258333115,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,2.1,-0.21487159856048876,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,2.29,-0.2148520730258774,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,2.4800000000000004,-0.21483254719030143,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,2.6700000000000004,-0.2148130211527608,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,2.8600000000000003,-0.21479349485131038,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,3.0500000000000003,-0.2147739683180312,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,3.24,-0.21475444151986167,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,3.43,-0.2147349144493056,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,3.62,-0.21471538712178173,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,3.81,-0.21469585958978854,0.0,1.944616747494886e-07
-0.5,5.82,0.08,6.711864406779661,4.0,-0.21467633176576584,0.0,1.944616747494886e-07
-0.5,5.82,0.12,5.627118644067797,0.2,14.031942783838403,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,0.39,14.032806916932351,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,0.5800000000000001,14.03367135447747,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,0.77,14.034535498092694,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,0.96,14.035399875779277,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,1.15,14.036263633870462,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,1.34,14.037127449903693,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,1.53,14.037991570355402,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,1.72,14.038855995316332,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,1.91,14.039720724843313,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,2.1,14.040584438650207,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,2.29,14.041447268420413,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,2.4800000000000004,14.042310402423574,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,2.6700000000000004,14.043173840739009,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,2.8600000000000003,14.044037583437422,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,3.0500000000000003,14.044901630591255,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,3.24,14.045765982268499,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,3.43,14.04663063854639,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,3.62,14.04749559949807,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,3.81,14.04836086519392,0.0,0.6267549415188856
-0.5,5.82,0.12,5.627118644067797,4.0,14.049226435706977,0.0,0.6267549415188856
-0.5,5.82,0.12,5.898305084745763,0.2,-10.13384331467136,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,0.39,-10.132239528844636,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,0.5800000000000001,-10.130635430944558,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,0.77,-10.129031588339323,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,0.96,-10.127427500517307,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,1.15,-10.125823976709647,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,1.34,-10.124220374674891,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,1.53,-10.122616460730313,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,1.72,-10.12101223481973,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,1.91,-10.119407696895102,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,2.1,-10.117804098571938,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,2.29,-10.11620131497024,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,2.4800000000000004,-10.114598219689782,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,2.6700000000000004,-10.112994812672888,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,2.8600000000000003,-10.111391093885743,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,3.0500000000000003,-10.109787063258302,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,3.24,-10.108182720765889,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,3.43,-10.10657806634395,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,3.62,-10.104973099954918,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,3.81,-10.103367821546328,0.0,0.7635665344330744
-0.5,5.82,0.12,5.898305084745763,4.0,-10.10176223105703,0.0,0.7635665344330744
-0.5,5.82,0.12,6.169491525423729,0.2,-0.4522239997135955,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,0.39,-0.45019164501489684,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,0.5800000000000001,-0.4481590969819962,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,0.77,-0.44612681492336037,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,0.96,-0.4440943936472479,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,1.15,-0.442062488433578,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,1.34,-0.440030579170994,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,1.53,-0.43799847661867375,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,1.72,-0.43596618081818406,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,1.91,-0.43393369173055873,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,2.1,-0.43190202266106326,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,2.29,-0.4298710725314976,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,2.4800000000000004,-0.42783992929004455,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,2.6700000000000004,-0.42580859296946016,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,2.8600000000000003,-0.4237770635186422,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,3.0500000000000003,-0.4217453409127927,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,3.24,-0.41971342513642185,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,3.43,-0.41768131616639437,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,3.62,-0.4156490139870783,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,3.81,-0.41361651854892045,0.0,0.051904963926422513
-0.5,5.82,0.12,6.169491525423729,4.0,-0.41158382987087805,0.0,0.051904963926422513
-0.5,5.82,0.12,6.4406779661016955,0.2,30.24502710349563,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,0.39,30.245105582488094,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,0.5800000000000001,30.245184063362075,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,0.77,30.245262541388648,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,0.96,30.24534102060253,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,1.15,30.24541949440679,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,1.34,30.24549796816632,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,1.53,30.245576443605586,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,1.72,30.24565492096238,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,1.91,30.245733400189415,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,2.1,30.245811870744987,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,2.29,30.24589033379018,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,2.4800000000000004,30.245968798632404,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,2.6700000000000004,30.246047265338298,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,2.8600000000000003,30.24612573389718,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,3.0500000000000003,30.246204204279138,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,3.24,30.246282676514177,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,3.43,30.246361150621283,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,3.62,30.24643962656451,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,3.81,30.24651810431741,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.4406779661016955,4.0,30.24659658394779,0.0,0.00015227333407364746
-0.5,5.82,0.12,6.711864406779661,0.2,-0.21506689034546866,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,0.39,-0.21504736029048388,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,0.5800000000000001,-0.21502782974612344,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,0.77,-0.21500829978712588,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,0.96,-0.214988769905883,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,1.15,-0.21496924123962202,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,1.34,-0.21494971272063879,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,1.53,-0.2149301840189679,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,1.72,-0.2149106550717832,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,1.91,-0.21489112582132464,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,2.1,-0.2148715985485019,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,2.29,-0.21485207301388698,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,2.4800000000000004,-0.21483254717831102,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,2.6700000000000004,-0.21481302114077394,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,2.8600000000000003,-0.21479349483932708,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,3.0500000000000003,-0.21477396830604434,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,3.24,-0.2147544415078677,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,3.43,-0.21473491443731874,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,3.62,-0.21471538710979132,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,3.81,-0.21469585957780168,0.0,1.9446787675487623e-07
-0.5,5.82,0.12,6.711864406779661,4.0,-0.21467633175377543,0.0,1.9446787675487623e-07
-0.5,5.82,0.16,5.627118644067797,0.2,14.026234819496537,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,0.39,14.027098658826063,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,0.5800000000000001,14.027962802580205,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,0.77,14.028826652436436,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,0.96,14.029690736344364,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,1.15,14.030554200720758,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,1.34,14.03141772303676,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,1.53,14.032281549744695,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,1.72,14.033145680935277,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,1.91,14.034010116665335,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,2.1,14.034873536777958,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,2.29,14.035736072943664,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,2.4800000000000004,14.036598913315785,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,2.6700000000000004,14.037462057973634,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,2.8600000000000003,14.038325506987931,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,3.0500000000000003,14.039189260431094,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,3.24,14.040053318371115,0.0,0.5103219851176257
-0.5,5.82,0.16,5.627118644067797,3.43,14.04091768088523,0.0,0.5103219851176257
