width_power_base,turnoff_lo,turnoff_hi,tail_reboost_max,objective_width_focus,width_focus_p95_abs_delta_mu,width_focus_acceptance_mismatch,d4p0_max_abs_delta_mu,d4p0_acceptance_mismatch,d4p8_max_abs_delta_mu,d4p8_p95_abs_delta_mu,d6p4_max_abs_delta_mu,d7p2_max_abs_delta_mu,d7p2_p95_abs_delta_mu
0.8,70.0,140.0,0.15,46.5266068719374,46.47265889005479,0.06504065040650407,0.1306880131025432,0.1951219512195122,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,60.0,120.0,0.05,46.5266068719374,46.47265889005479,0.13008130081300814,0.7122486736370541,0.3902439024390244,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,60.0,120.0,0.1,46.5266068719374,46.47265889005479,0.13008130081300814,0.39715632113809374,0.3902439024390244,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,60.0,120.0,0.15,46.5266068719374,46.47265889005479,0.06504065040650407,0.1306880131025432,0.1951219512195122,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,70.0,140.0,0.0,46.5266068719374,46.47265889005479,0.13008130081300814,0.9786627326303692,0.3902439024390244,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,70.0,140.0,0.05,46.5266068719374,46.47265889005479,0.13008130081300814,0.7122486736370541,0.3902439024390244,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,60.0,120.0,0.0,46.5266068719374,46.47265889005479,0.13008130081300814,0.9786627326303692,0.3902439024390244,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.8,70.0,140.0,0.1,46.5266068719374,46.47265889005479,0.13008130081300814,0.39715632113809374,0.3902439024390244,46.5266068719374,46.508906643647364,6.615337374710364,1.022838568768722,1.0228385226205137
0.65,40.0,80.0,0.0,50.799286818514176,50.37157799231397,0.13008130081300814,0.9786627326303692,0.3902439024390244,50.799286818514176,50.658906046587816,2.3647397903038083,1.022838568768722,1.0228385226205137
0.65,40.0,80.0,0.05,50.799286818514176,50.37157799231397,0.13008130081300814,0.7122486736370541,0.3902439024390244,50.799286818514176,50.658906046587816,2.3647397903038083,1.022838568768722,1.0228385226205137
0.65,40.0,80.0,0.1,50.799286818514176,50.37157799231397,0.13008130081300814,0.39715632113809374,0.3902439024390244,50.799286818514176,50.658906046587816,2.3647397903038083,1.022838568768722,1.0228385226205137
0.65,40.0,80.0,0.15,50.799286818514176,50.37157799231397,0.06504065040650407,0.1306880131025432,0.1951219512195122,50.799286818514176,50.658906046587816,2.3647397903038083,1.022838568768722,1.0228385226205137
0.75,50.0,100.0,0.15,55.26912999359328,55.01209531217233,0.06504065040650407,0.1306880131025432,0.1951219512195122,55.26912999359328,55.18490329994431,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,50.0,100.0,0.1,55.26912999359328,55.01209531217233,0.13008130081300814,0.39715632113809374,0.3902439024390244,55.26912999359328,55.18490329994431,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,50.0,100.0,0.05,55.26912999359328,55.01209531217233,0.13008130081300814,0.7122486736370541,0.3902439024390244,55.26912999359328,55.18490329994431,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,50.0,100.0,0.0,55.26912999359328,55.01209531217233,0.13008130081300814,0.9786627326303692,0.3902439024390244,55.26912999359328,55.18490329994431,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,70.0,140.0,0.0,68.3864102853901,68.31607489155718,0.13008130081300814,0.9786627326303692,0.3902439024390244,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,60.0,120.0,0.05,68.3864102853901,68.31607489155718,0.13008130081300814,0.7122486736370541,0.3902439024390244,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,60.0,120.0,0.0,68.3864102853901,68.31607489155718,0.13008130081300814,0.9786627326303692,0.3902439024390244,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,60.0,120.0,0.15,68.3864102853901,68.31607489155718,0.06504065040650407,0.1306880131025432,0.1951219512195122,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,60.0,120.0,0.1,68.3864102853901,68.31607489155718,0.13008130081300814,0.39715632113809374,0.3902439024390244,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,70.0,140.0,0.1,68.3864102853901,68.31607489155718,0.13008130081300814,0.39715632113809374,0.3902439024390244,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,70.0,140.0,0.15,68.3864102853901,68.31607489155718,0.06504065040650407,0.1306880131025432,0.1951219512195122,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.75,70.0,140.0,0.05,68.3864102853901,68.31607489155718,0.13008130081300814,0.7122486736370541,0.3902439024390244,68.3864102853901,68.36333126796725,9.985699364054348,1.022838568768722,1.0228385226205137
0.7,50.0,100.0,0.05,76.38268978891526,75.95612634873649,0.13008130081300814,0.7122486736370541,0.3902439024390244,76.38268978891526,76.24283269645191,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,50.0,100.0,0.1,76.38268978891526,75.95612634873649,0.13008130081300814,0.39715632113809374,0.3902439024390244,76.38268978891526,76.24283269645191,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,50.0,100.0,0.15,76.38268978891526,75.95612634873649,0.06504065040650407,0.1306880131025432,0.1951219512195122,76.38268978891526,76.24283269645191,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,50.0,100.0,0.0,76.38268978891526,75.95612634873649,0.13008130081300814,0.9786627326303692,0.3902439024390244,76.38268978891526,76.24283269645191,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,60.0,120.0,0.05,97.72509348084964,97.63078204596842,0.13008130081300814,0.7122486736370541,0.3902439024390244,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,70.0,140.0,0.15,97.72509348084964,97.63078204596842,0.06504065040650407,0.1306880131025432,0.1951219512195122,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,70.0,140.0,0.1,97.72509348084964,97.63078204596842,0.13008130081300814,0.39715632113809374,0.3902439024390244,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,70.0,140.0,0.05,97.72509348084964,97.63078204596842,0.13008130081300814,0.7122486736370541,0.3902439024390244,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,60.0,120.0,0.1,97.72509348084964,97.63078204596842,0.13008130081300814,0.39715632113809374,0.3902439024390244,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,60.0,120.0,0.15,97.72509348084964,97.63078204596842,0.06504065040650407,0.1306880131025432,0.1951219512195122,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,70.0,140.0,0.0,97.72509348084964,97.63078204596842,0.13008130081300814,0.9786627326303692,0.3902439024390244,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.7,60.0,120.0,0.0,97.72509348084964,97.63078204596842,0.13008130081300814,0.9786627326303692,0.3902439024390244,97.72509348084964,97.69414597242621,30.61091004413074,1.022838568768722,1.0228385226205137
0.65,50.0,100.0,0.0,103.50410524048763,102.841300900145,0.13008130081300814,0.9786627326303692,0.3902439024390244,103.50410524048763,103.28670616928235,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,50.0,100.0,0.05,103.50410524048763,102.841300900145,0.13008130081300814,0.7122486736370541,0.3902439024390244,103.50410524048763,103.28670616928235,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,50.0,100.0,0.1,103.50410524048763,102.841300900145,0.13008130081300814,0.39715632113809374,0.3902439024390244,103.50410524048763,103.28670616928235,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,50.0,100.0,0.15,103.50410524048763,102.841300900145,0.06504065040650407,0.1306880131025432,0.1951219512195122,103.50410524048763,103.28670616928235,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,70.0,140.0,0.15,136.47309685191058,136.34544406272266,0.06504065040650407,0.1306880131025432,0.1951219512195122,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,60.0,120.0,0.1,136.47309685191058,136.34544406272266,0.13008130081300814,0.39715632113809374,0.3902439024390244,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,60.0,120.0,0.15,136.47309685191058,136.34544406272266,0.06504065040650407,0.1306880131025432,0.1951219512195122,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,70.0,140.0,0.0,136.47309685191058,136.34544406272266,0.13008130081300814,0.9786627326303692,0.3902439024390244,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,70.0,140.0,0.05,136.47309685191058,136.34544406272266,0.13008130081300814,0.7122486736370541,0.3902439024390244,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,70.0,140.0,0.1,136.47309685191058,136.34544406272266,0.13008130081300814,0.39715632113809374,0.3902439024390244,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,60.0,120.0,0.05,136.47309685191058,136.34544406272266,0.13008130081300814,0.7122486736370541,0.3902439024390244,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
0.65,60.0,120.0,0.0,136.47309685191058,136.34544406272266,0.13008130081300814,0.9786627326303692,0.3902439024390244,136.47309685191058,136.43120904453457,31.68728497725038,1.022838568768722,1.0228385226205137
