ref_D,refamp2_peak,center_D,sigma_D,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,hotspot_objective,guard_objective,joint_objective
9.694915254237287,0.5,5.9,0.2,14.067546860044892,10.206483162020916,0.5983635651645187,12.453293639931054,0.12215898833206396,14.067546860044892,12.453293639931054,14.067546860044892
9.694915254237287,1.0,6.03,0.15,14.067546860044892,9.206454345434054,3.6794167594553784,12.510117692413274,0.1219632258356178,14.067546860044892,12.510117692413274,14.067546860044892
9.694915254237287,1.0,5.9,0.2,14.067546860044892,9.206454345434054,1.9721991189830845,12.522514247478718,0.12241884711056272,14.067546860044892,12.522514247478718,14.067546860044892
9.694915254237287,0.5,6.03,0.2,14.067546860044892,10.768562831339473,1.894185132296144,12.709296363414879,0.12484305523268446,14.067546860044892,12.709296363414879,14.067546860044892
9.694915254237287,1.0,6.03,0.2,14.067546860044892,9.206454345434054,4.635590795285069,13.036256256263954,0.12778738236647058,14.067546860044892,13.036256256263954,14.067546860044892
9.694915254237287,0.5,6.17,0.2,14.067546860044892,11.928278393559175,2.639207484291674,13.462352470305753,0.1469719573283932,14.067546860044892,13.462352470305753,14.067546860044892
9.694915254237287,1.0,6.17,0.2,14.067546860044892,10.797924769411566,6.0620824710075,14.560550033217133,0.17207413054731902,14.067546860044892,14.560550033217133,14.067546860044892
9.83050847457627,1.0,6.17,0.2,14.067546860044892,7.885466076137462,6.0620824710075,19.38145499771531,3.5177750810891624,14.067546860044892,19.38145499771531,14.067546860044892
9.83050847457627,0.5,6.17,0.2,14.067546860044892,6.9096055310179025,8.952961854931289,20.35987039897067,3.5413406720613665,14.067546860044892,20.35987039897067,14.067546860044892
9.83050847457627,1.0,6.03,0.2,14.067546860044892,9.206454345434054,7.238749876719055,20.74839880163023,3.559384611710641,14.067546860044892,20.74839880163023,14.067546860044892
9.83050847457627,0.5,6.03,0.2,14.067546860044892,7.910388812936461,9.613896213567244,21.05000827123243,3.5621564719822914,14.067546860044892,21.05000827123243,14.067546860044892
9.83050847457627,1.0,5.9,0.2,14.067546860044892,9.206454345434054,9.54412887602274,21.22368393915073,3.5644391977506764,14.067546860044892,21.22368393915073,14.067546860044892
9.83050847457627,1.0,6.03,0.15,14.067546860044892,9.206454345434054,8.049671866317766,21.235246323708637,3.564868280161992,14.067546860044892,21.235246323708637,14.067546860044892
9.83050847457627,0.5,5.9,0.2,14.067546860044892,8.383434729335775,10.792344495986129,21.288303749903093,3.5646839183430963,14.067546860044892,21.288303749903093,14.067546860044892
