combo_id,mode,omega,m,phase,center_D,width_D,boost,boost_center,boost_width,region,p95_abs_delta_base,p95_abs_delta_cf,max_abs_delta_base,max_abs_delta_cf,mean_abs_improvement,improved_fraction,worsened_fraction,p95_abs_cf_shift_vs_base,acceptance_flip_fraction
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028280149964502,1.0,0.0,30.298775433731922,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D21_guard,2.102217055050133,15.359439312329394,2.102232425909044,15.359534004526864,-4.4192284714622785,0.0,1.0,13.257292301799875,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419616359,1.0,0.0,30.298775433732445,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028724878739285,1.0,0.0,30.298775433732445,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.05305936703453,1.0,0.0,30.298775406853984,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D21_guard,2.102217055050133,15.359439311610986,2.102232425909044,15.359534003808449,-4.419228471222815,0.0,1.0,13.257292301081467,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419184601,1.0,0.0,30.298775433732445,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028208402527761,1.0,0.0,30.298775433732445,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
15,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.030735805783421,1.0,0.0,30.298775433514876,0.0
15,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.07,D21_guard,2.102217055050133,15.359439312325437,2.102232425909044,15.359534004522892,-4.419228471460958,0.0,1.0,13.257292301795918,0.0
16,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.45,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419184599,1.0,0.0,30.298775433732445,0.0
16,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.45,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
17,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.45,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202444394599,1.0,0.0,30.298775433732445,0.0
17,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.45,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
18,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.45,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028357882496924,1.0,0.0,30.29877543373138,0.0
18,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.45,0.07,D21_guard,2.102217055050133,15.359439312329394,2.102232425909044,15.359534004526864,-4.4192284714622785,0.0,1.0,13.257292301799875,0.0
19,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.35,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.0282024198322395,1.0,0.0,30.298775433732445,0.0
19,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.35,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
20,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.35,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028986138206182,1.0,0.0,30.298775433732445,0.0
20,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.35,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
21,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.35,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.065554965957766,1.0,0.0,30.298775393414772,0.0
21,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.35,0.07,D21_guard,2.102217055050133,15.359439311251785,2.102232425909044,15.359534003449234,-4.419228471103081,0.0,1.0,13.257292300722266,0.0
22,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.4,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419184601,1.0,0.0,30.298775433732445,0.0
22,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.4,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
23,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.4,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028211394203238,1.0,0.0,30.298775433732445,0.0
23,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.4,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
24,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.4,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.032003197088654,1.0,0.0,30.298775433406085,0.0
24,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.4,0.07,D21_guard,2.102217055050133,15.359439312323454,2.102232425909044,15.35953400452091,-4.419228471460295,0.0,1.0,13.257292301793935,0.0
25,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.45,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419184599,1.0,0.0,30.298775433732445,0.0
25,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.45,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
26,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.45,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202456999597,1.0,0.0,30.298775433732445,0.0
26,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.45,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
27,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.45,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028435616781916,1.0,0.0,30.298775433730853,0.0
27,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.6,6.45,0.07,D21_guard,2.102217055050133,15.359439312329394,2.102232425909044,15.35953400452685,-4.419228471462276,0.0,1.0,13.257292301799875,0.0
28,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.35,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.02820242004812,1.0,0.0,30.298775433732445,0.0
28,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.35,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
29,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.35,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.029247417468111,1.0,0.0,30.298775433732445,0.0
29,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.35,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
30,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.35,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.078095529651456,1.0,0.0,30.29877537997553,0.0
30,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.35,0.07,D21_guard,2.102217055050133,15.359439310892576,2.102232425909044,15.359534003090019,-4.419228470983346,0.0,1.0,13.257292300363057,0.0
31,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.4,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419184604,1.0,0.0,30.298775433732445,0.0
31,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.4,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
32,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.4,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028214385881306,1.0,0.0,30.298775433732445,0.0
32,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.4,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
33,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.4,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.033271053959026,1.0,0.0,30.298775433297294,0.0
33,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.4,0.07,D21_guard,2.102217055050133,15.359439312321458,2.102232425909044,15.35953400451892,-4.419228471459633,0.0,1.0,13.257292301791939,0.0
34,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.45,0.03,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202419184599,1.0,0.0,30.298775433732445,0.0
34,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.45,0.03,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
35,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.45,0.05,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028202469604597,1.0,0.0,30.298775433732445,0.0
35,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.45,0.05,D21_guard,2.102217055050133,15.359439312329409,2.102232425909044,15.359534004526871,-4.419228471462284,0.0,1.0,13.25729230179989,0.0
36,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.45,0.07,D60_hotspot,31.28593012120719,23.941366503831922,31.28639526077564,23.956827913799657,7.028513352819505,1.0,0.0,30.298775433730327,0.0
36,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.8,6.45,0.07,D21_guard,2.102217055050133,15.359439312329373,2.102232425909044,15.359534004526843,-4.419228471462272,0.0,1.0,13.257292301799854,0.0
37,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.35,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021886394012,1.0,0.0,28.30579234518199,0.0
37,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.35,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
38,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.35,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077283890652602,1.0,0.0,28.30579234518199,0.0
38,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.35,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
39,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.35,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.08946530137141,1.0,0.0,28.30579233118685,0.0
39,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.35,0.07,D21_guard,2.102217055050133,14.328707587596494,2.102232425909044,14.328793713757264,-4.075657736340524,0.0,1.0,12.226560577066975,0.0
40,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.4,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.0770218861774845,1.0,0.0,28.30579234518199,0.0
40,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.4,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
41,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.4,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077024886833477,1.0,0.0,28.30579234518199,0.0
41,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.4,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
42,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.4,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.078292150775473,1.0,0.0,28.305792345068703,0.0
42,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.4,0.07,D21_guard,2.102217055050133,14.32870758796199,2.102232425909044,14.32879371412276,-4.075657736462354,0.0,1.0,12.22656057743247,0.0
43,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.45,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021886177483,1.0,0.0,28.30579234518199,0.0
43,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.45,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
44,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.45,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021898820343,1.0,0.0,28.30579234518199,0.0
44,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.45,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
45,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.45,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077099850427694,1.0,0.0,28.305792345181445,0.0
45,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.2,6.45,0.07,D21_guard,2.102217055050133,14.328707587964015,2.102232425909044,14.328793714124778,-4.075657736463027,0.0,1.0,12.226560577434496,0.0
46,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.35,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021886610541,1.0,0.0,28.30579234518199,0.0
46,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.35,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
47,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.35,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077545914979203,1.0,0.0,28.30579234518199,0.0
47,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.35,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
48,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.35,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.10195349355577,1.0,0.0,28.305792317191703,0.0
48,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.35,0.07,D21_guard,2.102217055050133,14.328707587228973,2.102232425909044,14.328793713389743,-4.07565773621802,0.0,1.0,12.226560576699454,0.0
49,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.4,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.0770218861774845,1.0,0.0,28.30579234518199,0.0
49,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.4,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
50,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.4,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077027887492072,1.0,0.0,28.30579234518199,0.0
50,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.4,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
51,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.4,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.079562881994087,1.0,0.0,28.305792344955428,0.0
51,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.4,0.07,D21_guard,2.102217055050133,14.328707587959958,2.102232425909044,14.328793714120728,-4.075657736461676,0.0,1.0,12.226560577430439,0.0
52,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.45,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021886177483,1.0,0.0,28.30579234518199,0.0
52,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.45,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
53,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.45,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021911463202,1.0,0.0,28.30579234518199,0.0
53,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.45,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
54,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.45,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.07717781643569,1.0,0.0,28.30579234518089,0.0
54,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.4,6.45,0.07,D21_guard,2.102217055050133,14.328707587964015,2.102232425909044,14.328793714124778,-4.075657736463027,0.0,1.0,12.226560577434496,0.0
55,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.35,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021886827069,1.0,0.0,28.30579234518199,0.0
55,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.35,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
56,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.35,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077807959158791,1.0,0.0,28.30579234518199,0.0
56,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.35,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
57,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.35,0.07,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.114486623858225,1.0,0.0,28.305792303196576,0.0
57,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.35,0.07,D21_guard,2.102217055050133,14.328707586861446,2.102232425909044,14.328793713022208,-4.075657736095514,0.0,1.0,12.226560576331927,0.0
58,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.4,0.03,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.077021886177485,1.0,0.0,28.30579234518199,0.0
58,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.4,0.03,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
59,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.4,0.05,D60_hotspot,31.28593012120719,21.757054655113812,31.28639526077564,21.772118528301036,7.0770308881532715,1.0,0.0,28.30579234518199,0.0
59,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.07,0.6,6.4,0.05,D21_guard,2.102217055050133,14.328707587964022,2.102232425909044,14.3287937141248,-4.0756577364630315,0.0,1.0,12.226560577434503,0.0
