taper_peak,center_D,sigma_D,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,joint_hotspot_objective,guard_objective,joint_objective
0.25,5.7,0.12,30.246142254409868,30.246550327529576,0.0,14.067546860044892,12.459926750901403,0.6826722480656571,30.246550327529576,0.21506689035745552,14.067546860044892,30.246550327529576,15.123275163764788
1.0,5.82,0.08,30.246142349146787,30.24655042226776,0.0,14.067546860044892,13.038186183831364,0.6810548108681616,30.24655042226776,0.21506689035745552,14.067546860044892,30.24655042226776,15.12327521113388
0.75,5.82,0.08,30.246142349148656,30.246550422269664,0.0,14.067546860044892,13.038186183831364,0.6802132715966138,30.246550422269664,0.21506689035745552,14.067546860044892,30.246550422269664,15.123275211134832
0.5,5.82,0.08,30.246142349150542,30.246550422271525,0.0,14.067546860044892,13.038186183831364,0.6793717225133236,30.246550422271525,0.21506689035745552,14.067546860044892,30.246550422271525,15.123275211135763
0.25,5.82,0.08,30.246142349152443,30.246550422273415,0.0,14.067546860044892,12.744346721592564,0.6785301636177365,30.246550422273415,0.21506689035745552,14.067546860044892,30.246550422273415,15.123275211136708
-1.0,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.018475615194689,11.082530537352007,0.6776865015454518,30.24655042227532,0.21506689035745552,14.018475615194689,30.24655042227532,15.12327521113766
-0.75,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.030590007074913,11.263766088817157,0.6776870248861826,30.24655042227532,0.21506689035745552,14.030590007074913,30.24655042227532,15.12327521113766
-0.5,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.042756681699835,11.444473626364804,0.6776875482276807,30.24655042227532,0.21506689035745552,14.042756681699835,30.24655042227532,15.12327521113766
-0.25,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.054925892467637,11.624654688317328,0.6776880715689515,30.24655042227532,0.21506689035745552,14.054925892467637,30.24655042227532,15.12327521113766
0.0,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.25,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,11.983443516330489,0.6776891182511804,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
0.5,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,12.162054336679368,0.6776896415921385,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
0.75,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,12.34014479003497,0.6776901649333666,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
1.0,5.7,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,12.517716392441358,0.6776906882748506,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
0.0,5.7,0.12,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.0,5.7,0.16,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
-1.0,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.033267995632961,9.331337809309332,0.6775761714683171,30.24655042227532,0.21506689035745552,14.033267995632961,30.24655042227532,15.12327521113766
-0.75,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.041723569193032,9.958752983996334,0.6776042773448552,30.24655042227532,0.21506689035745552,14.041723569193032,30.24655042227532,15.12327521113766
-0.5,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.050180367640493,10.580013389754761,0.6776323832107494,30.24655042227532,0.21506689035745552,14.050180367640493,30.24655042227532,15.12327521113766
-0.25,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.058638391152286,11.195179403161312,0.6776604890659286,30.24655042227532,0.21506689035745552,14.058638391152286,30.24655042227532,15.12327521113766
0.0,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.25,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,12.407466803649271,0.6777167007432325,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
0.5,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,13.004706005680262,0.6777448065650873,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
0.75,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,13.038186183831364,0.6777729123764971,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
1.0,5.76,0.08,30.246142349154336,30.24655042227532,0.0,14.067546860044892,13.038186183831364,0.6778010181767229,30.24655042227532,0.21506689035745552,14.067546860044892,30.24655042227532,15.12327521113766
0.0,5.76,0.12,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.0,5.76,0.16,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.0,5.82,0.08,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.0,5.82,0.12,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
0.0,5.82,0.16,30.246142349154336,30.24655042227532,0.0,14.06709763990635,11.804310808515261,0.677688594909938,30.24655042227532,0.21506689035745552,14.06709763990635,30.24655042227532,15.12327521113766
-0.25,5.82,0.08,30.24614234915624,30.246550422277224,0.0,14.064430742317384,10.849679795598,0.6768470163898428,30.246550422277224,0.21506689035745552,14.064430742317384,30.246550422277224,15.123275211138612
-0.5,5.82,0.08,30.246142349158106,30.246550422279114,0.0,14.061763966507215,9.880227077732684,0.6760054280573371,30.246550422279114,0.21506689035745552,14.061763966507215,30.246550422279114,15.123275211139557
-0.75,5.82,0.08,30.246142349159992,30.246550422280976,0.0,14.059097312469873,9.206454345434054,0.6751638299125631,30.246550422280976,0.21506689035745552,14.059097312469873,30.246550422280976,15.123275211140488
-1.0,5.82,0.08,30.24614234916187,30.24655042228288,0.0,14.056430780200436,9.206454345434054,0.6743222219546681,30.24655042228288,0.21506689035745552,14.056430780200436,30.24655042228288,15.12327521114144
-0.25,5.7,0.12,30.246142443898513,30.24655051702078,0.0,14.056879022553318,11.141628733010933,0.6727045976321762,30.24655051702078,0.21506689035745552,14.056879022553318,30.24655051702078,15.12327525851039
-0.5,5.7,0.12,30.246142538642715,30.246550611766267,0.0,14.04666219309781,10.471804366635048,0.6677202562091082,30.246550611766267,0.21506689035745552,14.04666219309781,30.246550611766267,15.123275305883134
-0.75,5.7,0.12,30.24614263338716,30.246550706511982,0.0,14.036447151226803,9.794760730817067,0.6627355706167748,30.246550706511982,0.21506689035745552,14.036447151226803,30.246550706511982,15.123275353255991
-1.0,5.7,0.12,30.24614272813136,30.24655080125747,0.0,14.026233896627524,9.206454345434054,0.6577505408311168,30.24655080125747,0.21506689035745552,14.026233896627524,30.24655080125747,15.123275400628735
-0.25,5.76,0.12,30.24614403136292,30.246552104506662,0.0,14.054962002450232,10.870378385845719,0.6505524579206678,30.246552104506662,0.21506689035737736,14.054962002450232,30.246552104506662,15.123276052253331
-0.5,5.76,0.12,30.246145713571575,30.246553786738048,0.0,14.042828886636663,9.922260027347853,0.6234061189957316,30.246553786738048,0.21506689035715,14.042828886636663,30.246553786738048,15.123276893369024
-0.75,5.76,0.12,30.24614739578023,30.24655546896946,0.0,14.030698291941462,9.206454345434054,0.5962495742991223,30.24655546896946,0.21506689035707538,14.030698291941462,30.24655546896946,15.12327773448473
-1.0,5.76,0.12,30.2461490779892,30.24655715120116,0.0,14.018570217840761,9.206454345434054,0.5690828199942075,30.24655715120116,0.2150668903568551,14.018570217840761,30.24655715120116,15.12327857560058
-0.25,5.82,0.12,30.24616542967505,30.246573503108053,0.0,14.058161354143252,10.974674287213574,0.5650441946585545,30.246573503108053,0.21506689035138749,14.058161354143252,30.246573503108053,15.123286751554026
-0.5,5.82,0.12,30.246188510202746,30.24659658394779,0.0,14.049226435706977,10.13384331467136,0.4522239997135955,30.24659658394779,0.21506689034546866,14.049226435706977,30.24659658394779,15.123298291973896
-0.75,5.82,0.12,30.24621159073775,30.246619664794764,0.0,14.040292884388698,9.281666841922515,0.3392277357270217,30.246619664794764,0.21506689033939708,14.040292884388698,30.246619664794764,15.123309832397382
-1.0,5.82,0.12,30.246234671279495,30.246642745648515,0.0,14.031360699979054,9.206454345434054,0.22605512792357274,30.246642745648515,0.21506689033347826,14.031360699979054,30.246642745648515,15.123321372824257
-0.25,5.7,0.16,30.246438116084093,30.246846193203368,0.0,14.058789503379899,10.899300112907007,0.5712379435066737,30.246846193203368,0.21506687992598827,14.058789503379899,30.246846193203368,15.123423096601684
-0.5,5.7,0.16,30.246733884165632,30.247141965283205,0.0,14.050482548712132,9.98096848843614,0.4646302980530237,30.247141965283205,0.2150668694945992,14.050482548712132,30.247141965283205,15.123570982641603
-0.75,5.7,0.16,30.24702965339818,30.247437738514023,0.0,14.042176775734916,9.206454345434054,0.3578654270137491,30.247437738514023,0.21506685906320655,14.042176775734916,30.247437738514023,15.123718869257011
-1.0,5.7,0.16,30.24732542378196,30.24773351289612,0.0,14.033872184280376,9.206454345434054,0.25094309851135677,30.24773351289612,0.21506684863181036,14.033872184280376,30.24773351289612,15.12386675644806
-0.25,5.76,0.16,30.247579983341275,30.247988075896657,0.0,14.055195714313342,10.867649885601686,0.41732746020043976,30.247988075896657,0.2150667923600551,14.055195714313342,30.247988075896657,15.123994037948329
-0.5,5.76,0.16,30.249017644727427,30.249425756717557,0.0,14.04329621417255,9.91672001684973,0.15602716706756325,30.249425756717557,0.21506669436264758,14.04329621417255,30.249425756717557,15.124712878358778
-0.75,5.76,0.16,30.250455333314356,30.250863464739595,0.0,14.03139913899033,9.206454345434054,0.14724690762746206,30.250863464739595,0.21506659636525072,14.03139913899033,30.250863464739595,15.125431732369798
-1.0,5.76,0.16,30.251893049102005,30.25230119996276,0.0,14.019504488271878,9.206454345434054,0.4106199993920967,30.25230119996276,0.21506649836792135,14.019504488271878,30.25230119996276,15.12615059998138
-0.25,5.82,0.16,30.25216651223889,30.25257466679639,0.0,14.055303927476764,11.122150450827853,0.13582894311768712,30.25257466679639,0.21506609367833107,14.055303927476764,30.25257466679639,15.126287333398196
-0.5,5.82,0.16,30.25819115291948,30.258599388919976,0.0,14.043512596595086,10.432421763479326,0.451342553478014,30.258599388919976,0.21506529699918175,14.043512596595086,30.258599388919976,15.129299694459988
-0.75,5.82,0.16,30.264216271234744,30.26462458868467,0.0,14.031723646781089,9.735040778508903,1.0017535272109512,30.26462458868467,0.2150645003199969,14.031723646781089,30.26462458868467,15.132312294342334
-1.0,5.82,0.16,30.270241867222275,30.270650266128072,0.0,14.019937077553081,9.206454345434054,1.5562965021954938,30.270650266128072,0.21506370364071614,14.019937077553081,30.270650266128072,15.135325133064036
