combo_id,peak,center_D,width_D,s_min,power,D60_p95_base,D60_p95_hybrid,D60_p95_cloud,D21_p95_base,D21_p95_hybrid,D21_p95_cloud,D60_mean_improvement_vs_base,D60_mean_improvement_vs_hybrid,D21_mean_improvement_vs_base,D21_mean_improvement_vs_hybrid,D60_improved_fraction_vs_base,D21_improved_fraction_vs_base,D21_acceptance_flip_fraction,joint_objective,net_mean_gain_vs_base
15,0.75,6.1,0.25,0.55,2.0,31.28593012120719,32.17758058738692,32.207180248841375,2.102217055050133,1.3915418994079403,1.3571248241095497,-0.7706376118042648,-0.012230871022916357,0.2776278721770125,0.011495128316419464,0.0,1.0,0.04878048780487805,32.207180248841375,-0.4930097396272523
10,0.75,5.9,0.15,0.7,2.0,31.28593012120719,32.17758058738692,32.20967403745506,2.102217055050133,1.3915418994079403,1.3543007982059598,-0.7840062718864128,-0.025599531105064226,0.27856601371218076,0.012433269851587688,0.0,1.0,0.04878048780487805,32.20967403745506,-0.5054402581742321
1,0.5,5.9,0.15,0.55,2.0,31.28593012120719,32.17758058738692,32.21137223621518,2.102217055050133,1.3915418994079403,1.3517346995320891,-0.7820022460374911,-0.023595505256142752,0.27941187776712856,0.013279133906535467,0.0,1.0,0.04878048780487805,32.21137223621518,-0.5025903682703625
20,1.0,5.9,0.25,0.7,2.0,31.28593012120719,32.17758058738692,32.21390963899658,2.102217055050133,1.3915418994079403,1.349572128642683,-0.7890853604195626,-0.03067861963821404,0.2801545234990214,0.014021779638428341,0.0,1.0,0.04878048780487805,32.21390963899658,-0.5089308369205412
22,1.0,6.1,0.15,0.7,2.0,31.28593012120719,32.17758058738692,32.21469719623214,2.102217055050133,1.3915418994079403,1.3508326948660936,-0.7767031104979577,-0.018296369716609192,0.27973456056076845,0.013601816700175295,0.0,1.0,0.04878048780487805,32.21469719623214,-0.49696854993718925
23,1.0,6.1,0.25,0.55,2.0,31.28593012120719,32.17758058738692,32.21669812233824,2.102217055050133,1.3915418994079403,1.3459971846405367,-0.7745597465177106,-0.01615300573636218,0.2813496201109122,0.015216876250319178,0.0,1.0,0.04878048780487805,32.21669812233824,-0.49321012640679845
11,0.75,5.9,0.25,0.55,2.0,31.28593012120719,32.17758058738692,32.218902321705755,2.102217055050133,1.3915418994079403,1.342766329147525,-0.7881190228008491,-0.029712282019500692,0.2824147501125538,0.016282006251960655,0.0,1.0,0.04878048780487805,32.218902321705755,-0.5057042726882953
13,0.75,6.1,0.15,0.55,2.0,31.28593012120719,32.17758058738692,32.220019743605505,2.102217055050133,1.3915418994079403,1.344346493037029,-0.7734382110008907,-0.015031470219542375,0.2818884042574998,0.015755660396906745,0.0,1.0,0.04878048780487805,32.220019743605505,-0.49154980674339094
18,1.0,5.9,0.15,0.7,2.0,31.28593012120719,32.17758058738692,32.22018695187549,2.102217055050133,1.3915418994079403,1.3420872047575165,-0.7924031186402613,-0.03399637785891277,0.28264985824990363,0.01651711438931052,0.0,1.0,0.04878048780487805,32.22018695187549,-0.5097532603903576
9,0.75,5.9,0.15,0.55,2.0,31.28593012120719,32.17758058738692,32.22780603464291,2.102217055050133,1.3915418994079403,1.3323213056625114,-0.7934983339221993,-0.03509159314085085,0.28589698569252364,0.01976424183193047,0.0,1.0,0.04878048780487805,32.22780603464291,-0.5076013482296756
19,1.0,5.9,0.25,0.55,2.0,31.28593012120719,32.17758058738692,32.23218722994398,2.102217055050133,1.3915418994079403,1.3270176845317843,-0.797722555082807,-0.03931581430145849,0.2876770641765222,0.021544320315929146,0.0,1.0,0.04878048780487805,32.23218722994398,-0.5100454909062848
21,1.0,6.1,0.15,0.55,2.0,31.28593012120719,32.17758058738692,32.23366290569935,2.102217055050133,1.3915418994079403,1.3291053260906338,-0.778238599265495,-0.0198318584841465,0.28698168119643397,0.020848937335840832,0.0,1.0,0.04878048780487805,32.23366290569935,-0.491256918069061
17,1.0,5.9,0.15,0.55,2.0,31.28593012120719,32.17758058738692,32.243941475361446,2.102217055050133,1.3915418994079403,1.313224816316835,-0.8047990551354062,-0.046392314354057586,0.2922754297090448,0.026142685848451724,0.0,1.0,0.04878048780487805,32.243941475361446,-0.5125236254263614
