D,n_inner,eta_power,xi_power,uniform_omega1,uniform_omega2,uniform_delta_omega12,exact_omega1,exact_omega2,exact_delta_omega12,prolate_E1,prolate_E2,prolate_omega1,prolate_omega2,prolate_delta_omega12,uniform_rel_omega1_vs_exact,uniform_rel_omega2_vs_exact,uniform_rel_delta_vs_exact,prolate_rel_omega1_vs_exact,prolate_rel_omega2_vs_exact,prolate_rel_delta_vs_exact
6.0,241,1.0,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.424154373373074,-5.424142314650178,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,241,1.0,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.2490325839490435,-5.249032583933319,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,241,1.0,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.0649233705159045,-5.0649233705159045,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,241,1.0,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7024102775399848,-0.6859982754238814,0.5455178479756783,0.5603585678617921,0.014840719886113796,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.243911740810901,0.24237923256964425,0.1813887561008046
12.0,241,1.0,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.6807871658235272,-0.6806768414461688,0.5649892336819108,0.5650868593002595,9.762561834869565e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.21791970990882142,0.21806128414333475,0.6181255932415319
18.0,241,1.0,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.6671763544381571,-0.6671755076961993,0.5769086977692769,0.576909431630131,7.338608540852221e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.19878940253313943,0.1987925031847822,0.8017933345756547
6.0,241,1.0,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4838029132601335,-0.45759737574461407,0.7184685704607171,0.7364798872035718,0.01801131674285472,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.004201873985351877,0.004258185130826175,0.006499245570515587
12.0,241,1.0,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4832458878266093,-0.4828893698711529,0.718856113678802,0.7191040468032752,0.000247933124473243,0.291214843343146,0.2913592878807741,0.6995345773170025,0.004931130712031632,0.004940062451694428,0.030179614475567926
18.0,241,1.0,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.49306974974620577,-0.4930650619227849,0.7119903442138764,0.7119936362617402,3.2920478637565864e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.011188059247500892,0.01118857175598362,0.11085892392243894
6.0,241,1.0,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48032936123750203,-0.4539134655132543,0.7208818479907079,0.7389766806109281,0.01809483262022027,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0008570690200114259,0.0008824492254854795,0.001892525897872659
12.0,241,1.0,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4798550375639885,-0.47949066441846977,0.7212107614532741,0.7214633293394268,0.0002525678861526881,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0016717347718277552,0.001675406184610391,0.012050183935283669
18.0,241,1.0,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48983317392617065,-0.48982832239083185,0.7142596349184444,0.7142630311091063,3.3961906619195403e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.008036469111551831,0.00803685319280147,0.0827312528020461
6.0,241,1.25,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.425494992684191,-5.425482955836978,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,241,1.25,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.258922752212273,-5.2589227521976945,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,241,1.25,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.119601835087566,-5.119601835087566,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,241,1.25,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7025400706837102,-0.6861390933980325,0.5453988717592748,0.5602329038908439,0.014834032131569086,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.24407664196066026,0.24254913384280827,0.18175765135041172
12.0,241,1.25,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.6830047886038407,-0.6828960495915654,0.5630232778457381,0.5631198366319861,9.655878624792447e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.22064106320017632,0.220783150974914,0.6222986359580223
18.0,241,1.25,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.689107614843645,-0.689106927688272,0.5575772459097976,0.5575778621069241,6.161971264351251e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.22563691610699366,0.22564004211898364,0.83357284014418
6.0,241,1.25,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4838370483811597,-0.4576441578342517,0.7184448145952759,0.73644812591638,0.01800331132110411,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.00423479963758057,0.004301127297069266,0.00694082308882304
12.0,241,1.25,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4847933596932621,-0.4844410317259161,0.7177789634049871,0.7180243507528724,0.00024538734788526195,0.291214843343146,0.2913592878807741,0.6995345773170025,0.006422164431607211,0.006434091430200352,0.04013772732257198
18.0,241,1.25,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.5111664258140762,-0.511162568120938,0.6991663422862429,0.6991691010614399,2.7587751970648e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.028998028634484592,0.028999190169029094,0.2548892212717683
6.0,241,1.25,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4803620904924385,-0.45395886375290817,0.720859146787749,0.7389459630088602,0.01808681622111119,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0008885329090305944,0.0009239802996709847,0.0023347089251539404
12.0,241,1.25,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4813916801484788,-0.48103157392257795,0.7201446520328546,0.7203946321825435,0.0002499801496889109,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0031474853084478074,0.0031542154486017228,0.02217242790840339
18.0,241,1.25,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.5078629788748477,-0.5078589858388616,0.7015247829728842,0.7015276289364079,2.8459635236233183e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.02572262703464635,0.025723684324840575,0.23134074150902847
6.0,241,1.5,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.427189898485979,-5.4271778870304725,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,241,1.5,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.277834371321421,-5.277834371321421,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,241,1.5,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.208871237439784,-5.208871237439784,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,241,1.5,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7026922261181335,-0.6863045306297868,0.5452593638644516,0.5600852340226559,0.014825870158204246,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.24427000003635185,0.24274878771673736,0.1822078642255375
12.0,241,1.5,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.6890753107273639,-0.6889705127540379,0.557606213445148,0.5577001768387403,9.396339359224459e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.2281395765262573,0.22828260304916373,0.6324508280512187
18.0,241,1.5,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7308360712473938,-0.7308356041996216,0.5188101085682566,0.5188105586824332,4.501141765977934e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.27947670287324905,0.2794797826953277,0.8784297738365084
6.0,241,1.5,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48387074168140776,-0.4576930088790726,0.7184213654385512,0.7364149585124731,0.0179935930739219,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.004267300191234718,0.00434597057321923,0.007476879727274482
12.0,241,1.5,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4894724267841176,-0.4891313519662496,0.7145121225114955,0.7147507593796248,0.00023863686812930496,0.291214843343146,0.2913592878807741,0.6995345773170025,0.010944253918186824,0.010963922185433917,0.06654304485852557
18.0,241,1.5,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.546248333854428,-0.5462456592378504,0.6736109159934777,0.6736129012735352,1.985280057570371e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.06448939572206384,0.06449144898393473,0.4638006129445631
6.0,241,1.5,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48039404578059275,-0.4540060011932287,0.7208369817229185,0.7389140672681576,0.018077085545239013,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.000919253710090812,0.0009671042508957911,0.0028714511277445386
12.0,241,1.5,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4860480559975261,-0.48569942422733403,0.7169044176195833,0.7171475272025039,0.00024310958292050877,0.291214843343146,0.2913592878807741,0.6995345773170025,0.007632745060001443,0.007647395667812723,0.04904748030916565
18.0,241,1.5,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.5428294162814726,-0.5428266474051817,0.6761439075511421,0.6761459550975797,2.047546437622394e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.06097157793366494,0.06097356280910438,0.44698324015590196
6.0,321,0.75,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.774699438859277,-5.774691596670058,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,321,0.75,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.594522480814616,-5.5945224808072815,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,321,0.75,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.385106391870455,-5.385106391870455,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,321,0.75,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7702377656462809,-0.7560336330926026,0.4793352004116943,0.4939295161330181,0.014594315721323803,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.33564095365126495,0.3321932053308094,0.19498036226199994
12.0,321,0.75,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.7430482467502344,-0.7429702407333503,0.506904086834744,0.5069810245627047,7.693772796069087e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.29832345176454056,0.2984652097535057,0.6990487771622317
18.0,321,0.75,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7160053317957022,-0.7160047892743375,0.5329115012873129,0.5329120103034481,5.0901613524168e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.2598926936023948,0.2598957923230264,0.8625210893157619
6.0,321,0.75,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4845341255620036,-0.4583604737733651,0.7179595214481082,0.73596163366485,0.01800211221674186,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.004907416403833102,0.00495887869785442,0.007006965453956118
12.0,321,0.75,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4833406088670023,-0.4829836025879876,0.7187902274885196,0.7190385228984691,0.00024829540994952826,0.291214843343146,0.2913592878807741,0.6995345773170025,0.005022332964636045,0.005030731128799079,0.02876249104348379
18.0,321,0.75,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4869251527589216,-0.48692012309936356,0.7162924313721865,0.7162959422617416,3.510889555191632e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.00521332210834511,0.0052135614132783085,0.05175251202745768
6.0,321,0.75,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4803934590078247,-0.4539691565353405,0.7208373887307562,0.7389389984732566,0.018101609742500413,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0009186895968384393,0.0009333965504635778,0.0015187011412315413
12.0,321,0.75,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47930696967782627,-0.47894058597982636,0.721590625162338,0.7218444527875612,0.0002538276252231908,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0011459125046604127,0.0011480267654781467,0.007122562288878921
18.0,321,0.75,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4831087252584658,-0.48310348679975085,0.7189515107025884,0.7189551538171551,3.643114566687089e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0015203936653158051,0.001520468326214856,0.016040185271891577
6.0,321,1.0,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.775263779107606,-5.775255948337577,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,321,1.0,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.597100283265071,-5.597100283258712,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,321,1.0,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.392992344584975,-5.392992344584975,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,321,1.0,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7703164128089416,-0.7561175657609956,0.4792531556401673,0.4938445446079205,0.014591388967753194,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.33575466778309326,0.3323080892564712,0.19514180142394144
12.0,321,1.0,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.7434466249712139,-0.743368863483507,0.5065109821403541,0.5065877382216165,7.675608126245237e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.29886760272370333,0.2990094195709049,0.6997593101791054
18.0,321,1.0,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7175298985050111,-0.7175293648044425,0.53147916374491,0.5314796658345053,5.020895953444793e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.2618819234797745,0.2618850215912949,0.8643918613678618
6.0,321,1.0,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48455718276021176,-0.45838996751539984,0.7179434638185574,0.7359415958380122,0.01799813201945477,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0049296722937526485,0.004985970411298569,0.007226512367930129
12.0,321,1.0,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4835160048766061,-0.4831596986032735,0.7186682093451706,0.7189160600492428,0.00024785070407218335,0.291214843343146,0.2913592878807741,0.6995345773170025,0.005191235271543542,0.005200189047503424,0.030502011836955518
18.0,321,1.0,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48784794576324353,-0.4878429762234435,0.7156479960404811,0.7156514680880327,3.47204755157815e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.006108313671379017,0.006108602317741187,0.062243252842656624
6.0,321,1.0,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48041577199414487,-0.4539979199061609,0.720821911435727,0.7389195356017048,0.01809762416597771,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0009401411425559145,0.0009597109079611019,0.0017385447728034704
12.0,321,1.0,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47947914834384064,-0.479113475853591,0.7214713103486232,0.7217246872224955,0.0002533768738722797,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0013110727565011362,0.0013137523183024522,0.008885730682957073
18.0,321,1.0,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4840221131108865,-0.4840169374806732,0.7183160076798466,0.7183196102845354,3.6026046887904783e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.002402980040788728,0.002403106423235646,0.026981398132527628
6.0,321,1.25,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.77598289368812,-5.775975070311048,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,321,1.25,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.600787722791551,-5.600787722787275,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,321,1.25,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.409331487905316,-5.409331487905316,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,321,1.25,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7704035746196578,-0.7562103983778912,0.4791622119703746,0.4937505459461375,0.014588333975762868,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.3358807157964314,0.33243517812842194,0.19531031419235792
12.0,321,1.25,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.7440308394805193,-0.7439533984465139,0.5059339487714584,0.506010475734926,7.652696346760468e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.2996663549788522,0.2998082063062998,0.700655532128479
18.0,321,1.25,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7223817761245028,-0.7223812666727519,0.5268948888303028,0.5268953722773129,4.834470100911759e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.2682485628760724,0.2682516541409585,0.8694269911712527
6.0,321,1.25,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48457522511000056,-0.45841491660571676,0.7179308984087531,0.7359246451874562,0.017993746778703024,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0049470879637627165,0.005008888174351137,0.007468401401220515
12.0,321,1.25,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4837871434642454,-0.4834317895781885,0.7184795449668381,0.718726798179817,0.0002472532129789151,0.291214843343146,0.2913592878807741,0.6995345773170025,0.005452391914785444,0.005462080083728726,0.0328391704705666
18.0,321,1.25,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.49136061206507764,-0.49135583637447133,0.7131895876517844,0.713192935765301,3.348113516543627e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.00952255038082966,0.009522993589815381,0.09571629024481809
6.0,321,1.25,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4804328959632912,-0.4540219644722452,0.7208100332519719,0.7389032653384033,0.018093232086431432,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0009566043166043549,0.0009817087680380034,0.0019808110326799307
12.0,321,1.25,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4797457645549249,-0.47938106073755715,0.7212865141156287,0.721539284628663,0.000252770513034295,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0015668749610250248,0.0015703030834669203,0.011257584395165311
