D,n_inner,eta_power,xi_power,uniform_omega1,uniform_omega2,uniform_delta_omega12,exact_omega1,exact_omega2,exact_delta_omega12,prolate_E1,prolate_E2,prolate_omega1,prolate_omega2,prolate_delta_omega12,uniform_rel_omega1_vs_exact,uniform_rel_omega2_vs_exact,uniform_rel_delta_vs_exact,prolate_rel_omega1_vs_exact,prolate_rel_omega2_vs_exact,prolate_rel_delta_vs_exact
18.0,481,1.0,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4833982135666375,-0.48339299427703986,0.7187501557797136,0.718753786579911,3.6308001973850423e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0018000353117033096,0.001800125636786335,0.01936614285986662
6.0,481,1.25,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.570962772287406,-6.570959758927603,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,481,1.25,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-6.400395244790195,-6.400395244778412,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,481,1.25,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-6.19821339666492,-6.19821339666492,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,481,1.25,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.9843501777815029,-0.9752253884617235,0.12509924947215748,0.15739952839280216,0.03230027892064469,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.8266123205496231,0.7871913479450132,0.7816771496550272
12.0,481,1.25,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.9441670712210724,-0.9441400966207105,0.23628992525905046,0.23634699782161286,5.707256256240467e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.672918203966587,0.6729549361631649,0.7767537728379978
18.0,481,1.25,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.9014242999226945,-0.9014241914396834,0.31396767361832895,0.31396784637971537,1.7276138641886263e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.5639618048094922,0.5639638069920949,0.9533393038672792
6.0,481,1.25,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.487145387644435,-0.4611320331633406,0.716138682348304,0.7340762677247231,0.017937585376419096,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.007431101138151326,0.007507947227129219,0.010566253509175625
12.0,481,1.25,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.48589033942671983,-0.48553930459015726,0.7170144075074644,0.7172591549850325,0.0002447474775680858,0.291214843343146,0.2913592878807741,0.6995345773170025,0.007480492736783693,0.007492930768323773,0.042640657413127094
18.0,481,1.25,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48943790986826546,-0.4894330196272299,0.7145362762881493,0.714539698248299,3.4219601496854324e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.007652269674167023,0.0076526199425020645,0.0757712355026661
6.0,481,1.25,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48091899676236405,-0.4545301550900318,0.7204727637028592,0.7385593035836514,0.01808653988079223,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0014240602343390662,0.0014467548716359465,0.0023499518037999956
12.0,481,1.25,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47982606722794213,-0.4794610905667292,0.7212308456881595,0.7214838247897668,0.00025297910160726467,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0016439333849887767,0.001647045613388462,0.01044166497865637
18.0,481,1.25,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4836997308396054,-0.4836945327102503,0.7185403740642516,0.7185439912000863,3.6171358346326343e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.002091380084685216,0.0020914878886354243,0.023056716844330576
6.0,481,1.5,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.571319387678123,-6.571316375136556,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,481,1.5,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-6.402104700857471,-6.402104700857471,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,481,1.5,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-6.203832916755388,-6.203832916755388,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,481,1.5,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.984420260868765,-0.9752977607193435,0.12481882522774762,0.15716946039436705,0.03235063516661943,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.8270009888206559,0.7875024064413625,0.7844547904616601
12.0,481,1.5,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.9445453793028435,-0.9445184678031473,0.23548804788599453,0.23554518079734235,5.713291134781806e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.6740281941241874,0.6740644501502473,0.7765177112691377
18.0,481,1.5,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.9029309635474134,-0.9029308565131873,0.31155904168004267,0.31155921345197407,1.717719314009436e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.5673069120020413,0.5673088983582204,0.9536065433290891
6.0,481,1.5,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48715123792009896,-0.46114130708876133,0.7161345977397692,0.7340699509660089,0.017935353226239736,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.007436762409488356,0.007516487665090206,0.010689378482149833
12.0,481,1.5,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.48599637832971343,-0.48564574751100753,0.7169404589436187,0.7171849499877925,0.0002444910441737891,0.291214843343146,0.2913592878807741,0.6995345773170025,0.007582855243565226,0.007595611903616544,0.04364372763154403
18.0,481,1.5,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.49016011743699933,-0.49015527028205336,0.7140307294248621,0.7140341236369216,3.3942120595265024e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.008354372980891334,0.008354758175344597,0.08326564863518197
6.0,481,1.5,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4809241296594209,-0.4545387197866999,0.7204692015211887,0.7385535053151533,0.01808430379396464,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0014289974215423384,0.0014545942960353462,0.0024732939215305763
12.0,481,1.5,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47992880159385476,-0.4795642388585538,0.7211596206153983,0.7214123378078907,0.0002527171924924243,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0017425259284322586,0.001745965696007047,0.011466154139862648
18.0,481,1.5,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48441154742848547,-0.48440639471332775,0.7180448820035656,0.7180484700120684,3.5880085027528708e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0027795192850775183,0.002779664002430079,0.030923645966463218
