combo_id,peak,center_D,width_D,region,D,eta,gaussian,residual_frac,mu_full,mu_base,mu_runtime,mu_guard,chi2_base,chi2_runtime,chi2_guard,abs_delta_base,abs_delta_runtime,abs_delta_guard,abs_improvement_vs_base,abs_improvement_vs_runtime,guard_shift_vs_runtime,guard_shift_vs_base,improved_vs_base,improved_vs_runtime,acceptance_flip_vs_base
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,1.15,1.082608154406634e-62,1.0,47.19202192458663,78.47707547646753,54.03802053063359,54.03802053063359,37130.472275031694,17317.257533646265,17317.257533646265,31.2850535518809,6.845998606046955,6.845998606046955,24.439054945833945,0.0,0.0,-24.439054945833945,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,1.34,1.082608154406634e-62,1.0,47.192143979461505,78.47728697966835,54.038166209670386,54.038166209670386,37130.67605091344,17317.353386980532,17317.353386980532,31.285143000206844,6.846022230208881,6.846022230208881,24.439120769997963,0.0,0.0,-24.439120769997963,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,1.53,1.082608154406634e-62,1.0,47.19226603384187,78.47749848386297,54.03831188939182,54.03831188939182,37130.87982831186,17317.449241030554,17317.449241030554,31.285232450021105,6.846045855549953,6.846045855549953,24.439186594471153,0.0,0.0,-24.439186594471153,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,1.72,1.082608154406634e-62,1.0,47.192388087536685,78.4777099890408,54.038457569790545,54.038457569790545,37131.083607216744,17317.545095791498,17317.545095791498,31.28532190150412,6.84606948225386,6.84606948225386,24.43925241925026,0.0,0.0,-24.43925241925026,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,1.91,1.082608154406634e-62,1.0,47.19251014056074,78.47792149517807,54.03860325085018,54.03860325085018,37131.2873876052,17317.640951252593,17317.640951252593,31.285411354617324,6.846093110289438,6.846093110289438,24.439318244327886,0.0,0.0,-24.439318244327886,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,2.1,1.082608154406634e-62,1.0,47.192632192973605,78.47813299305346,54.03874892622117,54.03874892622117,37131.49116059272,17317.736803235934,17317.736803235934,31.28550080007986,6.8461167332475625,6.8461167332475625,24.439384066832297,0.0,0.0,-24.439384066832297,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,2.29,1.082608154406634e-62,1.0,47.19275424480137,78.47834448371623,54.03889459662593,54.03889459662593,37131.69492719016,17317.83265221684,17317.83265221684,31.285590238914857,6.846140351824559,6.846140351824559,24.439449887090298,0.0,0.0,-24.439449887090298,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,2.4800000000000004,1.082608154406634e-62,1.0,47.192876295976646,78.47855597529635,54.03904026766263,54.03904026766263,37131.89869523056,17317.9285018788,17317.9285018788,31.2856796793197,6.846163971685982,6.846163971685982,24.439515707633717,0.0,0.0,-24.439515707633717,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,2.6700000000000004,1.082608154406634e-62,1.0,47.19299834651119,78.4787674678638,54.0391859393795,54.0391859393795,37132.10246478136,17318.024352253553,17318.024352253553,31.285769121352615,6.846187592868311,6.846187592868311,24.439581528484304,0.0,0.0,-24.439581528484304,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,2.8600000000000003,1.082608154406634e-62,1.0,47.19312039642925,78.47897896143671,54.03933161178902,54.03933161178902,37132.30623586001,17318.12020334931,17318.12020334931,31.28585856500746,6.846211215359766,6.846211215359766,24.439647349647693,0.0,0.0,-24.439647349647693,1.0,0.0,0.0
