beta_peak,center_D,sigma_D,D,eta,beta_eff,base_mu,cur_mu,delta_mu_current,base_width_ratio,cur_width_ratio,width_ratio_boost,mu_boost,delta_mu_boost,delta_log_width_current,delta_log_width_boost,acceptance_mismatch_boost
0.1,6.1,0.1,4.813559322033898,1.0,1.1578703950238198e-37,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252325356,14.779382683845375,1.3096233402640447,-0.1491412800818606,-0.1491412800818606,0.0
0.1,6.1,0.15,4.813559322033898,1.0,1.0673167154157311e-17,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252325356,14.779382683845375,1.3096233402640447,-0.1491412800818606,-0.1491412800818606,0.0
0.1,6.1,0.2,4.813559322033898,1.0,1.0373253409440161e-10,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252462206,14.77938268361672,1.3096233400353903,-0.1491412800818606,-0.14914128006638946,0.0
0.2,5.9,0.1,4.813559322033898,1.0,4.677165487764919e-27,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252325356,14.779382683845375,1.3096233402640447,-0.1491412800818606,-0.1491412800818606,0.0
0.2,5.9,0.15,4.813559322033898,1.0,8.118082041605576e-13,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252326425,14.77938268384359,1.3096233402622595,-0.1491412800818606,-0.1491412800817397,0.0
0.2,5.9,0.2,4.813559322033898,1.0,7.821106160282006e-08,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546355504212,14.779382511451299,1.3096231678699688,-0.1491412800818606,-0.14914126841736278,0.0
0.2,6.0,0.1,4.813559322033898,1.0,5.426047382781349e-32,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252325356,14.779382683845375,1.3096233402640447,-0.1491412800818606,-0.1491412800818606,0.0
0.2,6.0,0.15,4.813559322033898,1.0,5.198741894046933e-15,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252325363,14.779382683845363,1.3096233402640323,-0.1491412800818606,-0.1491412800818598,0.0
0.2,6.0,0.2,4.813559322033898,1.0,4.564501900343312e-09,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546258347014,14.779382673784223,1.3096233302028928,-0.1491412800818606,-0.14914127940110464,0.0
0.2,6.1,0.1,4.813559322033898,1.0,2.3157407900476396e-37,13.46975934358133,14.779382683845375,1.3096233402640447,102.68237204794055,88.45546252325356,88.45546252325356,14.779382683845375,1.3096233402640447,-0.1491412800818606,-0.1491412800818606,0.0
