D,level,dr,dz,mode_n,lambda_n,window_E_lo,window_E_hi,Nps_lambda_n,g_raw_n,g_hat_to_g3
12.0,mid,0.08,0.04,11,2.713743425005353,0.6656099428390492,2.713743425005353,148.66845326628604,114.5681823327287,13.3733426474049
12.0,mid,0.08,0.04,12,3.1060164304834235,0.6656099428390492,3.1060164304834235,170.41983451084286,136.31956357728552,15.912343166702627
12.0,mid,0.08,0.04,13,3.261853573429198,0.6656099428390492,3.261853573429198,179.06094175232883,144.9606708187715,16.921004434084466
12.0,mid,0.08,0.04,14,3.322631745836108,0.6656099428390492,3.322631745836108,182.43106710102305,148.3307961674657,17.314393245315674
12.0,mid,0.08,0.04,15,3.3982568974369527,0.6656099428390492,3.3982568974369527,186.62445150722925,152.5241805736719,17.803879640007825
12.0,mid,0.08,0.04,16,3.5127802582493306,0.6656099428390492,3.5127802582493306,192.97472605493127,158.87445512137393,18.54513603163736
12.0,mid,0.08,0.04,17,3.532909074886148,0.6656099428390492,3.532909074886148,194.09086088591616,159.99058995235882,18.67542048960419
12.0,mid,0.08,0.04,18,3.671500378042629,0.6656099428390492,3.671500378042629,201.77569320942177,167.67542227586443,19.57245746581826
12.0,mid,0.08,0.04,19,3.861518206325343,0.6656099428390492,3.861518206325343,212.3121057805669,178.21183484700956,20.80235439461064
12.0,mid,0.08,0.04,20,3.9938288953484684,0.6656099428390492,3.9938288953484684,219.6486805626236,185.54840962906627,21.65873987983908
12.0,mid,0.08,0.04,21,4.080887312450063,0.6656099428390492,4.080887312450063,224.47603496754022,190.37576403398288,22.222228478706086
12.0,mid,0.08,0.04,22,4.335684156441408,0.6656099428390492,4.335684156441408,238.6044180481227,204.50414711456537,23.871409814600007
12.0,mid,0.08,0.04,23,4.488453201142803,0.6656099428390492,4.488453201142803,247.07540046919715,212.9751295356398,24.860212710574814
12.0,mid,0.08,0.04,24,4.627253712224468,0.6656099428390492,4.627253712224468,254.7718332884711,220.67156235491376,25.758603792279878
12.0,mid,0.08,0.04,25,4.95214990046564,0.6656099428390492,4.95214990046564,272.7871969679687,238.68692603441139,27.861505544738854
12.0,mid,0.08,0.04,26,5.017340085322077,0.6656099428390492,5.017340085322077,276.4019666421843,242.30169570862694,28.2834512582908
12.0,mid,0.08,0.04,27,5.309980926672939,0.6656099428390492,5.309980926672939,292.628784238753,258.52851330519564,30.177579168652702
12.0,mid,0.08,0.04,28,5.580110078383322,0.6656099428390492,5.580110078383322,307.60733764943313,273.5070667158758,31.925999393578078
12.0,mid,0.08,0.04,29,5.702410909730871,0.6656099428390492,5.702410909730871,314.38886982732214,280.2885988937648,32.71759573073498
12.0,mid,0.08,0.04,30,6.129177737749452,0.6656099428390492,6.129177737749452,338.05291973422123,303.9526488006639,35.479858702762996
12.0,mid,0.08,0.04,31,6.176813607826187,0.6656099428390492,6.176813607826187,340.6943096756282,306.59403874207084,35.78818351016245
12.0,mid,0.08,0.04,32,6.589712641500708,0.6656099428390492,6.589712641500708,363.58939593326687,329.48912499970953,38.46068670634719
12.0,mid,0.08,0.04,33,6.807859169255125,0.6656099428390492,6.807859169255125,375.6855336386382,341.5852627050809,39.872647609893036
12.0,mid,0.08,0.04,34,7.0847144763426755,0.6656099428390492,7.0847144763426755,391.03704967452,356.93677874096267,41.66460310682798
12.0,mid,0.08,0.04,35,7.472870696921264,0.6656099428390492,7.472870696921264,412.56015684311456,378.4598859095572,44.17695759427633
12.0,mid,0.08,0.04,36,7.6140214039243475,0.6656099428390492,7.6140214039243475,420.3869070861528,386.28663615259546,45.090560399912434
12.0,mid,0.08,0.04,37,7.915275401868033,0.6656099428390492,7.915275401868033,437.09132077053096,402.9910498369736,47.040437262551386
12.0,mid,0.08,0.04,38,7.975267702274261,0.6656099428390492,7.975267702274261,440.41786983113604,406.3175988975787,47.42873949022989
12.0,mid,0.08,0.04,39,8.051522915739772,0.6656099428390492,8.051522915739772,444.6461909157133,410.54591998215597,47.92230398201064
12.0,mid,0.08,0.04,40,8.166718701083397,0.6656099428390492,8.166718701083397,451.03375113470315,416.9334802011458,48.66791266454519
18.0,coarse,0.12,0.06,1,0.6550807460110941,0.6550807460110941,0.6550807460110941,42.34722026119762,1.0,0.12952057762715558
18.0,coarse,0.12,0.06,2,0.7008201335853919,0.6550807460110941,0.7008201335853919,45.434628922462714,4.087408661265094,0.5294035308052937
18.0,coarse,0.12,0.06,3,0.7546478702381316,0.6550807460110941,0.7546478702381316,49.068001146522654,7.720780885325034,1.0
18.0,coarse,0.12,0.06,4,0.8232275335019463,0.6550807460110941,0.8232275335019463,53.697128416830154,12.349908155632534,1.5995672379598453
18.0,coarse,0.12,0.06,5,0.9188298388132055,0.6550807460110941,0.9188298388132055,60.15028402534014,18.80306376414252,2.4353836798919777
18.0,coarse,0.12,0.06,6,1.0419505588468416,0.6550807460110941,1.0419505588468416,68.46093262761059,27.11371236641297,3.511783687314359
18.0,coarse,0.12,0.06,7,1.186569380359989,0.6550807460110941,1.186569380359989,78.22270307974803,36.87548281855041,4.7761338349389
18.0,coarse,0.12,0.06,8,1.3498484065002554,0.6550807460110941,1.3498484065002554,89.244037344216,47.89681708301838,6.203623415094753
18.0,coarse,0.12,0.06,9,1.533593709626802,0.6550807460110941,1.533593709626802,101.64684530525788,60.299625044060264,7.8100422664075815
18.0,coarse,0.12,0.06,10,1.7403924769437014,0.6550807460110941,1.7403924769437014,115.6057620991486,74.25854183795099,9.618009232601711
18.0,coarse,0.12,0.06,11,1.970368289175505,0.6550807460110941,1.970368289175505,131.12912942479534,89.78190916359772,11.628604735337989
18.0,coarse,0.12,0.06,12,2.2220362794406054,0.6550807460110941,2.2220362794406054,148.11671876768963,106.76949850649201,13.82884711952257
18.0,coarse,0.12,0.06,13,2.4946589500599434,0.6550807460110941,2.4946589500599434,166.51874903449493,125.17152877329731,16.21228870919159
18.0,coarse,0.12,0.06,14,2.78877392902104,0.6550807460110941,2.78877392902104,186.37151011436896,145.02428985317135,18.78362979175079
18.0,coarse,0.12,0.06,15,3.1049931454405613,0.6550807460110941,3.1049931454405613,207.71630722268665,166.36908696148902,21.548220242554535
18.0,coarse,0.12,0.06,16,3.278690165736801,0.6550807460110941,3.278690165736801,219.44085609268282,178.0936358314852,23.066790584614253
18.0,coarse,0.12,0.06,17,3.323878321365261,0.6550807460110941,3.323878321365261,222.4910565976039,181.14383633640625,23.46185431589027
18.0,coarse,0.12,0.06,18,3.377692213225416,0.6550807460110941,3.377692213225416,226.12349429816436,184.77627403696675,23.932329745061523
18.0,coarse,0.12,0.06,19,3.4431888538966806,0.6550807460110941,3.4431888538966806,230.54451754347468,189.19729728227708,24.504943229497197
18.0,coarse,0.12,0.06,20,3.446573576971573,0.6550807460110941,3.446573576971573,230.77298635102994,189.42576608983234,24.534534641421544
18.0,coarse,0.12,0.06,21,3.5421941739618896,0.6550807460110941,3.5421941739618896,237.2273766478763,195.88015638667866,25.370511000900187
18.0,coarse,0.12,0.06,22,3.665279957243471,0.6550807460110941,3.665279957243471,245.53566701938306,204.18844675818542,26.446605568911878
18.0,coarse,0.12,0.06,23,3.802144554951962,0.6550807460110941,3.802144554951962,254.7740273647062,213.42680710350857,27.64316333716594
18.0,coarse,0.12,0.06,24,3.8108318553085567,0.6550807460110941,3.8108318553085567,255.36042013877628,214.01319987757864,27.719113267979886
18.0,coarse,0.12,0.06,25,3.9731367798538306,0.6550807460110941,3.9731367798538306,266.3160025455823,224.9687822843847,29.13808662955131
18.0,coarse,0.12,0.06,26,4.156901679389859,0.6550807460110941,4.156901679389859,278.72013326426423,237.37291300306663,30.744676805197738
18.0,coarse,0.12,0.06,27,4.184582197768007,0.6550807460110941,4.184582197768007,280.58856825478927,239.24134799359166,30.986677584429327
18.0,coarse,0.12,0.06,28,4.36373721147587,0.6550807460110941,4.36373721147587,292.68153168006995,251.33431141887235,32.55296519249575
18.0,coarse,0.12,0.06,29,4.587708479870248,0.6550807460110941,4.587708479870248,307.7995922966904,266.4523720354928,34.51106513616278
18.0,coarse,0.12,0.06,30,4.593809219948919,0.6550807460110941,4.593809219948919,308.2113922520008,266.8641719908032,34.56440170424142
18.0,coarse,0.12,0.06,31,4.845279887338522,0.6550807460110941,4.845279887338522,325.185662300799,283.8384420396014,36.76291896576109
18.0,coarse,0.12,0.06,32,5.012803802129785,0.6550807460110941,5.012803802129785,336.4935265492092,295.1463062880116,38.22752007494464
18.0,coarse,0.12,0.06,33,5.117890541325638,0.6550807460110941,5.117890541325638,343.5868814449293,302.2396611837317,39.14625549835272
18.0,coarse,0.12,0.06,34,5.412165032209849,0.6550807460110941,5.412165032209849,363.4504095796135,322.1031893184159,41.71899113607027
18.0,coarse,0.12,0.06,35,5.459305265410606,0.6550807460110941,5.459305265410606,366.63237532066466,325.28515505946706,42.13112117684104
18.0,coarse,0.12,0.06,36,5.728528361277364,0.6550807460110941,5.728528361277364,384.8049342916708,343.4577140304732,44.4848415117293
18.0,coarse,0.12,0.06,37,5.927345635463547,0.6550807460110941,5.927345635463547,398.22510029923825,356.87788003804064,46.22302916488176
18.0,coarse,0.12,0.06,38,6.066639955421671,0.6550807460110941,6.066639955421671,407.62746689641153,366.2802466352139,47.440829117609915
18.0,coarse,0.12,0.06,39,6.416638639984905,0.6550807460110941,6.416638639984905,431.25237810442985,389.90515784323225,50.50074126366271
18.0,coarse,0.12,0.06,40,6.426812864611165,0.6550807460110941,6.426812864611165,431.9391382667024,390.5919180055048,50.58969083657157
18.0,fine,0.06,0.03,1,0.6678484661360118,0.6678484661360118,0.6678484661360118,43.20819176364483,1.0,0.12905029658067305
18.0,fine,0.06,0.03,2,0.7138069489350332,0.6678484661360118,0.7138069489350332,46.31038935257877,4.10219758893394,0.5293898154844469
18.0,fine,0.06,0.03,3,0.7678324174406816,0.6678484661360118,0.7678324174406816,49.95710847671004,7.7489167130652135,1.0
18.0,fine,0.06,0.03,4,0.8364587815617313,0.6678484661360118,0.8364587815617313,54.589388054880885,12.381196291236058,1.5977970534075425
18.0,fine,0.06,0.03,5,0.9321481021959002,0.6678484661360118,0.9321481021959002,61.048417197687286,18.84022543404246,2.431336679909919
18.0,fine,0.06,0.03,6,1.055565982683424,0.6678484661360118,1.055565982683424,69.37912413059514,27.170932366950318,3.5064168803283473
18.0,fine,0.06,0.03,7,1.2006110550336277,0.6678484661360118,1.2006110550336277,79.16966651423388,36.961474750589055,4.769889278622576
18.0,fine,0.06,0.03,8,1.3642921994138595,0.6678484661360118,1.3642921994138595,90.21814375989955,48.00995199625472,6.195698543940548
18.0,fine,0.06,0.03,9,1.548391264730776,0.6678484661360118,1.548391264730776,102.6448306687914,60.43663890514657,7.799366175048209
18.0,fine,0.06,0.03,10,1.7556264008984352,0.6678484661360118,1.7556264008984352,116.63320236010838,74.42501059646355,9.604569690493356
18.0,fine,0.06,0.03,11,1.986220602604431,0.6678484661360118,1.986220602604431,132.19831097526313,89.99011921161829,11.613251573589464
18.0,fine,0.06,0.03,12,2.2386352126594224,0.6678484661360118,2.2386352126594224,149.23629715397504,107.02810539033021,13.812008743089645
18.0,fine,0.06,0.03,13,2.512024150251603,0.6678484661360118,2.512024150251603,167.6900504414472,125.48185867780236,16.193471077864498
18.0,fine,0.06,0.03,14,2.80692359909484,0.6678484661360118,2.80692359909484,187.5957632383657,145.38757147472086,18.762309217956528
18.0,fine,0.06,0.03,15,3.1240566675279906,0.6678484661360118,3.1240566675279906,209.00224535760336,166.79405359395852,21.524822084193023
18.0,fine,0.06,0.03,16,3.3532492845260973,0.6678484661360118,3.3532492845260973,224.47274700497556,182.26455524133073,23.521294910038197
18.0,fine,0.06,0.03,17,3.3987045486136016,0.6678484661360118,3.3987045486136016,227.54097733088213,185.3327855672373,23.917250943574256
18.0,fine,0.06,0.03,18,3.4527525764761844,0.6678484661360118,3.4527525764761844,231.18921921160643,188.9810274479616,24.388057640279758
18.0,fine,0.06,0.03,19,3.463418838217309,0.6678484661360118,3.463418838217309,231.90919187913235,189.70100011548752,24.480970326553958
18.0,fine,0.06,0.03,20,3.5215870482453333,0.6678484661360118,3.5215870482453333,235.83554605602401,193.62735429237918,24.98766749756259
18.0,fine,0.06,0.03,21,3.6172755286423546,0.6678484661360118,3.6172755286423546,242.29451848282292,200.0863267191781,25.821199804847378
18.0,fine,0.06,0.03,22,3.740699132038109,0.6678484661360118,3.740699132038109,250.62561171203635,208.4174199483915,26.89632985691861
18.0,fine,0.06,0.03,23,3.8244085102050716,0.6678484661360118,3.8244085102050716,256.27599473830634,214.0678029746615,27.625513462253153
18.0,fine,0.06,0.03,24,3.885941847886163,0.6678484661360118,3.885941847886163,260.42949503178,218.22130326813516,28.16152390697384
18.0,fine,0.06,0.03,25,4.049447120058881,0.6678484661360118,4.049447120058881,271.4661009034385,229.25790913979364,29.585801167955363
18.0,fine,0.06,0.03,26,4.207386038842832,0.6678484661360118,4.207386038842832,282.1269779213552,239.91878615771037,30.9615905089276
18.0,fine,0.06,0.03,27,4.2335028987922625,0.6678484661360118,4.2335028987922625,283.8898659679418,241.68167420429694,31.18909173417812
18.0,fine,0.06,0.03,28,4.440727187525498,0.6678484661360118,4.440727187525498,297.8775054574351,255.6693136937903,32.99420075876077
18.0,fine,0.06,0.03,29,4.612016573612401,0.6678484661360118,4.612016573612401,309.4395390183011,267.23134725465627,34.48628461886622
18.0,fine,0.06,0.03,30,4.6713694809549455,0.6678484661360118,4.6713694809549455,313.44586026392284,271.237668500278,35.003301563811156
18.0,fine,0.06,0.03,31,4.923761453523644,0.6678484661360118,4.923761453523644,330.48231841230995,288.2741266486651,37.20186154054474
18.0,fine,0.06,0.03,32,5.0386272710545645,0.6678484661360118,5.0386272710545645,338.23576109564704,296.0275693320022,38.20244561835064
18.0,fine,0.06,0.03,33,5.197135417445093,0.6678484661360118,5.197135417445093,348.9350609770078,306.726869213363,39.58319344124581
18.0,fine,0.06,0.03,34,5.486993423127834,0.6678484661360118,5.486993423127834,368.5004763605928,326.292284596948,42.10811609922151
18.0,fine,0.06,0.03,35,5.492111758238315,0.6678484661360118,5.492111758238315,368.8459639805502,326.6377722169054,42.152701379041964
18.0,fine,0.06,0.03,36,5.8093422767107485,0.6678484661360118,5.8093422767107485,390.2590239774395,348.05083221379465,44.916063122340276
18.0,fine,0.06,0.03,37,5.957101244208951,0.6678484661360118,5.957101244208951,400.2327542835681,358.0245625199233,46.20317597636182
18.0,fine,0.06,0.03,38,6.148620069270732,0.6678484661360118,6.148620069270732,413.1602749752384,370.95208321159356,47.87147635567466
18.0,fine,0.06,0.03,39,6.449091080414149,0.6678484661360118,6.449091080414149,433.44206822741904,391.2338764637742,50.48884779005647
18.0,fine,0.06,0.03,40,6.509631257673251,0.6678484661360118,6.509631257673251,437.5285301924085,395.32033842876365,51.01620691860399
18.0,mid,0.08,0.04,1,0.6473829445199051,0.6473829445199051,0.6473829445199051,42.9591787640587,1.0,0.1264139262927622
18.0,mid,0.08,0.04,2,0.6931514381926209,0.6473829445199051,0.6931514381926209,46.13148459750199,4.172305833443289,0.5274375620997618
18.0,mid,0.08,0.04,3,0.7470845957868766,0.6473829445199051,0.7470845957868766,49.869699616675035,7.910520852616337,1.0
18.0,mid,0.08,0.04,4,0.815786244482321,0.6473829445199051,0.815786244482321,54.63154829105367,12.67236952699497,1.601963987340188
18.0,mid,0.08,0.04,5,0.9114925819224378,0.6473829445199051,0.9114925819224378,61.265145951703055,19.305967187644356,2.440543113069359
18.0,mid,0.08,0.04,6,1.0347688988328747,0.6473829445199051,1.0347688988328747,69.80967402939925,27.850495265340548,3.520690455689683
18.0,mid,0.08,0.04,7,1.179628354494849,0.6473829445199051,1.179628354494849,79.85017262024202,37.89099385618332,4.789949304495064
18.0,mid,0.08,0.04,8,1.3431847725637587,0.6473829445199051,1.3431847725637587,91.18659506943428,49.22741630537558,6.223030976410868
18.0,mid,0.08,0.04,9,1.5272034246271682,0.6473829445199051,1.5272034246271682,103.94129588125334,61.98211711719464,7.8354027847223975
18.0,mid,0.08,0.04,10,1.7343116564768817,0.6473829445199051,1.7343116564768817,118.29638164722068,76.33720288316198,9.650085538667673
18.0,mid,0.08,0.04,11,1.964694875158404,0.6473829445199051,1.964694875158404,134.26470330047434,92.30552453641565,11.6687037751612
18.0,mid,0.08,0.04,12,2.216859553897606,0.6473829445199051,2.216859553897606,151.7427415132459,109.78356274918721,13.878171209532587
18.0,mid,0.08,0.04,13,2.4900100920494705,0.6473829445199051,2.4900100920494705,170.67535161362798,128.7161728495693,16.27151678729189
18.0,mid,0.08,0.04,14,2.784674257290604,0.6473829445199051,2.784674257290604,191.0991142348214,149.1399354707627,18.853364809908307
18.0,mid,0.08,0.04,15,3.1015277623566844,0.6473829445199051,3.1015277623566844,213.06086437796156,171.10168561390287,21.629635873763288
18.0,mid,0.08,0.04,16,3.2440088677640935,0.6473829445199051,3.2440088677640935,222.9365147559599,180.9773359919012,22.87805561274066
18.0,mid,0.08,0.04,17,3.2893052674758954,0.6473829445199051,3.2893052674758954,226.0760988127843,184.1169200487256,23.27494276028999
18.0,mid,0.08,0.04,18,3.3432467692105363,0.6473829445199051,3.3432467692105363,229.81489218101575,187.85571341695706,23.74757830956547
18.0,mid,0.08,0.04,19,3.412137955458157,0.6473829445199051,3.412137955458157,234.58987808221082,192.63069931815212,24.35120302532812
18.0,mid,0.08,0.04,20,3.4405226878207182,0.6473829445199051,3.4405226878207182,236.55728065172474,194.59810188766605,24.599910108738847
18.0,mid,0.08,0.04,21,3.50784488020559,0.6473829445199051,3.50784488020559,241.22351645030494,199.26433768624625,25.18978729704521
18.0,mid,0.08,0.04,22,3.6311390146545195,0.6473829445199051,3.6311390146545195,249.76927949722906,207.81010073317037,26.27009075697449
18.0,mid,0.08,0.04,23,3.775747137873476,0.6473829445199051,3.775747137873476,259.79235773378144,217.83317896972275,27.537147430396608
18.0,mid,0.08,0.04,24,3.801588393804442,0.6473829445199051,3.801588393804442,261.5834668648685,219.62428810080982,27.763568568076145
18.0,mid,0.08,0.04,25,3.93958770354563,0.6473829445199051,3.93958770354563,271.14847502164974,229.18929625759105,28.972718804197157
18.0,mid,0.08,0.04,26,4.12354947395991,0.6473829445199051,4.12354947395991,283.89923325260435,241.94005448854566,30.584592215381882
18.0,mid,0.08,0.04,27,4.183701470064118,0.6473829445199051,4.183701470064118,288.0684884065792,246.10930964252051,31.11164412911218
18.0,mid,0.08,0.04,28,4.330650002917901,0.6473829445199051,4.330650002917901,298.25378511574064,256.294606351682,32.39920747657403
18.0,mid,0.08,0.04,29,4.56104753341841,0.6473829445199051,4.56104753341841,314.2230987497919,272.2639199857332,34.41795111325498
18.0,mid,0.08,0.04,30,4.587950938390801,0.6473829445199051,4.587950938390801,316.08782755523816,274.12864879117944,34.65367880302266
18.0,mid,0.08,0.04,31,4.813214967779966,0.6473829445199051,4.813214967779966,331.70132796026013,289.7421491962014,36.627442692395114
18.0,mid,0.08,0.04,32,5.014047009258555,0.6473829445199051,5.014047009258555,345.621398419224,303.6622196551653,38.387133453384635
18.0,mid,0.08,0.04,33,5.086349386063536,0.6473829445199051,5.086349386063536,350.6328207603309,308.6736419962722,39.02064702783522
18.0,mid,0.08,0.04,34,5.381101431886442,0.6473829445199051,5.381101431886442,371.0626745604082,329.1034957963495,41.6032650602901
18.0,mid,0.08,0.04,35,5.461860718434522,0.6473829445199051,5.461860718434522,376.6602622296287,334.70108346557,42.31087809532421
18.0,mid,0.08,0.04,36,5.698062801163148,0.6473829445199051,5.698062801163148,393.0319009877151,351.0727222236564,44.38048123058068
18.0,mid,0.08,0.04,37,5.9313448098866965,0.6473829445199051,5.9313448098866965,409.2011435763618,367.2419648123031,46.42449867139165
18.0,mid,0.08,0.04,38,6.037009733167875,0.6473829445199051,6.037009733167875,416.52499073882683,374.5658119747681,47.350334946766964
18.0,mid,0.08,0.04,39,6.397221923199698,0.6473829445199051,6.397221923199698,441.4920180543125,399.5328392902538,50.506514897576146
18.0,mid,0.08,0.04,40,6.423095082124878,0.6473829445199051,6.423095082124878,443.2853384457346,401.3261596816759,50.733215569356695
