D,eta,generic_offdiag_k11,generic_offdiag_k_bg,generic_offdiag_k22,generic_offdiag_e_part,generic_offdiag_e_tree,generic_offdiag_det_ratio_ref,generic_offdiag_q_inferred,generic_offdiag_q_geomean,generic_offdiag_q_residual,generic_offdiag_rho_inferred,generic_offdiag_rho_residual,generic_offdiag_schur_from_q,generic_offdiag_schur_from_det,generic_offdiag_positive_cone,generic_offdiag_positive_q
14.4,0.77,1.5288504882871594,1.195999582362392,1.8917713386639552,0.5288504882871594,0.6957717563015633,2.4182579806016054,-4.440892098500626e-16,0.36795923305649625,-0.3679592330564967,-1.2068978570293884e-15,-1.000000000000001,1.5817491632624519,1.5817491632624519,1,1
15.2,0.77,1.5260818499464686,1.2635129579283289,2.0826680288034676,0.5260818499464686,0.8191550708751387,2.515464410774208,4.440892098500626e-16,0.43094261507902354,-0.4309426150790231,1.0305066018328874e-15,-0.999999999999999,1.6483155283331916,1.6483155283331918,1,1
16.0,0.77,1.5236314988785928,1.3217878591111365,2.1047421736893304,0.5236314988785928,0.7829543145781939,2.4261468667201824,4.440892098500626e-16,0.409979541296041,-0.40997954129604053,1.0831984650897286e-15,-0.9999999999999989,1.5923449131275174,1.5923449131275176,1,1
16.8,0.77,1.5194669644667653,1.3729068193667717,2.1595748556871803,0.5194669644667653,0.7866680363204086,2.390113155693435,1.3322676295501878e-15,0.40864805687039374,-0.4086480568703924,3.2601834442901268e-15,-0.9999999999999968,1.5729944852945257,1.5729944852945257,1,1
17.6,0.77,1.5333451063625898,1.2679119024066776,1.946628624197221,0.5333451063625898,0.6787167217905434,2.3541489508478244,8.881784197001252e-16,0.36199024217344566,-0.3619902421734448,2.453597683648498e-15,-0.9999999999999976,1.5353027450111019,1.535302745011102,1,1
18.4,0.77,1.5405182049703174,1.20297833384972,1.7169023663713,0.5405182049703174,0.5139240325215799,2.1986425500178775,-4.440892098500626e-16,0.2777852955496714,-0.27778529554967185,-1.5986778888757055e-15,-1.0000000000000016,1.4272097161359025,1.427209716135903,1,1
19.200000000000003,0.77,1.0,1.2685122027208124,1.2685122027208124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1,1
20.0,0.77,1.0,1.3261537967964965,1.3261537967964965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1,1
4.0,0.96,1.39802939410856,1.052928468881864,1.9357604393286545,0.39802939410856,0.8828319704467904,2.5702125776956204,0.0,0.3513930742966021,-0.3513930742966021,0.0,-1.0,1.838453889830043,1.838453889830043,1,1
4.8,0.96,1.3865172235501486,1.3330127461264274,2.362514947106275,0.3865172235501486,1.0295022009798478,2.4573415930014253,-8.881784197001252e-16,0.3979203323614979,-0.39792033236149876,-2.2320508590982065e-15,-1.0000000000000022,1.772312345828242,1.7723123458282424,1,1
5.6,0.96,1.374027011545763,1.0489632309804584,2.163314175192763,0.3740270115457629,1.1143509442123047,2.8337047699911944,-4.440892098500626e-16,0.4167973534769275,-0.4167973534769279,-1.0654799176277542e-15,-1.000000000000001,2.0623355626781397,2.06233556267814,1,1
6.4,0.96,1.4087586081465788,1.2368422574530327,2.310930227310061,0.40875860814657883,1.0740879698570283,2.632140704226224,0.0,0.4390427035857434,-0.4390427035857434,0.0,-1.0,1.8684114432416337,1.8684114432416334,1,1
7.2,0.96,1.4653972215307436,1.5397550802947837,2.1316915032270853,0.4653972215307436,0.5919364229323016,2.0287478482562453,0.0,0.2754855665555403,-0.2754855665555403,0.0,-1.0,1.3844354407448853,1.3844354407448853,1,1
8.0,0.96,1.481376521205199,1.5891268740470006,2.14717192146711,0.481376521205199,0.5580450474201093,2.001583462843354,0.0,0.26862978360288253,-0.26862978360288253,0.0,-1.0,1.3511645649783433,1.351164564978343,1,1
8.8,0.96,1.4893167953566386,1.1526414316992488,1.8912538563295525,0.48931679535663863,0.7386124246303036,2.4436707331977554,0.0,0.36141546463069696,-0.36141546463069696,0.0,-1.0,1.6407998223189195,1.6407998223189195,1,1
9.6,0.96,1.4963861805558503,1.1066533286499558,1.9918148542995255,0.49638618055585026,0.8851615256495697,2.6932772396173226,0.0,0.4393819488921792,-0.4393819488921792,0.0,-1.0,1.7998543922778496,1.7998543922778498,1,1
10.4,0.96,1.5001900856516157,1.191089660939199,2.108300921658356,0.5001900856516157,0.9172112607191572,2.6554274157228894,-4.440892098500626e-16,0.45877997905974166,-0.4587799790597421,-9.679786174632393e-16,-1.0000000000000009,1.7700606350624495,1.7700606350624495,1,1
11.2,0.96,1.5018903595490949,1.263616892757297,2.182084676826041,0.5018903595490949,0.9184677840687441,2.5935486923521958,8.881784197001252e-16,0.4609701263805224,-0.46097012638052154,1.926759173471797e-15,-0.9999999999999981,1.726856208818628,1.726856208818628,1,1
12.0,0.96,1.5025679509069885,1.324701506182844,2.2018191437548107,0.5025679509069885,0.8771176375719667,2.4974553615724515,0.0,0.44081121381892185,-0.44081121381892185,0.0,-1.0,1.662124737896162,1.662124737896162,1,1
12.8,0.96,1.5279625403338808,1.114287005200122,1.9059531293162422,0.5279625403338808,0.7916661241161203,2.6135322153418903,0.0,0.4179700579846242,-0.4179700579846242,0.0,-1.0,1.7104687754784862,1.7104687754784862,1,1
13.6,0.96,1.5316525975284934,1.1152775579450587,1.7973107958928498,0.5316525975284934,0.6820332379477911,2.4683144832283084,-4.440892098500626e-16,0.3626047425557121,-0.36260474255571257,-1.2247198057036743e-15,-1.0000000000000013,1.6115367722492895,1.6115367722492895,1,1
14.4,0.96,1.5288357578038267,1.195999582362392,1.8918122709877074,0.5288357578038267,0.6958126886253155,2.4182870041017304,8.881784197001252e-16,0.3679706304786869,-0.367970630478686,2.4137209498070773e-15,-0.9999999999999976,1.5817833876253657,1.5817833876253657,1,1
15.2,0.96,1.526039502079597,1.2635129579283289,2.0827416815827564,0.5260395020795969,0.8192287236544276,2.515483564121279,-4.440892098500626e-16,0.4309466698804788,-0.43094666988047925,-1.0304969057383105e-15,-1.000000000000001,1.6483738203980471,1.6483738203980474,1,1
16.0,0.96,1.523206631144559,1.3217878591111365,2.10810627092401,0.5232066311445589,0.7863184118128737,2.4293470611753363,1.3322676295501878e-15,0.41140700725155355,-0.4114070072515522,3.238320218341777e-15,-0.9999999999999968,1.5948900244413267,1.5948900244413267,1,1
16.8,0.96,1.5196995369161035,1.3729068193667717,2.156636846175469,0.5196995369161035,0.7837300268086973,2.3872268461312802,4.440892098500626e-16,0.40730413199972537,-0.4073041319997249,1.0903135395895321e-15,-0.9999999999999989,1.5708544933662563,1.5708544933662565,1,1
17.6,0.96,1.53334510636259,1.2679119024066776,1.946628624197221,0.53334510636259,0.6787167217905434,2.3541489508478253,0.0,0.36199024217344583,-0.36199024217344583,0.0,-1.0,1.5353027450111023,1.5353027450111023,1,1
18.4,0.96,1.5405182049703174,1.20297833384972,1.7169023663713,0.5405182049703174,0.5139240325215799,2.1986425500178775,-4.440892098500626e-16,0.2777852955496714,-0.27778529554967185,-1.5986778888757055e-15,-1.0000000000000016,1.4272097161359025,1.427209716135903,1,1
