r_part,r_tree,mean_objective,max_objective,max_abs_det_ratio_residual,max_abs_schur_residual,max_abs_weight_residual,mean_abs_xi_residual,max_abs_xi_residual,"corr(xi_gen, xi_target)",part_anchor_leak,tree_anchor_leak,part_onset_residual,tree_onset_residual
1.15,1.0,0.03286304762591353,0.11980197819140737,0.006374182925134697,0.005437886224378463,0.0008500984940287282,0.01636068125515067,0.06591812474340909,0.9370793799288439,0.0,0.0,0.3135346865115832,0.1406841615840858
1.15,1.05,0.03285975803816319,0.11980197819140737,0.006822196080724652,0.005475730688058178,0.000856002887535956,0.01868966194231083,0.0663768758048978,0.939748455774567,0.0,0.0,0.3135346865115832,0.1406841615840858
1.15,1.1,0.032856538665511685,0.11980197819140737,0.007270209236315495,0.005513575151737893,0.0008619071184661209,0.0209830938575952,0.06683562686638651,0.9326476898178577,0.0,0.0,0.3135346865115832,0.24703413865510404
1.15,1.15,0.032853885913229075,0.11980197819140737,0.007718222391905893,0.00561731109343766,0.0008678111868268834,0.023022195542586322,0.0680931152475696,0.9159640960308174,0.0,0.0,0.3135346865115832,0.30464636971901116
1.15,0.95,0.03286904172659267,0.11980197819140737,0.006329822391602846,0.005400041760698748,0.00084419393793711,0.014856680612826198,0.0654593736819204,0.9181368179602928,0.0,0.16226512706964907,0.3135346865115832,0.1406841615840858
1.1,0.95,0.03287711578171888,0.11980197819140737,0.004105094749891514,0.0035021019089644945,0.0005681936663843867,0.010244713271367566,0.04245252308963773,0.9493206145714187,0.0,0.1740769618532184,0.30997236523555033,0.13680106166154804
1.05,0.95,0.032889652191364346,0.11980197819140737,0.002059382157253431,0.0019021280179396527,0.000309127922166641,0.00514910882552383,0.02305761959534119,0.9818683902876624,0.0,0.1851367220006997,0.1082750393054866,0.0518902621522456
1.0,0.95,0.0329025733733493,0.11980197819140737,0.0010817624243038004,0.0007020414135577857,0.00028292863189627315,0.006230518246722425,0.017551035338941402,0.9933586608532184,0.0,0.19557204048197144,0.09056677114704434,0.06859620777063977
1.15,0.9,0.03287504269106095,0.11980197819140737,0.006285461858070995,0.0053621972970190335,0.0008382892192535518,0.0140598284434353,0.06500062262043169,0.8930869913640983,0.0,0.2294775434020912,0.3135346865115832,0.1406841615840858
1.1,0.9,0.03288516141399569,0.11980197819140737,0.003960734216359452,0.0033789463350100135,0.0005660518135205406,0.010262063449888831,0.040959629683669334,0.9258259168780012,0.0,0.2461820003495252,0.30997236523555033,0.13680106166154804
1.05,0.9,0.03290075651289847,0.11980197819140737,0.0019940366727952963,0.00184177230571958,0.0005137690882269785,0.007752081201176548,0.03185717421177688,0.9618439241228752,0.0,0.2618228631466867,0.10393504196683484,0.1049613403083903
1.0,0.9,0.03291681655802825,0.11980197819140737,0.0021635248486069347,0.0014040828271153494,0.0005661555717256794,0.012461036493444834,0.03510207067788275,0.9766644787575787,0.0,0.27658063207058375,0.1280807560564903,0.12465866222814156
1.15,0.85,0.03288105052807222,0.11980197819140737,0.0062411013245391445,0.005324352833339319,0.0008323843379707263,0.014107986400155056,0.06454187155894299,0.8659060467977808,0.0,0.28105144438125207,0.3135346865115832,0.1406841615840858
1.1,0.85,0.03289321725364577,0.11980197819140737,0.003816373682827834,0.0032557907610550885,0.000692386711827031,0.011723516490431237,0.04291841661850656,0.8992334008779893,0.0,0.30151014235700346,0.30997236523555033,0.13680106166154804
1.05,0.85,0.032911875581211975,0.11980197819140737,0.002945287272910324,0.0019114304527066972,0.0007710225218436895,0.011713735646234232,0.04778576131766536,0.9370972016474883,0.0,0.3206662088519665,0.11264354643143462,0.15097340160481618
1.0,0.85,0.03293108047485545,0.11980197819140737,0.003245287272910513,0.002106124240673024,0.0008496813440624917,0.018691554740167256,0.052653106016824165,0.954092084518088,0.0,0.33874071065469163,0.15686624910414376,0.17326421501787684
0.95,1.15,0.03287367050849692,0.11980197819140737,0.0031537915731374433,0.002048782492184431,0.000658621170020246,0.011509937086936331,0.04339144313418749,0.9301933114664895,0.21875055443981192,0.0,0.1406841615840858,0.30464636971901116
0.95,1.1,0.03288271568855913,0.11980197819140737,0.002139930229999143,0.0019247276417115877,0.0004777389518583197,0.007781019384792909,0.031228048417314212,0.9602153351455902,0.22466466821727055,0.0,0.11435377715880284,0.24703413865510404
0.95,1.05,0.0328934542213217,0.11980197819140737,0.0020247276417113547,0.0020247276417113547,0.00034206498052868906,0.005175957046802763,0.0245437737662522,0.9818007179071266,0.2304270409969876,0.0,0.07182505644191584,0.09033332719858347
0.95,1.0,0.03290442395135437,0.11980197819140737,0.00212472764171201,0.0021247276417115657,0.0003589724168067132,0.007897091002329333,0.02575597501547829,0.9906202538759468,0.23604878584749925,0.0,0.08098255758282913,0.10227545720757082
0.95,0.95,0.032923533870710654,0.11983500864058046,0.0029727407973023645,0.0022247276417113326,0.0003758810841105742,0.015840368892303624,0.02696817626470438,0.9937973338715392,0.24153972215254724,0.20547807718440278,0.1103410948881631,0.11655784931930446
0.95,0.9,0.03294267249659858,0.11986804904706358,0.003820880094141277,0.0027807392006984344,0.000618552269883943,0.023783646782277894,0.03834696714398863,0.9863401165561702,0.24690857711910466,0.2905898835245278,0.15604587287793673,0.1433569314018949
0.95,0.85,0.0329618398816573,0.11990109941434755,0.004888720616380571,0.003397921948798288,0.00092836318970968,0.031726924672252174,0.05752045071598296,0.9711708377976991,0.25216314864077977,0.35589846952494475,0.19111638250907692,0.19442443319359634
0.9,1.15,0.03288154605340348,0.11980197819140737,0.0036494552834227534,0.0036494552834227534,0.0006573614757677815,0.011853532554703911,0.04423874253559999,0.9006332608102511,0.3093600008654159,0.0,0.1406841615840858,0.30464636971901116
0.9,1.1,0.03289303375675185,0.11980197819140737,0.0038494552834227314,0.0038494552834227314,0.0006507734828623546,0.00989246410817037,0.04666314503405217,0.9326000895337861,0.3177238207789155,0.0,0.1258969069114838,0.24703413865510404
0.9,1.05,0.03290663370669639,0.11980197819140737,0.004049455283422709,0.004049455283422709,0.0006846345619745398,0.010411029336185887,0.04908754753250435,0.9570490711537943,0.3258730465154409,0.0,0.13691111360550312,0.12475408177785036
0.9,1.0,0.032920526798289385,0.11980197819140737,0.0042494552834235755,0.004249455283422687,0.0007185005767100794,0.015794182004658652,0.05151195003095651,0.9687299790252736,0.3338233943272355,0.0,0.14765652389595185,0.1446393386808557
0.9,0.95,0.03294453299668584,0.11986804904706358,0.005197468439013697,0.004449455283422665,0.0007523715282679033,0.025450219537884795,0.0539363525294087,0.9801745381084906,0.3415887509199612,0.21492802839210357,0.15815190656546085,0.1648376913083999
0.9,0.9,0.032968578539870466,0.11993415974592461,0.006145481594604263,0.004649455283423087,0.0007862474178476075,0.03510625707111092,0.05636075502786086,0.9818827737240213,0.34918145842808085,0.3039541326862223,0.17971073649749528,0.18394707990755244
0.9,0.85,0.0329926635050225,0.12000031031593476,0.007093542638424655,0.0051626352193867575,0.001007068070018824,0.04476229460433707,0.06325509254864672,0.975335516519348,0.35661254473849324,0.3722662651457294,0.22009980285931263,0.2146104102206928
0.85,1.15,0.03288943475955054,0.11980197819140737,0.005474182925134574,0.005474182925134574,0.0009259915216874859,0.01381636351387977,0.06635811380340002,0.8698079035991642,0.37888707447361575,0.0,0.16835837923849983,0.30464636971901116
0.85,1.1,0.03290336926795386,0.11980197819140737,0.005774182925134319,0.005774182925134319,0.0009768451897046448,0.013749581927572571,0.06999471755107825,0.9023192289759051,0.38913062001791715,0.0,0.18111622735054367,0.24703413865510404
0.85,1.05,0.03291983616076019,0.11980197819140737,0.006074182925134064,0.006074182925134064,0.0010277099861716321,0.01656649573618217,0.07363132129875655,0.9280532925184161,0.39911134244453905,0.0,0.19354674178684128,0.15279192184258913
0.85,1.0,0.032936659489910015,0.11980197819140737,0.006374182925134697,0.006374182925134253,0.0010785859151478672,0.023691273006987985,0.07726792504643482,0.9413292601154037,0.4088484901528139,0.0,0.20567389551202908,0.17714628825084913
0.85,0.95,0.03296557083752142,0.11990109941434755,0.007422196080725474,0.006674182925134442,0.0011294729806946568,0.035060070183466,0.08090452879411308,0.958445923563749,0.41835907081428153,0.22397962981850467,0.2175188707709954,0.20188411704199274
0.85,0.9,0.03299453480436441,0.12000031031593476,0.008470209236315807,0.006974182925134187,0.0011803711868756395,0.04642886735994398,0.0845411325417913,0.9675973787079682,0.42765820039482744,0.3167550301846344,0.2291004937793314,0.22528824272423367
0.85,0.85,0.033023551501651496,0.12009961099054221,0.00951822239190614,0.007274182925134376,0.0012312805377564517,0.057797664536421975,0.0881777362894696,0.9691206440715461,0.43675938524237334,0.387944098706119,0.24568755518760166,0.24647999494020084
