D,eta,feshbach_k11,feshbach_g_schur,feshbach_projected_action,feshbach_projected_response,feshbach_exported_response,feshbach_response_logdet_factor,feshbach_abs_response_logdet_factor,feshbach_response_equiv_norm,feshbach_projected_prefactor,feshbach_exported_prefactor,feshbach_prefactor_logdet_factor,feshbach_abs_prefactor_logdet_factor,feshbach_prefactor_equiv_norm,feshbach_response_rel_drift,feshbach_prefactor_rel_drift,feshbach_positive_psd_sign_violation_response,feshbach_positive_psd_sign_violation_prefactor
16.8,0.2,1.5107813949965139,1.6063241073583003,0.8865754025841881,0.6419224985863645,0.6419224985863645,-0.0,0.0,0.0,0.04263722945014839,0.0426372294501484,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0,2.220446049250313e-16,0.0,0.0
17.6,0.2,1.53334510636259,1.5353027450111023,0.8561792824725557,0.6517529882364431,0.6517529882364431,-0.0,0.0,0.0,0.04076009330911849,0.0407600933091185,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0,2.220446049250313e-16,0.0,0.0
18.4,0.2,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0586804347402074,0.0586804347402074,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.200000000000003,0.2,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.058067061738201954,0.0580670617382019,1.998401444325283e-15,1.998401444325283e-15,9.992007221626403e-16,0.0,9.992007221626409e-16,0.0,1.998401444325283e-15
20.0,0.2,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0622911350603241,0.0622911350603241,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.39,1.3997530765888655,1.8361085273697313,0.9439442484195713,0.6237709007821728,0.6237709007821729,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04332563786598875,0.0433256378659887,2.6645352591003777e-15,2.6645352591003777e-15,1.332267629550187e-15,2.220446049250313e-16,1.3322676295501878e-15,0.0,2.6645352591003777e-15
4.8,0.39,1.386464393680802,1.7724182321623738,0.8991017520221967,0.6379145900390331,0.6379145900390332,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.039219195954945434,0.0392191959549454,1.7763568394002513e-15,1.7763568394002513e-15,8.881784197001248e-16,2.220446049250313e-16,8.881784197001252e-16,0.0,1.7763568394002513e-15
5.6,0.39,1.3740116859662583,2.062356756618928,1.0415840843126125,0.5940498490647067,0.5940498490647067,-0.0,0.0,0.0,0.04489676043605301,0.044896760436053,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16
6.4,0.39,1.4087568675125235,1.8684134663455985,0.9677973182988934,0.616375662781244,0.6163756627812441,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.049370132435469234,0.0493701324354692,1.3322676295501882e-15,1.3322676295501882e-15,6.661338147750937e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,1.3322676295501882e-15
7.2,0.39,1.4653970822022533,1.3844355324879933,0.7074187504092391,0.7020789792681886,0.7020789792681886,-0.0,0.0,0.0,0.05439242973654168,0.0543924297365417,-8.88178419700125e-16,8.88178419700125e-16,4.440892098500623e-16,0.0,4.440892098500626e-16,0.0,0.0
8.0,0.39,1.4813765101636158,1.3511645686794096,0.6939385940132025,0.706827029630224,0.706827029630224,-0.0,0.0,0.0,0.05799499445102298,0.0579949944510229,2.6645352591003777e-15,2.6645352591003777e-15,1.332267629550187e-15,0.0,1.3322676295501878e-15,0.0,2.6645352591003777e-15
8.8,0.39,1.4893167943415895,1.6407998244075557,0.8935013082737291,0.6397033957855719,0.639703395785572,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04570816646268943,0.0457081664626894,1.110223024625157e-15,1.110223024625157e-15,5.551115123125781e-16,2.220446049250313e-16,5.551115123125783e-16,0.0,1.110223024625157e-15
9.6,0.39,1.4963861801266944,1.7998543928953747,0.9907587568295579,0.6093396931134121,0.6093396931134121,-0.0,0.0,0.0,0.04113938107106991,0.0411393810710699,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,4.440892098500627e-16
10.4,0.39,1.500190095454452,1.770060621947646,0.9766056260686922,0.6136670185326931,0.6136670185326932,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04435926163366878,0.0443592616336688,-8.88178419700125e-16,8.88178419700125e-16,4.440892098500623e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,0.0
11.2,0.39,1.501890423104039,1.7268560834220628,0.9530270590988617,0.6209445269948283,0.6209445269948283,-0.0,0.0,0.0,0.04592527225581487,0.0459252722558148,3.1086244689504407e-15,3.1086244689504407e-15,1.554312234475218e-15,0.0,1.5543122344752192e-15,0.0,3.1086244689504407e-15
12.0,0.39,1.5025679899633055,1.662124476284567,0.9152722267337268,0.6327776936627666,0.6327776936627667,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04574444174913339,0.0457444417491334,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
12.8,0.39,1.5279656298691038,1.7104634185829286,0.9607015357687808,0.6185663805274197,0.6185663805274197,-0.0,0.0,0.0,0.03929268099312495,0.0392926809931249,2.442490654175346e-15,2.442490654175346e-15,1.2212453270876714e-15,0.0,1.2212453270876722e-15,0.0,2.442490654175346e-15
13.6,0.39,1.5316503535312396,1.6115334287634346,0.9035319824434518,0.6365030996116648,0.6365030996116648,-0.0,0.0,0.0,0.039621002241470166,0.0396210022414701,3.1086244689504407e-15,3.1086244689504407e-15,1.554312234475218e-15,0.0,1.5543122344752192e-15,0.0,3.1086244689504407e-15
14.4,0.39,1.528823053425428,1.5818492502540764,0.8830927674500042,0.6430412632894881,0.643041263289488,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.03968467830769863,0.0396846783076986,1.7763568394002513e-15,1.7763568394002513e-15,8.881784197001248e-16,2.220446049250313e-16,8.881784197001252e-16,4.440892098500627e-16,1.7763568394002513e-15
15.2,0.39,1.5262903497000526,1.648028357300619,0.9224198216823634,0.6305203104571621,0.6305203104571621,-0.0,0.0,0.0,0.04172428636396052,0.0417242863639605,8.881784197001254e-16,8.881784197001254e-16,4.440892098500625e-16,0.0,4.440892098500626e-16,0.0,8.881784197001254e-16
16.0,0.39,1.522347926953087,1.5954494782179598,0.8874093329012805,0.6416548950645167,0.6416548950645166,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.043503885557055866,0.0435038855570558,2.886579864025409e-15,2.886579864025409e-15,1.4432899320127023e-15,2.220446049250313e-16,1.4432899320127035e-15,4.440892098500627e-16,2.886579864025409e-15
16.8,0.39,1.5202307488638929,1.5615203171497523,0.8645220407589591,0.6490399419212085,0.6490399419212085,-0.0,0.0,0.0,0.04310997820912547,0.0431099782091254,3.1086244689504407e-15,3.1086244689504407e-15,1.554312234475218e-15,0.0,1.5543122344752192e-15,0.0,3.1086244689504407e-15
17.6,0.39,1.53334510636259,1.5353027450111023,0.8561792824725557,0.6517529882364431,0.6517529882364431,-0.0,0.0,0.0,0.04076009330911849,0.0407600933091185,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0,2.220446049250313e-16,0.0,0.0
18.4,0.39,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0586804347402074,0.0586804347402074,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.200000000000003,0.39,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.058067061738201954,0.0580670617382019,1.998401444325283e-15,1.998401444325283e-15,9.992007221626403e-16,0.0,9.992007221626409e-16,0.0,1.998401444325283e-15
20.0,0.39,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0622911350603241,0.0622911350603241,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.5800000000000001,1.399165018262556,1.8369138974474974,0.943962577016408,0.6237651843856867,0.6237651843856868,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04332524081873351,0.0433252408187335,6.66133814775094e-16,6.66133814775094e-16,3.3306690738754686e-16,2.220446049250313e-16,3.3306690738754696e-16,0.0,6.66133814775094e-16
4.8,0.5800000000000001,1.3864819309265684,1.7723830027087453,0.8990945241517854,0.637916895425194,0.6379168954251939,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.03921933769083455,0.0392193376908345,2.442490654175346e-15,2.442490654175346e-15,1.2212453270876714e-15,2.220446049250313e-16,1.2212453270876722e-15,4.440892098500627e-16,2.442490654175346e-15
5.6,0.5800000000000001,1.3740167943150456,2.0623496921769924,1.0415843767130029,0.5940497622145091,0.5940497622145091,-0.0,0.0,0.0,0.044896753872138345,0.0448967538721383,2.2204460492503143e-15,2.2204460492503143e-15,1.110223024625156e-15,0.0,1.1102230246251565e-15,0.0,2.2204460492503143e-15
6.4,0.5800000000000001,1.408757447724341,1.8684127919784017,0.9677973692292174,0.616375647085138,0.6163756470851381,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04937013117825083,0.0493701311782508,1.110223024625157e-15,1.110223024625157e-15,5.551115123125781e-16,2.220446049250313e-16,5.551115123125783e-16,0.0,1.110223024625157e-15
7.2,0.5800000000000001,1.4653971286434333,1.3844355019083825,0.7074187600129689,0.7020789758969003,0.7020789758969003,-0.0,0.0,0.0,0.054392429475356587,0.0543924294753566,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0,2.220446049250313e-16,0.0,0.0
8.0,0.5800000000000001,1.4813765138251926,1.3511645674575004,0.6939385955806041,0.7068270290762831,0.706827029076283,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.05799499440557226,0.0579949944055722,1.998401444325283e-15,1.998401444325283e-15,9.992007221626403e-16,1.1102230246251565e-16,9.992007221626409e-16,2.220446049250313e-16,1.998401444325283e-15
8.8,0.5800000000000001,1.489316794574241,1.6407998239295465,0.8935013081386156,0.6397033958287881,0.639703395828788,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.04570816646577732,0.0457081664657773,8.881784197001254e-16,8.881784197001254e-16,4.440892098500625e-16,2.220446049250313e-16,4.440892098500626e-16,4.440892098500627e-16,8.881784197001254e-16
9.6,0.5800000000000001,1.4963861819629267,1.799854390239784,0.9907587565812216,0.6093396931890727,0.6093396931890727,-0.0,0.0,0.0,0.041139381076178115,0.0411393810761781,6.66133814775094e-16,6.66133814775094e-16,3.3306690738754686e-16,0.0,3.3306690738754696e-16,0.0,6.66133814775094e-16
10.4,0.5800000000000001,1.5001900944194106,1.7700606222519162,0.9766056255506502,0.6136670186916457,0.6136670186916457,-0.0,0.0,0.0,0.04435926164515876,0.0443592616451587,2.442490654175346e-15,2.442490654175346e-15,1.2212453270876714e-15,0.0,1.2212453270876722e-15,0.0,2.442490654175346e-15
11.2,0.5800000000000001,1.5018904005970815,1.7268561456393101,0.9530270801423111,0.6209445204614209,0.6209445204614209,-0.0,0.0,0.0,0.0459252717726018,0.0459252717726018,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.5800000000000001,1.5025678316156819,1.6621248456924773,0.9152723435994804,0.6327776566877467,0.6327776566877468,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.045744439076154136,0.0457444390761541,1.5543122344752197e-15,1.5543122344752197e-15,7.771561172376092e-16,2.220446049250313e-16,7.771561172376096e-16,0.0,1.5543122344752197e-15
12.8,0.5800000000000001,1.5279633895732954,1.710466919976333,0.9607021166141754,0.6185662008817291,0.6185662008817291,-0.0,0.0,0.0,0.039292669581640204,0.0392926695816402,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,4.440892098500627e-16
13.6,0.5800000000000001,1.5316419342261165,1.6115656737441981,0.903546494224745,0.6364984812315331,0.6364984812315331,-0.0,0.0,0.0,0.03962071475685357,0.0396207147568535,3.552713678800504e-15,3.552713678800504e-15,1.7763568394002489e-15,0.0,1.7763568394002505e-15,0.0,3.552713678800504e-15
14.4,0.5800000000000001,1.5288748624391366,1.5816925196641498,0.8830275695249998,0.6430622261091986,0.6430622261091986,-0.0,0.0,0.0,0.03968597200812522,0.0396859720081252,1.110223024625157e-15,1.110223024625157e-15,5.551115123125781e-16,0.0,5.551115123125783e-16,0.0,1.110223024625157e-15
15.2,0.5800000000000001,1.5261519456798223,1.6482190155803227,0.92244481958488,0.6305124296637852,0.6305124296637853,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04172376485739812,0.0417237648573981,8.881784197001254e-16,8.881784197001254e-16,4.440892098500625e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,8.881784197001254e-16
16.0,0.5800000000000001,1.5223414824099712,1.5955157136504576,0.887446613956459,0.6416429343902195,0.6416429343902194,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.043503074629234986,0.043503074629235,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,2.220446049250313e-16,2.220446049250313e-16,4.440892098500627e-16,0.0
16.8,0.5800000000000001,1.5202307488638929,1.5615203171497525,0.8645220407589592,0.6490399419212085,0.6490399419212085,-0.0,0.0,0.0,0.04310997820912547,0.0431099782091254,3.1086244689504407e-15,3.1086244689504407e-15,1.554312234475218e-15,0.0,1.5543122344752192e-15,0.0,3.1086244689504407e-15
17.6,0.5800000000000001,1.5333451063625898,1.535302745011102,0.8561792824725554,0.6517529882364432,0.6517529882364432,-0.0,0.0,0.0,0.0407600933091185,0.0407600933091185,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.4,0.5800000000000001,1.5405182049703174,1.4272097161359023,0.7878401472082652,0.6744079570837195,0.6744079570837193,6.66133814775094e-16,6.66133814775094e-16,3.3306690738754686e-16,0.03957455211392779,0.0395745521139277,4.662936703425663e-15,4.662936703425663e-15,2.331468351712826e-15,3.3306690738754696e-16,2.3314683517128287e-15,6.66133814775094e-16,4.662936703425663e-15
19.200000000000003,0.5800000000000001,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.058067061738201954,0.0580670617382019,1.998401444325283e-15,1.998401444325283e-15,9.992007221626403e-16,0.0,9.992007221626409e-16,0.0,1.998401444325283e-15
20.0,0.5800000000000001,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0622911350603241,0.0622911350603241,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.77,1.3985904370913835,1.8376956360449983,0.9439773138111489,0.6237605882528754,0.6237605882528755,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04332492158231912,0.0433249215823191,8.881784197001254e-16,8.881784197001254e-16,4.440892098500625e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,8.881784197001254e-16
4.8,0.77,1.3864995409067105,1.7723477072370983,0.8990873109363836,0.6379191961453304,0.6379191961453304,-0.0,0.0,0.0,0.03921947913985496,0.0392194791398549,3.1086244689504407e-15,3.1086244689504407e-15,1.554312234475218e-15,0.0,1.5543122344752192e-15,0.0,3.1086244689504407e-15
5.6,0.77,1.3740219028415432,2.0623426275300774,1.0415846691177815,0.5940496753630209,0.5940496753630209,-0.0,0.0,0.0,0.04489674730812614,0.0448967473081261,1.7763568394002513e-15,1.7763568394002513e-15,8.881784197001248e-16,0.0,8.881784197001252e-16,0.0,1.7763568394002513e-15
6.4,0.77,1.408758027936343,1.868412117609784,0.9677974201586121,0.616375631389319,0.6163756313893191,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0493701299210554,0.0493701299210554,-0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0
7.2,0.77,1.46539717508666,1.3844354713269957,0.7074187696168112,0.7020789725255724,0.7020789725255723,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.05439242921416843,0.0543924292141684,1.3322676295501882e-15,1.3322676295501882e-15,6.661338147750937e-16,1.1102230246251565e-16,6.661338147750939e-16,2.220446049250313e-16,1.3322676295501882e-15
8.0,0.77,1.481376517522817,1.351164566210993,0.6939385971541345,0.7068270285201762,0.7068270285201762,-0.0,0.0,0.0,0.05799499435994381,0.0579949943599438,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,4.440892098500627e-16
8.8,0.77,1.4893167950828494,1.6407998229627956,0.8935013078909253,0.6397033959080123,0.6397033959080123,-0.0,0.0,0.0,0.04570816647143806,0.045708166471438,2.442490654175346e-15,2.442490654175346e-15,1.2212453270876714e-15,0.0,1.2212453270876722e-15,0.0,2.442490654175346e-15
9.6,0.77,1.4963861814197217,1.7998543911680291,0.9907587567339438,0.6093396931425429,0.6093396931425429,-0.0,0.0,0.0,0.04113938107303667,0.0411393810730366,3.3306690738754724e-15,3.3306690738754724e-15,1.6653345369377332e-15,0.0,1.6653345369377348e-15,0.0,3.3306690738754724e-15
10.4,0.77,1.5001900894292903,1.770060626001857,0.9766056243428629,0.6136670190622354,0.6136670190622353,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.04435926167194704,0.044359261671947,1.5543122344752197e-15,1.5543122344752197e-15,7.771561172376092e-16,2.220446049250313e-16,7.771561172376096e-16,4.440892098500627e-16,1.5543122344752197e-15
11.2,0.77,1.501890360820013,1.7268561928956991,0.9530270810232044,0.620944520187928,0.620944520187928,-0.0,0.0,0.0,0.045925271752374174,0.0459252717523741,3.3306690738754724e-15,3.3306690738754724e-15,1.6653345369377332e-15,0.0,1.6653345369377348e-15,0.0,3.3306690738754724e-15
12.0,0.77,1.5025680605446587,1.662124524194294,0.9152723025319334,0.6327776696810599,0.6327776696810599,-0.0,0.0,0.0,0.045744440015460096,0.0457444400154601,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0,2.220446049250313e-16,0.0,0.0
12.8,0.77,1.5279634654789576,1.7104674599074758,0.9607024819548089,0.6185660878880556,0.6185660878880556,-0.0,0.0,0.0,0.03929266240403646,0.0392926624040364,3.1086244689504407e-15,3.1086244689504407e-15,1.554312234475218e-15,0.0,1.5543122344752192e-15,0.0,3.1086244689504407e-15
13.6,0.77,1.531640224193335,1.6115654514856093,0.9035452398390831,0.6364988804389426,0.6364988804389426,-0.0,0.0,0.0,0.03962073960668962,0.0396207396066896,6.66133814775094e-16,6.66133814775094e-16,3.3306690738754686e-16,0.0,3.3306690738754696e-16,0.0,6.66133814775094e-16
14.4,0.77,1.5288504882871594,1.5817491632624519,0.8830474382308084,0.6430558377338372,0.6430558377338372,-0.0,0.0,0.0,0.03968557775563227,0.0396855777556322,3.552713678800504e-15,3.552713678800504e-15,1.7763568394002489e-15,0.0,1.7763568394002505e-15,0.0,3.552713678800504e-15
15.2,0.77,1.5260818499464686,1.6483155283331923,0.9224574428762681,0.6305084501052822,0.6305084501052823,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04172350151260839,0.0417235015126084,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
16.0,0.77,1.5236314988785928,1.5923449131275178,0.8863043473210368,0.6420095027178518,0.6420095027178518,-0.0,0.0,0.0,0.04352792778113459,0.0435279277811346,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.0,2.220446049250313e-16,0.0,0.0
16.8,0.77,1.5194669644667653,1.5729944852945263,0.8713407103010826,0.6468309152748163,0.6468309152748164,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04296325212273477,0.0429632521227347,3.3306690738754724e-15,3.3306690738754724e-15,1.6653345369377332e-15,2.220446049250313e-16,1.6653345369377348e-15,0.0,3.3306690738754724e-15
17.6,0.77,1.5333451063625898,1.535302745011102,0.8561792824725554,0.6517529882364432,0.6517529882364432,-0.0,0.0,0.0,0.0407600933091185,0.0407600933091185,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.4,0.77,1.5405182049703174,1.4272097161359023,0.7878401472082652,0.6744079570837195,0.6744079570837193,6.66133814775094e-16,6.66133814775094e-16,3.3306690738754686e-16,0.03957455211392779,0.0395745521139277,4.662936703425663e-15,4.662936703425663e-15,2.331468351712826e-15,3.3306690738754696e-16,2.3314683517128287e-15,6.66133814775094e-16,4.662936703425663e-15
19.200000000000003,0.77,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.058067061738201954,0.0580670617382019,1.998401444325283e-15,1.998401444325283e-15,9.992007221626403e-16,0.0,9.992007221626409e-16,0.0,1.998401444325283e-15
20.0,0.77,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,0.0622911350603241,0.0622911350603241,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.96,1.39802939410856,1.838453889830043,0.9439886105430884,0.6237570650347457,0.6237570650347457,-0.0,0.0,0.0,0.043324676867997534,0.0433246768679975,1.5543122344752197e-15,1.5543122344752197e-15,7.771561172376092e-16,0.0,7.771561172376096e-16,0.0,1.5543122344752197e-15
4.8,0.96,1.3865172235501486,1.772312345828242,0.8990801123660855,0.6379214922025515,0.6379214922025515,-0.0,0.0,0.0,0.039219620302197826,0.0392196203021978,1.3322676295501882e-15,1.3322676295501882e-15,6.661338147750937e-16,0.0,6.661338147750939e-16,0.0,1.3322676295501882e-15
5.6,0.96,1.374027011545763,2.0623355626781397,1.041584961526934,0.5940495885102463,0.5940495885102461,4.440892098500627e-16,4.440892098500627e-16,2.220446049250313e-16,0.04489674074401671,0.0448967407440167,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,4.440892098500627e-16,2.220446049250313e-16
6.4,0.96,1.4087586081465788,1.8684114432416339,0.9677974710867037,0.6163756156939019,0.616375615693902,-4.4408920985006257e-16,4.4408920985006257e-16,2.2204460492503123e-16,0.04937012866389216,0.0493701286638921,2.442490654175346e-15,2.442490654175346e-15,1.2212453270876714e-15,2.220446049250313e-16,1.2212453270876722e-15,0.0,2.442490654175346e-15
