family_name,split_D,n_low,n_high,beta_low_1,beta_low_2,beta_high_1,beta_high_2,beta_jump_l1,improvement_vs_global_rank_score,improvement_vs_global_p95_quartic,full_corr_xi,full_corr_quartic,full_p95_abs_xi_resid,full_p95_abs_quartic_resid,full_rank_score,low_corr_quartic,low_p95_abs_quartic_resid,low_rank_score,high_corr_quartic,high_p95_abs_quartic_resid,high_rank_score
runnerup_blend_abs_action,10.4,189,252,0.2749719781630225,0.0,0.046639598503251396,0.7567258203370564,0.9850581999968275,-0.0006543568824057076,-0.0002245271627450249,0.833198188616977,0.5910772136386504,0.04522077409125343,0.0011745374363911975,0.012675646569066319,0.040335367434694104,0.0012094296969511614,0.013045482148674188,0.7185446845473126,0.0011745359355618192,0.014306993369607151
best_blend_curv_action,7.2,105,336,0.2175530358175755,0.0,0.07147081054794768,0.6458104394812012,0.7918926647508291,-0.0008735697304627539,-8.026324275994898e-06,0.6862139491493903,0.4192233154365797,0.04680291558367422,0.0010811122665620341,0.012811106072887416,-0.14564867597442688,0.0014263790708210157,0.022316655160182552,0.5525375297429407,0.0010811120637557823,0.012853750831061873
best_blend_curv_action,15.2,315,126,0.23478589895082488,0.0,0.001717825288209747,0.82737956040145,1.0604476340640652,-0.0011254966924831907,-0.00020296251230118292,0.8292417043189629,0.6303008178853865,0.046467351316497915,0.0012760484545872221,0.013063033034907853,-0.13891044446255857,0.0013759672446978521,0.021319440282084438,0.9846785726758162,0.00023800782476743164,0.0026457636966000053
best_blend_curv_action,12.8,252,189,0.2357453717799329,0.0,0.027441557528486163,0.8015506856897072,1.009854499941154,-0.0014737396800941355,-0.00022126242181547172,0.7740670679816217,0.5523419343222935,0.047833850959526525,0.001294348364101511,0.013411276022518797,-0.12402599020924351,0.0013782196438946865,0.021380656267671445,0.8142781191777286,0.001044553390793124,0.013042061178680089
best_blend_curv_action,12.0,231,210,0.22671493522922553,0.0,0.046564079684333896,0.7552664224613334,0.935417278006225,-0.0017795252809209398,-6.131459484511742e-05,0.7344461481044642,0.4955626849797372,0.05003694202451259,0.0011344005371311566,0.013717061623345602,-0.11389233959269199,0.0013983868374557746,0.021790276826736173,0.704145146747246,0.0011343991980150901,0.013706345225313275
best_blend_curv_action,14.4,294,147,0.239355921150012,0.0,0.002215317442555854,0.8443992901258446,1.0815398938333007,-0.001921474640328517,-0.0002907947963649866,0.8242223187084786,0.6170405291055056,0.04908840683666939,0.0013638807386510258,0.013859010982753179,-0.12944572951217845,0.001367666301157881,0.021177889107146426,0.9687581123994019,0.0003107089120334397,0.003331883231592083
best_blend_curv_action,13.6,273,168,0.23943233912959333,0.0,0.00613457472650304,0.852056838112664,1.0853546025157543,-0.0019234380938047899,-0.000292277872811121,0.8152751022231391,0.6013858080219511,0.04913223501922344,0.0013653638150971602,0.013860974436229452,-0.12886381583845952,0.001368926319212815,0.02120212022014671,0.9347775952973516,0.0004884611118529878,0.005540698725117298
best_blend_curv_action,9.6,168,273,0.2397841959380926,0.0,0.05030952284584901,0.7402819893293928,0.9297566624216365,-0.0019350987089555415,-0.0002991126011579095,0.7115989641372866,0.4494787739279385,0.0493340362775173,0.0013721985434439487,0.013872635051380203,-0.11947851156160418,0.0013758750317014441,0.021440640746254253,0.7175147844720602,0.001118115002247287,0.01345312345545744
best_blend_curv_action,11.2,210,231,0.23379368021729374,0.0,0.047901207589630526,0.736967892038084,0.9228603646657472,-0.002159187339158118,-0.00018411653989477885,0.7273692359143907,0.4866527571476943,0.050844234062986035,0.001257202482180818,0.01409672368158278,-0.11039182252582909,0.0013853589104521255,0.021550171357912415,0.7160865831735019,0.0011487751145211516,0.01391825451748313
best_blend_curv_action,10.4,189,252,0.24082370726402846,0.0,0.04787555811132414,0.7381159075571783,0.9310640567098826,-0.0023176470839698354,-0.0003128413555604397,0.7192756421312404,0.4687568476558209,0.050759150260652114,0.001385927297846479,0.014255183426394497,-0.10909024591948423,0.0013924496280514275,0.021352430491441962,0.7293557830719181,0.001147265785702491,0.013890617380981305
