D,eta,parent_normal_e_part,parent_normal_e_tree,parent_normal_c_parent,parent_normal_xi_target,parent_normal_part_curvature,parent_normal_tree_curvature,eymh_parented_prefactor_diag
17.6,0.5800000000000001,0.5333451063625898,0.6787167217905432,0.6016562491767584,0.12127571595302501,0.0,0.0,0.0407600933091185
18.4,0.5800000000000001,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.77,0.39859043709138353,0.8820335834498794,0.5929335136055026,0.12991191646552555,0.0,0.0,0.0433249215823191
4.8,0.77,0.38649954090671046,1.0295493381885743,0.6308092790619773,0.12147675612764783,0.0,0.0,0.0392194791398549
5.6,0.77,0.37402190284154324,1.1143583549822198,0.6455961836766244,0.14021909812623726,0.0,0.0,0.0448967473081261
6.4,0.77,0.40875802793634297,1.0740888039440535,0.6626027628441317,0.13485997999203345,0.0,0.0,0.0493701299210554
7.2,0.77,0.4653971750866599,0.5919364700212615,0.5248671841320092,0.08818995629780121,0.0,0.0,0.0543924292141684
8.0,0.77,0.48137651752281707,0.5580450493789468,0.5182950728020534,0.08445432297182988,0.0,0.0,0.0579949943599438
8.8,0.77,0.4893167950828494,0.7386124253724622,0.6011783968104838,0.1283127515244652,0.0,0.0,0.045708166471438
9.6,0.77,0.4963861814197217,0.8851615244213833,0.6628589209229896,0.147417674311062,0.0,0.0,0.0411393810730366
10.4,0.77,0.5001900894292903,0.9172112499271792,0.6773329883643842,0.14505261642887188,0.0,0.0,0.044359261671947
11.2,0.77,0.5018903608200129,0.9184677639482619,0.67894780171199,0.1406575172648417,0.0,0.0,0.0459252717523741
12.0,0.77,0.5025680605446587,0.8771173544807802,0.6639361171916073,0.1332406823307609,0.0,0.0,0.0457444400154601
12.8,0.77,0.5279634654789576,0.7916646581924389,0.6465060064968418,0.14352259422222072,0.0,0.0,0.0392926624040364
13.6,0.77,0.5316402241933349,0.6820652232564375,0.6021738189314855,0.1317213168960894,0.0,0.0,0.0396207396066896
14.4,0.77,0.5288504882871594,0.6957717563015633,0.6065964334353576,0.12722312156929425,0.0,0.0,0.0396855777556322
15.2,0.77,0.5260818499464686,0.8191550708751387,0.6564621962299303,0.13558809698666113,0.0,0.0,0.0417235015126084
16.0,0.77,0.5236314988785928,0.7829543145781934,0.6402964479801841,0.12784487986639478,0.0,0.0,0.0435279277811346
16.8,0.77,0.5194669644667653,0.786668036320409,0.6392558618193454,0.12453456658447938,0.0,0.0,0.0429632521227347
17.6,0.77,0.5333451063625898,0.6787167217905432,0.6016562491767584,0.12127571595302501,0.0,0.0,0.0407600933091185
18.4,0.77,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.96,0.39802939410856,0.8828319704467904,0.5927841717662526,0.12984501618781646,0.0,0.0,0.0433246768679975
4.8,0.96,0.3865172235501486,1.0295022009798478,0.6308092678151597,0.12147762625806868,0.0,0.0,0.0392196203021978
5.6,0.96,0.3740270115457629,1.1143509442123047,0.6455984459994676,0.1402200398485852,0.0,0.0,0.0448967407440167
6.4,0.96,0.40875860814657883,1.0740879698570283,0.662602975835261,0.1348600598243335,0.0,0.0,0.0493701286638921
7.2,0.96,0.4653972215307436,0.5919364229323016,0.5248671894446635,0.08818995723613364,0.0,0.0,0.0543924289529786
8.0,0.96,0.481376521205199,0.5580450474201093,0.5182950738747982,0.08445432318854112,0.0,0.0,0.0579949943143163
8.8,0.96,0.48931679535663863,0.7386124246303036,0.6011783966766412,0.12831275149409527,0.0,0.0,0.0457081664762049
9.6,0.96,0.49638618055585026,0.8851615256495697,0.6628589208060636,0.14741767425325883,0.0,0.0,0.041139381072228
10.4,0.96,0.5001900856516157,0.9172112607191567,0.6773329897913887,0.14505261666283092,0.0,0.0,0.0443592616142651
11.2,0.96,0.5018903595490949,0.9184677840687441,0.6789478082890631,0.14065751881204097,0.0,0.0,0.0459252715600724
12.0,0.96,0.5025679509069885,0.8771176375719667,0.6639361519144156,0.13324068885851337,0.0,0.0,0.0457444387436584
12.8,0.96,0.5279625403338808,0.7916661241161203,0.6465060386296668,0.14352258500110138,0.0,0.0,0.0392926591888531
13.6,0.96,0.5316525975284934,0.6820332379477911,0.60216670661513,0.13171948536529038,0.0,0.0,0.0396209321162301
14.4,0.96,0.5288357578038267,0.6958126886253155,0.606605827930038,0.1272255353275658,0.0,0.0,0.0396853396081698
15.2,0.96,0.5260395020795969,0.8192287236544276,0.6564652845965876,0.1355883403526745,0.0,0.0,0.0417233426671605
16.0,0.96,0.5232066311445589,0.7863184118128737,0.6414101708357559,0.12812101266373432,0.0,0.0,0.0434992485240455
16.8,0.96,0.5196995369161035,0.7837300268086973,0.6382038326426169,0.12427508358902128,0.0,0.0,0.0429892169332644
17.6,0.96,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,0.96,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.15,0.39748194188746044,0.8836057886019615,0.5926359293162274,0.12977904273177127,0.0,0.0,0.0433245034859134
4.8,1.15,0.38653497878574083,1.0294549759836706,0.6308092875843883,0.12147850656273808,0.0,0.0,0.0392197611780555
5.6,1.15,0.3740321204275301,1.1143435332275091,0.6456007083467235,0.1402209815838118,0.0,0.0,0.044896734179811
6.4,1.15,0.4087591883550523,1.074087135770377,0.6626031888242783,0.13486013965598057,0.0,0.0,0.0493701274067632
7.2,1.15,0.4653972679744274,0.5919363758443121,0.5248671947575183,0.08818995817451752,0.0,0.0,0.0543924286917839
8.0,1.15,0.48137652491193617,0.5580450454295189,0.518295074945909,0.08445432340458026,0.0,0.0,0.0579949942686409
8.8,1.15,0.48931679575537546,0.7386124237174834,0.6011783965501012,0.12831275146765628,0.0,0.0,0.0457081664811168
9.6,1.15,0.49638618075900975,0.8851615257376086,0.6628589209746742,0.14741767430172542,0.0,0.0,0.0411393810685261
10.4,1.15,0.5001900867491937,0.9172112583210936,0.6773329896490832,0.14505261666074495,0.0,0.0,0.0443592616232658
11.2,1.15,0.5018903586981316,0.9184677975407192,0.678947812692842,0.14065751984799163,0.0,0.0,0.0459252714313139
12.0,1.15,0.5025679687055786,0.8771174745944521,0.6639361019880609,0.13324067710388499,0.0,0.0,0.0457444401657166
12.8,1.15,0.5279643046823139,0.7916609183428123,0.6465049932498781,0.14352234713864304,0.0,0.0,0.0392926901636739
13.6,1.15,0.5316496906269814,0.6820383978019673,0.6021673381935772,0.13171963351055735,0.0,0.0,0.039620912840985
14.4,1.15,0.5288520798467347,0.6958003123615082,0.6066097941431471,0.1272266730678419,0.0,0.0,0.0396852575780094
15.2,1.15,0.5261512438684499,0.8191392184055506,0.6564991383585437,0.1355982239925959,0.0,0.0,0.0417227117093466
16.0,1.15,0.5230603641141189,0.7864859789681975,0.6413888387941863,0.12811461052349415,0.0,0.0,0.043499608404553
16.8,1.15,0.5236154407926128,0.7774354200376461,0.6380260105597594,0.12424926174584477,0.0,0.0,0.0429967306925387
17.6,1.15,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,1.15,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.34,0.39694812480836283,0.8843552012381466,0.5924889355895219,0.12971404194699668,0.0,0.0,0.0433243983435429
4.8,1.34,0.3865528065422388,1.02940766330775,0.6308093383326683,0.12147939702884751,0.0,0.0,0.0392199017676219
5.6,1.34,0.3740372294868797,1.1143361220277943,0.6456029707184049,0.1402219233319222,0.0,0.0,0.0448967276155091
6.4,1.34,0.40875976856184915,1.0740863016839628,0.662603401811211,0.13486021948698562,0.0,0.0,0.0493701261496686
7.2,1.34,0.4653973144194101,0.5919363287547266,0.5248672000703938,0.08818995911289632,0.0,0.0,0.0543924284305855
8.0,1.34,0.48137652860271873,0.5580450434646991,0.518295076020398,0.08445432362161631,0.0,0.0,0.0579949942229298
8.8,1.34,0.48931679619382806,0.7386124227298874,0.6011783964175276,0.12831275144029317,0.0,0.0,0.0457081664863228
9.6,1.34,0.4963861810803656,0.8851615249852636,0.6628589209075394,0.147417674295888,0.0,0.0,0.0411393810718783
10.4,1.34,0.5001900875355185,0.9172112566030781,0.677332989547133,0.14505261665925048,0.0,0.0,0.0443592616297141
11.2,1.34,0.501890341782051,0.9184678186239552,0.6789478090435168,0.14065751856115538,0.0,0.0,0.0459252714680822
12.0,1.34,0.5025679031811556,0.8771176603749924,0.6639361290198184,0.1332406825216043,0.0,0.0,0.0457444392332702
12.8,1.34,0.5279642185523155,0.7916617090311255,0.646505263371002,0.14352241562049825,0.0,0.0,0.0392926831207772
13.6,1.34,0.5316461404582207,0.6820527031709029,0.6021716426650353,0.13172077356944445,0.0,0.0,0.0396208010826581
14.4,1.34,0.5288412990484348,0.6958255889403409,0.6066146292056861,0.1272278984890664,0.0,0.0,0.0396851323821532
15.2,1.34,0.5261110682757784,0.8191942230531921,0.6564961140904501,0.13559696310673475,0.0,0.0,0.0417227099279373
16.0,1.34,0.5229558535349996,0.7866056950592109,0.6413735671628363,0.12811002637725433,0.0,0.0,0.0434998658975822
16.8,1.34,0.5199389608838885,0.779941435308551,0.6368060453737987,0.12392952595334769,0.0,0.0,0.0430236376222913
17.6,1.34,0.5333451063625898,0.6787167217905432,0.6016562491767584,0.12127571595302501,0.0,0.0,0.0407600933091185
18.4,1.34,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.53,0.3964279793209595,0.8850803758025219,0.5923433336469899,0.12965005749631925,0.0,0.0,0.043324358444099
4.8,1.53,0.38657070674833216,1.0293602630597602,0.6308094200229263,0.12148029764356646,0.0,0.0,0.0392200420710923
5.6,1.53,0.3740423387236762,1.1143287106132855,0.6456052331144256,0.14022286509288492,0.0,0.0,0.0448967210511118
6.4,1.53,0.4087603487671916,1.0740854675977174,0.6626036147962181,0.134860299317396,0.0,0.0,0.0493701248926051
7.2,1.53,0.4653973608633286,0.5919362816660239,0.5248672053830563,0.08818996005123121,0.0,0.0,0.0543924281693956
8.0,1.53,0.4813765323118677,0.5580450414711631,0.5182950770914392,0.08445432383761113,0.0,0.0,0.057994994177247
8.8,1.53,0.48931679661120775,0.7386124217557755,0.6011783962774964,0.12831275141064735,0.0,0.0,0.0457081664916892
9.6,1.53,0.4963861813219077,0.8851615244197759,0.6628589208570789,0.14741767429150054,0.0,0.0,0.0411393810743978
10.4,1.53,0.5001900881265466,0.91721125531176,0.6773329894705038,0.14505261665812724,0.0,0.0,0.0443592616345609
11.2,1.53,0.5018903578871359,0.9184677763506894,0.6789478043122678,0.14065751781745225,0.0,0.0,0.0459252716667014
12.0,1.53,0.5025680095065861,0.8771174609399315,0.6639361237709936,0.1332406830550594,0.0,0.0,0.0457444396864816
12.8,1.53,0.5279635445555078,0.791662995063176,0.6465053758221844,0.1435224320158672,0.0,0.0,0.0392926785306383
13.6,1.53,0.5316447574422203,0.682054164082321,0.6021715043291254,0.1317207249225276,0.0,0.0,0.0396208028683327
14.4,1.53,0.5288331952029928,0.6958445880980939,0.6066182629039661,0.12722881938834613,0.0,0.0,0.0396850382876976
15.2,1.53,0.5260808707569395,0.8192355631069403,0.6564938372858887,0.13559601422866038,0.0,0.0,0.0417227086436403
16.0,1.53,0.5235368559178604,0.7845588602554319,0.640894280658385,0.12799410460881155,0.0,0.0,0.043512697004019
16.8,1.53,0.519993092774863,0.7788930551818254,0.6364110375416657,0.12383172253112328,0.0,0.0,0.0430333508371845
17.6,1.53,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,1.53,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.72,0.39592153420257437,0.8857814836599387,0.5921992603667076,0.1295871308899104,0.0,0.0,0.0433243808849063
4.8,1.72,0.38658867933259566,1.0293127753474058,0.6308095326179863,0.12148120839403466,0.0,0.0,0.0392201820886632
5.6,1.72,0.3740474481379239,1.114321298983974,0.6456074955347808,0.1402238068666985,0.0,0.0,0.0448967144866193
6.4,1.72,0.40876092897083915,1.074084633511798,0.6626038277791533,0.13486037914716606,0.0,0.0,0.0493701236355753
7.2,1.72,0.46539740730705903,0.5919362345779082,0.5248672106958688,0.08818996098960365,0.0,0.0,0.0543924279082017
8.0,1.72,0.4813765359980253,0.5580450395063703,0.5182950781634509,0.08445432405410243,0.0,0.0,0.057994994131626
8.8,1.72,0.4893167969426744,0.738612420940258,0.6011783961492307,0.1283127513826659,0.0,0.0,0.0457081664964575
9.6,1.72,0.496386181074131,0.8851615249535913,0.6628589208915178,0.14741767429172004,0.0,0.0,0.041139381072291
10.4,1.72,0.500190088586999,0.9172112543057322,0.6773329894108042,0.14505261665725216,0.0,0.0,0.0443592616383369
11.2,1.72,0.5018903690849921,0.9184677489531514,0.6789478017600168,0.14065751747728278,0.0,0.0,0.045925271783807
12.0,1.72,0.5025680202827212,0.8771173442640625,0.6639360867300615,0.13324067429302622,0.0,0.0,0.0457444407344607
12.8,1.72,0.5279635614188316,0.7916633816583125,0.6465055440019044,0.1435224759912598,0.0,0.0,0.0392926743288292
13.6,1.72,0.5316468664717386,0.6820502890714051,0.6021709881428663,0.13172060171047173,0.0,0.0,0.0396208183008895
14.4,1.72,0.5288443902802886,0.6958327902085735,0.6066195411251479,0.1272292173416708,0.0,0.0,0.0396850167308408
15.2,1.72,0.5260573446774506,0.819267767925276,0.6564920613187889,0.1355952743005711,0.0,0.0,0.0417227076755912
16.0,1.72,0.5234028138377635,0.7848669895243354,0.6409380553574672,0.12800412818205095,0.0,0.0,0.0435114288300868
16.8,1.72,0.5225456426281996,0.7752129959106626,0.6364622322823791,0.12385582982354967,0.0,0.0,0.0430340776678436
17.6,1.72,0.5310126274091105,0.7128011676893717,0.6152287549156129,0.1248167617725872,0.0,0.0,0.0404386368835171
18.4,1.72,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.91,0.39542881081192394,0.8864586998918418,0.5920568465376573,0.12952530152046152,0.0,0.0,0.0433244628557501
4.8,1.91,0.38660672422355313,1.0292652002783464,0.6308096760805995,0.12148212926737154,0.0,0.0,0.0392203218205325
5.6,1.91,0.3740525577295526,1.1143138871399212,0.6456097579794218,0.14022474865334533,0.0,0.0,0.0448967079220321
6.4,1.91,0.40876150917315,1.0740837994258758,0.6626040407602054,0.1348604589763575,0.0,0.0,0.0493701223785763
7.2,1.91,0.4653974537522605,0.591936187487939,0.5248672160086849,0.08818996192796555,0.0,0.0,0.0543924276470042
8.0,1.91,0.48137653969382566,0.5580450375304002,0.5182950792354633,0.08445432427048385,0.0,0.0,0.0579949940859673
8.8,1.91,0.4893167973153887,0.7386124200529218,0.601178396017076,0.12831275135434314,0.0,0.0,0.0457081665014607
9.6,1.91,0.49638618099899334,0.8851615248091294,0.6628589207872588,0.14741767426344046,0.0,0.0,0.0411393810748158
10.4,1.91,0.5001900867720606,0.9172112592944093,0.6773329900239479,0.14505261675212566,0.0,0.0,0.0443592616126883
11.2,1.91,0.5018903676240365,0.9184677605577247,0.6789478050609944,0.14065751823380013,0.0,0.0,0.0459252716840258
12.0,1.91,0.5025680240978176,0.877117275313428,0.6639360631539237,0.13324066866453477,0.0,0.0,0.0457444413926376
12.8,1.91,0.5279637988087147,0.7916624380790365,0.6465053040636071,0.143522418215508,0.0,0.0,0.0392926810028237
13.6,1.91,0.531649555202351,0.682040212829452,0.6021680627373848,0.13171982911639882,0.0,0.0,0.0396208945869131
14.4,1.91,0.5288219061967472,0.6958690603131272,0.6066224550229963,0.12722987154516843,0.0,0.0,0.0396849281328525
15.2,1.91,0.5260384991127178,0.8192935642591992,0.6564906373099453,0.1355946811500444,0.0,0.0,0.0417227069206722
16.0,1.91,0.5232955340312875,0.7851133408181696,0.6409729362137939,0.1280121070695583,0.0,0.0,0.0435104170036748
16.8,1.91,0.5196995369161035,0.7837300268086973,0.6382038326426169,0.12427508358902128,0.0,0.0,0.0429892169332644
17.6,1.91,0.5316218709711875,0.7086688811554653,0.6137946533645651,0.12444575132329823,0.0,0.0,0.0404728338204473
18.4,1.91,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,2.1,0.3949498233383726,0.8871122031007128,0.5919162169563704,0.1294646066993174,0.0,0.0,0.0433246016372041
4.8,2.1,0.3866248413496276,1.0292175379602542,0.6308098503734209,0.12148306025066902,0.0,0.0,0.0392204612668997
5.6,2.1,0.3740576674985141,1.1143064750811713,0.6456120204483139,0.1402256904528129,0.0,0.0,0.0448967013573506
6.4,2.1,0.40876208937351555,1.0740829653405426,0.6626042537390637,0.13486053880486767,0.0,0.0,0.0493701211216125
7.2,2.1,0.4653975001957322,0.5919361404002053,0.5248672213215124,0.08818996286634305,0.0,0.0,0.0543924273858104
8.0,2.1,0.4813765433868733,0.5580450355574682,0.5182950803074045,0.0844543244868795,0.0,0.0,0.0579949940403214
8.8,2.1,0.4893167977386257,0.7386124190983983,0.6011783958886148,0.1283127513278026,0.0,0.0,0.0457081665065006
9.6,2.1,0.496386181365458,0.8851615242886848,0.6628589208370724,0.1474176742880137,0.0,0.0,0.041139381075153
10.4,2.1,0.5001900872717417,0.91721125811009,0.6773329899249777,0.14505261674290432,0.0,0.0,0.04435926161776
11.2,2.1,0.5018903664274437,0.9184677700624222,0.6789478077646515,0.1406575188534236,0.0,0.0,0.0459252716023004
12.0,2.1,0.5025679772754126,0.8771174118893035,0.6639360839164055,0.13324067288513872,0.0,0.0,0.0457444406866391
12.8,2.1,0.5279637896172682,0.7916628051135106,0.6465054483040077,0.1435224554822704,0.0,0.0,0.039292677337651
13.6,2.1,0.5316473021173076,0.6820491768022421,0.6021707438577887,0.13172053888880672,0.0,0.0,0.0396208249258223
14.4,2.1,0.5288177564984131,0.695878968506294,0.6066243936077153,0.12723036373113378,0.0,0.0,0.0396848780718625
15.2,2.1,0.5260230636538084,0.8193146918614105,0.6564894700675062,0.13559419504444606,0.0,0.0,0.0417227063159626
16.0,2.1,0.5232077292402852,0.7853148004652235,0.6410013833761963,0.12801860885569408,0.0,0.0,0.0435095909365593
16.8,2.1,0.5197756429815825,0.7826368076195727,0.6378052601707801,0.12417663767230884,0.0,0.0,0.0429990402178998
17.6,2.1,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,2.1,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,2.29,0.3944845790465905,0.8877421752199497,0.5917774905262504,0.1294050816934693,0.0,0.0,0.0433247945989391
4.8,2.29,0.38664303063916283,1.0291697885007922,0.6308100554590205,0.12148400133099467,0.0,0.0,0.0392206004279653
