alpha,beta,lambda,j_direct,j_blockdet,max_abs_det_ratio_residual,max_abs_schur_norm_residual,max_abs_action_factor_residual,max_abs_weight_factor_residual,mean_logdet_part,mean_log_schur_eff,mean_even_penalty,mean_xi_cross
1.05,0.95,0.4,6.660389319502181e-05,6.660389319502177e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.41661075180954715,-0.018740980509401487,0.11591887728810113
1.05,1.0,-0.4,1.3282853245209466e-06,1.3282853245209392e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.438758886128411,-0.019506095259956016,0.12060072782209914
1.05,1.0,-0.2,2.0254455380213694e-05,2.0254455380213718e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4534279722377387,-0.004837009150628305,0.12060072782209914
1.05,1.0,-0.1,3.222981707314094e-05,3.222981707314093e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4570581650673126,-0.0012068163210544303,0.12060072782209914
1.05,1.0,0.0,3.684453670922399e-05,3.684453670922398e-05,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.3807617369484112,0.45826498138836697,0.0,0.12060072782209914
1.05,1.0,0.1,3.222981707314094e-05,3.222981707314093e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4570581650673126,-0.0012068163210544303,0.12060072782209914
1.05,1.0,0.2,2.0254455380213694e-05,2.0254455380213718e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4534279722377387,-0.004837009150628305,0.12060072782209914
1.05,1.0,0.4,1.3282853245209466e-06,1.3282853245209392e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.438758886128411,-0.019506095259956016,0.12060072782209914
1.05,1.05,-0.4,4.75032773475174e-05,4.750327734751745e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.3807617369484112,0.4609255400197542,-0.020252690438031205,0.12516549422088816
1.05,1.05,-0.2,0.00014120501978611856,0.0001412050197861185,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.47615763300737113,-0.005020597450414249,0.12516549422088816
1.05,1.05,-0.1,0.0001719447406285131,0.00017194474062851307,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.3807617369484112,0.4799257043783863,-0.0012525260793990933,0.12516549422088816
1.05,1.05,0.0,0.00018281913808136123,0.00018281913808136112,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.3807617369484112,0.4811782304577854,0.0,0.12516549422088816
1.05,1.05,0.1,0.0001719447406285131,0.00017194474062851307,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.3807617369484112,0.4799257043783863,-0.0012525260793990933,0.12516549422088816
1.05,1.05,0.2,0.00014120501978611856,0.0001412050197861185,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.47615763300737113,-0.005020597450414249,0.12516549422088816
1.05,1.05,0.4,4.75032773475174e-05,4.750327734751745e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.3807617369484112,0.4609255400197542,-0.020252690438031205,0.12516549422088816
1.05,1.1,-0.4,0.0002011270161174234,0.00020112701611742326,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.48311026268249113,-0.020981216844712675,0.12961621278284263
1.05,1.1,-0.2,0.00037199931087379245,0.00037199931087379245,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.49889184531200076,-0.005199634215202983,0.12961621278284263
1.05,1.1,-0.1,0.0004220551670466546,0.00042205516704665457,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.50279438353123,-0.0012970959959737564,0.12961621278284263
1.05,1.1,0.0,0.00043936907614088017,0.00043936907614088006,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.5040914795272038,0.0,0.12961621278284263
1.05,1.1,0.1,0.0004220551670466546,0.00042205516704665457,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.50279438353123,-0.0012970959959737564,0.12961621278284263
1.05,1.1,0.2,0.00037199931087379245,0.00037199931087379245,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.49889184531200076,-0.005199634215202983,0.12961621278284263
1.05,1.1,0.4,0.0002011270161174234,0.00020112701611742326,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.48311026268249113,-0.020981216844712675,0.12961621278284263
1.1,0.9,-0.4,0.00010575813037973267,0.00010575813037973262,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.39379134646926073,-0.018647136780269646,0.11534391423544524
1.1,0.9,-0.2,3.6989185354457776e-05,3.698918535445772e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,2.220446049250313e-16,0.39889324823166883,0.40781284560513703,-0.00462563764439324,0.11534391423544524
1.1,0.9,-0.1,2.6957321813760735e-05,2.69573218137607e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4112843034768866,-0.0011541797726436509,0.11534391423544524
1.1,0.9,0.0,2.4230374672142744e-05,2.4230374672142744e-05,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.39889324823166883,0.41243848324953036,0.0,0.11534391423544524
1.1,0.9,0.1,2.6957321813760735e-05,2.69573218137607e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4112843034768866,-0.0011541797726436509,0.11534391423544524
1.1,0.9,0.2,3.6989185354457776e-05,3.698918535445772e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,2.220446049250313e-16,0.39889324823166883,0.40781284560513703,-0.00462563764439324,0.11534391423544524
1.1,0.9,0.4,0.00010575813037973267,0.00010575813037973262,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.39379134646926073,-0.018647136780269646,0.11534391423544524
1.1,0.95,-0.4,1.262881467822722e-05,1.2628814678227248e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4158900556088147,-0.019461676710133918,0.12032852302408435
1.1,0.95,-0.2,1.5501127792424344e-05,1.5501127792424317e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.43052566465598313,-0.004826067662965573,0.12032852302408435
1.1,0.95,-0.1,2.3540363720723372e-05,2.3540363720723392e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.43414764136435824,-0.0012040909545903628,0.12032852302408435
1.1,0.95,0.0,2.6849795754182447e-05,2.6849795754182525e-05,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.39889324823166883,0.4353517323189487,0.0,0.12032852302408435
1.1,0.95,0.1,2.3540363720723372e-05,2.3540363720723392e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.43414764136435824,-0.0012040909545903628,0.12032852302408435
1.1,0.95,0.2,1.5501127792424344e-05,1.5501127792424317e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.43052566465598313,-0.004826067662965573,0.12032852302408435
1.1,0.95,0.4,1.262881467822722e-05,1.2628814678227248e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4158900556088147,-0.019461676710133918,0.12032852302408435
1.1,1.0,-0.4,3.1679876544560994e-05,3.167987654456094e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.39889324823166883,0.4380084588168692,-0.02025652257149785,0.12518834659184896
1.1,1.0,-0.2,0.00010943961141494838,0.0001094396114149481,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.39889324823166883,0.4532434591234965,-0.005021522264870486,0.12518834659184896
1.1,1.0,-0.1,0.00013631086464071103,0.00013631086464071116,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.4570122261193132,-0.0012527552690537926,0.12518834659184896
1.1,1.0,0.0,0.00014590588113142145,0.00014590588113142132,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.45826498138836697,0.0,0.12518834659184896
1.1,1.0,0.1,0.00013631086464071103,0.00013631086464071116,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.4570122261193132,-0.0012527552690537926,0.12518834659184896
1.1,1.0,0.2,0.00010943961141494838,0.0001094396114149481,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.39889324823166883,0.4532434591234965,-0.005021522264870486,0.12518834659184896
1.1,1.0,0.4,3.1679876544560994e-05,3.167987654456094e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.39889324823166883,0.4380084588168692,-0.02025652257149785,0.12518834659184896
1.1,1.05,-0.4,0.00015891421730817446,0.00015891421730817435,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.46014607830281723,-0.021032152154968196,0.129926624071063
1.1,1.05,-0.2,0.0003143409614780679,0.0003143409614780678,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.4759661019314868,-0.0052121285262986036,0.129926624071063
1.1,1.05,-0.1,0.00036068888291878324,0.00036068888291878297,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4798780255053623,-0.0013002049524230357,0.129926624071063
1.1,1.05,0.0,0.00037677998125757947,0.0003767799812575794,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.39889324823166883,0.4811782304577854,0.0,0.129926624071063
1.1,1.05,0.1,0.00036068888291878324,0.00036068888291878297,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4798780255053623,-0.0013002049524230357,0.129926624071063
1.1,1.05,0.2,0.0003143409614780679,0.0003143409614780678,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.4759661019314868,-0.0052121285262986036,0.129926624071063
1.1,1.05,0.4,0.00015891421730817446,0.00015891421730817435,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.46014607830281723,-0.021032152154968196,0.129926624071063
1.1,1.1,-0.4,0.0003904359634841246,0.00039043596348412474,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.48230244744660733,-0.021789032080596432,0.13454650779748836
1.1,1.1,-0.2,0.0006258767811183532,0.0006258767811183533,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4986934693037985,-0.005398010223405249,0.13454650779748836
1.1,1.1,-0.1,0.0006922386502851987,0.0006922386502851989,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.5027450081433144,-0.001346471383889331,0.13454650779748836
1.1,1.1,0.0,0.0007150006175120758,0.0007150006175120757,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.5040914795272038,0.0,0.13454650779748836
1.1,1.1,0.1,0.0006922386502851987,0.0006922386502851989,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.5027450081433144,-0.001346471383889331,0.13454650779748836
1.1,1.1,0.2,0.0006258767811183532,0.0006258767811183533,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.39889324823166883,0.4986934693037985,-0.005398010223405249,0.13454650779748836
1.1,1.1,0.4,0.0003904359634841246,0.00039043596348412474,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.39889324823166883,0.48230244744660733,-0.021789032080596432,0.13454650779748836
