D,eta,block_split_k_part,block_split_k_bg,block_split_k_full,block_split_g_schur,block_split_c_mix,block_split_xi_cross,block_split_s_part,block_split_s_schur,block_split_response_action,block_split_split_action,block_split_action_residual,block_split_coeff_share,block_split_tree_share,eymh_parented_prefactor_diag
15.2,0.2,1.526691794633058,1.2635129579283289,2.0816055557919326,1.647474640232387,0.5839688178690619,0.1355842383803304,0.4231031686891619,0.49924359439738114,0.9223467630865433,0.9223467630865431,-2.220446049250313e-16,0.4587246203079725,0.5412753796920275,0.0417258105506857
16.0,0.2,1.5223665031335394,1.3217878591111365,2.1085905614525933,1.595256414951911,0.5576217462996192,0.12803528870120834,0.4202660340866548,0.4670344850413626,0.8873005191280169,0.8873005191280174,5.551115123125783e-16,0.4736456533347524,0.5263543466652475,0.0435062525324147
16.8,0.2,1.5107813949965139,1.3729068193667717,2.205333321105453,1.6063241073583003,0.556506130583023,0.12761599202241602,0.41262699711030537,0.4739484054738828,0.886575402584188,0.8865754025841881,1.1102230246251565e-16,0.46541669880258474,0.5345833011974154,0.0426372294501484
17.6,0.2,1.53334510636259,1.2679119024066776,1.946628624197221,1.5353027450111023,0.5343230291444799,0.12127571595302504,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,0.2,1.0,1.20297833384972,1.20297833384972,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0586804347402074
19.200000000000003,0.2,1.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.2,1.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.39,1.3997530765888655,1.052928468881864,1.9332909404243455,1.8361085273697313,0.5781322998918463,0.13004830295708228,0.3362958472004176,0.6076484012191536,0.9439442484195709,0.9439442484195713,3.3306690738754696e-16,0.35626664155586696,0.643733358444133,0.0433256378659887
4.8,0.39,1.386464393680802,1.3330127461264274,2.3626560949393136,1.7724182321623738,0.5463626485775074,0.1214750464406485,0.3267569050232783,0.5723448469989184,0.8991017520221964,0.8991017520221967,2.220446049250313e-16,0.36342594627177577,0.6365740537282243,0.0392191959549454
5.6,0.39,1.3740116859662583,1.0489632309804584,2.1633364068573693,2.062356756618928,0.6303442247222475,0.14021721472029536,0.3177346988340467,0.7238493854785658,1.0415840843126125,1.0415840843126125,0.0,0.30504949491786243,0.6949505050821375,0.044896760436053
6.4,0.39,1.4087568675125235,1.2368422574530327,2.3109327295705357,1.8684134663455985,0.5957935617385598,0.13485982032581292,0.3427076612579426,0.6250896570409508,0.967797318298893,0.9677973182988934,3.3306690738754696e-16,0.354110984581279,0.645889015418721,0.0493701324354692
7.2,0.39,1.4653970822022533,1.5397550802947837,2.1316916444890017,1.3844355324879933,0.422983658212444,0.08818995442108464,0.38212625161457975,0.3252924987946593,0.7074187504092391,0.7074187504092391,0.0,0.540169809456593,0.45983019054340707,0.0543924297365417
8.0,0.39,1.4813765101636158,1.5891268740470006,2.147171927348574,1.3511645686794096,0.411147631105915,0.08445432253962086,0.3929717299596685,0.30096686405353396,0.6939385940132025,0.6939385940132025,0.0,0.566291792025898,0.43370820797410203,0.0579949944510229
8.8,0.39,1.4893167943415895,1.1526414316992488,1.891253858737001,1.6407998244075557,0.5599590305493417,0.12831275157026364,0.3983174875140615,0.49518382075966755,0.8935013082737286,0.8935013082737291,4.440892098500626e-16,0.4457939611567247,0.5542060388432752,0.0457081664626894
9.6,0.39,1.4963861801266944,1.1066533286499558,1.9918148549829118,1.7998543928953747,0.6301084563365987,0.14741767423132077,0.4030529880353437,0.5877057687942142,0.990758756829558,0.9907587568295579,-1.1102230246251565e-16,0.406812440724843,0.593187559275157,0.0411393810710699
10.4,0.39,1.500190095454452,1.191089660939199,2.1083009060374494,1.770060621947646,0.6206260516588937,0.14505261716213025,0.40559183038152596,0.5710137956871663,0.9766056260686918,0.9766056260686922,3.3306690738754696e-16,0.4153076938684332,0.5846923061315669,0.0443592616336688
11.2,0.39,1.501890423104039,1.263616892757297,2.1820845183728226,1.7268560834220628,0.603988499265047,0.14065751661931955,0.4067245966886865,0.5463024624101751,0.9530270590988617,0.9530270590988617,0.0,0.4267712997291666,0.5732287002708333,0.0459252722558148
12.0,0.39,1.5025679899633055,1.324701506182844,2.2018187971975367,1.662124476284567,0.5768557593990383,0.13324066407668655,0.4071756376269177,0.508096589106809,0.9152722267337264,0.9152722267337268,3.3306690738754696e-16,0.44486834160802546,0.5551316583919744,0.0457444417491334
12.8,0.39,1.5279656298691038,1.114287005200122,1.905947160197134,1.7104634185829286,0.6124542973080461,0.14352250199571986,0.42393719695018284,0.536764338818598,0.9607015357687807,0.9607015357687808,1.1102230246251565e-16,0.4412787751098328,0.5587212248901672,0.0392926809931249
13.6,0.39,1.5316503535312396,1.1152775579450587,1.7973070669781106,1.6115334287634346,0.5701946716677131,0.13171867550818192,0.42634581650474207,0.4771861659387097,0.9035319824434517,0.9035319824434518,1.1102230246251565e-16,0.4718657720911669,0.528134227908833,0.0396210022414701
14.4,0.39,1.528823053425428,1.195999582362392,1.8918910426641382,1.5818492502540764,0.5547028908818276,0.12723264116124391,0.424498193255552,0.45859457419445226,0.8830927674500044,0.8830927674500042,-2.220446049250313e-16,0.4806949042073145,0.5193050957926856,0.0396846783076986
15.2,0.39,1.5262903497000526,1.2635129579283289,2.08230518448267,1.648028357300619,0.5839957797615436,0.13558685239523743,0.42284018324323375,0.4995796384391296,0.9224198216823633,0.9224198216823634,1.1102230246251565e-16,0.4584031839992695,0.5415968160007305,0.0417242863639605
16.0,0.39,1.522347926953087,1.3217878591111365,2.108845750133697,1.5954494782179598,0.5577022508045387,0.1280583253114329,0.42025383183854315,0.4671555010627374,0.8874093329012808,0.8874093329012805,-2.220446049250313e-16,0.4735738246797254,0.5264261753202746,0.0435038855570558
16.8,0.39,1.5202307488638929,1.3729068193667717,2.143821891994659,1.5615203171497523,0.5404813919952344,0.1230564383429536,0.41886213179953374,0.44565990895942537,0.8645220407589592,0.8645220407589591,-1.1102230246251565e-16,0.48450139158027367,0.5154986084197264,0.0431099782091254
17.6,0.39,1.53334510636259,1.2679119024066776,1.946628624197221,1.5353027450111023,0.5343230291444799,0.12127571595302504,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,0.39,1.0,1.20297833384972,1.20297833384972,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0586804347402074
19.200000000000003,0.39,1.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.39,1.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.5800000000000001,1.399165018262556,1.052928468881864,1.9341389375072109,1.8369138974474974,0.5779850786645078,0.12997969549554772,0.33587564316797797,0.6080869338484299,0.9439625770164076,0.943962577016408,3.3306690738754696e-16,0.35581457501163183,0.6441854249883682,0.0433252408187335
4.8,0.5800000000000001,1.3864819309265684,1.3330127461264274,2.3626091336285877,1.7723830027087453,0.5463625850126789,0.1214758961842552,0.32676955384061085,0.5723249703111746,0.8990945241517856,0.8990945241517854,-2.220446049250313e-16,0.36344293626845126,0.6365570637315487,0.0392193376908345
5.6,0.5800000000000001,1.3740167943150456,1.0489632309804584,2.1633289965175315,2.0623496921769924,0.6303464335661892,0.14021815641680674,0.31773841666217256,0.7238459600508302,1.041584376713003,1.0415843767130029,-2.220446049250313e-16,0.30505297867934694,0.694947021320653,0.0448967538721383
6.4,0.5800000000000001,1.408757447724341,1.2368422574530327,2.31093189548469,1.8684127919784017,0.5957937532571658,0.1348599001590933,0.34270807311871954,0.6250892961104979,0.9677973692292172,0.9677973692292174,2.220446049250313e-16,0.3541113915112855,0.6458886084887145,0.0493701311782508
7.2,0.5800000000000001,1.4653971286434333,1.5397550802947837,2.131691597403891,1.3844355019083825,0.4229836624939057,0.08818995535945837,0.3821262833064535,0.32529247670651545,0.7074187600129688,0.7074187600129689,1.1102230246251565e-16,0.5401698469227026,0.45983015307729747,0.0543924294753566
8.0,0.5800000000000001,1.4813765138251926,1.5891268740470006,2.147171925406805,1.3511645674575004,0.41114763195429355,0.0844543227557799,0.392971732431408,0.30096686314919613,0.6939385955806043,0.6939385955806041,-2.220446049250313e-16,0.566291794308712,0.43370820569128793,0.0579949944055722
8.8,0.5800000000000001,1.489316794574241,1.1526414316992488,1.8912538581860279,1.6407998239295465,0.5599590304736085,0.1283127515528924,0.39831748767027503,0.49518382046834064,0.8935013081386162,0.8935013081386156,-5.551115123125783e-16,0.4457939613989698,0.5542060386010302,0.0457081664657773
9.6,0.5800000000000001,1.4963861819629267,1.1066533286499558,1.9918148520440937,1.799854390239784,0.6301084564560384,0.14741767432381717,0.4030529892624549,0.5877057673187667,0.9907587565812217,0.9907587565812216,-1.1102230246251565e-16,0.4068124420653687,0.5931875579346313,0.0411393810761781
10.4,0.5800000000000001,1.5001900944194106,1.191089660939199,2.1083009063998626,1.7700606222519162,0.6206260511393766,0.14505261699443073,0.4055918296915858,0.5710137958590644,0.9766056255506502,0.9766056255506502,0.0,0.4153076933822663,0.5846923066177337,0.0443592616451587
11.2,0.5800000000000001,1.5018904005970815,1.263616892757297,2.1820845969915874,1.7268561456393101,0.6039885115723344,0.14065751939166982,0.4067245817029342,0.546302498439377,0.9530270801423112,0.9530270801423111,-1.1102230246251565e-16,0.4267712745814105,0.5732287254185895,0.0459252717726018
12.0,0.5800000000000001,1.5025678316156819,1.324701506182844,2.2018192865527517,1.6621248456924773,0.5768558294396757,0.13324068086102867,0.40717553224224756,0.5080968113572328,0.91527234359948,0.9152723435994804,4.440892098500626e-16,0.4448681696651658,0.5551318303348343,0.0457444390761541
12.8,0.5800000000000001,1.5279633895732954,1.114287005200122,1.9059510617543047,1.710466919976333,0.6124545070863663,0.14352251695019652,0.42393573075394975,0.5367663858602256,0.9607021166141755,0.9607021166141754,-1.1102230246251565e-16,0.44127698213889255,0.5587230178611075,0.0392926695816402
13.6,0.5800000000000001,1.5316419342261165,1.1152775579450587,1.7973430290815124,1.6115656737441981,0.5702051891167456,0.1317216232219222,0.4263403196051111,0.4772061746196339,0.903546494224745,0.903546494224745,0.0,0.4718521098030675,0.5281478901969324,0.0396207147568535
14.4,0.5800000000000001,1.5288748624391366,1.195999582362392,1.8917035929440424,1.5816925196641498,0.5546553446233544,0.12721912480271708,0.4245320808501668,0.458495488674833,0.8830275695249997,0.8830275695249998,1.1102230246251565e-16,0.4807687726879604,0.5192312273120395,0.0396859720081252
15.2,0.5800000000000001,1.5261519456798223,1.2635129579283289,2.082546083689612,1.6482190155803227,0.584004876926765,0.13558768717289063,0.4227494991241369,0.49969532046074305,0.9224448195848797,0.92244481958488,3.3306690738754696e-16,0.4582924529993927,0.5417075470006072,0.0417237648573981
16.0,0.5800000000000001,1.5223414824099712,1.3217878591111365,2.1089332993242156,1.5955157136504576,0.5577298276644455,0.1280662153638898,0.420249598537704,0.4671970154187549,0.8874466139564592,0.887446613956459,-2.220446049250313e-16,0.4735491599479164,0.5264508400520835,0.043503074629235
16.8,0.5800000000000001,1.5202307488638929,1.3729068193667717,2.1438218919946594,1.5615203171497525,0.5404813919952345,0.12305643834295366,0.41886213179953374,0.4456599089594255,0.8645220407589592,0.8645220407589592,0.0,0.4845013915802736,0.5154986084197264,0.0431099782091254
17.6,0.5800000000000001,1.5333451063625898,1.2679119024066776,1.9466286241972208,1.535302745011102,0.5343230291444797,0.12127571595302497,0.42745169286002205,0.4287275896125334,0.8561792824725554,0.8561792824725554,0.0,0.4992548892628968,0.5007451107371033,0.0407600933091185
18.4,0.5800000000000001,1.5405182049703174,1.20297833384972,1.7169023663712997,1.4272097161359023,0.48053577276999554,0.10502599838694984,0.43211885655718146,0.35572129065108377,0.7878401472082657,0.7878401472082652,-4.440892098500626e-16,0.5484854485880256,0.45151455141197444,0.0395745521139277
19.200000000000003,0.5800000000000001,1.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.5800000000000001,1.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.77,1.3985904370913835,1.052928468881864,1.9349620523317435,1.8376956360449983,0.5778386190976859,0.1299119164655256,0.3354648987777554,0.6085124150333935,0.9439773138111487,0.9439773138111489,2.220446049250313e-16,0.3553738992130781,0.644626100786922,0.0433249215823191
4.8,0.77,1.3864995409067105,1.3330127461264274,2.3625620843150017,1.7723477072370983,0.5463625483756083,0.12147675612764784,0.3267822549569517,0.5723050559794319,0.8990873109363836,0.8990873109363836,0.0,0.36345997878294345,0.6365400212170566,0.0392194791398549
5.6,0.77,1.3740219028415432,1.0489632309804584,2.163321585962678,2.0623426275300774,0.6303486424340774,0.14021909812623726,0.3177421346058121,0.7238425345119694,1.0415846691177815,1.0415846691177815,0.0,0.3050564625484921,0.6949435374515079,0.0448967473081261
6.4,0.77,1.408758027936343,1.2368422574530327,2.3109310613970866,1.868412117609784,0.5957939447747005,0.13485997999203345,0.34270848497945783,0.6250889351791543,0.9677974201586118,0.9677974201586121,3.3306690738754696e-16,0.3541117984415493,0.6458882015584507,0.0493701299210554
7.2,0.77,1.46539717508666,1.5397550802947837,2.131691550316045,1.3844354713269957,0.422983666775317,0.08818995629780119,0.38212631499972277,0.3252924546170884,0.7074187696168114,0.7074187696168112,-2.220446049250313e-16,0.5401698843906981,0.4598301156093019,0.0543924292141684
8.0,0.77,1.481376517522817,1.5891268740470006,2.147171923425947,1.351164566210993,0.41114763280366645,0.08445432297182986,0.39297173492748133,0.30096686222665314,0.6939385971541344,0.6939385971541345,1.1102230246251565e-16,0.566291796621591,0.4337082033784089,0.0579949943599438
8.8,0.77,1.4893167950828494,1.1526414316992488,1.8912538570717108,1.6407998229627956,0.5599590303422318,0.1283127515244652,0.3983174880117796,0.4951838198791457,0.8935013078909254,0.8935013078909253,-1.1102230246251565e-16,0.44579396190475906,0.5542060380952409,0.045708166471438
9.6,0.77,1.4963861814197217,1.1066533286499558,1.991814853071339,1.7998543911680291,0.6301084564768944,0.147417674311062,0.40305298889944363,0.5877057678345001,0.9907587567339438,0.9907587567339438,0.0,0.4068124416362626,0.5931875583637374,0.0411393810730366
10.4,0.77,1.5001900894292903,1.191089660939199,2.108300910866378,1.770060626001857,0.6206260495546768,0.14505261642887185,0.4055918263652605,0.5710137979776024,0.9766056243428631,0.9766056243428629,-2.220446049250313e-16,0.4153076904898787,0.5846923095101213,0.044359261671947
11.2,0.77,1.501890360820013,1.263616892757297,2.182084656705559,1.7268561928956991,0.6039885072720204,0.14065751726484169,0.40672455521826595,0.5463025258049385,0.9530270810232044,0.9530270810232044,0.0,0.4267712463968933,0.5732287536031068,0.0459252717523741
12.0,0.77,1.5025680605446587,1.324701506182844,2.201818860663624,1.662124524194294,0.5768558207761982,0.1332406823307609,0.4071756846007332,0.5080966179312002,0.9152723025319334,0.9152723025319334,0.0,0.44486835608851727,0.5551316439114828,0.0457444400154601
12.8,0.77,1.5279634654789576,1.114287005200122,1.9059516633925608,1.7104674599074758,0.612454783835332,0.14352259422222075,0.4239357804316193,0.5367667015231896,0.960702481954809,0.9607024819548089,-1.1102230246251565e-16,0.4412768660376596,0.5587231339623404,0.0392926624040364
13.6,0.77,1.531640224193335,1.1152775579450587,1.7973427812014962,1.6115654514856093,0.5702041684666181,0.13172131689608946,0.426339203134154,0.47720603670492906,0.903545239839083,0.9035452398390831,1.1102230246251565e-16,0.4718515292162714,0.5281484707837286,0.0396207396066896
14.4,0.77,1.5288504882871594,1.195999582362392,1.8917713386639552,1.5817491632624519,0.554669567447137,0.12722312156929427,0.4245161381809065,0.458531300049902,0.8830474382308084,0.8830474382308084,0.0,0.4807399011670624,0.5192600988329377,0.0396855777556322
15.2,0.77,1.5260818499464686,1.2635129579283289,2.082668028803468,1.6483155283331923,0.5840094455525081,0.1355880969866612,0.4227035683481482,0.49975387452811987,0.9224574428762679,0.9224574428762681,2.220446049250313e-16,0.45823638977873876,0.5417636102212613,0.0417235015126084
16.0,0.77,1.5236314988785928,1.3217878591111365,2.1047421736893304,1.5923449131275178,0.5569294880988723,0.1278448798663948,0.42109662939035714,0.46520771793067967,0.8863043473210367,0.8863043473210368,1.1102230246251565e-16,0.47511515729689596,0.524884842703104,0.0435279277811346
16.8,0.77,1.5194669644667653,1.3729068193667717,2.1595748556871803,1.5729944852945263,0.5455746566072733,0.12453456658447935,0.41835959208326384,0.4529811182178187,0.8713407103010822,0.8713407103010826,4.440892098500626e-16,0.48013318686636836,0.5198668131336316,0.0429632521227347
17.6,0.77,1.5333451063625898,1.2679119024066776,1.9466286241972208,1.535302745011102,0.5343230291444797,0.12127571595302497,0.42745169286002205,0.4287275896125334,0.8561792824725554,0.8561792824725554,0.0,0.4992548892628968,0.5007451107371033,0.0407600933091185
18.4,0.77,1.5405182049703174,1.20297833384972,1.7169023663712997,1.4272097161359023,0.48053577276999554,0.10502599838694984,0.43211885655718146,0.35572129065108377,0.7878401472082657,0.7878401472082652,-4.440892098500626e-16,0.5484854485880256,0.45151455141197444,0.0395745521139277
19.200000000000003,0.77,1.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.77,1.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.96,1.39802939410856,1.052928468881864,1.9357604393286545,1.838453889830043,0.5776930792012462,0.1298450161878165,0.3350636694193056,0.6089249411237828,0.9439886105430884,0.9439886105430884,0.0,0.35494461021784923,0.6450553897821508,0.0433246768679975
4.8,0.96,1.3865172235501486,1.3330127461264274,2.362514947106275,1.772312345828242,0.5463625386344073,0.1214776262580687,0.32679500831904096,0.5722851040470446,0.8990801123660856,0.8990801123660855,-1.1102230246251565e-16,0.3634770737604496,0.6365229262395504,0.0392196203021978
5.6,0.96,1.374027011545763,1.0489632309804584,2.163314175192763,2.0623355626781397,0.6303508513259033,0.14022003984858517,0.31774585266497246,0.7238391088619615,1.0415849615269341,1.041584961526934,-2.220446049250313e-16,0.305059946525309,0.694940053474691,0.0448967407440167
6.4,0.96,1.4087586081465788,1.2368422574530327,2.3109302273100614,1.8684114432416339,0.5957941362903901,0.13486005982433352,0.34270889683877287,0.6250885742479307,0.9677974710867033,0.9677974710867037,3.3306690738754696e-16,0.3541122053707764,0.6458877946292235,0.0493701286638921
7.2,0.96,1.4653972215307436,1.5397550802947837,2.131691503227086,1.3844354407448858,0.42298367105671664,0.08818995723613374,0.382126346693576,0.3252924325271384,0.7074187792207142,0.7074187792207144,2.220446049250313e-16,0.5401699218594714,0.45983007814052856,0.0543924289529786
8.0,0.96,1.481376521205199,1.5891268740470006,2.14717192146711,1.3511645649783433,0.4111476336546423,0.08445432318854112,0.39297173741326524,0.30096686131436623,0.6939385987276313,0.6939385987276314,1.1102230246251565e-16,0.5662917989196697,0.4337082010803303,0.0579949943143163
8.8,0.96,1.4893167953566386,1.1526414316992488,1.8912538563295525,1.6407998223189195,0.5599590302175661,0.12831275149409524,0.398317488195615,0.49518381948672974,0.8935013076823448,0.8935013076823448,0.0,0.44579396221457324,0.5542060377854267,0.0457081664762049
9.6,0.96,1.4963861805558503,1.1066533286499558,1.9918148542995255,1.7998543922778496,0.6301084563657454,0.1474176742532588,0.40305298832213854,0.5877057684511169,0.9907587567732554,0.9907587567732554,0.0,0.40681244103743114,0.5931875589625689,0.041139381072228
10.4,0.96,1.5001900856516157,1.191089660939199,2.1083009216583557,1.770060635062449,0.6206260508622112,0.14505261666283095,0.40559182384712983,0.5710138030964057,0.9766056269435357,0.9766056269435355,-2.220446049250313e-16,0.4153076868054744,0.5846923131945256,0.0443592616142651
11.2,0.96,1.5018903595490949,1.263616892757297,2.182084676826041,1.7268562088186283,0.6039885131229512,0.140657518812041,0.4067245543720537,0.5463025350257001,0.9530270893977534,0.9530270893977538,4.440892098500626e-16,0.4267712417587994,0.5732287582412007,0.0459252715600724
12.0,0.96,1.5025679509069885,1.324701506182844,2.2018191437548107,1.662124737896162,0.5768558509448448,0.13324068885851337,0.4071756116338726,0.508096746502707,0.9152723581365796,0.9152723581365796,0.0,0.44486824934039215,0.5551317506596078,0.0457444387436584
12.8,0.96,1.5279625403338808,1.114287005200122,1.905953129316242,1.710468775478486,0.6124548142757333,0.14352258500110132,0.42393517495552135,0.5367674706524102,0.9607026456079316,0.9607026456079315,-1.1102230246251565e-16,0.4412761606243477,0.5587238393756523,0.0392926591888531
13.6,0.96,1.5316525975284934,1.1152775579450587,1.7973107958928496,1.6115367722492893,0.5701974337460011,0.13171948536529035,0.42634728158820895,0.47718824065979615,0.9035355222480053,0.903535522248005,-2.220446049250313e-16,0.4718655449510749,0.5281344550489252,0.0396209321162301
14.4,0.96,1.5288357578038267,1.195999582362392,1.8918122709877077,1.5817833876253664,0.5546781577388261,0.12722553532756578,0.42450650312868254,0.45855293685139864,0.8830594399800807,0.8830594399800812,4.440892098500626e-16,0.48072245639348804,0.519277543606512,0.0396853396081698
15.2,0.96,1.526039502079597,1.2635129579283289,2.082741681582757,1.6483738203980476,0.584012193060757,0.13558834035267456,0.4226758185557972,0.49978923853042345,0.9224650570862205,0.9224650570862207,2.220446049250313e-16,0.45820252518929905,0.541797474810701,0.0417233426671605
16.0,0.96,1.523206631144559,1.3217878591111365,2.10810627092401,1.5948900244413273,0.5578982036083744,0.12812101266373432,0.42081773847547643,0.46680478366610884,0.8876225221415849,0.8876225221415852,3.3306690738754696e-16,0.47409538173970706,0.525904618260293,0.0434992485240455
16.8,0.96,1.5196995369161035,1.3729068193667717,2.156636846175469,1.5708544933662567,0.5446767994406595,0.12427508358902123,0.41851264223677553,0.4516197345932804,0.8701323768300557,0.870132376830056,2.220446049250313e-16,0.4809758300931658,0.5190241699068342,0.0429892169332644
17.6,0.96,1.53334510636259,1.2679119024066776,1.946628624197221,1.5353027450111023,0.5343230291444799,0.12127571595302504,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,0.96,1.5405182049703174,1.20297833384972,1.7169023663712997,1.4272097161359023,0.48053577276999554,0.10502599838694984,0.43211885655718146,0.35572129065108377,0.7878401472082657,0.7878401472082652,-4.440892098500626e-16,0.5484854485880256,0.45151455141197444,0.0395745521139277
19.200000000000003,0.96,1.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.96,1.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.15,1.3974819418874604,1.052928468881864,1.9365342574838253,1.8391888097966316,0.5775486107057931,0.12977904273177124,0.3346720042373057,0.6093246101707219,0.9439966144080277,0.9439966144080276,-1.1102230246251565e-16,0.35452669970344725,0.6454733002965527,0.0433245034859134
4.8,1.15,1.3865349787857408,1.3330127461264274,2.362467722110098,1.772276918562963,0.5463625557571201,0.12147850656273806,0.3268078138735686,0.5722651145573533,0.8990729284309221,0.8990729284309219,-2.220446049250313e-16,0.3634942211461304,0.6365057788538696,0.0392197611780555
