D,level,dr,dz,rho_max,z_max,Nr,Nz,sigma_l,sigma_r,frame_power,n_eigs,window_k,window_gap_scale,window_sigma_mult,window_floor,frame_model,dirac_rescaling_power,higgs_rescaling_power,yukawa_net_omega_power,lambda_1,lambda_2,lambda_3,track_idx_1,track_idx_2,track_idx_3,track_score_1,track_score_2,track_score_3,parity_1,parity_2,parity_3,y_eff_center_1,y_eff_center_2,y_eff_center_3,y_eff_raw_1,y_eff_raw_2,y_eff_raw_3,y_eff_cum_1,y_eff_cum_2,y_eff_cum_3,nwin_1,nwin_2,nwin_3,sigma_mc_1,sigma_mc_2,sigma_mc_3,B1,B2,B3,sigma_scale_e,sigma_scale_mu,sigma_scale_tau,y_eff_flavor_e_1,y_eff_flavor_e_2,y_eff_flavor_e_3,y_eff_flavor_mu_1,y_eff_flavor_mu_2,y_eff_flavor_mu_3,y_eff_flavor_tau_1,y_eff_flavor_tau_2,y_eff_flavor_tau_3,g_uv_e_1,g_uv_e_2,g_uv_e_3,g_uv_mu_1,g_uv_mu_2,g_uv_mu_3,g_uv_tau_1,g_uv_tau_2,g_uv_tau_3,build_s,solve_s
7.0,fine,0.06,0.03,3.0,9.5,50,633,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.0125544418994554,1.6566764300111418,3.396993706951371,1,0,4,0.640435289758333,0.038584846822940264,0.44333392023385165,0.9999999908530646,-0.9999999548516959,0.9999702963335073,0.0011044989488958698,9.803740908085776e-06,0.0009005980289171994,0.0005244253482742792,0.00042309570186191875,0.0003975619404778482,0.0005244253482742792,0.0009475210501361979,0.0013450829906140461,3,2,4,0.3558780118883136,0.3558780118883136,0.05,0.3898832651469876,0.704433151521486,1.0,1.5,1.0,0.7978827341882164,3.699734574502302e-05,3.074154401093494e-05,0.002703745158757805,0.0005244253482742792,0.00042309570186191875,0.0003975619404778482,0.0004127681564006966,0.0003322794848838761,8.163695667667867e-05,0.006082544347970101,0.005544505749923517,0.05199754954570268,0.02290033511270696,0.020569290261501946,0.01993895535071605,0.020316696493295767,0.018228534907772376,0.009035317187386321,0.006533145904541016,0.2838752269744873
7.0,mid,0.08,0.04,3.0,9.5,38,475,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.988983099605577,2.8596543262584384,3.2874263592252118,1,3,4,0.16403328232372813,0.10245327921567716,0.9795130626834567,1.0000000000000002,1.0,0.9999999999999998,0.001101658602448239,0.0002768900042715509,0.0008056197845929886,0.0005193332573636627,0.0002762408280190807,0.00037736488230657837,0.0005193332573636627,0.0007955740853827434,0.0011729389676893218,3,6,4,0.355058458856391,0.42777203296677335,0.07920144781462257,0.4427623871911631,0.6782740682151744,1.0,1.5,1.0,0.7978827341882164,3.7438429705492085e-05,0.0013152316288290507,0.002786906598339339,0.0005193332573636627,0.0002762408280190807,0.00037736488230657837,0.00040839468418176996,0.0001608539866269722,0.00010579721715658195,0.006118695098261727,0.03626612232964879,0.05279116022914574,0.022788884513368853,0.016620494217052653,0.019425881763940046,0.020208777404429244,0.012682822502383773,0.010285777421108332,0.0023670196533203125,0.15483784675598145
8.0,coarse,0.12,0.06,3.0,10.0,25,333,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.8642054475935004,1.5452924894423652,3.315851100866671,1,0,5,0.6318570307095763,0.36322251326437277,0.9738665115709032,0.9999999350542331,-0.999999819781011,0.9999996634480655,0.000731024909899378,1.1659060295325602e-05,0.00046356968772244366,0.00034994541169752215,0.0002832489242653857,0.00028408701075210296,0.00034994541169752215,0.0006331943359629078,0.0009172813467150107,3,2,3,0.3189129581511352,0.3189129581511352,0.0747214273664567,0.38150281039809086,0.6902945734485042,1.0,1.5,1.0,0.7978827341882164,8.451843170360767e-05,6.998428680802596e-05,0.002833230229846143,0.00034994541169752215,0.0002832489242653857,0.00028408701075210296,0.00017982708484106624,0.00014503531603877827,4.9394258125138236e-05,0.009193390653268666,0.008365661169807559,0.053228096244804235,0.01870682794322763,0.016830000720896767,0.016854880917766907,0.013409962149128768,0.012043060908206778,0.007028104874369636,0.0015659332275390625,0.04504084587097168
8.0,fine,0.06,0.03,3.0,10.0,50,667,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.8773610895547628,1.5583406888547002,3.390680509532867,1,0,5,0.6128218000542551,0.31174486674670426,0.9389349908797427,0.9999999831517845,-0.9999999522962925,0.9999999240496119,0.0007291109665957616,5.818029320504885e-06,0.0004934088820552818,0.0003468292412477295,0.0002788905285963804,0.0003069837468872475,0.0003468292412477295,0.00062571976984411,0.0009327035167313575,3,2,3,0.31902040070006255,0.31902040070006255,0.07483677471603878,0.37185368664973656,0.6708667423458781,1.0,1.5,1.0,0.7978827341882164,8.26237651590112e-05,6.722131237807376e-05,0.002899254805163825,0.0003468292412477295,0.0002788905285963804,0.0003069837468872475,0.00017877065149402848,0.00014349259012730802,4.347257187720832e-05,0.009089761556774259,0.008198860431674256,0.05384472866645188,0.018623352041126473,0.016700015826231436,0.01752095165472605,0.013370514256902331,0.011978839264607737,0.006593373330641025,0.0035457611083984375,0.19478607177734375
8.0,mid,0.08,0.04,3.0,10.0,38,500,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.8566822806128014,2.643906592819266,3.2812274067823437,1,3,5,0.6180189731175963,0.48125411127195233,0.9503006297300554,1.0,1.0000000000000002,1.0,0.0007241925744297072,0.00020978453257484883,0.0004418344710549632,0.0003421842837744844,0.00017161980668481256,0.00026310496164516064,0.0003421842837744844,0.000513804090459297,0.0007769090521044577,3,7,3,0.3190017683180746,0.41695227458115713,0.07477206846901607,0.4404431675079476,0.6613439360341171,1.0,1.5,1.0,0.7978827341882164,8.143357841398375e-05,0.0005968163836890083,0.0027000404607924614,0.0003421842837744844,0.00017161980668481256,0.00026310496164516064,0.0001765094046089015,8.981482459776078e-05,5.158344915759222e-05,0.009024055541384026,0.024429825699112312,0.051961913559764726,0.018498223800529727,0.013100374295599824,0.016220510523567395,0.013285684197996786,0.009477068354600002,0.0071821618721379585,0.004163980484008789,0.1392512321472168
9.0,coarse,0.12,0.06,3.0,10.5,25,350,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.4618193101342527,1.7484426117837397,3.310171226808283,2,0,4,0.14016520298154364,0.11189453990874648,0.946555737113522,1.0,1.0,1.0000000000000002,0.00014081539605037064,0.0004313928289900446,0.0002349514437281003,9.237112984349085e-05,0.0002685244918184217,0.0001210146531920341,9.237112984349085e-05,0.0003608956216619125,0.0004819102748539466,4,2,4,0.37817865718586985,0.33519804116464313,0.05,0.191677029238453,0.7488855093851023,1.0,1.5,1.0,0.7978827341882164,3.18458721663164e-05,0.0001431745289893245,0.0016638769996179619,9.237112984349085e-05,0.0002685244918184217,0.0001210146531920341,4.005709320935723e-05,8.754270925675559e-05,2.283030857340894e-05,0.005643214701419431,0.011965555941506625,0.04079064843340888,0.009610990055321608,0.01638671693227236,0.011000666034019672,0.0063290673253929945,0.009356426094228265,0.004778107216608784,0.0016260147094726562,0.034198760986328125
9.0,fine,0.06,0.03,3.0,10.5,50,700,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.480714047905538,1.7646580305983273,3.385311331926018,3,1,6,0.1386730841325649,0.11090759013856027,0.9387427871929854,1.0000000000000002,1.0,1.0,0.0001393656362120198,0.00042838414625471594,0.00024238268505734898,9.15177955643634e-05,0.0002028181296024395,0.00013123876821169954,9.15177955643634e-05,0.0002943359251668029,0.0004255746933785024,4,3,3,0.3796056602450544,0.288090327484797,0.05,0.21504520120271406,0.6916198959815101,1.0,1.5,1.0,0.7978827341882164,3.15617962251525e-05,0.00010692408119229396,0.0016430796347207028,9.15177955643634e-05,0.0002028181296024395,0.00013123876821169954,3.9884321827269986e-05,6.641324663601389e-05,2.208824436030583e-05,0.0056179886280725505,0.010340410107548634,0.040534918708697354,0.009566493378681835,0.014241423018871376,0.011455949031472666,0.00631540353637596,0.008149432289185172,0.004699813226108653,0.004739046096801758,0.2053060531616211
9.0,mid,0.08,0.04,3.0,10.5,38,525,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.7429697168351352,2.4581287987447684,3.2756082952146137,0,2,4,0.6823096971789004,0.5513740371163506,0.9519730918202857,0.9999999999999999,1.0,1.0,0.00042608307671291657,0.0001387946183757691,0.0002236482206829049,0.0002652193869671536,9.11104264221617e-05,0.00010993515697490101,0.0002652193869671536,0.0003563298133893153,0.00046626497036421626,2,4,4,0.3360154971188729,0.37914358479076027,0.07076596711251204,0.5688168827265347,0.764221710910372,1.0,1.5,1.0,0.7978827341882164,0.0001402315187377368,3.155709065271705e-05,0.0015363141702711385,0.0002652193869671536,9.11104264221617e-05,0.00010993515697490101,8.683157168231086e-05,3.968700243236014e-05,2.0917996526954105e-05,0.011841938977115902,0.005617569817342465,0.03919584378822758,0.01628555761916532,0.009545178176553945,0.010484996756074892,0.009318345973525068,0.00629976209331433,0.004573619630768841,0.015737056732177734,0.11754703521728516
9.6,coarse,0.12,0.06,3.0,10.8,25,360,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.362684150790456,1.688008966671384,3.3071564423510984,2,0,5,0.7144480754179193,0.8090673655306924,0.9503630766580543,0.9999999999999999,0.9999999999999999,1.0000000000000002,0.00010369299151053785,0.00029824088537209835,0.00014883765906093498,6.664121931908544e-05,0.00018564282204576696,8.249954873602702e-05,6.664121931908544e-05,0.0002522840413648524,0.0003347835901008794,4,2,3,0.3580717754043814,0.3166034087146905,0.06829475823042497,0.19905760404506273,0.7535734988947108,1.0,1.5,1.0,0.7978827341882164,3.319225225290302e-05,0.00015110686971789362,0.001458362744619513,6.664121931908544e-05,0.00018564282204576696,8.249954873602702e-05,2.1382290253526878e-05,4.530523739528506e-05,9.737943619868689e-06,0.005761271756557142,0.012292553425464281,0.03818851587348627,0.008163407335119659,0.013625080625294184,0.009082926220994367,0.004624098858537399,0.006730916534565338,0.003120567836126734,0.003652811050415039,0.025863170623779297
9.6,fine,0.06,0.03,3.0,10.8,50,720,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.381081936394954,1.7039495949558185,3.3819750454227178,2,0,5,0.7141635816482997,0.7657811992454847,0.9528095906881875,0.9999999999999999,1.0,1.0000000000000002,0.00010269482328025938,0.00029624529733858756,0.000158572763950314,6.606479016423901e-05,0.0001844006496530767,9.577699588238998e-05,6.606479016423901e-05,0.0002504654398173157,0.00034624243569970567,4,2,3,0.35942545570212436,0.3177068857370111,0.06870170204604387,0.19080500641330017,0.7233816944221798,1.0,1.5,1.0,0.7978827341882164,3.2828836688086176e-05,0.0001486541938498277,0.0016732470182834528,6.606479016423901e-05,0.0001844006496530767,9.577699588238998e-05,2.1299332349596598e-05,4.5193534843837824e-05,7.781604035328216e-06,0.005729645424289899,0.012192382615790389,0.04090534217291737,0.008128024985458584,0.013579420077936933,0.009786572223326713,0.0046151199713113196,0.006722613691402908,0.002789552658640488,0.003650188446044922,0.2349848747253418
9.6,mid,0.08,0.04,3.0,10.8,38,540,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.6823557197941206,2.3586598151034246,3.2725569152406555,0,2,5,0.8089285944687121,0.7142540022578989,0.9412095643543381,1.0000000000000002,1.0,0.9999999999999998,0.0002946272348676592,0.00010224419115252837,0.00014184837215071644,0.0001833934715695824,6.575409227587548e-05,7.283703833834962e-05,0.0001833934715695824,0.00024914756384545786,0.00032198460218380747,2,4,3,0.31732765611350366,0.35897643919580036,0.06851350156934499,0.5695721793084093,0.773787200243911,1.0,1.5,1.0,0.7978827341882164,0.00014810815054344903,3.274287079974039e-05,0.001263438414775141,0.0001833934715695824,6.575409227587548e-05,7.283703833834962e-05,4.494182464888447e-05,2.119101086173054e-05,1.0934446897737784e-05,0.012169969208812692,0.005722138656109304,0.03554487888254989,0.01354228457718942,0.008108889706727764,0.008534461807187938,0.006703866395512703,0.004603369511752293,0.0033067275209393626,0.0024940967559814453,0.1250619888305664
10.0,coarse,0.12,0.06,3.0,11.0,25,367,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.2979649376167446,1.648680759030917,3.305153156852794,2,0,5,0.7737410729984482,0.842638419885309,0.9403099085215436,0.9999999764543128,0.9999998589870364,0.9999998166704901,8.299648702299488e-05,0.00022903686601091612,0.00010859375062699393,5.3239422534990256e-05,0.00014317921141433938,6.740490527355823e-05,5.3239422534990256e-05,0.00019641863394932962,0.00026382353922288786,4,2,3,0.34489932800602663,0.304384850579801,0.0667618597863262,0.20179936442294344,0.7445076149304021,1.0,1.5,1.0,0.7978827341882164,3.383592368551882e-05,0.00015329960110700984,0.0014928845878241618,5.3239422534990256e-05,0.00014317921141433938,6.740490527355823e-05,1.3861010832881919e-05,2.8589779986315563e-05,5.2105228112658466e-06,0.005816865451900948,0.012381421610905989,0.0386378646902771,0.00729653496770832,0.011965751602567194,0.00821004904209215,0.0037230378500469103,0.005346941180368039,0.0022826569631168516,0.004441022872924805,0.035292863845825195
10.0,fine,0.06,0.03,3.0,11.0,50,733,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.320546048184193,1.6672096300858668,3.380007670589261,2,0,5,0.7864363726117253,0.8510319859351071,0.9567332855176184,0.9999999940538468,0.9999999628038924,0.9999999487635762,8.17221165238787e-05,0.00022671382979928906,0.00011570559175969855,5.2233197734964e-05,0.00014142354739569765,7.205016264852958e-05,5.2233197734964e-05,0.00019365674513066166,0.0002657069077791912,4,2,3,0.3471445069118655,0.3061919111864606,0.06737951149783195,0.19658200899455364,0.7288359446476831,1.0,1.5,1.0,0.7978827341882164,3.2986386569525074e-05,0.00014940975508926773,0.0015151996264119753,5.2233197734964e-05,0.00014142354739569765,7.205016264852958e-05,1.3689056428075532e-05,2.838974605444106e-05,4.506551834497742e-06,0.005743377627278662,0.012223328314713131,0.03892556520350058,0.007227253816973913,0.011892163276532057,0.008488236721989412,0.003699872488083276,0.0053282028916362655,0.0021228640640648055,0.003763914108276367,0.2879810333251953
10.0,mid,0.08,0.04,3.0,11.0,38,550,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.644748679837265,2.2967227337257268,3.270579518518928,0,2,5,0.8482136623179812,0.7821757965163767,0.9259080500284612,0.9999999999999999,0.9999999999999999,1.0000000000000002,0.00022574721837626896,8.152237249355278e-05,0.00010362430307855777,0.0001405184625711733,5.1789526015325984e-05,6.318687894000757e-05,0.0001405184625711733,0.0001923079885864993,0.0002554948675265069,2,4,3,0.30558349327966416,0.3463905606087976,0.06712519787082805,0.5499854612797452,0.7526882651235562,1.0,1.5,1.0,0.7978827341882164,0.000149048592973376,3.280178145229212e-05,0.0014267432572588794,0.0001405184625711733,5.1789526015325984e-05,6.318687894000757e-05,2.8179689135338556e-05,1.355640513152519e-05,5.7146381157387734e-06,0.012208545899220595,0.005727283950730234,0.037772255125407585,0.011854048362107069,0.0071964940085659755,0.007949017482683477,0.005308454495928034,0.003681902379412739,0.0023905309275846598,0.002544879913330078,0.21203017234802246
