D,eta,C_uv_mumu,C_match_mumu,C_ir_mumu,finite_fac_diag,log_ratio,kappa_diag_eff,action_abs_diag,eymh_parented_prefactor_diag,coeff_participation_access_parented,tree_diag_compressibility_parented,rge_fac_diag,chain_fac_diag,C_ir_mumu_factorized,abs_factorization_residual,A_tree_local,A_ir_local,A_ir_over_A_tree,Z_diag_local
12.0,0.2,8.248761138314983e-06,8.249233914065274e-06,8.290050102392172e-06,1.000057314758224,0.3906686474340275,0.0090507838402506,0.6051701916328761,0.0457444364275039,0.8157985764254758,0.7756542341883732,1.0049478762212458,1.005005474565799,8.29005010239217e-06,1.6940658945086007e-21,14696791886.39317,14550760398.183865,0.9900637166710848,1.0050054745657993
12.8,0.2,2.0494321184607085e-06,2.049492917960264e-06,2.061335493756547e-06,1.000029666510546,0.4562359290923607,0.0046847475687701,0.5946062798527393,0.0392926289711688,0.8089914145203916,0.7646132585185753,1.005778295544475,1.0058081334768867,2.061335493756547e-06,0.0,238085487464.05008,235343732656.58972,0.9884841582044166,1.0058081334768867
13.6,0.2,5.624265717181725e-07,5.624424125226706e-07,5.657166674827793e-07,1.0000281651068683,0.4596467185984162,0.0044476554033088,0.5927098076824344,0.0396211797225291,0.808012565999803,0.7877426386557543,1.0058214936982135,1.0058498227680739,5.657166674827792e-07,1.0587911840678754e-22,3161319125224.9565,3124654844104.9463,0.9884022208237515,1.005849822768074
14.4,0.2,2.793823306840649e-07,2.793913015562837e-07,2.809669148579826e-07,1.000032109662042,0.4452731317042589,0.0050705545889354,0.5935586905470616,0.0396849667542082,0.8087513943566201,0.795109525246571,1.0056394500935508,1.0056717408364293,2.809669148579825e-07,5.293955920339377e-23,12811563336047.502,12667462709856.854,0.9887522995897623,1.0056717408364295
15.2,0.2,1.465733532996885e-07,1.465790556847315e-07,1.4738055716786893e-07,1.0000389046502292,0.4317398568847099,0.00614357611398,0.5945259451794067,0.0417258105506857,0.8093275313456636,0.7790953834150505,1.0054680491656416,1.005507166548411,1.4738055716786896e-07,2.6469779601696886e-23,46546813189688.13,46038335337750.96,0.9890759900175117,1.0055071665484108
16.0,0.2,5.61253032907805e-08,5.612778452897461e-08,5.6425490086525615e-08,1.0000442089048724,0.4187923832293445,0.0069811904335465,0.5951217298061658,0.0435062525324147,0.8104764316211525,0.7917439439612242,1.005304067496149,1.005348510888037,5.6425490086525615e-08,0.0,317455311796531.56,314086536339649.06,0.9893881899854878,1.005348510888037
16.8,0.2,2.705844584190968e-08,2.7059768079899077e-08,2.7199033819208433e-08,1.0000488659990718,0.406359063994953,0.007716609272049,0.6073434571060196,0.0426372294501484,0.813577980777496,0.7890116420959563,1.0051465976684701,1.0051957151611788,2.719903381920843e-08,3.308722450212111e-24,1365822627137929.5,1351739628150331.2,0.9896889986241412,1.005195715161179
17.6,0.2,7.139226485334225e-09,7.1394634860016125e-09,7.179662382296273e-09,1.000033196967189,0.444568087858836,0.0052422549355331,0.5894211358400495,0.0407600933091185,0.8075697528076581,0.8070547292918159,1.0056305206089335,1.0056639044923303,7.179662382296273e-09,0.0,1.9619940250403732e+16,1.9399563367801036e+16,0.9887677087804505,1.0056639044923303
18.4,0.2,0.0,9.999999999999999e-31,1.0058704800739689e-30,1.0,0.463514527796402,0.0,-0.0,0.0586804347402074,1.0,1.0,1.0058704800739688,1.0058704800739688,0.0,1.0058704800739689e-30,inf,9.88361624111212e+59,0.0,1.0058704800739689e+270
19.200000000000003,0.2,0.0,9.999999999999999e-31,1.0057161736535278e-30,1.0,0.4513309811859851,0.0,-0.0,0.0580670617382019,1.0,1.0,1.0057161736535276,1.0057161736535276,0.0,1.0057161736535278e-30,inf,9.886649348227497e+59,0.0,1.0057161736535278e+270
20.0,0.2,0.0,9.999999999999999e-31,1.0055641423643003e-30,1.0,0.4393270717358963,0.0,-0.0,0.0622911350603241,1.0,1.0,1.0055641423643005,1.0055641423643005,0.0,1.0055641423643003e-30,inf,9.88963910016592e+59,0.0,1.0055641423643003e+270
4.0,0.39,0.001479879334397,0.0014799166067615,0.0014845570190259,1.0000251860834874,0.24757629233153,0.0039772268869381,0.5420902712442399,0.0433256378659887,0.845228796150285,0.7379905933437506,1.0031355903726016,1.0031608554293299,0.0014845570190258818,1.8214596497756474e-17,456612.0715712491,453739.13067102485,0.9937081363391507,1.003160855429342
4.8,0.39,0.001568408250068,0.0015684511490548,0.0015745633333692,1.0000273519262537,0.3076912723505752,0.004319243067662,0.6012304186324788,0.0392191959549454,0.8492697193296965,0.7511330917844572,1.0038969554888721,1.003924414004365,0.0015745633333691285,7.155734338404329e-17,406519.8567041681,403347.8369341098,0.9921971344874142,1.0039244140044106
5.6,0.39,0.0013021843961999,0.0013022471770346,0.0013081526810623,1.0000482119390428,0.3580579144745858,0.0076133242521976,0.6397297264133919,0.044896760436053,0.8531095169384951,0.6963348049340008,1.004534856463384,1.0045832870366502,0.0013081526810623312,3.122502256758253e-17,589732.450767438,584363.5634326056,0.9908960625655825,1.0045832870366262
6.4,0.39,0.0006722762677837,0.0006723205012954,0.0006756446637075,1.0000657966282391,0.3903872383399466,0.0103901870663171,0.6395947384105337,0.0493701324354692,0.8425234101369388,0.7315828324355546,1.0049443121334334,1.0050104340807398,0.000675644663707476,2.3960868011929648e-17,2212607.8010217785,2190601.08254441,0.9900539451830525,1.0050104340807755
7.2,0.39,0.000120965493191,0.0001209739945511,0.0001215871799556,1.000070279216716,0.4002114595954043,0.0110980490656932,0.6212158643225154,0.0543924297365417,0.8260804395106183,0.8498917849744877,1.0050687373491793,1.005139372792786,0.00012158717995557177,2.822991406609132e-17,68340318.59541367,67643244.22606046,0.9897999543508129,1.0051393727930193
8.0,0.39,8.591083025389693e-05,8.591769594253412e-05,8.633383009859273e-05,1.000079916450777,0.3824198917835673,0.0126199000689143,0.6165756284227589,0.0579949944510229,0.8216129447287176,0.8602919831838897,1.0048434045104857,1.0049237080289608,8.633383009859273e-05,0.0,135489040.65856364,134164613.35123761,0.9902248381058094,1.0049237080289608
8.8,0.39,5.848230796281681e-05,5.8484753537443575e-05,5.880853855891035e-05,1.000041817341209,0.4371231652132156,0.0066035298373851,0.613374736909983,0.0457081664626894,0.8194198052293942,0.7806784650591755,1.005536229562111,1.0055782784137206,5.880853855891035e-05,0.0,292382242.81417793,289147356.4472239,0.9889361052305425,1.0055782784137206
9.6,0.39,4.357983841062823e-05,4.358150205946171e-05,4.382269330139947e-05,1.000038174736166,0.4369674344285572,0.0060283127051888,0.6099277765151059,0.0411393810710699,0.8174819188927818,0.7453861413090546,1.005534257208682,1.005572643213657,4.382269330139947e-05,0.0,526536847.4068951,520717135.25347304,0.9889471892003701,1.0055726432136567
10.4,0.39,2.9967975391542698e-05,2.9969370725139884e-05,3.0129038143307735e-05,1.0000465608229772,0.4206572817327969,0.0073525904539828,0.6076185241373712,0.0443592616336688,0.8164448484151952,0.7516331565125128,1.005327686711617,1.005374495596072,3.012903814330774e-05,3.3881317890172014e-21,1113487108.171708,1101614048.1259494,0.9893370475880464,1.005374495596072
11.2,0.39,1.6473383521677937e-05,1.6474265896870462e-05,1.6558784983346235e-05,1.0000535636890482,0.4050778119422223,0.0084584387386928,0.6060871842655332,0.0459252722558148,0.8159825587361267,0.7609776953524688,1.0051303704216543,1.0051842089122685,1.6558784983346235e-05,0.0,3684973601.793615,3647061327.616533,0.9897116565072193,1.0051842089122685
12.0,0.39,8.248753787970822e-06,8.249226563099512e-06,8.290042715054741e-06,1.0000573147339396,0.3906686474340275,0.0090507800053845,0.6051699675360399,0.0457444417491334,0.8157985587153559,0.7756543412618999,1.0049478762212458,1.0050054745413946,8.290042715054741e-06,0.0,14696818078.598524,14550786330.842724,0.9900637167191685,1.0050054745413946
12.8,0.39,2.0493996179638756e-06,2.0494604161103625e-06,2.061302804101351e-06,1.0000296663207868,0.4562359290923607,0.0046847176032203,0.5946060061141756,0.0392926809931249,0.808990100690447,0.7646155125995896,1.005778295544475,1.005808133286031,2.061302804101351e-06,0.0,238093038902.93915,235351197223.62064,0.9884841585795532,1.0058081332860311
13.6,0.39,5.62447153419074e-07,5.62462995040002e-07,5.657373698211057e-07,1.0000281655277865,0.4596467185984162,0.0044477218720159,0.5927084816110497,0.0396210022414701,0.8080164124312916,0.7877353600980089,1.0058214936982135,1.0058498231914426,5.657373698211057e-07,0.0,3161087764344.838,3124426163867.045,0.9884022199917023,1.0058498231914426
14.4,0.39,2.794082993936715e-07,2.7941727141658917e-07,2.809930311740192e-07,1.0000321107960544,0.4452731317042589,0.0050707336649576,0.5935472868175468,0.0396846783076986,0.8087632122840402,0.7950921277359606,1.0056394500935508,1.005671741976837,2.8099303117401923e-07,5.293955920339377e-23,12809181987263.34,12665108117046.537,0.98875229734732,1.0056717419768368
15.2,0.39,1.4671605106442874e-07,1.4672176116800545e-07,1.475240429717416e-07,1.0000389194197588,0.4317398568847099,0.0061459084246373,0.5944539950032558,0.0417242863639605,0.8094339590236094,0.7789644892311359,1.0054680491656416,1.005507181398701,1.4752404297174162e-07,2.6469779601696886e-23,46456313260817.69,45948822673774.72,0.9890759608022749,1.0055071813987007
16.0,0.39,5.614789054568102e-08,5.615037304190469e-08,5.6448198410452903e-08,1.0000442135260923,0.4187923832293445,0.0069819201873639,0.5951780228932189,0.0435038855570558,0.8104813764534904,0.7916960385595462,1.005304067496149,1.005348515533768,5.64481984104529e-08,6.617444900424222e-24,317199950403286.7,313833881892531.8,0.9893881808415315,1.005348515533768
16.8,0.39,2.4653082118783833e-08,2.4654249653781027e-08,2.4781135157567056e-08,1.0000473585814371,0.406359063994953,0.0074785674204845,0.5940441971756418,0.0431099782091254,0.8110455462011041,0.8002509168088998,1.0051465976684701,1.005194199985472,2.478113515756706e-08,3.308722450212111e-24,1645347195675043.2,1628386927551428.2,0.9896919822343899,1.0051941999854719
17.6,0.39,7.139226485334225e-09,7.1394634860016125e-09,7.179662382296273e-09,1.000033196967189,0.444568087858836,0.0052422549355331,0.5894211358400495,0.0407600933091185,0.8075697528076581,0.8070547292918159,1.0056305206089335,1.0056639044923303,7.179662382296273e-09,0.0,1.9619940250403732e+16,1.9399563367801036e+16,0.9887677087804505,1.0056639044923303
18.4,0.39,0.0,9.999999999999999e-31,1.0058704800739689e-30,1.0,0.463514527796402,0.0,-0.0,0.0586804347402074,1.0,1.0,1.0058704800739688,1.0058704800739688,0.0,1.0058704800739689e-30,inf,9.88361624111212e+59,0.0,1.0058704800739689e+270
19.200000000000003,0.39,0.0,9.999999999999999e-31,1.0057161736535278e-30,1.0,0.4513309811859851,0.0,-0.0,0.0580670617382019,1.0,1.0,1.0057161736535276,1.0057161736535276,0.0,1.0057161736535278e-30,inf,9.886649348227497e+59,0.0,1.0057161736535278e+270
20.0,0.39,0.0,9.999999999999999e-31,1.0055641423643003e-30,1.0,0.4393270717358963,0.0,-0.0,0.0622911350603241,1.0,1.0,1.0055641423643005,1.0055641423643005,0.0,1.0055641423643003e-30,inf,9.88963910016592e+59,0.0,1.0055641423643003e+270
4.0,0.5800000000000001,0.0014838405094366,0.0014838779224636,0.0014885307557914,1.0000252136444387,0.24757629233153,0.0039815791379233,0.5423209275472148,0.0433252408187335,0.8454063990812368,0.7378287946052653,1.0031355903726016,1.0031608830767011,0.0014885307557914017,1.734723475976807e-18,454177.4350972462,451319.787720813,0.993708081565476,1.0031608830767
4.8,0.5800000000000001,0.0015684959230168,0.001568538824728,0.0015746513507105,1.0000273521342975,0.3076912723505752,0.0043192759206733,0.6012466757529286,0.0392193376908345,0.8492643482179081,0.751140556840512,1.0038969554888721,1.0039244142132195,0.001574651350710464,3.599551212651875e-17,406474.41215060867,403302.7468105036,0.9921971340746293,1.0039244142132424
5.6,0.5800000000000001,0.001302179565397,0.0013022423455819,0.0013081478276997,1.0000482116189058,0.3580579144745858,0.0076132736981615,0.6397292210785284,0.0448967538721383,0.8531079310826909,0.6963359975572991,1.004534856463384,1.0045832867150615,0.0013081478276997084,8.456776945386935e-18,589736.8263337478,584367.8995381508,0.9908960631999626,1.0045832867150548
6.4,0.5800000000000001,0.0006722757578882,0.0006723199913235,0.0006756441512142,1.000065796564641,0.3903872383399466,0.0103901770232495,0.6395945525549245,0.0493701311782508,0.8425232366357835,0.7315829644608279,1.0049443121334334,1.005010434016827,0.0006756441512142113,1.1275702593849246e-17,2212611.1573801655,2190604.405799119,0.9900539453090783,1.0050104340168104
7.2,0.5800000000000001,0.000120965481726,0.0001209739830846,0.0001215871684309,1.0000702792104628,0.4002114595954043,0.0110980480782103,0.6212158439142883,0.0543924294753566,0.8260804264205999,0.8498917943607538,1.0050687373491793,1.005139372786501,0.00012158716843088858,1.1424780392566003e-17,68340331.54988264,67643257.04925789,0.9897999543634648,1.0051393727865954
8.0,0.5800000000000001,8.591082932490227e-05,8.591769501340899e-05,8.633382916496747e-05,1.0000799164501224,0.3824198917835673,0.0126198999655444,0.6165756262040822,0.0579949944055722,0.8216129437133111,0.8602919835728869,1.0048434045104857,1.004923708028303,8.633382916496747e-05,0.0,135489043.58877856,134164616.25298479,0.9902248381071054,1.004923708028303
8.8,0.5800000000000001,5.848230792059077e-05,5.848475349521442e-05,5.880853851644741e-05,1.0000418173411858,0.4371231652132156,0.0066035298337381,0.6133747367325924,0.0457081664657773,0.8194198051653918,0.7806784651728916,1.005536229562111,1.0055782784136973,5.880853851644741e-05,0.0,292382243.236396,289147356.86478394,0.9889361052305882,1.0055782784136973
9.6,0.5800000000000001,4.3579838227844995e-05,4.358150187666767e-05,4.3822693117593805e-05,1.000038174736078,0.4369674344285572,0.006028312691282,0.6099277764582092,0.0411393810761781,0.8174819183912112,0.7453861418589435,1.005534257208682,1.0055726432135683,4.3822693117593805e-05,0.0,526536851.8237131,520717139.62156427,0.9889471892005437,1.0055726432135683
10.4,0.5800000000000001,2.9967975434604077e-05,2.9969370768203263e-05,3.0129038186600545e-05,1.000046560822977,0.4206572817327969,0.0073525904539569,0.6076185233239011,0.0443592616451587,0.8164448486968443,0.7516331564479105,1.005327686711617,1.0053744955960717,3.0129038186600545e-05,0.0,1113487104.9717393,1101614044.960102,0.9893370475880467,1.0053744955960717
11.2,0.5800000000000001,1.6473385567782725e-05,1.647426794313682e-05,1.6558787040110696e-05,1.000053563692203,0.4050778119422223,0.0084584392368953,0.6060872046300075,0.0459252717726018,0.815982564850183,0.7609776816437596,1.0051303704216543,1.0051842089154395,1.6558787040110696e-05,0.0,3684972686.396882,3647060421.614705,0.9897116565009747,1.0051842089154395
12.0,0.5800000000000001,8.248759932846803e-06,8.249232708484022e-06,8.290048890845853e-06,1.0000573147528924,0.3906686474340275,0.0090507829982969,0.6051700575468955,0.0457444390761541,0.8157986017016879,0.7756542550671517,1.0049478762212458,1.005005474560441,8.290048890845853e-06,0.0,14696796181.951872,14550764651.215836,0.990063716681642,1.005005474560441
12.8,0.5800000000000001,2.0494095611429716e-06,2.0494703597223266e-06,2.0613128051704436e-06,1.00002966638807,0.4562359290923607,0.0046847282281576,0.5946057127291746,0.0392926695816402,0.8089906937597835,0.7646147300000984,1.005778295544475,1.0058081333537028,2.0613128051704436e-06,0.0,238090728582.90433,235348913477.19595,0.9884841584465408,1.0058081333537028
13.6,0.5800000000000001,5.624780701442199e-07,5.624939129116884e-07,5.657684676809873e-07,1.000028166018036,0.4596467185984162,0.0044477992891085,0.5927137180940726,0.0396207147568535,0.8080186332269031,0.7877274793646933,1.0058214936982135,1.005849823684546,5.657684676809873e-07,0.0,3160740274190.567,3124082700764.064,0.9884022190226021,1.005849823684546
14.4,0.5800000000000001,2.793325203394674e-07,2.7934148916976373e-07,2.809168215569948e-07,1.0000321080778043,0.4452731317042589,0.0050703044161115,0.5935305987480207,0.0396859720081252,0.8087495088801958,0.7951315197700586,1.0056394500935508,1.0056717392432575,2.809168215569948e-07,0.0,12816132838237.025,12671980855804.295,0.9887523027224989,1.0056717392432577
15.2,0.5800000000000001,1.46776561877834e-07,1.4678227508237881e-07,1.4758488777917398e-07,1.000038924501785,0.4317398568847099,0.006146710946059,0.5944290427367238,0.0417237648573981,0.809470661258451,0.7789194344407162,1.0054680491656416,1.0055071865085161,1.4758488777917398e-07,0.0,46418016549046.77,45910943850161.22,0.9890759507496456,1.0055071865085161
16.0,0.5800000000000001,5.6155628670608733e-08,5.615811159822602e-08,5.645597801259928e-08,1.0000442151156717,0.4187923832293445,0.0069821712036248,0.5951973334452862,0.043503074629235,0.8104830919610515,0.791679605354499,1.005304067496149,1.0053485171317786,5.645597801259928e-08,0.0,317112537483630.56,313747395585562.56,0.9893881776962485,1.0053485171317786
16.8,0.5800000000000001,2.4653082118783823e-08,2.4654249653781024e-08,2.4781135157567053e-08,1.0000473585814371,0.406359063994953,0.0074785674204845,0.5940441971756417,0.0431099782091254,0.8110455462011041,0.8002509168088998,1.0051465976684701,1.005194199985472,2.478113515756705e-08,3.308722450212111e-24,1645347195675044.5,1628386927551428.5,0.9896919822343894,1.005194199985472
17.6,0.5800000000000001,7.139226485334223e-09,7.139463486001611e-09,7.179662382296271e-09,1.000033196967189,0.444568087858836,0.0052422549355331,0.5894211358400495,0.0407600933091185,0.8075697528076582,0.8070547292918159,1.0056305206089335,1.0056639044923303,7.1796623822962714e-09,8.271806125530277e-25,1.961994025040374e+16,1.939956336780105e+16,0.9887677087804507,1.0056639044923303
18.4,0.5800000000000001,1.996930012438708e-09,1.9969815547120153e-09,2.008704795137036e-09,1.0000258107560036,0.463514527796402,0.004075871216787,0.5870579407189149,0.0395745521139277,0.8056874198342772,0.8370590634547069,1.0058704800739688,1.0058964423515013,2.0087047951370356e-09,4.1359030627651384e-25,2.5076926766846688e+17,2.478379267363657e+17,0.9883106053650218,1.0058964423515016
19.200000000000003,0.5800000000000001,0.0,9.999999999999999e-31,1.0057161736535278e-30,1.0,0.4513309811859851,0.0,-0.0,0.0580670617382019,1.0,1.0,1.0057161736535276,1.0057161736535276,0.0,1.0057161736535278e-30,inf,9.886649348227497e+59,0.0,1.0057161736535278e+270
20.0,0.5800000000000001,0.0,9.999999999999999e-31,1.0055641423643003e-30,1.0,0.4393270717358963,0.0,-0.0,0.0622911350603241,1.0,1.0,1.0055641423643005,1.0055641423643005,0.0,1.0055641423643003e-30,inf,9.88963910016592e+59,0.0,1.0055641423643003e+270
4.0,0.77,0.0014877342575363,0.00148777180889,0.0014924368518506,1.0000252406325438,0.24757629233153,0.0039858409286643,0.5425468891560383,0.0433249215823191,0.8455800398790628,0.7376718451657012,1.0031355903726016,1.0031609101494299,0.0014924368518506007,6.505213034913027e-19,451803.16927766433,448960.43635553704,0.9937080279302329,1.0031609101494292
4.8,0.77,0.0015685832784841,0.0015686261829044,0.0015747390493178,1.0000273523381922,0.3076912723505752,0.0043193081184221,0.6012628931961765,0.0392194791398549,0.8492589549323879,0.7511480361088653,1.0038969554888721,1.0039244144179087,0.0015747390493178737,7.37257477290143e-17,406429.1397395352,403257.8274896003,0.9921971336701711,1.0039244144178618
5.6,0.77,0.0013021747334724,0.0013022375130075,0.0013081429732102,1.0000482112987383,0.3580579144745858,0.0076132231393447,0.6397287154476687,0.0448967473081261,0.8531063451805618,0.6963371902213304,1.004534856463384,1.004583286393442,0.0013081429732102082,8.239936510889834e-18,589741.2029647672,584372.2366987736,0.9908960638344368,1.0045832863934359
6.4,0.77,0.0006722752479888,0.0006723194813479,0.0006756436387171,1.000065796501042,0.3903872383399466,0.0103901669801633,0.6395943666978002,0.0493701299210554,0.8425230631346802,0.731583096486451,1.0049443121334334,1.0050104339529138,0.0006756436387170266,7.340048707726865e-17,2212614.5137718595,2190607.729086031,0.9900539454347549,1.005010433953023
7.2,0.77,0.0001209654702605,0.0001209739716175,0.0001215871569057,1.000070279204209,0.4002114595954043,0.0110980470907078,0.6212158235064702,0.0543924292141684,0.8260804133300051,0.8498918037475652,1.0050687373491793,1.0051393727802156,0.00012158715690570281,2.8189256484623115e-18,68340344.50492024,67643269.87301533,0.9897999543760754,1.0051393727801925
8.0,0.77,8.591082838921968e-05,8.591769407759505e-05,8.633382822462101e-05,1.0000799164494638,0.3824198917835673,0.0126198998615653,0.6165756239827774,0.0579949943599438,0.821612942687908,0.8602919839697152,1.0048434045104857,1.0049237080276414,8.633382822462101e-05,0.0,135489046.54008847,134164619.17562184,0.9902248381084092,1.0049237080276414
8.8,0.77,5.8482307832126536e-05,5.848475340674389e-05,5.880853842748708e-05,1.0000418173411414,0.4371231652132156,0.0066035298267454,0.6133747364396672,0.045708166471438,0.8194198050254742,0.7806784654028776,1.005536229562111,1.0055782784136527,5.880853842748708e-05,0.0,292382244.12094975,289147357.7395767,0.9889361052306758,1.0055782784136527
9.6,0.77,4.357983829417551e-05,4.358150194300219e-05,4.382269318429544e-05,1.000038174736112,0.4369674344285572,0.0060283126966524,0.6099277766081158,0.0411393810730366,0.8174819185395887,0.7453861416667333,1.005534257208682,1.0055726432136025,4.382269318429544e-05,0.0,526536850.22088665,520717138.0364182,0.9889471892004766,1.0055726432136025
10.4,0.77,2.9967975633545645e-05,2.9969370967157848e-05,3.0129038386615093e-05,1.0000465608231022,0.4206572817327969,0.0073525904737058,0.6076185211369279,0.044359261671947,0.8164448500547248,0.7516331556517288,1.005327686711617,1.0053744955961976,3.0129038386615093e-05,0.0,1113487090.1880333,1101614030.3337584,0.9893370475877992,1.0053744955961976
11.2,0.77,1.6473387120039976e-05,1.647426949551762e-05,1.6558788600455783e-05,1.0000535636946557,0.4050778119422223,0.0084584396241957,0.6060872026980084,0.0459252717523741,0.8159825756556969,0.7609776712314688,1.0051303704216543,1.0051842089179048,1.6558788600455783e-05,0.0,3684971991.9403915,3647059734.2851324,0.9897116564961201,1.0051842089179046
12.0,0.77,8.248754488780397e-06,8.249227263973764e-06,8.290043419396832e-06,1.000057314736911,0.3906686474340275,0.009050780474624,0.6051700570321503,0.0457444400154601,0.8157985395547704,0.7756543300830179,1.0049478762212458,1.0050054745443806,8.290043419396832e-06,0.0,14696815581.331715,14550783858.303001,0.9900637167132854,1.0050054745443806
12.8,0.77,2.0494121097501023e-06,2.0494729084239895e-06,2.061315368599258e-06,1.0000296663973038,0.4562359290923607,0.0046847296862966,0.5946059839253848,0.0392926624040364,0.8089906736653976,0.7646146093198319,1.005778295544475,1.0058081333629902,2.061315368599258e-06,0.0,238090136413.71744,235348328122.9893,0.988484158428286,1.0058081333629902
13.6,0.77,5.624766617974881e-07,5.624925045187356e-07,5.657670510890838e-07,1.0000281660063848,0.4596467185984162,0.0044477974492073,0.5927120813858667,0.0396207396066896,0.8080190842916976,0.7877275336842966,1.0058214936982135,1.005849823672827,5.657670510890838e-07,0.0,3160756102131.921,3124098345209.218,0.9884022190456335,1.005849823672827
14.4,0.77,2.793576428047444e-07,2.7936661271113576e-07,2.809420867813246e-07,1.0000321090423778,0.4452731317042589,0.0050704567354616,0.5935317536756729,0.0396855777556322,0.8087559557188579,0.795117282520981,1.0056394500935508,1.0056717402132707,2.809420867813246e-07,0.0,12813827847605.166,12669701766568.36,0.9887523008151118,1.0056717402132707
15.2,0.77,1.46798655924904e-07,1.4680437036699612e-07,1.4760710388189392e-07,1.0000389270736585,0.4317398568847099,0.0061471170800163,0.5944163768144185,0.0417235015126084,0.8094892512797196,0.7788966303240136,1.0054680491656416,1.0055071890944527,1.4760710388189395e-07,2.6469779601696886e-23,46404045240391.74,45897124928696.03,0.9890759456622874,1.0055071890944525
16.0,0.77,5.5793545487140136e-08,5.5796007922491775e-08,5.6091953714528346e-08,1.0000441347709694,0.4187923832293445,0.0069694836768319,0.5950004711237578,0.0435279277811346,0.8101399125448472,0.7924674402241747,1.005304067496149,1.0053484363609226,5.6091953714528346e-08,0.0,321241821370924.3,317832911316123.75,0.9893883366734357,1.0053484363609226
