D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,R_e_over_mu_uv,R_e_over_mu_match,R_e_over_mu_ir,R_tau_over_mu_uv,R_tau_over_mu_match,R_tau_over_mu_ir,abs_delta_R_e_uv_to_ir,abs_delta_R_tau_uv_to_ir,abs_delta_R_tau_match_to_ir
13.6,0.77,2.2325985825441147e-07,5.624766617974881e-07,8.96456902950544e-08,2.232661465930045e-07,5.624925045187356e-07,8.964821525613962e-08,2.2456588905842007e-07,5.657670510890838e-07,9.017010177630932e-08,0.15754777509636309,0.15754777509636306,0.15754777509636306,0.02540094163279465,0.02540094163279465,0.02540094163279465,2.7755575615628914e-17,0.0,0.0
14.4,0.77,1.113329554828638e-07,2.793576428047444e-07,4.078601457007699e-08,1.1133653027744947e-07,2.7936661271113576e-07,4.078732416994725e-08,1.1196440708353824e-07,2.809420867813246e-07,4.101734224905314e-08,0.15882774184392512,0.1588277418439252,0.15882774184392512,0.021315789612183975,0.021315789612183993,0.021315789612183975,0.0,0.0,1.734723475976807e-17
15.2,0.77,4.970714532188016e-08,1.46798655924904e-07,1.1755440010425372e-08,4.9709080275587454e-08,1.4680437036699612e-07,1.1755897615304544e-08,4.9980891970513196e-08,1.4760710388189392e-07,1.1820179441451281e-08,0.1146551287179013,0.11465512871790133,0.11465512871790133,0.006412592173781951,0.006412592173781951,0.006412592173781955,2.7755575615628914e-17,4.336808689942018e-18,4.336808689942018e-18
16.0,0.77,2.02356455963879e-08,5.5793545487140136e-08,5.2231408568393254e-09,2.0236538691971714e-08,5.5796007922491775e-08,5.223371378964783e-09,2.0343874659082364e-08,5.6091953714528346e-08,5.251076493316265e-09,0.13154253555961726,0.1315425355596173,0.13154253555961726,0.008763862509017041,0.008763862509017045,0.008763862509017041,0.0,0.0,3.469446951953614e-18
16.8,0.77,9.22453352257572e-09,2.5277255621321193e-08,2.2567889931008407e-09,9.224972986306392e-09,2.527845984883354e-08,2.256896508229689e-09,9.272450210769417e-09,2.5408557911354065e-08,2.268511846536922e-09,0.1331769259845554,0.13317692598455544,0.13317692598455544,0.007971169961774202,0.007971169961774202,0.007971169961774199,2.7755575615628914e-17,3.469446951953614e-18,3.469446951953614e-18
17.6,0.77,3.484410888318046e-09,7.139226485334223e-09,8.222198924376402e-10,3.484526560191978e-09,7.139463486001611e-09,8.222471876444314e-10,3.5041462588015162e-09,7.179662382296271e-09,8.26876867380101e-10,0.2382080340349353,0.23820803403493523,0.23820803403493546,0.013263973327376872,0.013263973327376869,0.013263973327376872,1.6653345369377348e-16,0.0,3.469446951953614e-18
18.4,0.77,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,0.77,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,0.77,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,0.96,0.0001691005752478,0.0014915611052314,0.0003369645931446,0.0001691048479203,0.0014915987925788,0.0003369731072454,0.0001696350914534,0.0014962758353926,0.0003380297168763,0.012853105434927353,0.012853105434926487,0.012853105434926518,0.05103715284961671,0.05103715284959966,0.05103715284959795,8.344019919448442e-16,1.8762769116165146e-14,1.7069679003611782e-15
4.8,0.96,0.0001961535169738,0.0015686703167419,0.0001517853035123,0.0001961588822703,0.0015687132238562,0.0001517894552256,0.0001969233047033,0.0015748264294644,0.0001523809719763,0.015636114473488148,0.015636114473486815,0.01563611447349354,0.009362591810170186,0.009362591810174155,0.009362591810174535,5.3915205633359164e-15,4.348951754273855e-15,3.7990444123892075e-16
5.6,0.96,0.0001571720437145,0.0013021699004262,5.952393531880476e-05,0.0001571796211326,0.0013022326793113,5.952680502597306e-05,0.0001578924081534,0.0013081381175939,5.97967505424897e-05,0.014568515347978378,0.014568515347992535,0.01456851534799164,0.002089526903867994,0.0020895269038680754,0.0020895269038680906,1.326196097384269e-14,9.6710833785707e-17,1.5178830414797062e-17
6.4,0.96,0.0001040335719465,0.0006722747380877,2.722644131540246e-05,0.0001040404169849,0.0006723189713704,2.7228232718245276e-05,0.0001045548252809,0.0006756431262181,2.736285759964604e-05,0.023947128010542888,0.02394712801054244,0.023947128010511128,0.0016401673982795848,0.0016401673982798255,0.0016401673982797485,3.1759317398183384e-14,1.6371452804531117e-16,7.697835424647081e-17
7.2,0.96,7.600601658901746e-05,0.0001209654587948,1.7567958534194983e-05,7.601135823090315e-05,0.0001209739601503,1.756919319623049e-05,7.639663984132999e-05,0.0001215871453804,1.765824682197917e-05,0.3947964058922293,0.3947964058917361,0.39479640589168397,0.021092100960895116,0.02109210096086878,0.021092100960865983,5.453415496958769e-13,2.91329460555545e-14,2.796374243274613e-15
8.0,0.96,6.313931211679352e-05,8.591082745550573e-05,1.3492971140633876e-05,6.314435798639796e-05,8.591769314375e-05,1.3494049450971282e-05,6.3450191654681e-05,8.633382728625296e-05,1.3559406590946834e-05,0.5401369505120681,0.540136950512068,0.540136950512068,0.024667172958682766,0.024667172958682766,0.024667172958682777,1.1102230246251565e-16,1.0408340855860843e-17,1.0408340855860843e-17
8.8,0.96,2.2146857786225498e-05,5.8482307769758606e-05,7.047750281977032e-06,2.2147783908932013e-05,5.8484753344371386e-05,7.048045000154616e-06,2.2270399124943892e-05,5.880853836476927e-05,7.087064595239562e-06,0.14340861113003264,0.14340861113003264,0.1434086111300327,0.014522855334992028,0.014522855334992028,0.014522855334992028,5.551115123125783e-17,0.0,0.0
9.6,0.96,1.0975147127036464e-05,4.357983836541372e-05,3.95602958562392e-06,1.0975566100382196e-05,4.358150201424459e-05,3.956180606009536e-06,1.1036307706192604e-05,4.3822693255932114e-05,3.978075127047192e-06,0.06342339291703308,0.06342339291703306,0.06342339291703308,0.008240391233631648,0.00824039123363165,0.008240391233631648,0.0,0.0,1.734723475976807e-18
10.4,0.96,7.422066622450881e-06,2.996797611076026e-05,2.1099881419630517e-06,7.422412199985189e-06,2.99693714444078e-05,2.1100863847486006e-06,7.461956486831194e-06,3.0129038866407684e-05,2.1213282639409897e-06,0.061338742610420154,0.061338742610420154,0.061338742610420154,0.00495729999658725,0.004957299996587249,0.00495729999658725,0.0,0.0,1.734723475976807e-18
11.2,0.96,4.558508117512843e-06,1.6473387644030034e-05,7.956066136589124e-07,4.558752288053365e-06,1.647427001954886e-05,7.95649229289266e-07,4.5821403759516425e-06,1.65587891271755e-05,7.997312045612238e-07,0.07657369932990256,0.07657369932990256,0.07657369932990256,0.002332549844219221,0.002332549844219221,0.0023325498442192216,0.0,4.336808689942018e-19,4.336808689942018e-19
12.0,0.96,2.5104943204586913e-06,8.248758060828622e-06,4.859951086681578e-07,2.5106382088074556e-06,8.249230836316325e-06,4.860229633552303e-07,2.5230605359009658e-06,8.290047009414902e-06,4.884277448185951e-07,0.09262780119371075,0.09262780119371075,0.09262780119371078,0.003471256172841296,0.0034712561728412954,0.0034712561728412954,2.7755575615628914e-17,4.336808689942018e-19,0.0
12.8,0.96,6.98782114087772e-07,2.0494156478591713e-06,2.0546629356473354e-07,6.988028444534205e-07,2.0494764466902937e-06,2.0547238901467157e-07,7.028407338159921e-07,2.0613189273107105e-06,2.066596692046277e-07,0.1162581652998227,0.11625816529982275,0.1162581652998227,0.010051273203904197,0.010051273203904197,0.010051273203904197,0.0,0.0,0.0
13.6,0.96,2.2326444265691619e-07,5.624538293146109e-07,8.965029233705037e-08,2.232707310323755e-07,5.624696711603395e-07,8.965281739071115e-08,2.2457050018607598e-07,5.657440848064357e-07,9.017473070217824e-08,0.1575670372168015,0.1575670372168015,0.1575670372168015,0.02540561218624449,0.02540561218624449,0.025405612186244472,0.0,1.734723475976807e-17,1.734723475976807e-17
14.4,0.96,1.1132956876494968e-07,2.793728391653723e-07,4.0783582065283485e-08,1.1133314351568837e-07,2.793818097225589e-07,4.078489161082229e-08,1.119610012223032e-07,2.809573694955352e-07,4.10148959716324e-08,0.1588008017915329,0.15880080179153297,0.15880080179153286,0.02131092852649205,0.02131092852649205,0.021310928526492044,2.7755575615628914e-17,6.938893903907228e-18,6.938893903907228e-18
15.2,0.96,4.970548295377592e-08,1.4681200165545e-07,1.1752072069366868e-08,4.9707417919971775e-08,1.4681771684507234e-07,1.1752529561394592e-08,4.9979220525055274e-08,1.4762052333916844e-07,1.1816792970856954e-08,0.11462661719528337,0.11462661719528333,0.11462661719528333,0.006407753142903447,0.006407753142903447,0.006407753142903447,4.163336342344337e-17,0.0,0.0
16.0,0.96,2.0114244153738322e-08,5.6089032335127696e-08,5.239510957435317e-09,2.0115133112181773e-08,5.6091511216188196e-08,5.239742520076674e-09,2.0221825135902805e-08,5.638902437763986e-08,5.267534468065603e-09,0.12860313033375534,0.12860313033375542,0.12860313033375534,0.008726209007937715,0.008726209007937717,0.008726209007937717,0.0,1.734723475976807e-18,0.0
16.8,0.96,9.280470634419696e-09,2.5161429443196977e-08,2.2464478687390972e-09,9.280912223298342e-09,2.5162626689312033e-08,2.246554760558959e-09,9.328677344508044e-09,2.529212860516383e-08,2.2581168740517428e-09,0.13604086399651988,0.13604086399651988,0.13604086399651988,0.007971169961774204,0.007971169961774199,0.007971169961774202,0.0,1.734723475976807e-18,3.469446951953614e-18
17.6,0.96,3.484410888318046e-09,7.139226485334225e-09,8.222198924376402e-10,3.484526560191978e-09,7.1394634860016125e-09,8.222471876444314e-10,3.5041462588015162e-09,7.179662382296273e-09,8.26876867380101e-10,0.23820803403493518,0.23820803403493515,0.2382080340349353,0.013263973327376865,0.013263973327376862,0.013263973327376862,1.1102230246251565e-16,3.469446951953614e-18,0.0
18.4,0.96,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,0.96,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,0.96,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,1.15,0.0001706887160125,0.0014953215869773,0.0003353525771836,0.0001706930332242,0.0014953594079891,0.0003353610592211,0.0001712282566559,0.0015000482425524,0.0003364126141297,0.013029880028039183,0.013029880028029803,0.013029880028037198,0.05029607448690123,0.050296074486900544,0.05029607448688681,1.9845236565174673e-15,1.441902153231922e-14,1.3732071035832405e-14
4.8,1.15,0.000196288631754,0.0015687570380625,0.0001517253069266,0.0001962940007847,0.0015687999478557,0.0001517294570285,0.0001970589497685,0.0015749134914235,0.0001523207399689,0.015655931807368073,0.015655931807378457,0.015655931807378728,0.009354157432672134,0.009354157432673775,0.009354157432674174,1.0654671589449549e-14,2.040034807748725e-15,3.9898639947466563e-16
5.6,1.15,0.0001571797974203,0.0013021650662586,5.9522039170118995e-05,0.0001571873751618,0.0013022278444937,5.95249087668115e-05,0.0001579001973461,0.0013081332608511,5.9794845684065016e-05,0.01457006096836839,0.01457006096836654,0.014570060968382276,0.00208940929465748,0.002089409294657404,0.002089409294657406,1.3886461425194341e-14,7.37257477290143e-17,2.168404344971009e-18
6.4,1.15,0.0001040339620176,0.0006722742281848,2.7226368037149615e-05,0.000104040807075,0.0006723184613912,2.722815943343943e-05,0.0001045552172998,0.0006756426137174,2.736278395249724e-05,0.023947343915974563,0.02394734391595123,0.023947343915953517,0.0016401610575149089,0.0016401610575151242,0.0016401610575150645,2.1045665210550624e-14,1.5569143196891844e-16,5.963111948670274e-17
7.2,1.15,7.600604015083764e-05,0.0001209654473291,1.7567954273543615e-05,7.601138179390393e-05,0.000120973948683,1.756918893516982e-05,7.639666352376542e-05,0.000121587133855,1.7658242539320306e-05,0.39479672550711153,0.39479672550686473,0.39479672550665196,0.021092094728639835,0.021092094728626647,0.021092094728615278,4.595768210435835e-13,2.455674552592768e-14,1.1369377661551994e-14
8.0,1.15,6.313931388353274e-05,8.591082651781039e-05,1.3492970825640052e-05,6.314435975323674e-05,8.591769220592306e-05,1.3494049135943388e-05,6.34501934300773e-05,8.633382634388374e-05,1.3559406274393132e-05,0.5401369925307871,0.5401369925307871,0.5401369925307873,0.02466717234544308,0.024667172345443092,0.024667172345443092,2.220446049250313e-16,1.0408340855860843e-17,0.0
8.8,1.15,2.214685784525374e-05,5.848230769694607e-05,7.047750266219911e-06,2.214778396796189e-05,5.848475327155361e-05,7.048044984396572e-06,2.2270399184300573e-05,5.880853829154835e-05,7.0870645793942776e-06,0.14340861225158702,0.14340861225158702,0.1434086122515871,0.014522855306215547,0.014522855306215547,0.014522855306215554,8.326672684688674e-17,6.938893903907228e-18,6.938893903907228e-18
9.6,1.15,1.0975147103314057e-05,4.357983838013488e-05,3.9560296052602064e-06,1.0975566076659008e-05,4.358150202896679e-05,3.9561806256466155e-06,1.1036307682338125e-05,4.382269327073579e-05,3.9780751467929485e-06,0.06342339260000955,0.06342339260000958,0.06342339260000958,0.008240391309869068,0.008240391309869071,0.008240391309869071,2.7755575615628914e-17,3.469446951953614e-18,0.0
10.4,1.15,7.422066658148895e-06,2.996797601364601e-05,2.1099881413992246e-06,7.422412235684176e-06,2.996937134728624e-05,2.110086384184551e-06,7.461956522720373e-06,3.0129038768768688e-05,2.121328263373935e-06,0.061338743598012516,0.0613387435980125,0.0613387435980125,0.0049573000260671515,0.0049573000260671515,0.004957300026067153,1.3877787807814457e-17,1.734723475976807e-18,1.734723475976807e-18
11.2,1.15,4.558507945503336e-06,1.6473387994894307e-05,7.956066637176635e-07,4.5587521160370744e-06,1.647427037044071e-05,7.956492793511226e-07,4.5821402030528455e-06,1.6558789479867554e-05,7.997312548799162e-07,0.07657369028921664,0.07657369028921666,0.07657369028921666,0.0023325500383812267,0.0023325500383812275,0.0023325500383812275,2.7755575615628914e-17,8.673617379884035e-19,0.0
12.0,1.15,2.510495328037432e-06,8.24875582258322e-06,4.859948246617664e-07,2.5106392164276044e-06,8.249228597888945e-06,4.860226793293978e-07,2.5230615485066937e-06,8.29004475991206e-06,4.884274593874379e-07,0.09262792581339105,0.09262792581339105,0.09262792581339105,0.0034712539995718945,0.0034712539995718945,0.0034712539995718945,0.0,0.0,0.0
12.8,1.15,6.987869942908909e-07,2.0494001751985883e-06,2.054667591201027e-07,6.988077247409037e-07,2.0494609733935106e-06,2.054728545660884e-07,7.028456423032188e-07,2.0613033646046456e-06,2.0666013744613818e-07,0.11626154466339862,0.11626154466339862,0.11626154466339866,0.010051470525706348,0.010051470525706345,0.010051470525706345,4.163336342344337e-17,3.469446951953614e-18,0.0
13.6,1.15,2.2326504628754285e-07,5.624569606910205e-07,8.964851752866282e-08,2.2327133469393657e-07,5.624728026600462e-07,8.965104253792956e-08,2.2457110736184906e-07,5.657472345361482e-07,9.017294551710241e-08,0.15756613477660514,0.15756613477660514,0.15756613477660514,0.025404323415289507,0.025404323415289507,0.025404323415289518,0.0,1.0408340855860843e-17,1.0408340855860843e-17
14.4,1.15,1.113230238356282e-07,2.793722809925046e-07,4.0790335273506615e-08,1.1132659836065544e-07,2.793812514927293e-07,4.0791645030188395e-08,1.1195441915619513e-07,2.809568081175963e-07,4.102168747656998e-08,0.1587827654094582,0.15878276540945813,0.15878276540945818,0.021318071897234038,0.02131807189723402,0.021318071897234028,2.7755575615628914e-17,1.0408340855860843e-17,6.938893903907228e-18
15.2,1.15,4.969772536692294e-08,1.4680130875622545e-07,1.1764016004544829e-08,4.969965990876711e-08,1.468070231681522e-07,1.1764473932569668e-08,4.9971420092663915e-08,1.4760977118869713e-07,1.1828802654440868e-08,0.11460753422745609,0.11460753422745605,0.11460753422745605,0.006421719896994241,0.006421719896994241,0.006421719896994241,4.163336342344337e-17,0.0,0.0
16.0,1.15,2.0119165877670456e-08,5.6102756675483905e-08,5.233263130426666e-09,2.012005513103509e-08,5.610523637893892e-08,5.233494437076008e-09,2.0226773261476338e-08,5.64028223395802e-08,5.261253244810981e-09,0.1286031303337554,0.1286031303337554,0.12860313033375542,0.008701151708570968,0.008701151708570965,0.00870115170857097,2.7755575615628914e-17,1.734723475976807e-18,5.204170427930421e-18
16.8,1.15,9.259520015784744e-09,2.4922048524967845e-08,2.3106554340027726e-09,9.2599592867794e-09,2.492323082524105e-08,2.310765051338128e-09,9.307616571654866e-09,2.5051500666896983e-08,2.322657629363727e-09,0.13804143809439035,0.1380414380943904,0.13804143809439032,0.008596128553451763,0.00859612855345176,0.00859612855345176,2.7755575615628914e-17,3.469446951953614e-18,0.0
17.6,1.15,3.4844108883180453e-09,7.139226485334225e-09,8.222198924376402e-10,3.484526560191978e-09,7.1394634860016125e-09,8.222471876444314e-10,3.504146258801515e-09,7.179662382296273e-09,8.26876867380101e-10,0.2382080340349351,0.23820803403493515,0.23820803403493515,0.013263973327376865,0.013263973327376862,0.013263973327376862,5.551115123125783e-17,3.469446951953614e-18,0.0
18.4,1.15,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,1.15,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,1.15,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,1.34,0.0001722796614203,0.001499016244654,0.0003337512363909,0.0001722840232264,0.0014990541970055,0.0003337596863622,0.000172824235351,0.0015037546169137,0.0003348062200216,0.013208555963918145,0.013208555963911336,0.013208555963913038,0.049571617266128694,0.04957161726613039,0.04957161726615005,5.10702591327572e-15,2.135791543622645e-14,1.9664825323673085e-14
4.8,1.34,0.0001964237570903,0.0015688434427182,0.0001516653511057,0.0001964291298546,0.0015688863551753,0.0001516694995967,0.0001971946054303,0.0015750002354685,0.0001522605488856,0.015675767511701855,0.015675767511701022,0.015675767511691623,0.009345736584521341,0.009345736584523671,0.009345736584517999,1.0231399061311208e-14,3.3428121382073073e-15,5.672545766444159e-15
5.6,1.34,0.0001571875510568,0.0013021602309697,5.952014313828802e-05,0.0001571951291218,0.0013022230085547,5.952301262450976e-05,0.0001579079864691,0.0013081284029818,5.979294094303011e-05,0.014571606694467798,0.014571606694471117,0.014571606694469445,0.0020892916996856337,0.002089291699685428,0.002089291699685466,1.64625257870199e-15,1.6783449630075609e-16,3.7730235602495554e-17
6.4,1.34,0.0001040343520878,0.0006722737182801,2.7226294759302388e-05,0.0001040411971643,0.0006723179514102,2.722808614903924e-05,0.0001045556093178,0.0006756421012149,2.73627103057561e-05,0.023947559822420944,0.023947559822420805,0.023947559822412062,0.0016401547168105241,0.001640154716810713,0.001640154716810628,8.881784197001252e-15,1.0386656812411132e-16,8.500145032286355e-17
7.2,1.34,7.600606371287709e-05,0.0001209654358632,1.7567950012952227e-05,7.601140535712398e-05,0.0001209739372155,1.756918467416914e-05,7.639668720642125e-05,0.0001215871223293,1.765823825672173e-05,0.39479704512576713,0.3947970451257664,0.394797045126036,0.02109208849659806,0.02109208849659803,0.021092088496612427,2.6884050541298166e-13,1.4366979828039916e-14,1.43982048506075e-14
8.0,1.34,6.313931565229087e-05,8.591082558240335e-05,1.3492970508759048e-05,6.314436152209463e-05,8.591769127038467e-05,1.3494048819028167e-05,6.345019520750248e-05,8.633382540381417e-05,1.3559405955942964e-05,0.5401370345552768,0.5401370345552768,0.5401370345552766,0.024667171723989238,0.024667171723989228,0.024667171723989228,2.220446049250313e-16,1.0408340855860843e-17,0.0
8.8,1.34,2.2146857907199705e-05,5.848230761854747e-05,7.0477502504623235e-06,2.214778402990956e-05,5.8484753193149395e-05,7.048044968638044e-06,2.2270399246591196e-05,5.880853821271008e-05,7.087064563548506e-06,0.14340861343832392,0.14340861343832392,0.14340861343832392,0.014522855280211506,0.01452285528021151,0.014522855280211506,0.0,0.0,3.469446951953614e-18
9.6,1.34,1.097514712342376e-05,4.35798383273272e-05,3.956029599315189e-06,1.0975566096769178e-05,4.35815019761559e-05,3.956180619701262e-06,1.103630770255959e-05,4.382269321763263e-05,3.9780751408146925e-06,0.06342339298613629,0.06342339298613629,0.06342339298613632,0.008240391305072696,0.008240391305072696,0.008240391305072698,2.7755575615628914e-17,1.734723475976807e-18,1.734723475976807e-18
10.4,1.34,7.422066683292962e-06,2.9967975942332868e-05,2.109988140872866e-06,7.422412260828919e-06,2.996937127596778e-05,2.1100863836580275e-06,7.46195654799908e-06,3.012903869707027e-05,2.1213282628446064e-06,0.06133874430554137,0.06133874430554137,0.061338744305541384,0.0049573000471870785,0.0049573000471870785,0.0049573000471870785,1.3877787807814457e-17,0.0,0.0
11.2,1.34,4.5585079061044325e-06,1.6473388549208365e-05,7.956065820611202e-07,4.558752076640041e-06,1.6474270924798843e-05,7.956491976909001e-07,4.58214016345369e-06,1.655879003706975e-05,7.997311728007465e-07,0.07657368381230789,0.07657368381230786,0.07657368381230789,0.0023325494026057076,0.0023325494026057076,0.0023325494026057076,0.0,0.0,0.0
12.0,1.34,2.5104946310683556e-06,8.248758411778193e-06,4.859948555054508e-07,2.510638519436568e-06,8.249231187291418e-06,4.86022710178332e-07,2.5230608480670324e-06,8.290047362126577e-06,4.884274903890088e-07,0.09262781623253029,0.09262781623253029,0.09262781623253029,0.0034712522610013037,0.003471252261001303,0.003471252261001303,0.0,8.673617379884035e-19,0.0
12.8,1.34,6.987857618056051e-07,2.049403004697858e-06,2.0546715984402825e-07,6.988064922278861e-07,2.0494638030026225e-06,2.0547325530449874e-07,7.028444026683766e-07,2.061306210564075e-06,2.066605405001335e-07,0.11626081352062374,0.11626081352062374,0.11626081352062374,0.010051481977589998,0.010051481977589994,0.010051481977589994,0.0,3.469446951953614e-18,0.0
13.6,1.34,2.2326027653039697e-07,5.624688926071745e-07,8.96487902497012e-08,2.2326656484577745e-07,5.624847350214339e-07,8.965131528404824e-08,2.2456630974604895e-07,5.657592363617024e-07,9.017321985101089e-08,0.15755271777987426,0.15755271777987417,0.15755271777987423,0.025403400158480204,0.025403400158480194,0.025403400158480204,2.7755575615628914e-17,0.0,1.0408340855860843e-17
14.4,1.34,1.1132200550824042e-07,2.793810927918337e-07,4.0787980013233296e-08,1.1132558004007933e-07,2.793900636741567e-07,4.0789289708765074e-08,1.1195339509285093e-07,2.809656699948811e-07,4.1019318872429034e-08,0.15876984468031305,0.15876984468031313,0.15876984468031302,0.021314265544118277,0.021314265544118288,0.021314265544118277,2.7755575615628914e-17,0.0,1.0408340855860843e-17
15.2,1.34,4.96978704732193e-08,1.4681049173589056e-07,1.1760387509510896e-08,4.969980508247342e-08,1.468162066877227e-07,1.176084531090744e-08,4.9971566060187196e-08,1.4761900492420414e-07,1.1825154191296987e-08,0.11459386647346832,0.11459386647346836,0.1145938664734684,0.0064169562401411966,0.0064169562401411966,0.0064169562401411966,8.326672684688674e-17,0.0,0.0
16.0,1.34,2.0122682869662417e-08,5.6112563888524165e-08,5.228798524556936e-09,2.0123572333626417e-08,5.611504417924036e-08,5.229029648204452e-09,2.0230309119547612e-08,5.641268216111645e-08,5.256764774397893e-09,0.1286031303337554,0.1286031303337554,0.12860313033375534,0.008683275695400183,0.008683275695400184,0.008683275695400183,5.551115123125783e-17,0.0,1.734723475976807e-18
16.8,1.34,9.352782009881095e-09,2.5011697896849683e-08,2.233079625335666e-09,9.353226373001421e-09,2.5012886235903272e-08,2.233185721920532e-09,9.401363666045382e-09,2.5141617497886676e-08,2.244679030350229e-09,0.1398283636822094,0.13982836368220947,0.13982836368220947,0.007971169961774195,0.007971169961774195,0.007971169961774195,5.551115123125783e-17,0.0,0.0
17.6,1.34,3.484410888318046e-09,7.139226485334223e-09,8.222198924376402e-10,3.484526560191978e-09,7.139463486001611e-09,8.222471876444314e-10,3.5041462588015162e-09,7.179662382296271e-09,8.26876867380101e-10,0.2382080340349353,0.23820803403493523,0.23820803403493546,0.013263973327376872,0.013263973327376869,0.013263973327376872,1.6653345369377348e-16,0.0,3.469446951953614e-18
18.4,1.34,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,1.34,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,1.34,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,1.53,0.0001738733388017,0.0015026456270817,0.0003321607154432,0.0001738777452534,0.0015026837084538,0.0003321691333533,0.0001744229546374,0.0015073955090231,0.00033321067969,0.013389144967669084,0.013389144967675723,0.013389144967671573,0.048863367168815,0.04886336716881484,0.04886336716883843,2.489328188026718e-15,2.3425705819590803e-14,2.358530037938067e-14
4.8,1.53,0.0001965588929171,0.0015689295309817,0.0001516054360511,0.0001965642694146,0.0015689724460875,0.0001516095829317,0.0001973302716232,0.0015750866618732,0.000152200398728,0.01569562159266694,0.01569562159266852,0.015695621592666104,0.009337329242808966,0.009337329242817351,0.009337329242808244,8.36136715420821e-16,7.216449660063518e-16,9.107298248878237e-15
5.6,1.53,0.0001571953046239,0.0013021553945598,5.951824722330873e-05,0.0001572028830123,0.0013022181714945,5.952111659906475e-05,0.0001579157755224,0.0013081235439862,5.979103631938186e-05,0.01457315252625939,0.014573152526254206,0.014573152526256721,0.0020891741189501697,0.0020891741189501874,0.002089174118950309,2.6680047060523293e-15,1.3921155894713877e-16,1.214306433183765e-16
6.4,1.53,0.0001040347421571,0.0006722732083732,2.722622148192537e-05,0.0001040415872527,0.000672317441427,2.722801286510929e-05,0.0001045560013349,0.0006756415887102,2.736263665948753e-05,0.023947775729910546,0.023947775729933646,0.023947775729915143,0.0016401483761761641,0.0016401483761763261,0.0016401483761761626,4.597017211338539e-15,1.5178830414797062e-18,1.6349768761081407e-16
