D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,a_start_real,a_start_imag,b_start_real,b_start_imag,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,jost_log_scale_a,jost_log_scale_b,jost_nfev_a,jost_nfev_b,matrix_det_minus_one_abs_short_diag,matrix_nfev_short_diag,jost_denom_a_abs,jost_denom_b_abs,jost_denom_product_abs,jost_denom_floor_endpoints,jost_denom_floor_segment,jost_pole_initial_real,jost_pole_initial_imag,jost_pole_distance_segment,exact_projective_gain,exact_projective_delta,exact_projective_delta_over_budget,exact_projective_formula_rel_error,exact_projective_formula_abs_error_over_budget,segment_gain_bound,segment_delta_bound,segment_delta_bound_over_budget,exact_projective_status,segment_projective_status,jost_required_product,jost_observed_product,jost_product_margin,transfer_upper_ratio_with_formula_error,jost_product_lower_from_transfer,jost_product_lower_from_transfer_margin,pole_endpoint_distance_a,pole_endpoint_distance_b,pole_endpoint_distance_product,projective_B_abs_from_a,projective_B_abs_from_b,projective_B_abs_floor,projective_B_abs_rel_mismatch,pole_product_lower_bound,pole_product_lower_margin,pole_product_identity_rel_error,jost_product_bound_status,pole_exclusion_status
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,1600_to_3200,1600.0,3200.0,0.7530439004879111,0.025101463349597,0.0096433662622345,0.0811468299159134,-0.0096485336783345,-0.081143747456424,0.1634331940187292,1.0983418365923637e-06,4.3756087893975185e-05,-3.1174176691731352,15.027775642060645,5234.0,5234.0,,,0.0442713441932922,3361089.1865060707,148799.93624016276,0.0442713441932922,0.009883783193759,0.0096433664917802,0.0811468277754897,4.805996379494437e-10,6.7204329871889345e-06,1.0983418282851173e-06,4.375608756302849e-05,7.563443484346673e-09,3.30946697882187e-13,10236.549227875896,1672.9919360417146,66649.17948174417,passes_exact_projective_budget,not_lifted_segment_projective,6.510903039497618,148799.93624016276,22853.962858529096,4.375608822492188e-05,148799.785189349,22853.939658857274,2.152697108601705e-09,0.1634331919203658,3.5182215969651895e-10,20565524.065784093,20565523.7287649,20565503.16324117,1.6387581120688718e-08,148799.48740233667,22853.893922189025,1.6387581420432135e-08,passes_jost_product_lower_bound,passes_projective_pole_exclusion
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,1600_to_3200,1600.0,3200.0,0.7530438565813186,0.0251014618860439,0.0096433660383382,0.0811468298770442,-0.0096485334106629,-0.0811437474041489,0.1634331938701966,1.0983430149208615e-06,4.3756137387819856e-05,-3.117418399863668,15.027775296145794,5234.0,5234.0,,,0.0442713118446519,3361088.023855614,148799.77604143697,0.0442713118446519,0.0098838358427067,0.0096433662678867,0.0811468277366216,4.806023622522833e-10,6.720440222447145e-06,1.0983430097682718e-06,4.375613718254934e-05,4.6912393151261165e-09,2.0527051199180032e-13,10236.440172622672,1672.974111272911,66648.47325896434,passes_exact_projective_budget,not_lifted_segment_projective,6.51090341320174,148799.77604143697,22853.936942103184,4.375613759309037e-05,148799.62584555172,22853.9138737399,2.1526963170611604e-09,0.1634331917718347,3.5182203001277893e-10,20565516.60063722,20565516.633536417,20565496.035120618,1.5997262688432003e-09,148799.32940451673,22853.86834380094,1.5997280903261619e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
6.0,100.0,800.0,even,1.0,0.0833333333333333,0.0048913804928334,-0.0013098846768973,0.0013066925319058,1600_to_3200,1600.0,3200.0,0.3602649423858714,0.0150110392660779,0.0093737982926011,0.0698456072329542,-0.0093733966360814,-0.0698471181238766,0.1409450773716946,2.0984352762837443e-06,0.0001397928044213,-3.366888135112097,14.481821750625976,5160.0,5160.0,,,0.0344968199308009,1947041.7952794733,67166.75020949943,0.0344968199308008,0.0086527357317752,0.0093737985918653,0.0698456047537489,6.263658478955665e-10,1.4888318950684762e-05,2.098435266438732e-06,0.0001397928037654,4.691596823687659e-09,6.558514771975026e-13,13356.513893735771,1882.5348841687037,125410.02996527136,passes_exact_projective_budget,not_lifted_segment_projective,9.389428331601511,67166.75020949943,7153.444047646627,0.00013979280507715148,67166.68241252596,7153.436827082065,2.4972020298830583e-09,0.14094507495432335,3.5196832727795605e-10,13814188.647130147,13814188.228361007,13814174.414172778,3.0314421678575625e-08,67166.54667333509,7153.4223704840615,3.031442348681859e-08,passes_jost_product_lower_bound,passes_projective_pole_exclusion
6.0,100.0,800.0,odd,1.0,0.0833333333333333,0.004891380441855,-0.0013098846845399,0.0013066925395628,1600_to_3200,1600.0,3200.0,0.3602650894584045,0.0150110453941001,0.0093737983944413,0.0698456068816771,-0.0093733967853017,-0.0698471176973487,0.1409450766341945,2.0984409376410594e-06,0.0001397931244992,-3.366891000767924,14.481821910588964,5160.0,5160.0,,,0.0344967210749295,1947042.106734123,67166.5684771503,0.0344967210749295,0.0086528116959588,0.0093737986937121,0.0698456044024802,6.263712429137558e-10,1.4888359233957213e-05,2.0984409331875164e-06,0.0001397931242025,2.122310368234975e-09,2.966843975326813e-13,13356.27937754478,1882.5018204157604,125407.77614033752,passes_exact_projective_budget,not_lifted_segment_projective,9.389424449385196,67166.5684771503,7153.42765035489,0.00013979312479588438,67166.50102550093,7153.420466565326,2.497194485358601e-09,0.1409450742168324,3.519672620727326e-10,13814190.795786463,13814190.510402365,13814176.696211854,2.0658763317133722e-08,67166.36559007215,7153.406042312859,2.0658765342561185e-08,passes_jost_product_lower_bound,passes_projective_pole_exclusion
6.0,120.0,800.0,even,1.0,0.1,0.0034597665381007,-0.0010622455538093,0.0010604125989039,1600_to_3200,1600.0,3200.0,0.195993843504807,0.0097996921752403,0.0090499845235033,0.0586584090393181,-0.0090639439366363,-0.058671215289241,0.1187196493818099,3.925332924374507e-06,0.0004005567577206,-3.593882723426874,13.91095166196154,5112.0,5112.0,,,0.0274913815000764,1100144.0260402744,30244.4791249032,0.0274913815000764,0.0078741956215047,0.0090499849295985,0.0586584061005713,8.497266683035331e-10,3.306388567216565e-05,3.925332914199755e-06,0.0004005567566823,2.5920736495284682e-09,1.0382726168282049e-12,16128.263125720248,1914.7417434230815,195387.9478235877,passes_exact_projective_budget,not_lifted_segment_projective,12.11463046581856,30244.4791249032,2496.525107409427,0.0004005567587588726,30244.44872363484,2496.5225979421803,2.966672559259403e-09,0.11871964653943218,3.52202317633509e-10,9266739.402793854,9266739.399151316,9266730.132411916,3.9307661563449506e-10,30244.38837966816,2496.5176168602684,3.930775994957267e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
6.0,120.0,800.0,odd,1.0,0.1,0.0034597665623006,-0.0010622455933506,0.0010604126383642,1600_to_3200,1600.0,3200.0,0.1959937942767807,0.009799689713839,0.0090499848216559,0.0586584092915795,-0.0090639444123869,-0.058671215465224,0.1187196499231203,3.925341287520423e-06,0.0004005577117382,-3.593885298809154,13.910952109622084,5112.0,5112.0,,,0.0274913106993508,1100144.518531459,30244.414773136097,0.0274913106993508,0.0078741338032529,0.0090499852277453,0.0586584063528409,8.497196258723176e-10,3.3063956022988644e-05,3.925341284122659e-06,0.0004005577113915,8.655971541877552e-10,3.467216153686054e-13,16128.516366259391,1914.7718167816329,195391.06570666295,passes_exact_projective_budget,not_lifted_segment_projective,12.114633563904158,30244.414773136097,2496.5191570672064,0.00040055771208492163,30244.38447636777,2496.516656226536,2.9666636408698063e-09,0.11871964708074982,3.522012604513557e-10,9266743.395045126,9266743.505252935,9266734.12830173,1.1892830428817366e-08,30244.32368029183,2496.51163782663,1.189283239809072e-08,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,60.0,400.0,even,1.0,0.05,0.0108648842827327,-0.0032966013702414,0.0032788330374462,1600_to_3200,1600.0,3200.0,0.4523078186556681,0.0113076954663917,0.0157068354824547,0.1049321811312065,-0.0157095322171671,-0.1049330001303137,0.2122036344301591,1.7001214753244892e-14,1.5035083677107546e-12,7.281960858343528,24.562700927724116,5308.0,5308.0,,,1453.8359984134345,46499199192.47001,67602209683409.805,1453.8359984134345,413.5094484939845,0.0157068364070606,0.104932174561226,1.887090680941652e-09,1.479241587934971e-14,3.1390044116004074e-15,2.7759895205261193e-13,0.8153658749001279,1.225909415658143e-12,5.848293033192058e-06,1.241029036855934e-06,0.000109750836547,passes_exact_projective_budget,passes_segment_projective_budget,18.766302564555495,67602209683409.805,3602319074354.701,2.7294177833688975e-12,6875562954341.81,366378136060.1049,6.6347222920065455e-09,0.21220362806946497,1.4079121415971451e-09,219125373214.94272,219125373187.5332,219125154062.16,1.250859951940529e-10,67602006868527.48,3602308266957.6855,1.2508605546476984e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,60.0,400.0,odd,1.0,0.05,0.0108648842799949,-0.0032966013730217,0.003278833040216,1600_to_3200,1600.0,3200.0,0.4523078019672174,0.0113076950491804,0.0157068354973224,0.1049321811203862,-0.0157095322320302,-0.1049330001194813,0.2122036344131466,3.101426190054152e-14,2.742757190183457e-12,7.281960922635757,24.562700950954476,5308.0,5308.0,,,1453.8360918837948,46499200272.663155,67602215600130.555,1453.836091883796,413.50930127780214,0.0157068364219274,0.1049321745504053,1.887089960561754e-09,1.4792414584679217e-14,3.1390041366149667e-15,2.77598937976531e-13,0.8987883656015635,2.465158252206926e-12,5.848297197371795e-06,1.2410299204105145e-06,0.0001097509187339,passes_exact_projective_budget,passes_segment_projective_budget,18.766303255456773,67602215600130.555,3602319257015.8174,5.2079154423903835e-12,3603415742199.526,192015214352.44537,6.6347225653094526e-09,0.21220362805245196,1.407912199480137e-09,219125378276.6101,219125378295.4625,219125159151.2318,8.603470132605703e-11,67602012787870.36,3602308449758.9253,8.603580349944577e-11,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066751756346851,-0.0024454331384992,0.002437310128149,1600_to_3200,1600.0,3200.0,0.1707273293788763,0.0056909109792958,0.0148315633910089,0.0824275605561204,-0.014835805695802,-0.0824291295764303,0.1675048687948888,2.5212274061294945e-14,4.430270329832928e-12,6.22186384347813,23.028884374133597,5234.0,5234.0,,,503.6410658769374,10030380497.40689,5051711524865.249,503.6410658769369,170.33329259806908,0.0148315647886974,0.0824275522623869,2.8445236424855252e-09,1.979527126752699e-13,3.315804316426342e-14,5.826491274401559e-12,0.3151547965745208,1.3962209445686316e-12,3.4466796254252134e-05,5.773356184348671e-06,0.0010144871717995,passes_exact_projective_budget,passes_segment_projective_budget,29.43375312042151,5051711524865.249,171629880300.93613,7.222712218970191e-12,4075162182062.548,138452006626.20047,8.410680612921914e-09,0.16750486087982505,1.4088298859721268e-09,59881130797.329124,59881130880.154594,59881070916.198326,1.383164759137049e-09,5051696362758.504,171629365174.41852,1.3831640363334845e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066751756386915,-0.0024454331392326,0.0024373101288751,1600_to_3200,1600.0,3200.0,0.1707273203919376,0.0056909106797312,0.014831563391083,0.0824275605804365,-0.014835805695873,-0.0824291296007529,0.1675048688427842,4.1113398431000026e-14,7.22439706836896e-12,6.2218636832741785,23.02888437395411,5234.0,5234.0,,,503.640985191655,10030380495.606571,5051710714654.46,503.64098519165543,170.33321953033433,0.0148315647887705,0.0824275522867042,2.8445224209381775e-09,1.979527444236087e-13,3.315804849174577e-14,5.826492517241837e-12,0.1934977463029623,1.397904551127122e-12,3.446682582465859e-05,5.773361139186526e-06,0.0010144880958594,passes_exact_projective_budget,passes_segment_projective_budget,29.43375467820486,5051710714654.46,171629843690.8274,8.622301619496082e-12,3413673812789.9536,115978197484.86641,8.410679269979826e-09,0.16750486092772152,1.4088296614256412e-09,59881130765.41831,59881130852.28427,59881070884.287544,1.4506399249834277e-09,5051695552209.273,171629328552.83865,1.4506412066122742e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044829286332729,-0.0019084219910151,0.0019041578008704,1600_to_3200,1600.0,3200.0,0.077100340372954,0.0032125141822064,0.0140952985001847,0.0676811096237328,-0.0141013884164917,-0.067683750542663,0.1382703819367872,2.5403768029436413e-13,7.90775280312961e-11,5.3186330464919305,21.74128354167556,5160.0,5160.0,,,204.1046895934738,2767702918.126908,564901144991.2433,204.10468959347347,78.97707866012766,0.014095300445461,0.0676810996142359,3.945578843132925e-09,1.7702212305048549e-12,2.447691656545157e-13,7.619240002433347e-11,0.0364848026840293,2.8851280069626396e-12,0.0001603237525609,2.216802650014261e-05,0.0069005225324537,passes_exact_projective_budget,passes_segment_projective_budget,43.04117401337701,564901144991.2433,13124668597.926126,8.196265603825875e-11,525130993218.5719,12200666112.29897,1.0196770470700526e-08,0.13827037253431215,1.4099112516306353e-09,20016601352.354618,20016601296.42086,20016581279.819565,2.7943683743995207e-09,564899448710.9667,13124629187.284678,2.7943668190820707e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044829286333332,-0.0019084219913101,0.0019041578011647,1600_to_3200,1600.0,3200.0,0.0771003414939211,0.0032125142289133,0.0140952985021847,0.0676811096245947,-0.01410138841848,-0.0676837505435339,0.1382703819392968,2.4104956471263626e-13,7.503455161167347e-11,5.318633050693595,21.741283544718726,5160.0,5160.0,,,204.10469045105333,2767702926.549486,564901149083.8573,204.10469045105333,78.97707863653204,0.0140953004474609,0.0676810996150978,3.945578837713058e-09,1.7702212176798989e-12,2.4476916388564677e-13,7.619239836594875e-11,0.0154308479148044,1.1578467542752809e-12,0.0001603237526567,2.2168026513791053e-05,0.0069005224363751,passes_exact_projective_budget,passes_segment_projective_budget,43.04117338838049,564901149083.8573,13124668883.594133,7.735024512022402e-11,556444653540.6461,12928194324.99174,1.0196770451836962e-08,0.13827037253682184,1.409911249047954e-09,20016601473.48748,20016601356.97138,20016581340.37002,5.8209732551995335e-09,564899451093.8402,13124629433.22874,5.820973353418832e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,120.0,400.0,even,1.0,0.1,0.0035632874720739,-0.0016518369123545,0.0016489012108059,1600_to_3200,1600.0,3200.0,0.0375542748974702,0.0018777137448735,0.0136680233955291,0.0604086936563864,-0.013675492492448,-0.0604122439795383,0.123876417579538,1.009497499619389e-12,5.376205517883092e-10,4.671841948429969,20.874070087520657,5112.0,5112.0,,,106.89445528345216,1162769024.4341514,124293561487.35963,106.89445528345207,44.57873315135219,0.0136680257429216,0.0604086825128679,4.749226359278591e-09,8.045469033419705e-12,9.96643881607142e-13,5.307751963408456e-10,0.012732689300462,6.845355447463484e-12,0.0005032045450804,6.233517635430728e-05,0.0331973798053581,passes_exact_projective_budget,passes_segment_projective_budget,65.9719395023566,124293561487.35963,1884036795.415416,5.444659072357727e-10,121168052312.68408,1836660453.3182747,1.138807517490156e-08,0.1238764072290257,1.4107138379208637e-09,9386525259.25007,9386525250.804182,9386515864.27893,8.99788610376774e-10,124293188495.2105,1884031141.6154528,8.997881630223026e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
