D,R_tail,parity,R0,R1,center_mode,center_anchors,tube_factor,tube_radius_min,node_index,tau,R,center_real,center_imag,center_speed_abs,n_points,max_q,median_q,max_raw_flow,dF_dE_abs_min,dF_dE_abs_median,curved_numerator_abs_max,dF_dE_CR_rel_mismatch_max
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,11.0,0.34375,66.875,0.008342319391593401,-0.0031206162788479943,0.0001381456249601222,17.0,0.0029724058312881533,0.002156262686852183,0.00285449159320633,115.45171982731691,134.217539824625,7.439408599123848,0.0148697399664581
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,12.0,0.375,67.5,0.008258032227913234,-0.003101746372938279,0.00013824321971909196,17.0,0.0029450423136961747,0.002136179100294048,0.002826928884435539,114.41365367790023,132.9858084954097,10.051830765732275,0.017161581844530347
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,13.0,0.40625,68.125,0.008173728380790486,-0.003082729948581892,0.0001383005072913147,17.0,0.0029181252064478377,0.002116473913468259,0.002799850405360059,113.39494027171143,131.7768442268823,12.095911863878486,0.01971566384876856
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,14.0,0.4375,68.75,0.008089431979756478,-0.003063575553825112,0.00013831746405858832,17.0,0.002891644792458667,0.002097136121375578,0.0027732466092294907,112.39491895476183,130.59000775783534,12.18670474342614,0.022225974577711635
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,15.0,0.46875,69.375,0.008005167154342529,-0.0030442917367142185,0.0001382940675344654,17.0,0.0028655879591276013,0.0020781555116306874,0.0027471042091495946,111.41315764571632,129.42468530524084,10.130701066664113,0.024293441110342606
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,16.0,0.5,70.0,0.007920958034079967,-0.0030248870452954917,0.00013823029629793363,17.0,0.0028399427113142664,0.0020595221608334688,0.0027214114580046416,110.449128451981,128.28028581309007,7.46020209444596,0.02547703820631308
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,17.0,0.53125,70.625,0.007836828748500117,-0.003005370027615209,0.00013812612993172158,17.0,0.0028146980292212418,0.0020412269423555327,0.002696157145399439,109.50235793267379,127.15624073655545,5.34595460474391,0.025505454112097405
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,18.0,0.5625,71.25,0.007752803427134303,-0.0029857492317196524,0.00013798154896486087,17.0,0.0027898417688441645,0.0020232603775997404,0.002671329212639753,108.57241317753696,126.05200190374532,3.951091778117925,0.024463877345160548
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,19.0,0.59375,71.875,0.007668906199513842,-0.0029660332056550987,0.00013779653481917038,17.0,0.0027653631990871065,0.002005613749800706,0.002646916867182778,107.65884754066248,124.96704096418875,3.0791712492335357,0.02274811342650772
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,20.0,0.625,72.5,0.007585161195170062,-0.0029462304974678284,0.00013757106975935862,17.0,0.00274125196228489,0.0019882787377869266,0.002622909760921342,106.76122922211589,123.90084831587615,2.504093993577217,0.020844058854055183
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,21.0,0.65625,73.125,0.007501592543634288,-0.0029263496552041223,0.00013730513684646477,17.0,0.0027174985174473884,0.001971246987239955,0.002599298232535807,105.87913819249995,122.85293171364847,2.160871369167609,0.019156081731733353
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,22.0,0.6875,73.75,0.007418224374437842,-0.0029063992269102567,0.00013699871989438707,17.0,0.002694092289624588,0.0019545105067052737,0.002576071745185874,105.01221876577273,121.82281601445267,1.9204060899004807,0.01798153921305304
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,23.0,0.71875,74.375,0.007335080817112049,-0.0028863877606325142,0.00013665180342926575,17.0,0.0026710261908412937,0.001938061581132398,0.0025532231582188905,104.16001107217964,120.81004210135258,1.8053824607269942,0.01755163206282713
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,24.0,0.75,75.0,0.0072521860011882265,-0.0028663238044171722,0.00013626437265150995,17.0,0.0026482905439162686,0.0019218951514065991,0.0025307426688936318,103.32218256477904,119.81416604356882,1.7505953215219938,0.017951627451783126
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,25.0,0.78125,75.625,0.007169564056197706,-0.002846215906310511,0.00013583641340027578,17.0,0.0026258781767754128,0.0019059997255534411,0.0025086232012213722,102.49831584744142,118.83475911711957,1.7666566250983076,0.018921030184156754
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,26.0,0.8125,76.25,0.007087239111671807,-0.002826072614358809,0.00013536791212021736,17.0,0.0026037824666410867,0.001890372643847988,0.002486858005289592,101.68802883472416,117.87140636098212,1.8807409148278795,0.020048848528575743
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,27.0,0.84375,76.875,0.007005235297141855,-0.002805902476608346,0.00013485885583035056,17.0,0.0025819940322465403,0.001875003274136114,0.0024654376602386246,100.89103998290538,116.92370671770702,2.0454435213155713,0.021203796243366383
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,28.0,0.875,77.5,0.00692357674213917,-0.002785714041105403,0.00013430923209488098,17.0,0.0025605069458411425,0.0018598901195105966,0.002444356303109252,100.10695022773388,115.99127213170944,2.377655432834499,0.022398605458092625
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,29.0,0.90625,78.125,0.006842287576195078,-0.002765515855896256,0.00013371902899585972,17.0,0.002539314717308604,0.0018450219529384097,0.0024236073765582992,99.3354210779371,115.07372717537845,2.875680494401384,0.02354635113474978
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,30.0,0.9375,78.75,0.0067613919288409055,-0.0027453164690271863,0.00013308823510754323,17.0,0.0025184097629640237,0.0018303963557965148,0.002403183188785411,98.57617543214921,114.17070842558304,3.608190791215402,0.02443713401756635
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,31.0,0.96875,79.375,0.006680913929607972,-0.0027251244285444736,0.00013241683947234355,17.0,0.0024977847648906264,0.0018160062367237502,0.0023830765638238084,97.82890294859018,113.28186447153291,4.856206744550521,0.0248419566352844
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,32.0,1.0,80.0,0.006600877708027601,-0.0027049482824943972,0.00013170483157826443,17.0,0.0024774355392512028,0.0018018473475486588,0.0023632831338398453,97.09324022695422,112.40685493126577,6.479785098191647,0.02464044820787031
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,0.0,0.0,60.0,0.010772654646807003,-0.003629161727314304,0.00027588535945133043,17.0,0.003471651509185857,0.002387571230285254,0.0032360474142190195,127.48327653164505,149.17974626466034,2.4993722543907624,0.02252221228572542
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,1.0,0.03125,60.625,0.010605033683361291,-0.0035948343263706222,0.0002716400216594545,17.0,0.003431600876763416,0.0023631140508379687,0.0031995629511639453,126.24192162379354,147.6292757339961,2.275904417202017,0.018299761481682376
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,2.0,0.0625,61.25,0.010440036014822213,-0.003560868330370743,0.0002674297536945054,17.0,0.0033923399859774874,0.0023391706512260425,0.0031638398821098182,125.02536941738676,146.87385575408305,2.1547428388397654,0.013928817880420474
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,3.0,0.09375,61.875,0.010277639653210137,-0.003527262732568949,0.0002632545518964542,17.0,0.003353841207254337,0.0023157249763696226,0.0031288501551528323,123.832979626218,146.84963565024913,2.120864890628892,0.010786756886187727
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,4.0,0.125,62.5,0.010117822610545467,-0.003494016526219521,0.00025911441249162686,17.0,0.0033160813684902433,0.0022927623275579537,0.003094569982807057,122.66409209726031,146.06774462754245,2.169177876515479,0.010094245176203593
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,5.0,0.15625,63.125,0.00996056289884855,-0.0034611287045767424,0.0002550093315885893,17.0,0.003279043842490129,0.002270266514460876,0.0030609825456450065,121.51788308332429,144.59483171141855,2.3093767075910048,0.013073752471853587
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,6.0,0.1875,63.75,0.009805838530139784,-0.003428598260894894,0.0002509393051738697,17.0,0.0032427104778622894,0.00224822486618819,0.003028069307721847,120.39371597885419,142.54773697184564,2.565724942572686,0.01740321340203252
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,7.0,0.21875,64.375,0.009653627516439542,-0.0033964241884282603,0.00024690432910751283,17.0,0.003207068304125247,0.002226623357185121,0.0029958171575002234,119.29080406753798,140.06829752009554,2.9770069015962735,0.021046533834722197
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,8.0,0.25,65.0,0.009503907869768194,-0.0033646054804311208,0.00024290439911845652,17.0,0.003172103201771869,0.002205448934219183,0.002964211892821588,118.2084571741761,137.7442671542003,3.6296417720800607,0.0234164890359546
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,9.0,0.28125,65.625,0.009356657602146129,-0.00333314113015776,0.0002389395107997274,17.0,0.003137802275450467,0.002184688931117971,0.002933240758209927,117.1459697233115,136.46535466347026,4.6250065851495785,0.023587228009675224
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,10.0,0.3125,66.25,0.009211854725593709,-0.003302030130862459,0.00023500965960344538,17.0,0.00310415205899184,0.0021643314219787447,0.002902890284491498,116.1026873123486,135.2098423717858,6.148275677535704,0.02139396081806069
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,11.0,0.34375,66.875,0.009069477252131308,-0.0032712714757995006,0.00023111484083563306,17.0,0.0030711368141727595,0.0021443646171535103,0.002873144876588826,115.07807015657288,133.97707226629421,8.186897067743436,0.018081612003221115
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,12.0,0.375,67.5,0.008929503193779331,-0.003240864158223166,0.00022725504965081923,17.0,0.003038743027839716,0.002124777518959344,0.002843991231305664,114.07150350243157,132.76641168344872,10.297765305426045,0.015054794746479257
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,13.0,0.40625,68.125,0.008791910562558132,-0.0032108071713877386,0.00022343028104643213,17.0,0.0030069548668022234,0.0021055591616835315,0.0028154134695300152,113.08249020871735,131.57725493709344,11.248160672262904,0.013209605900659583
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,14.0,0.4375,68.75,0.008656677370488093,-0.003181099508547499,0.00021964052985697278,17.0,0.0029757560634119445,0.002086699313991892,0.00278739569230854,112.11056094875022,130.40901921981714,10.442880712112654,0.013439029466474505
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,15.0,0.46875,69.375,0.008523781629589597,-0.0031517401629567307,0.00021588579074796133,17.0,0.0029451311717659037,0.002068188779146109,0.0027599223124269373,111.15527307396722,129.2611450067135,8.31729360539064,0.016014088199425295
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,16.0,0.5,70.0,0.008393201351883012,-0.0031227281278697165,0.0002121660582096492,17.0,0.002915065425013738,0.002050015253664031,0.0027329788239612136,110.21615631570019,128.1330933383019,6.15660703500777,0.01906882394507943
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,17.0,0.53125,70.625,0.00826491454938872,-0.0030940623965407376,0.00020848132655048893,17.0,0.00288554232591054,0.002032171700602591,0.0027065487351424734,109.29284581807704,127.02434559183624,4.54318165329496,0.02147910059900569
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,18.0,0.5625,71.25,0.008138899234127098,-0.003065741962224076,0.00020483158989035219,17.0,0.002856547904387607,0.0020146477602036037,0.0026806180453306017,108.38494266391989,125.93440149815767,3.4680755138105845,0.02327284836110747
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,19.0,0.59375,71.875,0.00801513341811852,-0.003037765818174014,0.0002012168421534908,17.0,0.0028280690345373746,0.0019974366796131596,0.002655173774461682,107.49200502461903,124.86277863662875,2.779702995851515,0.02407937511644941
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,20.0,0.625,72.5,0.007893595113383368,-0.0030101329576448337,0.0001976370770612321,17.0,0.0028000900173759916,0.001980528179830975,0.002630200139032609,106.61378199119129,123.80901153106538,2.3119977688601265,0.02347577345356699
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,21.0,0.65625,73.125,0.007774262331942013,-0.002982842373890819,0.00019409228812439927,17.0,0.0027726003987447166,0.001963915074568993,0.002605686792348583,105.74979988485077,122.77265025849178,2.0318156116372146,0.021686062043467964
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,22.0,0.6875,73.75,0.0076571130858148345,-0.00295589306016625,0.00019058246863545237,17.0,0.002745587264420962,0.0019475893209847412,0.002581620785261044,104.89974842575424,121.75326036459037,1.8311244487329108,0.01948652511203724
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,23.0,0.71875,74.375,0.007542125387022217,-0.0029292840097254105,0.00018710761166034062,17.0,0.0027190394949840775,0.0019315434223608605,0.0025579909643593554,104.06328279819085,120.75042187267083,1.741308906804293,0.01767883510876022
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,24.0,0.75,75.0,0.007429277247584527,-0.00290301421582258,0.00018366771003006075,17.0,0.002692945794473629,0.0019157696324232207,0.002534786245552797,103.24004825704164,119.76372846104917,1.703189000926339,0.01688396993482522
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,25.0,0.78125,75.625,0.007318546679522142,-0.002877082671712043,0.00018026275633191384,17.0,0.0026672963635092878,0.0019002612407950236,0.0025119965887453397,102.429728012631,118.79278761540198,1.7303951811133162,0.017549081820455552
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,26.0,0.8125,76.25,0.007209911694855457,-0.0028514883706480827,0.000176892742900458,17.0,0.002642080093859959,0.0018850117726335238,0.0024896112507975183,101.63200895679245,117.83721926931341,1.8518228950167928,0.01931238217635293
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,27.0,0.84375,76.875,0.0071033503056048206,-0.0028262303058849796,0.00017355766180814915,17.0,0.0026172894419992632,0.0018700138734515353,0.0024676224536703865,100.84652241666147,116.89665592656088,2.0202510979675976,0.02087635792539821
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,28.0,0.875,77.5,0.006998840523790628,-0.0028013074706770167,0.00017025750485566768,17.0,0.0025929121695848706,0.0018552618740963098,0.0024460181724656467,100.07306043890436,115.97074187225869,2.3534600487861232,0.022004272037275285
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,29.0,0.90625,78.125,0.0068963603614332555,-0.0027767188582784744,0.00016699226356193001,17.0,0.0025689411346189275,0.0018407491221155983,0.0024247912858220777,99.31126073567287,115.059132817811,2.8473793862557386,0.023111882268054166
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,30.0,0.9375,78.75,0.006795887830553078,-0.002752463461943638,0.0001637619291537829,17.0,0.002545367139535204,0.0018264682674814865,0.0024039325536552875,98.5608624951813,114.16149533134005,3.567796791442992,0.024144892118876694
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,31.0,0.96875,79.375,0.0066974009431704715,-0.002728540274926786,0.00016056649255537987,17.0,0.002522179712114716,0.001812415910459382,0.0023834317451633734,97.82164075963854,113.27750689104359,4.790803098753777,0.02474431720912004
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,640.0,0.064,32.0,1.0,80.0,0.006600877711305811,-0.002704948290482203,0.0001574059443772469,17.0,0.0024993732569217426,0.0017985857187073193,0.0023632831340623414,97.0932402221637,112.4068549318384,6.371587334608123,0.024640311267384325
