D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,empirical_transfer_gain,allowed_transfer_gain,empirical_gain_over_allowed,variational_condition_abs,variational_condition_log10,linearized_delta,linearized_delta_over_budget,empirical_over_variational,variational_kappa_real,variational_kappa_imag,variational_nfev,variational_m_residual,empirical_transfer_status,linear_transfer_status
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,1600_to_3200,1600.0,3200.0,0.7530439004879111,0.025101463349597012,0.16343319401872924,1.098347142612378e-06,4.375629927687109e-05,6.720465504005929e-06,0.15358852588244964,4.375629927687109e-05,510.2206416986531,2.7077580246275197,83.38698912709651,3321.997126850186,1.3171684864869061e-08,-305.49536331819115,408.65350384705096,5570.0,6.300195401275703e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,1600_to_3200,1600.0,3200.0,0.7530438565813186,0.025101461886043924,0.16343319387019667,1.0983499216750766e-06,4.375641254128487e-05,6.720482514386996e-06,0.15358851706698104,4.375641254128488e-05,510.21957391134873,2.707757115737166,83.3868145394226,3321.990365261736,1.3171745769900016e-08,-305.503202321275,408.6463103635274,5570.0,6.334678312996651e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,100.0,800.0,even,1.0,0.0833333333333333,0.0048913804928334,-0.0013098846768973,0.0013066925319058,1600_to_3200,1600.0,3200.0,0.3602649423858714,0.01501103926607797,0.14094507737169468,2.098433161613125e-06,0.00013979266354696544,1.4888304017026586e-05,0.10650275657724081,0.00013979266354696544,840.3196970736432,2.9244445435148307,118.43892472100367,7890.121571306033,1.7717428341706263e-08,-137.29316834496166,829.0282137634047,5342.0,9.568596838835873e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,100.0,800.0,odd,1.0,0.0833333333333333,0.004891380441855,-0.0013098846845399,0.0013066925395628,1600_to_3200,1600.0,3200.0,0.3602650894584045,0.015011045394100182,0.1409450766341945,2.0984369752858292e-06,0.0001397928605365874,1.4888331152794096e-05,0.10650280061260665,0.00013979286053658737,840.3187463358578,2.9244440521537345,118.43879009945773,7890.109382122577,1.7717480679460578e-08,-137.294507298552,829.0270283344902,5342.0,1.9942995128210143e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,120.0,800.0,even,1.0,0.1,0.0034597665381007,-0.0010622455538093,0.0010604125989039,1600_to_3200,1600.0,3200.0,0.195993843504807,0.00979969217524035,0.11871964938180994,3.92535447983196e-06,0.0004005589573261964,3.3064067323916794e-05,0.08254482072907676,0.0004005589573261964,1323.1464344831543,3.121607910830549,157.08348078263202,16029.430105928745,2.498897057968662e-08,1302.9609782784169,230.2372171679346,4538.0,2.100151494473716e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,120.0,800.0,odd,1.0,0.1,0.0034597665623006,-0.0010622455933506,0.0010604126383642,1600_to_3200,1600.0,3200.0,0.1959937942767807,0.009799689713839037,0.11871964992312037,3.925343011656823e-06,0.00040055788767612586,3.30639705743638e-05,0.08254479961981905,0.0004005578876761259,1323.153575072795,3.121610254569858,157.0843292271674,16029.520710776615,2.498876260266669e-08,1302.9693733208123,230.23074385469994,4538.0,1.0276043353433581e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,60.0,400.0,even,1.0,0.05,0.0108648842827327,-0.0032966013702414,0.0032788330374462,1600_to_3200,1600.0,3200.0,0.4523078186556681,0.011307695466391703,0.21220363443015916,1.0823511769326982e-12,9.571810455539952e-11,5.1005308171991916e-12,0.05328700187796883,9.571810455539952e-11,4.7312256088144706e-07,-6.325026342095791,1.0039832694994732e-07,8.878761127618565e-06,1.078056985423965e-05,4.2692127453528255e-07,2.039195502255448e-07,6218.0,6.888114558874038e-13,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,60.0,400.0,odd,1.0,0.05,0.0108648842799949,-0.0032966013730217,0.003278833040216,1600_to_3200,1600.0,3200.0,0.4523078019672174,0.011307695049180437,0.2122036344131466,1.0934172651860374e-12,9.669674150482918e-11,5.152679256459979e-12,0.05328699991615174,9.669674150482918e-11,4.731213869773099e-07,-6.325027419661656,1.0039807783517393e-07,8.878739424658486e-06,1.0890818716481089e-05,4.269204616221271e-07,2.0391852849528732e-07,6218.0,6.802508425903663e-13,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066751756346851,-0.0024454331384992,0.002437310128149,1600_to_3200,1600.0,3200.0,0.1707273293788763,0.0056909109792958705,0.16750486879488888,1.2742281803659818e-13,2.239058359903638e-11,7.607111300903647e-13,0.03397460038170257,2.2390583599036377e-11,3.942379362402149e-06,-5.404241587293836,6.603677378388497e-07,0.00011603902085998825,1.9295736410989437e-07,-1.968511751687231e-06,-3.4157453828650115e-06,5198.0,1.325302731341321e-13,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066751756386915,-0.0024454331392326,0.0024373101288751,1600_to_3200,1600.0,3200.0,0.1707273203919376,0.005690910679731247,0.16750486884278426,1.0571655634487727e-13,1.857638650372733e-11,6.311252745978393e-13,0.03397459858359454,1.857638650372733e-11,3.942375785466763e-06,-5.404241981331006,6.603671388735787e-07,0.00011603892171872297,1.600875484585791e-07,-1.9685118719278313e-06,-3.4157411851476484e-06,5198.0,1.1488256741974974e-13,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044829286332729,-0.0019084219910151,0.0019041578008704,1600_to_3200,1600.0,3200.0,0.077100340372954,0.0032125141822064154,0.1382703819367872,2.2902822404304995e-13,7.129251765224863e-11,1.6563794851434947e-12,0.023233566995389324,7.129251765224863e-11,2.4004575629980347e-05,-4.61970596739475,3.3191218405878766e-06,0.0010331851168072482,6.900265643833216e-08,-1.7957475508318587e-06,2.39373127545497e-05,4334.0,1.3428042083096126e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044829286333332,-0.0019084219913101,0.0019041578011647,1600_to_3200,1600.0,3200.0,0.0771003414939211,0.003212514228913378,0.13827038193929686,2.372344130756208e-13,7.384696103147363e-11,1.7157283414445972e-12,0.02323356733276204,7.384696103147363e-11,2.4004610706304808e-05,-4.6197053327889455,3.3191266906649003e-06,0.0010331866115306154,7.147494964348501e-08,-1.7957545795410486e-06,2.3937347402151742e-05,4334.0,2.036928822379916e-15,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,120.0,400.0,even,1.0,0.1,0.0035632874720739,-0.0016518369123545,0.0016489012108059,1600_to_3200,1600.0,3200.0,0.0375542748974702,0.0018777137448735101,0.12387641757953807,9.98413926955701e-13,5.317178561863049e-10,8.059757833363588e-12,0.0151579596953381,5.317178561863048e-10,8.751632293383509e-05,-4.057910937846712,1.084120856477746e-05,0.005773621562059644,9.209433809801403e-08,6.765188921346365e-05,5.551872355979153e-05,4130.0,1.3959618485680701e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,120.0,400.0,odd,1.0,0.1,0.0035632874715249,-0.001651836912498,0.0016489012109496,1600_to_3200,1600.0,3200.0,0.037554274458009,0.00187771372290045,0.12387641757253852,9.837426495560055e-13,5.239044895706714e-10,7.941323044638046e-12,0.015157959518815711,5.239044895706714e-10,8.751643036378306e-05,-4.057910404732393,1.0841221872201979e-05,0.005773628716658606,9.074093872005553e-08,6.765199020162036e-05,5.551876984749168e-05,4130.0,1.8778839220292608e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,60.0,800.0,even,1.0,0.05,0.010845857577098,-0.0019229933572493,0.0019126483040355,1600_to_3200,1600.0,3200.0,2.2409691156876943,0.05602422789219236,0.2089635621170218,1.6840236615456763e-06,3.0058846411703335e-05,8.058934507455444e-06,0.26810524918606715,3.005884641170334e-05,250.06309355673497,2.398049599577794,52.25407478361742,932.7049519391885,3.222760461302144e-08,-237.6365911811049,-77.8485792483639,7322.0,2.3473277791214918e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,60.0,800.0,odd,1.0,0.05,0.0108458575849235,-0.0019229933666953,0.0019126483134233,1600_to_3200,1600.0,3200.0,2.240968523929737,0.05602421309824343,0.20896356227117602,1.6840207956243692e-06,3.0058803194099117e-05,8.058920786577055e-06,0.26810517819149604,3.005880319409912e-05,250.06250965518387,2.3980485854916522,52.25395280801757,932.7030210381648,3.2227624995404785e-08,-237.63545091036553,-77.85018436507514,7322.0,1.8000196918336264e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066168808429054,-0.0014325725073287,0.001427855957028,1600_to_3200,1600.0,3200.0,0.9333867589512764,0.031112891965042515,0.1633465316019423,3.511807715920826e-06,0.00011287307267568006,2.1499126314348194e-05,0.19047170245929215,0.00011287307267568008,407.5142172332007,2.6101427648753064,66.5660339635238,2139.500051564327,5.2756751556585036e-08,-206.16229457515965,351.518058629558,5654.0,6.892206046966903e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066168808042149,-0.0014325724702377,0.0014278559200866,1600_to_3200,1600.0,3200.0,0.9333870449725408,0.03111290149908466,0.16334653100845123,3.5118144919377164e-06,0.00011287325587557412,2.1499167874927333e-05,0.19047176151830822,0.00011287325587557411,407.51490041937575,2.6101434929572354,66.56614531775948,2139.50297498669,5.27567650969386e-08,-206.16386445703768,351.5179299210126,5654.0,7.221121707791901e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049127578895462,-0.0011962515361338,0.0011933236604455,1600_to_3200,1600.0,3200.0,0.4559384641209359,0.01899743600503899,0.14083177616313536,6.433876903072637e-06,0.0003386708028054985,4.568483816904947e-05,0.134894528228011,0.0003386708028054985,643.4049891332966,2.8084844242138516,90.61186741186496,4769.689309011519,7.100479315615748e-08,-56.333745614235326,640.9340755075268,5138.0,6.759843262250226e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049127578899924,-0.0011962515309274,0.0011933236552516,1600_to_3200,1600.0,3200.0,0.4559383979475653,0.018997433247815214,0.14083177662936605,6.4338679356622745e-06,0.00033867037992630906,4.5684774343183946e-05,0.13489450820329915,0.0003386703799263091,643.4048755119524,2.8084843475201238,90.61185171034434,4769.689174760758,7.100470649500895e-08,-56.331899150169434,640.9341237371327,5138.0,9.386845249363278e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,120.0,800.0,even,1.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,1600_to_3200,1600.0,3200.0,0.2526467020640421,0.012632335103202106,0.11859167964045429,1.1511811291920367e-05,0.0009112971748985899,9.707098615030855e-05,0.10651957322386159,0.0009112971748985899,968.7239720740647,2.986200046934791,114.88260295623587,9094.328326289798,1.0020500054569404e-07,960.4839317059308,126.08231837046074,5054.0,2.5269328497558632e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,120.0,800.0,odd,1.0,0.1,0.0034788677834578,-0.0009677656220259,0.0009660865248426,1600_to_3200,1600.0,3200.0,0.2526467133783277,0.012632335668916387,0.1185916795144878,1.1511827540994337e-05,0.0009112984203959038,9.707112327039765e-05,0.10651957810727482,0.0009112984203959039,968.7244424298667,2.9862002578027838,114.88265861449365,9094.332325033,1.0020509343907194e-07,960.4843943055201,126.08240819644234,5054.0,1.8017086826276925e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,60.0,400.0,even,1.0,0.05,0.0109462077090673,-0.0031165297190722,0.0030996077137025,1600_to_3200,1600.0,3200.0,0.5716497874497035,0.014291244686242589,0.21245540186350068,5.612342454420576e-13,3.927119420062324e-11,2.6416567454596513e-12,0.06726703374397838,3.927119420062324e-11,1.5222750887992157e-06,-5.817506859554755,3.2341556573763353e-07,2.2630328766882586e-05,1.7353346743284185e-06,1.4550015936188332e-06,-4.475397284547101e-07,6278.0,9.512599944085342e-13,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,60.0,400.0,odd,1.0,0.05,0.0109462077087188,-0.0031165297187208,0.0030996077133535,1600_to_3200,1600.0,3200.0,0.5716497926119808,0.01429124481529952,0.2124554018594295,5.654806756252337e-13,3.95683289268026e-11,2.6616441411990187e-12,0.06726703435272162,3.95683289268026e-11,1.5222733580236739e-06,-5.817507353333245,3.2341519801882284e-07,2.263030283216407e-05,1.7484666122348478e-06,1.4549997300564532e-06,-4.4753989999140924e-07,6278.0,9.516094977466469e-13,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,80.0,400.0,even,1.0,0.0666666666666666,0.0067287065139138,-0.0023012070142919,0.0022935022958442,1600_to_3200,1600.0,3200.0,0.2141995066842192,0.007139983556140633,0.16752370158963503,5.398948518408424e-13,7.56156996155144e-11,3.2227968145269695e-12,0.04262073657870031,7.56156996155144e-11,1.2674835941798748e-05,-4.897057653298976,2.123335434011474e-06,0.0002973866000272973,2.5426733957943496e-07,-1.0431081540442757e-05,-7.200278053530134e-06,5270.0,2.947111721990841e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0067287065152877,-0.0023012070165422,0.0022935022980854,1600_to_3200,1600.0,3200.0,0.2141995078468876,0.007139983594896246,0.1675237016139369,5.471001874631383e-13,7.662485217111881e-11,3.2658076570200565e-12,0.04262073680386158,7.662485217111881e-11,1.2674855856249385e-05,-4.897056970944642,2.1233387704619827e-06,0.00029738706570415276,2.5766033902546023e-07,-1.0431092562325347e-05,-7.200297141986585e-06,5270.0,2.7118442238373768e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,100.0,400.0,even,1.0,0.0833333333333333,0.004524921929761,-0.0017896671109677,0.0017856310401366,1600_to_3200,1600.0,3200.0,0.0983244011637611,0.0040968500484900435,0.13816530105852765,1.7181283307432843e-12,4.193778904298747e-10,1.243530986130501e-11,0.029651801263434394,4.193778904298747e-10,7.492378391813929e-05,-4.125380297323629,1.0351867161493787e-05,0.002526786931171456,1.6597279543291165e-07,1.692180118080573e-05,7.298784858734576e-05,4538.0,1.646206513746022e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0045249219297268,-0.0017896671109579,0.0017856310401268,1600_to_3200,1600.0,3200.0,0.0983244012008812,0.004096850050036715,0.13816530105802308,1.7175074707922202e-12,4.1922634458559897e-10,1.2430816258786612e-11,0.029651801274737037,4.1922634458559897e-10,7.492376639263791e-05,-4.125380398909921,1.035186474003981e-05,0.0025267863391649,1.6591285859339923e-07,1.6921756915315327e-05,7.298784085967713e-05,4538.0,1.9306158965326016e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,120.0,400.0,even,1.0,0.1,0.0036009091880255,-0.0015461097382767,0.0015433330754413,1600_to_3200,1600.0,3200.0,0.0494055818943834,0.00247027909471917,0.12371583000750655,6.722104315763436e-12,2.721192245092301e-09,5.4335037928093495e-11,0.019967364682185653,2.7211922450923007e-09,0.00026215227949988215,-3.5814463616011594,3.2432386846687764e-05,0.013129037490549136,2.0726517439310658e-07,0.00023705551519442812,0.00011193078380360158,4202.0,1.041047319083048e-14,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,120.0,400.0,odd,1.0,0.1,0.0036009091880774,-0.0015461097379247,0.0015433330750899,1600_to_3200,1600.0,3200.0,0.0494055819925411,0.0024702790996270554,0.12371583000599454,6.707455190138326e-12,2.7152620896768176e-09,5.421662846066928e-11,0.01996736472210032,2.7152620896768176e-09,0.00026215219727492234,-3.5814464978191314,3.243237667376224e-05,0.013129033346336713,2.0681355725510708e-07,0.0002370556726529984,0.00011193025774608166,4202.0,7.148870162240745e-15,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,60.0,800.0,even,1.0,0.05,0.0108797509482882,-0.0018271234671916,0.0018172637755943,1600_to_3200,1600.0,3200.0,2.694155896642853,0.06735389741607133,0.20912734642089678,3.250892843250478e-06,4.826584604552938e-05,1.554503941683275e-05,0.32207120957061536,4.826584604552938e-05,214.69868273185114,2.3318293798622234,44.899365799774046,666.6186742307298,7.240398133344766e-08,-214.59679818121063,6.613514736116173,7850.0,4.825190290499429e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,60.0,800.0,odd,1.0,0.05,0.0108797509405857,-0.0018271234605426,0.001817263768988,1600_to_3200,1600.0,3200.0,2.6941559816587604,0.06735389954146902,0.2091273461520793,3.250891957266665e-06,4.8265831368310437e-05,1.5545035200239124e-05,0.32207122014778805,4.8265831368310437e-05,214.69877578174112,2.3318295680843613,44.89938520133584,666.6189412491523,7.240393031417154e-08,-214.5969020272104,6.613165845660177,7850.0,4.404411818944189e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066370189892428,-0.001357129336436,0.0013526476773431,1600_to_3200,1600.0,3200.0,1.0797256882160762,0.035990856273869165,0.16337997044219102,6.723412212088431e-06,0.0001868088983748326,4.115199797068996e-05,0.22028928133882766,0.00018680889837483256,346.84203391321097,2.54013172430113,56.66704124884982,1574.4843861909562,1.1864766650799677e-07,-115.75227820621976,326.9568879517954,5822.0,3.0361816268753108e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066370189891871,-0.0013571293386825,0.0013526476795821,1600_to_3200,1600.0,3200.0,1.0797256425135409,0.03599085475045132,0.16337997036834062,6.723411905566927e-06,0.00018680889776541404,4.115199611316476e-05,0.2202892721140164,0.00018680889776541402,346.8416558767661,2.540131250946647,56.66697945965224,1574.4827360328707,1.1864779047124084e-07,-115.7526610215503,326.9563513953615,5822.0,6.520563019390159e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049285504608391,-0.0011313199715626,0.0011285421720217,1600_to_3200,1600.0,3200.0,0.5343079473670509,0.02226283114029378,0.1408402478381078,1.210234778632011e-05,0.000543612252640048,8.592961154279879e-05,0.15807151351994442,0.0005436122526400481,537.89733242137,2.730699390503166,75.75759360968281,3402.8732973035126,1.597509531344627e-07,23.188273796202083,537.3972871018035,5078.0,1.177605400292532e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049285504628128,-0.0011313199739071,0.0011285421743594,1600_to_3200,1600.0,3200.0,0.5343079323827933,0.02226283051594971,0.1408402478755695,1.210234772463293e-05,0.0005436122651143785,8.592961108194863e-05,0.15807150904490475,0.0005436122651143784,537.8979557402566,2.7306998937661118,75.75768141821986,3402.877336911178,1.5975076715748448e-07,23.187962845518484,537.3979244178581,5078.0,4.800285053976477e-12,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,120.0,800.0,even,1.0,0.1,0.003491535818283,-0.0009134677912261,0.0009118771578773,1600_to_3200,1600.0,3200.0,0.2959147683148908,0.014795738415744539,0.11858082558361908,2.1225422401078908e-05,0.00143456323737735,0.00017899540078772244,0.12477344750236283,0.00143456323737735,793.6727043264485,2.899641444480707,94.11436452221388,6360.910275492859,2.2552797873983477e-07,792.7145216124783,38.98780344617887,4694.0,2.7123985746232617e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,120.0,800.0,odd,1.0,0.1,0.0034915358176146,-0.0009134677905382,0.0009118771571909,1600_to_3200,1600.0,3200.0,0.295914766965616,0.014795738348280803,0.1185808252499878,2.12254342423593e-05,0.0014345640442354536,0.00017899550114963873,0.12477344728449109,0.0014345640442354538,793.672714800121,2.8996414502118575,94.11436549939654,6360.910370541406,2.25528102216185e-07,792.7145313901473,38.98781785498312,4694.0,3.598874310248508e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
