D,ell,N_target,R,n_half,h,parity,seed_E,seed_omega,E_siegert_real,E_siegert_imag,omega_siegert_real,omega_siegert_imag,Gamma_siegert,Gamma_siegert_narrow,rel_Gamma_exact_vs_narrow,q_R_real,q_R_imag,U_R,S_seed,Gamma_geo_seed,Gamma_siegert_over_geo,root_success,root_nfev,guess_E_imag,residual_abs
12.0,1.0,3.0,100.0,1200.0,0.08333333333333333,odd,0.004821231389541256,1.0024077171438484,0.004772687742276411,-0.003035272766657178,1.002384646738418,-0.0015140259662462996,0.003028051932492599,0.003028051932492599,0.0,0.06004277941094519,-0.025275918240585966,0.0018064244257897733,14.047245277583976,6.306119284597517e-13,4801767609.896809,1.0,24.0,-0.001,5.917061696988765e-14
12.0,1.0,3.0,120.0,1200.0,0.1,even,0.003703311627393985,1.0018499446660631,0.0037202428124821795,-0.0021680949255411613,1.0018589789058867,-0.0010820359807070358,0.0021640719614140717,0.0021640719614140717,0.0,0.05179133187416493,-0.02093105976506729,0.0014760100180711056,14.103374728342006,5.633353920970793e-13,3841533821.1896653,1.0,14.0,-0.002,2.8464178426024444e-14
12.0,1.0,3.0,120.0,1200.0,0.1,odd,0.003703311627393985,1.0018499446660631,0.0037202428123314342,-0.0021680949256201293,1.0018589789058114,-0.001082035980746528,0.002164071961493056,0.002164071961493056,0.0,0.051791331873178796,-0.020931059766228197,0.0014760100180711056,14.103374728342006,5.633353920970793e-13,3841533821.3298736,1.0,26.0,-0.0001,1.2434497875801753e-14
18.0,1.0,3.0,60.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.009898750807406848,-0.008469870177234476,1.004946023117443,-0.004214092091712594,0.008428184183425188,0.008428184183425188,0.0,0.09316434822117432,-0.045456606196217934,0.0032854580748086573,15.468398446358819,3.6868974536316894e-14,228598280516.94818,1.0,28.0,-0.002,3.375077994860476e-14
18.0,1.0,3.0,60.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.009898750802468034,-0.008469870181957998,1.0049460231149956,-0.004214092094072994,0.008428184188145988,0.008428184188145988,0.0,0.09316434820975573,-0.045456606227139755,0.0032854580748086573,15.468398446358819,3.6868974536316894e-14,228598280644.99078,1.0,33.0,-0.002,9.281464485866309e-14
18.0,1.0,3.0,80.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.006559680826191367,-0.004743694458913028,1.00327726466436,-0.0023640994498664337,0.0047281988997328675,0.0047281988997328675,0.0,0.07269787950526746,-0.032626085459406796,0.0023391605940334954,15.551049265898005,3.1189462613602745e-14,151596036081.45352,1.0,38.0,-0.0001,5.818755025955795e-14
18.0,1.0,3.0,80.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.006559680825351326,-0.004743694459601642,1.0032772646639423,-0.0023640994502106003,0.004728198900421201,0.004728198900421201,0.0,0.07269787950222764,-0.032626085465507174,0.0023391605940334954,15.551049265898005,3.1189462613602745e-14,151596036103.52295,1.0,26.0,-0.001,7.671311721569361e-14
18.0,1.0,3.0,100.0,1200.0,0.08333333333333333,even,0.004865351560508433,1.002429724000894,0.004798512462377451,-0.003086720263456982,1.0023975673563847,-0.0015396686723799448,0.0030793373447598896,0.0030793373447598896,0.0,0.06032666579027558,-0.02558338193418398,0.0018137152881961755,15.55219430423844,3.108777215044455e-14,99053008039.87834,1.0,29.0,-0.0001,2.930988785010413e-14
18.0,1.0,3.0,100.0,1200.0,0.08333333333333333,odd,0.004865351560508433,1.002429724000894,0.004798512462187898,-0.003086720263575804,1.0023975673562904,-0.0015396686724393584,0.003079337344878717,0.003079337344878717,0.0,0.06032666578929798,-0.02558338193558338,0.0018137152881961755,15.55219430423844,3.108777215044455e-14,99053008043.70065,1.0,20.0,-0.002,8.50639521592214e-14
18.0,1.0,3.0,120.0,1200.0,0.1,even,0.003726471478564663,1.001861503142308,0.0037356098090913182,-0.002193913801503358,1.0018666621081458,-0.0010949130680159,0.0021898261360318,0.0021898261360318,0.0,0.051970346925893446,-0.021107361517441338,0.0014802135597215592,15.616205908399678,2.7336542242023294e-14,80106185948.61916,1.0,12.0,-0.002,2.895873695547704e-14
18.0,1.0,3.0,120.0,1200.0,0.1,odd,0.003726471478564663,1.001861503142308,0.0037356098090436025,-0.002193913801525933,1.0018666621081223,-0.0010949130680271923,0.0021898261360543845,0.0021898261360543845,0.0,0.0519703469255751,-0.02110736151778782,0.0014802135597215592,15.616205908399678,2.7336542242023294e-14,80106185949.44531,1.0,21.0,-0.002,3.7474919966821894e-14
