D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,empirical_transfer_gain,allowed_transfer_gain,empirical_gain_over_allowed,variational_condition_abs,variational_condition_log10,linearized_delta,linearized_delta_over_budget,empirical_over_variational,variational_kappa_real,variational_kappa_imag,variational_nfev,variational_m_residual,empirical_transfer_status,linear_transfer_status
6.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044173683350498,-0.0021188553800381,0.0021141897693703,400_to_800,400.0,800.0,0.0523355314527734,0.0021806471438655575,0.0068849930289612985,0.11985549955112285,54.963270829162745,17.408223806031188,0.31672466982795766,54.963270829162745,23948.026124564705,4.379269723239645,164.88199292501105,75611.4960592526,0.0007269168538351764,23232.925893843843,-5808.537653660671,746.0,3.654513235476696e-10,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044173683350498,-0.0021188553800381,0.0021141897693703,800_to_1600,800.0,1600.0,0.0523355314527734,0.0021806471438655575,0.1373860110909741,8.272829058560159e-05,0.03793749521481592,0.0006021594915571184,0.015872410346214793,0.03793749521481592,4015.316272993477,3.603719758881494,551.6482860152506,252974.57572038128,1.4996564420271673e-07,-3691.357910914153,1580.0764366630262,2342.0,1.0391981453334118e-10,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,120.0,400.0,even,1.0,0.1,0.0035016243975835,-0.0018378939529164,0.0018346838025795,400_to_800,400.0,800.0,0.0240102008488947,0.0012005100424447351,0.005739002871122059,0.10636889133113737,88.60308333158655,18.53438545332888,0.20918442966556974,88.60308333158655,10145.21802923397,4.006261384821876,58.22343539793304,48498.91574365012,0.0018269085395622932,8379.096834098693,-5719.8063870634005,698.0,1.2121194000038236e-10,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,120.0,400.0,even,1.0,0.1,0.0035016243975835,-0.0018378939529164,0.0018346838025795,800_to_1600,800.0,1600.0,0.0240102008488947,0.0012005100424447351,0.12282849993476974,0.00018613858235436463,0.15504958373801644,0.001515434792847074,0.009773872049909323,0.15504958373801644,8063.676061481777,3.906533072730327,990.4492345917188,825023.6979065618,1.8793349103964358e-07,-7039.736219494669,3932.5545875994085,2174.0,1.1400963301554533e-10,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,120.0,400.0,odd,1.0,0.1,0.003501624401755,-0.0018378939523014,0.0018346838019618,400_to_800,400.0,800.0,0.0240102010297344,0.0012005100514867202,0.0057390013434455035,0.10636889148052618,88.60308278868486,18.534390413065466,0.20918448692433556,88.60308278868484,10145.217941851033,4.006261381081205,58.223419397830504,48498.90205061274,0.0018269090441721744,8379.096861507747,-5719.806191920066,698.0,8.162231133789995e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,120.0,400.0,odd,1.0,0.1,0.003501624401755,-0.0018378939523014,0.0018346838019618,800_to_1600,800.0,1600.0,0.0240102010297344,0.0012005100514867202,0.12282850051786655,0.00018613863454782208,0.1550496260462848,0.0015154352105824697,0.009773872077125087,0.1550496260462848,8063.672752168196,3.9065328944968627,990.4488328155976,825023.357021475,1.8793361997174213e-07,-7039.731691362637,3932.5559077633407,2174.0,2.6324291997882817e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
6.0,60.0,800.0,even,1.0,0.05,0.0100336639045976,-0.0020046965244911,0.0019947133724832,400_to_800,400.0,800.0,1.8437704327783464,0.046094260819458666,4.4936230567700584e-05,0.0657187598721386,1.4257471256463985,1462.4893775441892,1025.7705249667838,1.4257471256463985,1058.6732463244618,3.024761938185453,0.04757278509269209,1.032076103335825,1.3814360404607466,-640.0478745971275,843.2839146496714,1058.0,3.049957639393096e-10,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,60.0,800.0,even,1.0,0.05,0.0100336639045976,-0.0020046965244911,0.0019947133724832,800_to_1600,800.0,1600.0,1.8437704327783464,0.046094260819458666,0.0149182265603679,0.2337671206631809,5.071501668695731,15.669900153159757,3.089794931919973,5.071501668695731,6447918.369561666,6.809419530677721,96191.50707987892,2086843.4674902463,2.4302261993780498e-06,6433093.24023284,436992.7493692576,2594.0,6.180067723619183e-07,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,60.0,800.0,odd,1.0,0.05,0.0100336639072853,-0.0020046965768186,0.0019947134245475,400_to_800,400.0,800.0,1.843768750582952,0.046094218764573806,4.493623216488448e-05,0.0657187772037724,1.4257488024567897,1462.4897112563986,1025.769552628274,1.4257488024567897,1058.673439923645,3.0247620176047163,0.047572795483205796,1.0320772703879377,1.381436103055422,-640.0480158580634,843.2840504811649,1058.0,3.0862807376320994e-10,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,60.0,800.0,odd,1.0,0.05,0.0100336639072853,-0.0020046965768186,0.0019947134245475,800_to_1600,800.0,1600.0,1.843768750582952,0.046094218764573806,0.014918344232852236,0.233767132714255,5.071506557215352,15.669777360376749,3.08976774131998,5.071506557215352,6447928.32876597,6.809420201471593,96192.41439729035,2086865.0554333734,2.430203401993411e-06,6433103.236559414,436992.54075041134,2594.0,7.047785322528117e-07,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,400_to_800,400.0,800.0,0.7530439004879111,0.025101463349597012,4.272104531513682e-05,0.03181687546412768,1.267530702134881,744.7588238870737,587.5666937555744,1.2675307021348807,603.2650363797073,2.7805081555047377,0.02577211295621514,1.0267175501793562,1.2345466403232879,65.6895923114135,-599.6778981921627,830.0,2.4392496028280083e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,800_to_1600,800.0,1600.0,0.7530439004879111,0.025101463349597012,0.01077855430174609,0.1674381432146107,6.6704534665027335,15.534378593563915,2.3288339648231546,6.670453466502733,2263838.1208213903,6.35484536874083,24400.902115636178,972090.8209930286,6.861965283952177e-06,2178936.8873593467,-614163.7226252343,2042.0,5.1724142528371006e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,400_to_800,400.0,800.0,0.7530438565813186,0.025101461886043924,4.2721064907812055e-05,0.03181688695690024,1.2675312338916007,744.7587513456891,587.5663900282088,1.2675312338916007,603.264944328118,2.7805080892361858,0.025772120843249154,1.0267179242487907,1.234546708453545,65.68956575453416,-599.6778084990206,830.0,1.2648573919335496e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,800_to_1600,800.0,1600.0,0.7530438565813186,0.025101461886043924,0.010778526700357624,0.1674381545182029,6.670454305742896,15.534419422336024,2.32883979266026,6.670454305742895,2263838.1244394444,6.3548453694349165,24400.839669558078,972088.3899245971,6.861983308184876e-06,2178936.410280859,-614165.4285433735,2042.0,2.4795628107544107e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,100.0,800.0,even,1.0,0.0833333333333333,0.0048913804928334,-0.0013098846768973,0.0013066925319058,400_to_800,400.0,800.0,0.3602649423858714,0.01501103926607797,4.132223873973635e-05,0.017297432970210566,1.1523141511793524,418.5986407744405,363.2678122940864,1.1523141511793524,366.4668562723901,2.564034702609062,0.01514323092508835,1.008806296264184,1.1422551142341275,153.64645040849777,332.70215662516773,746.0,5.649561574713983e-12,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,100.0,800.0,even,1.0,0.0833333333333333,0.0048913804928334,-0.0013098846768973,0.0013066925319058,800_to_1600,800.0,1600.0,0.3602649423858714,0.01501103926607797,0.008610871991558936,0.1328531188649571,8.85036115821636,15.428532556887424,1.7432658714231253,8.85036115821636,977154.0778427239,5.989963048755625,8414.148680333512,560530.7221697735,1.578925259253812e-05,773298.145291785,-597360.9213306053,1754.0,1.0377170925431743e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,100.0,800.0,odd,1.0,0.0833333333333333,0.004891380441855,-0.0013098846845399,0.0013066925395628,400_to_800,400.0,800.0,0.3602650894584045,0.015011045394100182,4.13222691231739e-05,0.017297448324922953,1.1523147036595733,418.5987045716806,363.26769348883244,1.1523147036595733,366.4668816690858,2.5640347327063115,0.01514324310906029,1.0088066961020625,1.14225520916149,153.64653642003043,332.70214487795533,746.0,7.456923334250133e-12,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,100.0,800.0,odd,1.0,0.0833333333333333,0.004891380441855,-0.0013098846845399,0.0013066925395628,800_to_1600,800.0,1600.0,0.3602650894584045,0.015011045394100182,0.00861085031358695,0.13285312904941177,8.850358223660244,15.428572581244913,1.7432709717894466,8.850358223660244,977154.3031595501,5.989963148897297,8414.12943778425,560529.2114492753,1.578928991189811e-05,773297.9289528835,-597361.569956092,1754.0,8.339961742870286e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,120.0,800.0,even,1.0,0.1,0.0034597665381007,-0.0010622455538093,0.0010604125989039,400_to_800,400.0,800.0,0.195993843504807,0.00979969217524035,3.9855959288077376e-05,0.00985053537760093,1.0051882448398777,247.15338818974675,245.8777144067351,1.0051882448398777,225.48884207024065,2.353125056425883,0.008987074109467221,0.9170771845439932,1.0960781292794857,-31.107306991038016,-223.33283088239233,698.0,2.196425531182237e-12,not_lifted_empirical_transfer,passes_linear_condition_budget
6.0,120.0,800.0,even,1.0,0.1,0.0034597665381007,-0.0010622455538093,0.0010604125989039,800_to_1600,800.0,1600.0,0.195993843504807,0.00979969217524035,0.006489087833131886,0.10443642855706783,10.657113171466163,16.094161651478643,1.5101802329142828,10.657113171466165,447152.6905133847,5.650455848241842,2901.6130835625922,296092.26817284455,3.599254123462977e-05,446134.67742084863,30155.898858335102,1658.0,5.0488614444028434e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
6.0,120.0,800.0,odd,1.0,0.1,0.0034597665623006,-0.0010622455933506,0.0010604126383642,400_to_800,400.0,800.0,0.1959937942767807,0.009799689713839037,3.9855982061746435e-05,0.009850543490175393,1.0051893251542996,247.15345051376602,245.87751215506313,1.0051893251542996,225.48888294523914,2.3531251351516618,0.008987080873788692,0.9170781051462491,1.0960782069854336,-31.10727688987322,-223.33287634468087,698.0,4.7403558622367226e-12,not_lifted_empirical_transfer,passes_linear_condition_budget
6.0,120.0,800.0,odd,1.0,0.1,0.0034597665623006,-0.0010622455933506,0.0010604126383642,800_to_1600,800.0,1600.0,0.1959937942767807,0.009799689713839037,0.006489105308838118,0.10443643686668999,10.657116696175162,16.094119589097787,1.5101757865590386,10.65711669617516,447152.9656744562,5.65045611549037,2901.6226834208223,296093.32215112646,3.59924250190815e-05,446134.9339212104,30156.184217812115,1658.0,4.173760878945816e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,60.0,400.0,even,1.0,0.05,0.0108648842827327,-0.0032966013702414,0.0032788330374462,400_to_800,400.0,800.0,0.4523078186556681,0.011307695466391703,0.016395469550304617,0.2104206502187582,18.60862373276344,12.834072825614728,0.6896841491301854,18.60862373276344,78803.89436217127,4.896547680157197,1292.0268504604007,114260.84601416028,0.0001628608957652675,56986.345997282464,-54429.86438089165,1274.0,1.4208008511130392e-07,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,60.0,400.0,even,1.0,0.05,0.0108648842827327,-0.0032966013702414,0.0032788330374462,800_to_1600,800.0,1600.0,0.4523078186556681,0.011307695466391703,0.21126492087270826,3.3398689673208396e-05,0.002953624792290763,0.00015808914009596433,0.053523772047347304,0.002953624792290763,625.7338769524674,2.7963896681231932,132.195618001736,11690.765673221633,2.526459664704605e-07,-11.390419601682026,-625.6301967674381,3878.0,2.623409606797767e-10,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,60.0,400.0,odd,1.0,0.05,0.0108648842799949,-0.0032966013730217,0.003278833040216,400_to_800,400.0,800.0,0.4523078019672174,0.011307695049180437,0.01639546826362541,0.210420650421777,18.608624437305455,12.834073845186305,0.689684177808292,18.608624437305455,78803.89556824377,4.896547686803958,1292.0267688391916,114260.84301175381,0.00016286090621081117,56986.345679355014,-54429.86645991083,1274.0,1.4326855459144007e-07,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,60.0,400.0,odd,1.0,0.05,0.0108648842799949,-0.0032966013730217,0.003278833040216,800_to_1600,800.0,1600.0,0.4523078019672174,0.011307695049180437,0.21126492084812154,3.339869186301578e-05,0.0029536250949247574,0.00015808915047958253,0.05352377007875124,0.0029536250949247574,625.73392672188,2.796389702665962,132.19562850088226,11690.767033062462,2.526459629698941e-07,-11.39034190368352,-625.6302479596877,3878.0,2.6393694878390846e-10,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066751756346851,-0.0024454331384992,0.002437310128149,400_to_800,400.0,800.0,0.1707273293788763,0.0056909109792958705,0.01054677890179585,0.1536319123231884,26.99601397423319,14.566714041670938,0.539587587099873,26.996013974233186,23885.50068286134,4.378134349304734,251.91509466083235,44266.21600255668,0.000609855922012263,20027.87101694832,-13015.434122588882,866.0,1.312585520982477e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066751756346851,-0.0024454331384992,0.002437310128149,800_to_1600,800.0,1600.0,0.1707273293788763,0.0056909109792958705,0.16650893914459544,8.854734528498705e-05,0.015559432506874832,0.0005317873367032446,0.03417781056399569,0.015559432506874832,1304.0362380062818,3.1152896602206632,217.13369059653516,38154.46971258033,4.078010420295413e-07,-1054.2699616384193,-767.4798746680605,2858.0,5.504285727310101e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066751756386915,-0.0024454331392326,0.0024373101288751,400_to_800,400.0,800.0,0.1707273203919376,0.005690910679731247,0.010546778844177075,0.15363191269389323,26.996015460419855,14.566714156399906,0.5395875616443048,26.99601546041986,23885.500679864082,4.378134349250236,251.91509325296767,44266.218085303764,0.0006098559268920795,20027.871245540497,-13015.433765335663,866.0,1.3457806238311604e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066751756386915,-0.0024454331392326,0.0024373101288751,800_to_1600,800.0,1600.0,0.1707273203919376,0.005690910679731247,0.166508939459628,8.854734606517321e-05,0.015559433463003298,0.0005317873403826618,0.03417780870024143,0.015559433463003298,1304.036866900764,3.1152898696667886,217.13379572390227,38154.49019385354,4.078008481819482e-07,-1054.2700421996483,-767.4808325663337,2858.0,4.5616371753057584e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044829286332729,-0.0019084219910151,0.0019041578008704,400_to_800,400.0,800.0,0.077100340372954,0.0032125141822064154,0.007545110850286693,0.12018140740274566,37.410389678094056,15.92838193996568,0.4257742856202502,37.410389678094056,8817.074964663047,3.945324533272835,66.52580798367032,20708.3312976938,0.0018065381097249636,8671.630881658994,-1594.875789754782,746.0,1.1945624076300036e-10,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044829286332729,-0.0019084219910151,0.0019041578008704,800_to_1600,800.0,1600.0,0.077100340372954,0.0032125141822064154,0.1369475066579187,0.00020529009190443275,0.06390324844058295,0.0014990422017483462,0.023457996867595098,0.06390324844058295,2480.550315768631,3.394548040740898,339.7051808840269,105744.33655907192,6.043184015333502e-07,-2232.4189178744437,1081.4044776013068,2330.0,2.8787551142454357e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044829286333332,-0.0019084219913101,0.0019041578011647,400_to_800,400.0,800.0,0.0771003414939211,0.003212514228913378,0.007545110458483315,0.12018140737484344,37.41038912549639,15.928382763398506,0.42577431392026877,37.41038912549639,8817.074961799904,3.945324533131808,66.52580450750784,20708.329914544836,0.001806538203702298,8671.630876778056,-1594.8758004648016,746.0,1.4433055125316552e-10,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044829286333332,-0.0019084219913101,0.0019041578011647,800_to_1600,800.0,1600.0,0.0771003414939211,0.003212514228913378,0.13694750685168533,0.00020529010297547156,0.06390325095771178,0.0014990422804688334,0.023457997175461858,0.0639032509577118,2480.5503094908445,3.394548039641784,339.7051805049476,105744.33490364702,6.043184347978516e-07,-2232.4190761905934,1081.404136378006,2330.0,5.4172938092568886e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,120.0,400.0,even,1.0,0.1,0.0035632874720739,-0.0016518369123545,0.0016489012108059,400_to_800,400.0,800.0,0.0375542748974702,0.0018777137448735101,0.006329000206084515,0.10579608256447091,56.34303037580296,16.716081390353196,0.29668410234342085,56.34303037580296,3954.7130197037304,3.5971149736791794,25.029379516710026,13329.70991187802,0.004226875959663311,3357.5390691248194,-2089.6618069713195,698.0,5.737609764821002e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,120.0,400.0,even,1.0,0.1,0.0035632874720739,-0.0016518369123545,0.0016489012108059,800_to_1600,800.0,1600.0,0.0375542748974702,0.0018777137448735101,0.12211907788823334,0.0004276039114068299,0.2277258248624233,0.0035015324288493604,0.015376088464998435,0.2277258248624233,4602.037557320826,3.662950158633066,561.996582907037,299298.3272564238,7.608656785686582e-07,-3971.368998844404,2325.290939647989,2150.0,6.448036907253315e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,120.0,400.0,odd,1.0,0.1,0.0035632874715249,-0.001651836912498,0.0016489012109496,400_to_800,400.0,800.0,0.037554274458009,0.00187771372290045,0.006329000652932922,0.10579608260796432,56.34303105829368,16.71608021701457,0.29668407792473506,56.34303105829368,3954.713020652601,3.5971149737833814,25.02938128987264,13329.711012182664,0.004226875661955392,3357.5390643242545,-2089.6618164803194,698.0,3.5469891081640015e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,120.0,400.0,odd,1.0,0.1,0.0035632874715249,-0.001651836912498,0.0016489012109496,800_to_1600,800.0,1600.0,0.037554274458009,0.00187771372290045,0.12211907826745863,0.0004276038782049382,0.22772580984519347,0.003501532146094513,0.015376088237318517,0.2277258098451935,4602.036609465197,3.6629500691838808,561.9964689009904,299298.27004347113,7.608657738386453e-07,-3971.3691350718937,2325.2888310608323,2150.0,7.396694117524797e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
12.0,60.0,800.0,even,1.0,0.05,0.010845857577098,-0.0019229933572493,0.0019126483040355,400_to_800,400.0,800.0,2.2409691156876943,0.05602422789219236,9.236779187270004e-05,0.08052498387273299,1.4373242952618202,871.7863904737635,606.5342340261218,1.4373242952618204,607.4648698390157,2.7835211674123865,0.056110188667267025,1.0015343500179972,1.4351223153114938,163.37536381991723,-585.0829501747953,1094.0,1.0530408806608684e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,60.0,800.0,even,1.0,0.05,0.010845857577098,-0.0019229933572493,0.0019126483040355,800_to_1600,800.0,1600.0,2.2409691156876943,0.05602422789219236,0.01666578375403297,0.2554684567000634,4.559963899755341,15.328919447802287,3.361631755160329,4.559963899755341,2140484.1775732897,6.330512021883943,35672.84643236556,636739.6352344374,7.161426189648827e-06,1727811.7871729736,-1263463.075260902,2762.0,1.0670565002195678e-06,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,60.0,800.0,odd,1.0,0.05,0.0108458575849235,-0.0019229933666953,0.0019126483134233,400_to_800,400.0,800.0,2.240968523929737,0.05602421309824343,9.236781814302222e-05,0.0805250262998814,1.4373254321068931,871.7866018573324,606.5339013583238,1.4373254321068931,607.4648877655267,2.783521180228576,0.056110206281397575,1.001534928888753,1.435122620937114,163.37538584524077,-585.0829626368406,1094.0,1.0384855694073023e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,60.0,800.0,odd,1.0,0.05,0.0108458575849235,-0.0019229933666953,0.0019126483134233,800_to_1600,800.0,1600.0,2.240968523929737,0.05602421309824343,0.0166658081459416,0.2554684864750442,4.55996563534159,15.328898799141344,3.361625947427353,4.55996563534159,2140484.169099695,6.330512020164689,35672.89850164073,636740.7327807556,7.1614165712745274e-06,1727811.3222431447,-1263463.6967063227,2762.0,1.0289067119847288e-06,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066168808429054,-0.0014325725073287,0.001427855957028,400_to_800,400.0,800.0,0.9333867589512764,0.031112891965042515,8.75250755848701e-05,0.03869209983817501,1.2436034516382553,442.06873949690674,355.4740370932145,1.2436034516382553,343.88651695193,2.5364151484065802,0.030098693388835383,0.9674026259806818,1.2855076244780517,46.76884029676694,-340.6913737073857,830.0,1.2815523858688004e-11,not_lifted_empirical_transfer,passes_linear_condition_budget
12.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066168808429054,-0.0014325725073287,0.001427855957028,800_to_1600,800.0,1600.0,0.9333867589512764,0.031112891965042515,0.01149323449398627,0.17390849661918048,5.589596004594452,15.131379831341343,2.707061443958361,5.589596004594452,716761.3370087045,5.855374570905418,8237.906122464161,264774.6834887614,2.111076456005548e-05,705677.4826344445,-125563.1503794766,2018.0,1.821596122668671e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066168808042149,-0.0014325724702377,0.0014278559200866,400_to_800,400.0,800.0,0.9333870449725408,0.03111290149908466,8.752506137203214e-05,0.038692085104808004,1.243602597010964,442.06864294952345,355.47420374647703,1.243602597010964,343.8864702566274,2.5364150894350512,0.030098684414222816,0.9674020410828067,1.2855075182795852,46.76877324855973,-340.69133577827756,830.0,1.3994767075751519e-11,not_lifted_empirical_transfer,passes_linear_condition_budget
