tube_kind,D,R_tail,parity,R0,R1,pad_factor,n_contour,center_real,center_imag,half_re,half_im,half_re_over_box,half_im_over_box,root_gap_abs,delta_F_abs_max,rouche_ratio_from_R0,rouche_ratio_from_R1,rouche_ratio_symmetric,R0_argument_index_round,R1_argument_index_round,R0_argument_index_error,R1_argument_index_error,R0_zero_count_abs,R1_zero_count_abs,R0_boundary_F_abs_min,R1_boundary_F_abs_min,direct_endpoint_index_ok,rouche_pass_from_R0,symmetric_rouche_pass,large_tube_status
segment,6.0,400.0,even,80.0,100.0,248.0,32.0,0.00550912302073865,-0.0024119018303769496,0.02589175468728895,0.025093046452117452,258.9175468728895,250.9304645211745,0.002260800318750878,58.96913885862487,22.741269071690386,32.5234877696174,32.5234877696174,0.0,-1.0,0.0,0.0,0.0,1.0,2.593045211009485,1.8131246954919862,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,even,100.0,120.0,248.0,32.0,0.0039594963655165995,-0.00197837466558795,0.025257871967933103,0.02494048071267155,252.57871967933102,249.4048071267155,0.0009578759202561388,1.7714680018887494,0.96377484751502,1.9371560772825211,1.9371560772825211,0.0,0.0,0.0,0.0,0.0,0.0,1.8380517051843293,0.9144683914028228,0.0,1.0,0.0,rouche_ratio_ok_but_index_not_one
segment,6.0,400.0,odd,60.0,80.0,248.0,32.0,0.0086867661790564,-0.00316705500889825,0.026885888467750602,0.025262106718416052,268.858884677506,252.6210671841605,0.004272925610913533,6.569090056076953,1.3757919918019361,1.9410574920935195,1.9410574920935195,-1.0,-1.0,0.0,0.0,1.0,1.0,4.774769801845643,3.384284124934336,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,odd,80.0,100.0,248.0,32.0,0.005509123023177799,-0.0024119018352601503,0.025891754688128002,0.025093046455222052,258.91754688128003,250.9304645522205,0.002260800321981289,58.96910960611822,22.74125809864303,32.52347517801299,32.52347517801299,0.0,-1.0,0.0,0.0,0.0,1.0,2.593045175879557,1.8131244980236123,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,odd,100.0,120.0,248.0,32.0,0.0039594963684024004,-0.00197837466616975,0.025257871966647402,0.024940480713868354,252.578719666474,249.40480713868354,0.0009578759184999257,1.771468033853273,0.963774680904109,1.93715599631482,1.93715599631482,0.0,0.0,0.0,0.0,0.0,0.0,1.8380520561003673,0.9144684461257915,0.0,1.0,0.0,rouche_ratio_ok_but_index_not_one
segment,6.0,400.0,even,60.0,80.0,256.0,32.0,0.007931176873466849,-0.0030105092838165,0.02693029916543925,0.025905561001322103,269.3029916543925,259.05561001322104,0.002729881605562651,7.935886674827326,1.7384327991998336,2.4132534690586915,2.4132534690586915,-1.0,-1.0,0.0,0.0,1.0,1.0,4.564966030599548,3.288459656880875,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,even,80.0,100.0,256.0,32.0,0.00550912302073865,-0.0024119018303769496,0.026691754687288953,0.02589304645211745,266.91754687288955,258.9304645211745,0.002260800318750878,8.314841787907264,2.9555834526054308,4.024554652282644,4.024554652282644,-1.0,0.0,0.0,0.0,1.0,0.0,2.8132657802565157,2.066027798427649,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,even,100.0,120.0,256.0,32.0,0.0039594963655165995,-0.00197837466558795,0.0260578719679331,0.02574048071267155,260.578719679331,257.40480712671547,0.0009578759202561388,1.5821943520365098,0.8279720510941728,1.7464245097415474,1.7464245097415474,-1.0,-1.0,0.0,0.0,1.0,1.0,1.9109272468142193,0.905962063181682,1.0,1.0,0.0,large_tube_rouche_pass
segment,6.0,400.0,odd,60.0,80.0,256.0,32.0,0.0086867661790564,-0.00316705500889825,0.0276858884677506,0.02606210671841605,276.858884677506,260.6210671841605,0.004272925610913533,6.224903171860746,1.1670256090496671,1.6738371331721895,1.6738371331721895,-1.0,-1.0,0.0,0.0,1.0,1.0,5.333990208603745,3.718941973800974,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,odd,80.0,100.0,256.0,32.0,0.005509123023177799,-0.0024119018352601503,0.026691754688128,0.02589304645522205,266.91754688128,258.9304645522205,0.002260800321981289,8.314842806596966,2.9555842955130065,4.024556014476489,4.024556014476489,-1.0,0.0,0.0,0.0,1.0,0.0,2.81326532260307,2.066027352256533,0.0,0.0,0.0,large_tube_rouche_not_closed
