D,R,R_tail,parity,ell,n_half,h,E0_real,E0_imag,Gamma_dtn,root_residual_table_abs,root_residual_recomputed_abs,box_re,box_im,n_contour,argument_index_raw,argument_index_round,argument_zero_count_abs,argument_index_error,boundary_F_abs_min,boundary_F_abs_max,boundary_root_gap_ratio,dF_dE_abs_proxy,dF_dE_CR_rel_mismatch,newton_radius_proxy,newton_radius_over_contour,local_argument_pass,local_argument_status
6.0,120.0,800.0,odd,1.0,1200.0,0.1,0.0034597665623006,-0.0010622455933506,0.0010604126383642,1.1673416847821647e-08,8.17305200132979e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.19599379427678074,1.05846124666269,2398049.0304587777,3079.532842213852,0.006790946631444809,2.6539908551370564e-11,2.6539908551370563e-07,1.0,local_index_one_isolated_zero
12.0,60.0,400.0,even,1.0,1200.0,0.05,0.0108648842827327,-0.0032966013702414,0.0032788330374462,1.7563300594713465e-08,3.3919210385042326e-08,0.0001,0.0001,64.0,-1.0000000000000002,-1.0,1.0,2.220446049250313e-16,0.45230781865566816,0.9148619740524677,13334856.95926243,5327.57434187147,0.0006490718597397262,6.366726808194513e-12,6.366726808194512e-08,1.0,local_index_one_isolated_zero
12.0,60.0,400.0,odd,1.0,1200.0,0.05,0.0108648842799949,-0.0032966013730217,0.003278833040216,1.3694105049620165e-08,3.3035150192911865e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.4523078019672174,0.9148620193851371,13691713.200210186,5327.572234753367,0.0006493183519825582,6.200788790326216e-12,6.200788790326215e-08,1.0,local_index_one_isolated_zero
12.0,80.0,400.0,even,1.0,1200.0,0.06666666666666667,0.0066751756346851,-0.0024454331384992,0.002437310128149,3.305008535745031e-09,1.4032203801360932e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.17072732937887633,0.35292306216745994,121668222.46575275,1997.9161796441817,0.00067977922877304,7.023419673121618e-13,7.023419673121618e-09,1.0,local_index_one_isolated_zero
12.0,80.0,400.0,odd,1.0,1200.0,0.06666666666666667,0.0066751756386915,-0.0024454331392326,0.0024373101288751,2.6702909508332622e-09,1.4243128359652654e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.1707273203919376,0.3529230591751609,11986644.793258123,1997.916271447304,0.0006794470115615019,7.128991621523176e-12,7.128991621523176e-08,1.0,local_index_one_isolated_zero
12.0,100.0,400.0,even,1.0,1200.0,0.08333333333333333,0.0044829286332729,-0.0019084219910151,0.0019041578008704,9.161955667567127e-10,1.4395274035930113e-09,0.0001,0.0001,64.0,-1.0000000000000002,-1.0,1.0,2.220446049250313e-16,0.07710034037295402,0.16065612453512518,53559480.82718968,891.2827313774665,0.000725475566728118,1.6151186968115487e-12,1.6151186968115486e-08,1.0,local_index_one_isolated_zero
12.0,100.0,400.0,odd,1.0,1200.0,0.08333333333333333,0.0044829286333332,-0.0019084219913101,0.0019041578011647,3.6543142986684906e-10,1.914064527042515e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.0771003414939211,0.16065611756397066,40280952.08109385,891.2827553386408,0.0007253691707386832,2.1475390560151373e-12,2.1475390560151372e-08,1.0,local_index_one_isolated_zero
12.0,120.0,400.0,even,1.0,1200.0,0.1,0.0035632874720739,-0.0016518369123545,0.0016489012108059,8.318362529397797e-10,8.326411992747756e-10,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.03755427489747028,0.07443634997400211,45102590.32363493,423.3508796684552,0.0006982415104785174,1.966787455188126e-12,1.966787455188126e-08,1.0,local_index_one_isolated_zero
12.0,120.0,400.0,odd,1.0,1200.0,0.1,0.0035632874715249,-0.001651836912498,0.0016489012109496,1.8150413371705526e-10,1.8194566933803054e-10,0.0001,0.0001,64.0,-0.9999999999999999,-1.0,1.0,1.1102230246251565e-16,0.03755427445800902,0.07443635054627191,206403783.03392446,423.35088684679346,0.0006981479320215162,4.2977509907490735e-13,4.297750990749073e-09,1.0,local_index_one_isolated_zero
12.0,60.0,800.0,even,1.0,1200.0,0.05,0.010845857577098,-0.0019229933572493,0.0019126483040355,8.568812141772186e-07,1.7818721284602433e-06,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,2.2409691156876943,9.83790750815386,1257648.6718068637,36379.11909914574,0.007829461581904939,4.8980628794337286e-11,4.898062879433729e-07,1.0,local_index_one_isolated_zero
12.0,60.0,800.0,odd,1.0,1200.0,0.05,0.0108458575849235,-0.0019229933666953,0.0019126483134233,1.1990381207270597e-07,1.742036227919077e-06,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,2.240968523929737,9.837913762720884,1286407.5316083708,36379.06235509298,0.007832300478420214,4.7885682454242696e-11,4.788568245424269e-07,1.0,local_index_one_isolated_zero
12.0,80.0,800.0,even,1.0,1200.0,0.06666666666666667,0.0066168808429054,-0.0014325725073287,0.001427855957028,1.916173002378836e-07,1.8721289301359425e-07,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.9333867589512764,4.396120578293462,4985696.9994235365,15188.082415393967,0.007993885460355983,1.2326302155421777e-11,1.2326302155421777e-07,1.0,local_index_one_isolated_zero
12.0,80.0,800.0,odd,1.0,1200.0,0.06666666666666667,0.0066168808042149,-0.0014325724702377,0.0014278559200866,5.3150421853255914e-08,5.556030994730123e-07,0.0001,0.0001,64.0,-1.0000000000000002,-1.0,1.0,2.220446049250313e-16,0.9333870449725408,4.396113942647976,1679952.912173916,15188.091450783868,0.007995111189157939,3.658149552716429e-11,3.658149552716429e-07,1.0,local_index_one_isolated_zero
12.0,100.0,800.0,even,1.0,1200.0,0.08333333333333333,0.0049127578895462,-0.0011962515361338,0.0011933236604455,5.699100918554413e-08,1.2597795609400582e-07,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.45593846412093597,1.7570629734909127,3619192.422686321,7251.811645901969,0.007143316028560482,1.7371928870380484e-11,1.7371928870380482e-07,1.0,local_index_one_isolated_zero
12.0,100.0,800.0,odd,1.0,1200.0,0.08333333333333333,0.0049127578899924,-0.0011962515309274,0.0011933236552516,5.0882231513384766e-08,8.364635425582144e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.45593839794756535,1.7570631890063355,5450786.253673858,7251.8100035547905,0.0071451377160889566,1.1534548507864731e-11,1.153454850786473e-07,1.0,local_index_one_isolated_zero
12.0,120.0,800.0,even,1.0,1200.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,4.02116139569441e-09,4.6454221307926455e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.2526467020640421,1.445305548735634,5438616.662829157,4020.268824459246,0.007648834312484273,1.1555003741366691e-11,1.1555003741366691e-07,1.0,local_index_one_isolated_zero
12.0,120.0,800.0,odd,1.0,1200.0,0.1,0.0034788677834578,-0.0009677656220259,0.0009660865248426,1.920332689707773e-08,6.327239243046923e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.2526467133783277,1.4453049882493156,3993000.7966106883,4020.2628967027385,0.007647680503847237,1.5738371856816318e-11,1.5738371856816316e-07,1.0,local_index_one_isolated_zero
18.0,60.0,400.0,even,1.0,1200.0,0.05,0.0109462077090673,-0.0031165297190722,0.0030996077137025,6.1471082720575926e-09,6.379372955888942e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.5716497874497035,1.1926252392939864,89609087.19437712,6803.167832407535,0.0007652553797779172,9.377062440676819e-13,9.377062440676819e-09,1.0,local_index_one_isolated_zero
18.0,60.0,400.0,odd,1.0,1200.0,0.05,0.0109462077087188,-0.0031165297187208,0.0030996077133535,8.955026888762268e-09,9.10913656916855e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.5716497926119808,1.192625245132304,62755650.68887303,6803.169454147919,0.0007656454850544572,1.3389548254769213e-12,1.3389548254769213e-08,1.0,local_index_one_isolated_zero
18.0,80.0,400.0,even,1.0,1200.0,0.06666666666666667,0.0067287065139138,-0.0023012070142919,0.0022935022958442,3.910810729218187e-09,3.8981381239497505e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.21419950668421922,0.44998589180710763,54949183.3981459,2522.0721461519797,0.0007508304697332726,1.5456092839759902e-12,1.54560928397599e-08,1.0,local_index_one_isolated_zero
18.0,80.0,400.0,odd,1.0,1200.0,0.06666666666666667,0.0067287065152877,-0.0023012070165422,0.0022935022980854,1.008173118240612e-10,9.226079572355101e-11,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.21419950784688768,0.44998589966405805,2321674186.3869476,2522.072055886296,0.0007507892130460307,3.658134806585814e-14,3.6581348065858135e-10,1.0,local_index_one_isolated_zero
18.0,100.0,400.0,even,1.0,1200.0,0.08333333333333333,0.004524921929761,-0.0017896671109677,0.0017856310401366,5.8158170337724796e-11,4.915526963298819e-11,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.09832440116376111,0.207495830904832,2000282002.2733724,1141.5406870246873,0.000778050398384475,4.306046222592953e-14,4.3060462225929526e-10,1.0,local_index_one_isolated_zero
18.0,100.0,400.0,odd,1.0,1200.0,0.08333333333333333,0.0045249219297268,-0.0017896671109579,0.0017856310401268,1.6903176455290235e-11,1.536888518623387e-11,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.09832440120088129,0.20749583016957623,6397627414.703564,1141.5406998244239,0.0007780687851850522,1.3463282727105307e-14,1.3463282727105306e-10,1.0,local_index_one_isolated_zero
18.0,120.0,400.0,even,1.0,1200.0,0.1,0.0036009091880255,-0.0015461097382767,0.0015433330754413,3.0302015317059337e-10,2.2753610567714426e-10,0.0001,0.0001,64.0,-0.9999999999999997,-1.0,1.0,3.3306690738754696e-16,0.04940558189438343,0.09866674081973857,217132932.58383372,559.0027291249081,0.0007391249848443965,4.0703934671900636e-13,4.070393467190064e-09,1.0,local_index_one_isolated_zero
18.0,120.0,400.0,odd,1.0,1200.0,0.1,0.0036009091880774,-0.0015461097379247,0.0015433330750899,4.122963890065695e-10,5.058976781506647e-10,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.04940558199254113,0.0986667405350118,97659238.47119798,559.0027342343716,0.0007391320104478136,9.050003643426874e-13,9.050003643426874e-09,1.0,local_index_one_isolated_zero
18.0,60.0,800.0,even,1.0,1200.0,0.05,0.0108797509482882,-0.0018271234671916,0.0018172637755943,4.249456574798357e-07,4.167866418353992e-07,0.0001,0.0001,64.0,-0.9999999999999999,-1.0,1.0,1.1102230246251565e-16,2.694155896642853,14.445031901389644,6464112.872664598,45236.924049561756,0.009527028907467235,9.213416928586172e-12,9.213416928586172e-08,1.0,local_index_one_isolated_zero
18.0,60.0,800.0,odd,1.0,1200.0,0.05,0.0108797509405857,-0.0018271234605426,0.001817263768988,1.984706167507339e-07,2.001352189887188e-07,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,2.6941559816587604,14.445035298701894,13461678.53550366,45236.90806895621,0.009527742511490302,4.4241577846931015e-12,4.424157784693101e-08,1.0,local_index_one_isolated_zero
18.0,80.0,800.0,even,1.0,1200.0,0.06666666666666667,0.0066370189892428,-0.001357129336436,0.0013526476773431,3.7393239614441415e-08,2.0968173079460538e-07,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,1.0797256882160762,6.029944838445633,5149355.09223608,17856.897167888445,0.008961801241031991,1.1742338482615566e-11,1.1742338482615565e-07,1.0,local_index_one_isolated_zero
18.0,80.0,800.0,odd,1.0,1200.0,0.06666666666666667,0.0066370189891871,-0.0013571293386825,0.0013526476795821,4.303326509486211e-08,1.0212508555910634e-07,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,1.0797256425135409,6.029945200004554,10572580.0531999,17856.90099427179,0.008961582895789633,5.719082252394548e-12,5.719082252394548e-08,1.0,local_index_one_isolated_zero
18.0,100.0,800.0,even,1.0,1200.0,0.08333333333333333,0.0049285504608391,-0.0011313199715626,0.0011285421720217,6.867863635249692e-09,1.1956344771848453e-07,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.5343079473670509,2.276273760239835,4468823.520588783,8622.39341331926,0.00798486317129417,1.3866619392916057e-11,1.3866619392916056e-07,1.0,local_index_one_isolated_zero
18.0,100.0,800.0,odd,1.0,1200.0,0.08333333333333333,0.0049285504628128,-0.0011313199739071,0.0011285421743594,3.824377152663823e-08,5.4919599236850456e-08,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.5343079323827933,2.2762735339211777,9728911.714714015,8622.391810656323,0.007984758349252535,6.369415870080956e-12,6.369415870080955e-08,1.0,local_index_one_isolated_zero
18.0,120.0,800.0,even,1.0,1200.0,0.1,0.003491535818283,-0.0009134677912261,0.0009118771578773,6.5099745352468725e-09,6.430571505213033e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.2959147683148908,1.8464148144966257,46016869.27437216,4751.790132584038,0.008281332903626593,1.3532945112868588e-12,1.3532945112868588e-08,1.0,local_index_one_isolated_zero
18.0,120.0,800.0,odd,1.0,1200.0,0.1,0.0034915358176146,-0.0009134677905382,0.0009118771571909,6.4650175472378555e-09,6.39037506761363e-09,0.0001,0.0001,64.0,-1.0,-1.0,1.0,0.0,0.295914766965616,1.846414743056979,46306322.216564365,4751.78814426347,0.008281006795406056,1.3448358541254247e-12,1.3448358541254248e-08,1.0,local_index_one_isolated_zero
