D,ell,N_target,R,R_tail,n_half,h,parity,seed_E,seed_omega,E_dtn_real,E_dtn_imag,omega_dtn_real,omega_dtn_imag,Gamma_dtn,Gamma_dtn_narrow,rel_Gamma_exact_vs_narrow,S_seed,Gamma_geo_seed,Gamma_dtn_over_geo,root_candidate_count,root_success,root_nfev,guess_E_real,guess_E_imag,residual_abs,seed_dist,dtn_success,dtn_nfev,dtn_status,dtn_residual_abs,m_tail_real,m_tail_imag,m_R_real,m_R_imag,tail_mode,coulomb_order,coulomb_A,coulomb_B,coulomb_k_real,coulomb_k_imag,coulomb_next_term_abs
6.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.006672556445593471,1.0033307313371764,0.0065926366719623,-0.0015654487849734936,1.0032912066376811,-0.0007801567354605674,0.0015603134709211348,0.0015603134709211348,0.0,11.661869046391255,7.448577889760137e-11,20947803.648078397,5.0,1.0,37.0,0.006672556445593471,-0.0001,4.871893969330705e-07,0.0015674875018934745,1.0,1802.0,0.0,0.005228270572927148,0.009710910793562873,0.08052103864342847,0.015596581640262565,0.0976417088906933,coulomb_series,6.0,0.16,2.0064,0.08175752539719953,-0.009573729007624265,1.0639638443378403e-12
6.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.006672556445593471,1.0033307313371764,0.006592636765095581,-0.0015654487043758503,1.0032912066840638,-0.0007801566952578753,0.0015603133905157506,0.0015603133905157506,0.0,11.661869046391255,7.448577889760137e-11,20947802.568605438,5.0,0.0,36.0,0.006672556445593471,-0.001,4.968714920143094e-07,0.0015674874166521763,1.0,1814.0,0.0,0.005228268376395082,0.009710910231553049,0.08052103915404604,0.015596567451564817,0.09764169986582921,coulomb_series,6.0,0.16,2.0064,0.08175752590212707,-0.009573728455591159,1.06396381038556e-12
6.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,even,0.0047954511020069385,1.0023948578788735,0.004384373933291008,-0.001226377780074978,1.002189976148452,-0.0006118489554186668,0.0012236979108373337,0.0012236979108373337,0.0,11.692617169470404,6.997785058507598e-11,17486931.944981877,5.0,1.0,55.0,0.0047954511020069385,-0.001,4.213838049095015e-08,0.0012934399476207375,1.0,1706.0,0.0,0.0020230756432302677,0.00937028220807729,0.0653360596021867,0.0035243497824239338,0.06687014590535757,coulomb_series,6.0,0.16,2.0064,0.0668469767000287,-0.009173023527887174,5.989690773093057e-12
6.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,odd,0.0047954511020069385,1.0023948578788735,0.004891377430730132,-0.0013099005254556297,1.0024429182264714,-0.0006533541719129077,0.0013067083438258154,0.0013067083438258154,0.0,11.692617169470404,6.997785058507598e-11,18673170.62328425,5.0,1.0,54.0,0.0047954511020069385,-0.001,8.918667103551448e-08,0.001313408256077007,1.0,1706.0,0.0,0.0021636390149567934,0.009462264391081575,0.06911989056886993,0.01847191355899415,0.0716371981990629,coulomb_series,6.0,0.16,2.0064,0.07055179824370476,-0.00928325399255511,3.74028574264956e-12
6.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003689626838555341,1.0018431148830416,0.0034597819639066406,-0.0010622950180795552,1.0017285376332272,-0.0005302309848281989,0.0010604619696563979,0.0010604619696563979,0.0,11.671823592173032,7.290923781707112e-11,14544960.301424233,5.0,1.0,43.0,0.003689626838555341,-0.0001,5.643861745045413e-08,0.001086875968930641,1.0,1658.0,0.0,0.0010189070014590465,0.009170990758041817,0.057796673668208114,0.008519418740447711,0.055415740494143224,coulomb_series,6.0,0.16,2.0064,0.059493594246113474,-0.008927810057037792,1.692239934275755e-11
6.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003689626838555341,1.0018431148830416,0.003459782006082645,-0.0010622950290492135,1.0017285376542817,-0.0005302309902924193,0.0010604619805848385,0.0010604619805848385,0.0,11.671823592173032,7.290923781707112e-11,14544960.451315261,5.0,1.0,46.0,0.003689626838555341,-0.0001,2.4810319010275116e-08,0.0010868759707331243,1.0,1658.0,0.0,0.001018907166488002,0.009170990794250064,0.057796674038839854,0.008519418785871766,0.055415742408871635,coulomb_series,6.0,0.16,2.0064,0.059493594606295525,-0.008927810095179583,1.6922398390404966e-11
12.0,1.0,3.0,60.0,400.0,1200.0,0.05,even,0.010547238830805607,1.0052597867371427,0.010864877335525458,-0.0032966073361442813,1.005419099197839,-0.0016394194912223363,0.0032788389824446726,0.0032788389824446726,0.0,14.03688880883854,6.456417475571163e-13,5078418480.296013,5.0,1.0,29.0,0.010547238830805607,-0.0001,1.8304337049290576e-08,0.003311874718101661,1.0,914.0,0.0,0.005915495962876023,0.015906834305389198,0.1034635941147932,0.033063126014825,0.1134377950136711,coulomb_series,6.0,0.16,2.0064,0.10540130768162399,-0.01563836070280095,1.4904442141106098e-11
12.0,1.0,3.0,60.0,400.0,1200.0,0.05,odd,0.010547238830805607,1.0052597867371427,0.010864877340269825,-0.003296607335696704,1.005419099200198,-0.0016394194909959072,0.0032788389819918143,0.0032788389819918143,0.0,14.03688880883854,6.456417475571163e-13,5078418479.594605,5.0,1.0,19.0,0.010547238830805607,-0.002,1.1477952208859271e-08,0.0033118747181111745,1.0,914.0,0.0,0.005915495948652362,0.015906834299836803,0.10346359413686984,0.03306312594711238,0.11343779499704434,coulomb_series,6.0,0.16,2.0064,0.10540130770333718,-0.015638360697456166,1.4904442119684424e-11
12.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,even,0.006729144715632753,1.003358931148586,0.006675165595328492,-0.0024454692587232087,1.0033327716961011,-0.0012186730702462868,0.0024373461404925737,0.0024373461404925737,0.0,14.07270157893736,5.998781429917855e-13,4063068756.4923496,5.0,1.0,31.0,0.006729144715632753,-1e-05,9.210782363764601e-10,0.0024460649297982796,1.0,794.0,0.0,0.0017048561676452673,0.015137001965678498,0.08056521823176215,0.021241484103424288,0.07900967369631556,coulomb_series,6.0,0.16,2.0064,0.08301862715765808,-0.014728437113752161,9.867419347890045e-11
12.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,odd,0.006729144715632753,1.003358931148586,0.006675165595234692,-0.0024454692590097525,1.0033327716960545,-0.0012186730703891394,0.0024373461407782787,0.0024373461407782787,0.0,14.07270157893736,5.998781429917855e-13,4063068756.9686213,5.0,1.0,16.0,0.006729144715632753,-0.002,9.771328230907162e-10,0.0024460649300868235,1.0,794.0,0.0,0.0017048561680259474,0.015137001967502159,0.08056521823152174,0.021241484148742648,0.07900967368514726,coulomb_series,6.0,0.16,2.0064,0.08301862715740721,-0.014728437115522448,9.867419347405538e-11
12.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,even,0.004821231389541256,1.0024077171438484,0.004482964912672317,-0.0019085422964677439,1.002239428221201,-0.000952138901507333,0.001904277803014666,0.001904277803014666,0.0,14.047245277583976,6.306119284597517e-13,3019730070.228453,5.0,1.0,23.0,0.004821231389541256,-0.001,3.974864277366161e-11,0.0019382873643450534,1.0,746.0,0.0,0.000631928271402895,0.014526375295335474,0.06542180825589267,0.01616020122494576,0.05974298797422024,coulomb_series,6.0,0.16,2.0064,0.06839329470247807,-0.013952700369021645,4.873754316636985e-10
12.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,odd,0.004821231389541256,1.0024077171438484,0.0044829649126993665,-0.0019085422964866948,1.0022394282212146,-0.0009521389015167745,0.001904277803033549,0.001904277803033549,0.0,14.047245277583976,6.306119284597517e-13,3019730070.2583966,5.0,1.0,18.0,0.004821231389541256,-0.001,1.3996833896841821e-11,0.001938287364358993,1.0,746.0,0.0,0.0006319282718267111,0.01452637529542998,0.06542180825612037,0.0161602012237343,0.059742987977683494,coulomb_series,6.0,0.16,2.0064,0.06839329470269505,-0.013952700369115925,4.87375431648391e-10
12.0,1.0,3.0,120.0,400.0,1200.0,0.1,even,0.003703311627393985,1.0018499446660631,0.003563444942811156,-0.0016520430739683676,1.001780477365767,-0.0008245534382505134,0.0016491068765010267,0.0016491068765010267,0.0,14.103374728342006,5.633353920970793e-13,2927397958.0122614,5.0,1.0,42.0,0.003703311627393985,-0.0001,9.820432900339744e-11,0.0016579532586002072,1.0,698.0,0.0,0.0002282990306623448,0.01419394590319806,0.05788449387799267,0.016820801264834987,0.05089776543326879,coulomb_series,6.0,0.16,2.0064,0.061201372898149635,-0.013496781164678052,1.2546761641305683e-09
12.0,1.0,3.0,120.0,400.0,1200.0,0.1,odd,0.003703311627393985,1.0018499446660631,0.003563444942884014,-0.0016520430734300044,1.001780477365803,-0.0008245534379817806,0.0016491068759635612,0.0016491068759635612,0.0,14.103374728342006,5.633353920970793e-13,2927397957.058184,5.0,1.0,34.0,0.003703311627393985,-1e-05,3.029605622089556e-10,0.001657953258057617,1.0,698.0,0.0,0.00022829902983828275,0.014193945898662009,0.057884493877515,0.016820801256056127,0.05089776542444321,coulomb_series,6.0,0.16,2.0064,0.06120137289779229,-0.013496781160358564,1.2546761645731477e-09
12.0,1.0,3.0,60.0,800.0,1200.0,0.05,even,0.010547238830805607,1.0052597867371427,0.010845857268746461,-0.0019229935026525992,1.0054087585777083,-0.000956324224474105,0.00191264844894821,0.00191264844894821,0.0,14.03688880883854,6.456417475571163e-13,2962398971.5426645,5.0,1.0,67.0,0.010547238830805607,-1e-05,3.3243285911306234e-07,0.0019460413620276287,1.0,2102.0,0.0,0.020310850891779628,0.009276733651979726,0.10357936325816784,0.0445033030125694,0.1603208900084183,coulomb_series,6.0,0.16,2.0064,0.10454872270104279,-0.009196637954876798,1.4503782360654397e-13
12.0,1.0,3.0,60.0,800.0,1200.0,0.05,odd,0.010547238830805607,1.0052597867371427,0.010064596669823348,-0.0018398534624822767,1.005020116466268,-0.0009153316597041611,0.0018306633194083222,0.0018306633194083222,0.0,14.03688880883854,6.456417475571163e-13,2835416585.6450815,5.0,1.0,41.0,0.010547238830805607,-0.001,2.331546379205667e-07,0.0019021052071233197,1.0,2138.0,0.0,0.01889139202029814,0.00921761677450252,0.09973125816843603,-0.008944976664352837,0.1587333302735316,coulomb_series,6.0,0.16,2.0064,0.10073722783795733,-0.009131944078517853,1.955500255362116e-13
12.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.006729144715632753,1.003358931148586,0.006616879866221691,-0.0014325737841337366,1.0033032390859153,-0.000713928615160716,0.001427857230321432,0.001427857230321432,0.0,14.07270157893736,5.998781429917855e-13,2380245466.521331,5.0,1.0,37.0,0.006729144715632753,-0.0001,9.264369176463255e-08,0.001436965915879894,1.0,1826.0,0.0,0.006656882386971282,0.008879772903175062,0.08057571394094608,0.012920323013882025,0.10484420102126836,coulomb_series,6.0,0.16,2.0064,0.08181400262393279,-0.00875506477001695,1.0882859005961426e-12
12.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.006729144715632753,1.003358931148586,0.006616879882944265,-0.001432573778635332,1.0033032390942471,-0.0007139286124146363,0.0014278572248292726,0.0014278572248292726,0.0,14.07270157893736,5.998781429917855e-13,2380245457.3658724,5.0,1.0,35.0,0.006729144715632753,-0.001,2.588913113343743e-07,0.0014369659090918221,1.0,1826.0,0.0,0.006656880379791958,0.008879772858176262,0.08057571403976399,0.012920317356692804,0.10484419196894798,coulomb_series,6.0,0.16,2.0064,0.08181400272141923,-0.008755064725981672,1.0882858913691452e-12
12.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,even,0.004821231389541256,1.0024077171438484,0.004912756806424044,-0.0011962555551598229,1.0024535464619575,-0.00059666383513823,0.00119332767027646,0.00119332767027646,0.0,14.047245277583976,6.306119284597517e-13,1892332853.8854675,5.0,1.0,37.0,0.004821231389541256,-0.0001,4.385754944156627e-08,0.0011997517473153786,1.0,1706.0,0.0,0.002815967215297325,0.008634353665523587,0.06916630704648753,0.018765605379893455,0.07577630988599346,coulomb_series,6.0,0.16,2.0064,0.07060120563893484,-0.008471920162933572,3.855878454954978e-12
12.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,odd,0.004821231389541256,1.0024077171438484,0.004912756815783539,-0.0011962555551682924,1.002453546466626,-0.0005966638351396757,0.0011933276702793514,0.0011933276702793514,0.0,14.047245277583976,6.306119284597517e-13,1892332853.8900526,5.0,1.0,33.0,0.004821231389541256,-0.001,7.417626788255143e-08,0.001199751748037831,1.0,1706.0,0.0,0.0028159669390897335,0.008634353657278748,0.06916630711312188,0.018765606293848745,0.0757763076642353,coulomb_series,6.0,0.16,2.0064,0.07060120570428528,-0.008471920155151708,3.855878425417536e-12
12.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003703311627393985,1.0018499446660631,0.00347887055067297,-0.0009677787991393083,1.0017380415496957,-0.0004830498388791085,0.000966099677758217,0.000966099677758217,0.0,14.103374728342006,5.633353920970793e-13,1714963574.6509771,5.0,1.0,39.0,0.003703311627393985,-0.0001,1.5390958712411193e-10,0.0009934634371647556,1.0,1658.0,0.0,0.0013330172472019385,0.008347414120355124,0.05783724512493522,0.0065403864301971275,0.05798378744621995,coulomb_series,6.0,0.16,2.0064,0.05953925154876155,-0.008127233496937019,1.7633613405102657e-11
12.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003703311627393985,1.0018499446660631,0.0034788705484578475,-0.0009677787935673864,1.0017380415485886,-0.00048304983609851506,0.0009660996721970301,0.0009660996721970301,0.0,14.103374728342006,5.633353920970793e-13,1714963564.779084,5.0,1.0,57.0,0.003703311627393985,-1e-05,2.0237018893028024e-08,0.0009934634322373236,1.0,1658.0,0.0,0.0013330172238771032,0.008347414075863297,0.05783724509937644,0.006540387252921336,0.057983787454858673,coulomb_series,6.0,0.16,2.0064,0.05953925152422925,-0.008127233453493725,1.763361351544014e-11
18.0,1.0,3.0,60.0,400.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.010946204447393443,-0.003116532227547061,1.0054594006439357,-0.0015498051067756248,0.0030996102135512496,0.0030996102135512496,0.0,15.468398446358819,3.6868974536316894e-14,84070963527.8316,5.0,1.0,24.0,0.010840126411625028,-0.0001,7.102067836901286e-10,0.0031183370047209347,1.0,962.0,0.0,0.0077205547906151716,0.014999294443633989,0.10372097099365037,0.030357765287349896,0.12240949958702763,coulomb_series,6.0,0.16,2.0064,0.1056584693298561,-0.014748142043481302,1.497260189875086e-11
18.0,1.0,3.0,60.0,400.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.010946204446269458,-0.003116532228659769,1.0054594006433775,-0.0015498051073298184,0.003099610214659637,0.003099610214659637,0.0,15.468398446358819,3.6868974536316894e-14,84070963557.89447,5.0,1.0,30.0,0.010840126411625028,-0.0001,7.295312879498437e-09,0.0031183370057947636,1.0,962.0,0.0,0.007720554763607427,0.014999294449655103,0.10372097098910116,0.03035776506242549,0.12240949955385101,coulomb_series,6.0,0.16,2.0064,0.10565846932535974,-0.014748142049374507,1.4972601901389948e-11
18.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.006728700789446239,-0.0023012230721311737,1.0033593652555408,-0.0011467591532098203,0.0022935183064196406,0.0022935183064196406,0.0,15.551049265898005,3.1189462613602745e-14,73535037612.97131,5.0,1.0,28.0,0.0068280815978124364,-1e-05,1.2165296780658185e-11,0.002303368006372485,1.0,794.0,0.0,0.0022135968199990547,0.014212766676416013,0.0807294116151369,0.020097192563703535,0.08225432059917949,coulomb_series,6.0,0.16,2.0064,0.0831866357298214,-0.013831687337406126,1.0070030018983011e-10
18.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.0067287007894980076,-0.0023012230726615073,1.003359365255567,-0.0011467591534740694,0.002293518306948139,0.002293518306948139,0.0,15.551049265898005,3.1189462613602745e-14,73535037629.91609,5.0,1.0,16.0,0.0068280815978124364,-0.002,1.0571989260348798e-09,0.002303368006900091,1.0,794.0,0.0,0.0022135968257897443,0.014212766679548208,0.0807294116160076,0.020097192568198908,0.08225432063499195,coulomb_series,6.0,0.16,2.0064,0.08318663573063995,-0.013831687340457638,1.007003001696351e-10
18.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,even,0.004865351560508433,1.002429724000894,0.0045249336405703364,-0.001789723754863792,1.0022603109025983,-0.0008928437729176532,0.0017856875458353064,0.0017856875458353064,0.0,15.55219430423844,3.108777215044455e-14,57440190219.92773,5.0,1.0,22.0,0.004865351560508433,-0.002,3.7708884371527013e-10,0.0018218110436976527,1.0,746.0,0.0,0.0008313593515066297,0.01359297698148843,0.06554270098727136,0.014693760116641238,0.06130578358483908,coulomb_series,6.0,0.16,2.0064,0.0685235437352201,-0.013059188545322562,5.049876966211864e-10
18.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,odd,0.004865351560508433,1.002429724000894,0.004524933640674912,-0.0017897237549082702,1.0022603109026507,-0.0008928437729397955,0.001785687545879591,0.001785687545879591,0.0,15.55219430423844,3.108777215044455e-14,57440190221.352234,5.0,1.0,18.0,0.004865351560508433,-0.002,1.2261777708167161e-09,0.001821811043721807,1.0,746.0,0.0,0.00083135935322474,0.01359297698165584,0.06554270098810394,0.014693760076209686,0.06130578359057976,coulomb_series,6.0,0.16,2.0064,0.0685235437360161,-0.013059188545495409,5.049876965677971e-10
18.0,1.0,3.0,120.0,400.0,1200.0,0.1,even,0.003726471478564663,1.001861503142308,0.0036009722033405545,-0.0015462123494123486,1.001799165377767,-0.0007717177268905438,0.0015434354537810877,0.0015434354537810877,0.0,15.616205908399678,2.7336542242023294e-14,56460522333.67066,5.0,1.0,31.0,0.003726471478564663,-0.002,1.4849396736015851e-10,0.001551297101640118,1.0,698.0,0.0,0.00032708580931506935,0.013255911859255266,0.05798734283082418,0.015921593320111907,0.05181201857451696,coulomb_series,6.0,0.16,2.0064,0.0613183158696208,-0.012608079066457167,1.3130567285085637e-09
18.0,1.0,3.0,120.0,400.0,1200.0,0.1,odd,0.003726471478564663,1.001861503142308,0.003600972203888687,-0.0015462123492617063,1.0017991653780405,-0.0007717177268151472,0.0015434354536302945,0.0015434354536302945,0.0,15.616205908399678,2.7336542242023294e-14,56460522328.15449,5.0,1.0,22.0,0.003726471478564663,-0.001,3.0511985937671256e-10,0.0015512971014456259,1.0,698.0,0.0,0.0003270858105639145,0.013255911856996988,0.057987342835038994,0.015921593322669732,0.051812018590334886,coulomb_series,6.0,0.16,2.0064,0.06131831587366674,-0.01260807906439689,1.3130567279614207e-09
18.0,1.0,3.0,60.0,800.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.010879750816281463,-0.0018271235197386297,1.0054255698102355,-0.0009086319139881641,0.0018172638279763283,0.0018172638279763283,0.0,15.468398446358819,3.6868974536316894e-14,49289784997.58046,5.0,1.0,41.0,0.010840126411625028,-1e-05,2.133794450395782e-07,0.0018275531318750916,1.0,2234.0,0.0,0.02548879394488537,0.008803559278960862,0.10370163311078591,0.028988858582241223,0.18006722467575748,coulomb_series,6.0,0.16,2.0064,0.10467057037950767,-0.00872797154498139,1.4515153758245085e-13
18.0,1.0,3.0,60.0,800.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.010879750813320765,-0.001827123522700617,1.0054255698087644,-0.0009086319154624954,0.0018172638309249909,0.0018172638309249909,0.0,15.468398446358819,3.6868974536316894e-14,49289785077.55726,5.0,1.0,34.0,0.010840126411625028,-0.001,2.6755731719735037e-07,0.0018275531347721897,1.0,2234.0,0.0,0.025488793373969105,0.008803559294342634,0.10370163309781566,0.028988857858046925,0.1800672232140293,coulomb_series,6.0,0.16,2.0064,0.10467057036663407,-0.00872797156020395,1.4515153767816263e-13
18.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.006637018545362425,-0.0013571298937596179,1.0033132491698058,-0.0006763241165620899,0.0013526482331241798,0.0013526482331241798,0.0,15.551049265898005,3.1189462613602745e-14,43368757258.87774,5.0,1.0,52.0,0.0068280815978124364,-1e-05,3.84034923006279e-08,0.0013705132755823665,1.0,1850.0,0.0,0.007883810002926603,0.00840390266995731,0.08064966855559791,0.007425036564463035,0.1105967331546948,coulomb_series,6.0,0.16,2.0064,0.08188824230806903,-0.008286475906113632,1.0971975046811974e-12
18.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.006637018556071795,-0.001357129893325409,1.0033132491751429,-0.0006763241163421047,0.0013526482326842095,0.0013526482326842095,0.0,15.551049265898005,3.1189462613602745e-14,43368757244.77136,5.0,1.0,41.0,0.0068280815978124364,-0.0001,8.77231573851161e-08,0.001370513273659406,1.0,1826.0,0.0,0.007883809720879428,0.008403902660457435,0.08064966862100491,0.007425035897059712,0.11059673190947186,coulomb_series,6.0,0.16,2.0064,0.08188824237253081,-0.008286475896939354,1.0971974977604626e-12
