D,ell,N_target,R,R_tail,n_half,h,parity,seed_E,seed_omega,E_dtn_real,E_dtn_imag,omega_dtn_real,omega_dtn_imag,Gamma_dtn,Gamma_dtn_narrow,rel_Gamma_exact_vs_narrow,S_seed,Gamma_geo_seed,Gamma_dtn_over_geo,root_candidate_count,root_success,root_nfev,guess_E_real,guess_E_imag,residual_abs,seed_dist,dtn_success,dtn_nfev,dtn_status,dtn_residual_abs,m_tail_real,m_tail_imag,m_R_real,m_R_imag
6.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.006672556445593471,1.0033307313371764,0.002861702564645682,-0.0007478566648168498,1.0014298986888874,-0.0003733944162222308,0.0007467888324444616,0.0007467888324444616,0.0,11.661869046391255,7.448577889760137e-11,10025924.9953082,1.0,1.0,34.0,0.0064847068011037,-0.0045528133189041,5.103999411038569e-09,0.00388354179751497,1.0,1754.0,0.0,0.0008570730343654176,0.007160287943250201,0.05205284532401888,0.02017746324353007,0.011810719157728411
6.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.006672556445593471,1.0033307313371764,0.002861702564930229,-0.0007478566644898862,1.0014298986890295,-0.0003733944160589295,0.000746788832117859,0.000746788832117859,0.0,11.661869046391255,7.448577889760137e-11,10025924.990923434,1.0,1.0,30.0,0.0064847067293605,-0.0045528133706541,8.248137088912447e-09,0.003883541797172785,1.0,1754.0,0.0,0.0008570730161593026,0.007160287939799142,0.052052845326279185,0.020177463062098864,0.011810719521119076
6.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,even,0.0047954511020069385,1.0023948578788735,0.002489001774418413,-0.0006748791352846128,1.0012437841790378,-0.00033702038701692154,0.0006740407740338431,0.0006740407740338431,0.0,11.692617169470404,6.997785058507598e-11,9632201.738096744,1.0,1.0,36.0,0.0047566372667683,-0.0030055663157663,2.3245917515110483e-09,0.00240315841092011,1.0,1706.0,0.0,0.0007000966623924633,0.0069577739764808185,0.048310415053859405,0.012023927615294758,0.014542678591396527
6.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,odd,0.0047954511020069385,1.0023948578788735,0.0024890017739768225,-0.000674879136327527,1.0012437841788175,-0.00033702038753780506,0.0006740407750756101,0.0006740407750756101,0.0,11.692617169470404,6.997785058507598e-11,9632201.752983842,1.0,1.0,39.0,0.0047566372529426,-0.0030055663242121,5.326022769476422e-09,0.0024031584116368113,1.0,1706.0,0.0,0.0007000966741552544,0.00695777398770133,0.04831041505089858,0.012023927699292768,0.014542678293097182
6.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003689626838555341,1.0018431148830416,0.001829889056726583,-0.0005354333257945529,1.0009145620871047,-0.0002674720431072901,0.0005349440862145802,0.0005349440862145802,0.0,11.671823592173032,7.290923781707112e-11,7337123.555683739,1.0,1.0,37.0,0.0037108663766764,-0.0021529310657089,7.286441541206452e-10,0.0019352812362891253,1.0,1658.0,0.0,0.0004560275116384066,0.00651602494569114,0.04084991397451807,0.014110892621097033,0.012003083238492444
6.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003689626838555341,1.0018431148830416,0.0018298890566647108,-0.0005354333258435098,1.0009145620870739,-0.0002674720431317544,0.0005349440862635088,0.0005349440862635088,0.0,11.671823592173032,7.290923781707112e-11,7337123.556354828,1.0,1.0,46.0,0.003710866373875,-0.0021529310671733,2.2582148650372062e-10,0.0019352812363621272,1.0,1658.0,0.0,0.0004560275124803943,0.0065160249463930755,0.04084991397387192,0.014110892620790539,0.01200308321244136
12.0,1.0,3.0,60.0,400.0,1200.0,0.05,even,0.010547238830805607,1.0052597867371427,0.006055037673726938,-0.002115863119242707,1.0030235042886855,-0.001054742541025105,0.00210948508205021,0.00210948508205021,0.0,14.03688880883854,6.456417475571163e-13,3267268713.69729,1.0,1.0,23.0,0.0098220216677822,-0.0080733999920601,2.840590098104761e-09,0.004965556159689508,1.0,854.0,0.0,0.0022049004768233517,0.01380918789462781,0.0763667323407724,0.005875968927852953,0.03748511054519162
12.0,1.0,3.0,60.0,400.0,1200.0,0.05,odd,0.010547238830805607,1.0052597867371427,0.006055037673535875,-0.002115863119058136,1.00302350428859,-0.0010547425409331982,0.0021094850818663964,0.0021094850818663964,0.0,14.03688880883854,6.456417475571163e-13,3267268713.4125915,1.0,1.0,34.0,0.0098220216500156,-0.0080734000083878,5.785161075547584e-10,0.00496555615978371,1.0,854.0,0.0,0.0022049004781896048,0.013809187893675696,0.0763667323393495,0.005875968884274694,0.03748511055418678
12.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,even,0.006729144715632753,1.003358931148586,0.004000957676415367,-0.0015553622821488301,1.0019987824612975,-0.0007761298263897374,0.0015522596527794748,0.0015522596527794748,0.0,14.07270157893736,5.998781429917855e-13,2587624955.024792,1.0,1.0,28.0,0.0065141266671357,-0.0046212289998536,5.763582528751331e-10,0.0031404070356698902,1.0,794.0,0.0,0.0011843881308920086,0.012637754018698202,0.06120711348392377,0.008825901839559306,0.03288518509944288
12.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,odd,0.006729144715632753,1.003358931148586,0.004000957676979348,-0.0015553622824408184,1.001998782461579,-0.0007761298265352222,0.0015522596530704444,0.0015522596530704444,0.0,14.07270157893736,5.998781429917855e-13,2587624955.50984,1.0,1.0,29.0,0.0065141266641618,-0.0046212290020629,7.189020578168177e-10,0.0031404070353245528,1.0,794.0,0.0,0.0011843881311314353,0.01263775402007875,0.06120711348881674,0.008825901866298677,0.03288518508289799
12.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,even,0.004821231389541256,1.0024077171438484,0.00605502823475578,-0.0021158488384863633,1.0030234995759457,-0.0010547354271265297,0.0021094708542530594,0.0021094708542530594,0.0,14.047245277583976,6.306119284597517e-13,3345117272.686818,1.0,1.0,27.0,0.0047726877428962,-0.0030352727662674,3.21594015112858e-10,0.0024493000964735633,1.0,746.0,0.0,0.0008882541259846575,0.013809108114873394,0.07636665614169189,0.01978105382932994,0.06175929597670538
12.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,odd,0.004821231389541256,1.0024077171438484,0.004968926334532119,-0.0018297974088502579,1.002481799951928,-0.0009126337300776943,0.0018252674601553886,0.0018252674601553886,0.0,14.047245277583976,6.306119284597517e-13,2894438525.153723,1.0,1.0,34.0,0.0047726877422764,-0.0030352727666571,1.156393535399911e-10,0.001835748445242695,1.0,746.0,0.0,0.0008440991706045167,0.013248120572098104,0.06877766244967227,0.019642299113774384,0.06370336258076086
12.0,1.0,3.0,120.0,400.0,1200.0,0.1,even,0.003703311627393985,1.0018499446660631,0.0031491536190330714,-0.0012939927567697377,1.001573547428776,-0.0006459798983767372,0.0012919597967534745,0.0012919597967534745,0.0,14.103374728342006,5.633353920970793e-13,2293411376.0259385,1.0,1.0,38.0,0.0037202428124821,-0.0021680949255411,6.868390910868651e-11,0.0014076605957414165,1.0,698.0,0.0,0.0005298851054193365,0.011972942451703055,0.05364469317995857,0.010056620810030404,0.046527101013774455
12.0,1.0,3.0,120.0,400.0,1200.0,0.1,odd,0.003703311627393985,1.0018499446660631,0.003149153619289054,-0.0012939927570055263,1.0015735474289036,-0.000645979898494364,0.001291959796988728,0.001291959796988728,0.0,14.103374728342006,5.633353920970793e-13,2293411376.443547,1.0,1.0,31.0,0.0037202428123314,-0.0021680949256201,2.1941133724326514e-10,0.0014076605958573919,1.0,698.0,0.0,0.0005298851044919529,0.011972942453294217,0.053644693182699196,0.010056620816805905,0.04652710100701717
12.0,1.0,3.0,60.0,800.0,1200.0,0.05,even,0.010547238830805607,1.0052597867371427,0.004649808389074138,-0.0010591066348006812,1.0023223471108567,-0.0005283263602041311,0.0010566527204082623,0.0010566527204082623,0.0,14.03688880883854,6.456417475571163e-13,1636592931.6161299,1.0,1.0,53.0,0.0098220216677822,-0.0080733999920601,2.3423181716737696e-08,0.005991777088555602,1.0,1826.0,0.0,0.0016257751625946971,0.00787263757159836,0.06714475352532402,0.018821312414609655,0.014505116906515614
12.0,1.0,3.0,60.0,800.0,1200.0,0.05,odd,0.010547238830805607,1.0052597867371427,0.004649808389778673,-0.0010591066361606439,1.0023223471112086,-0.0005283263608823514,0.0010566527217647028,0.0010566527217647028,0.0,14.03688880883854,6.456417475571163e-13,1636592933.7170482,1.0,1.0,43.0,0.0098220216500156,-0.0080734000083878,1.4631928604620644e-08,0.005991777088102548,1.0,1826.0,0.0,0.0016257751455330566,0.007872637580983251,0.06714475353166915,0.01882131195127497,0.014505117055008504
12.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.006729144715632753,1.003358931148586,0.0028630798672582307,-0.0007485877970109702,1.0014305864927437,-0.00037375920363722306,0.0007475184072744461,0.0007475184072744461,0.0,14.07270157893736,5.998781429917855e-13,1246117092.2919962,1.0,1.0,25.0,0.0065141266671357,-0.0046212289998536,6.564588456197473e-12,0.0039378726619420865,1.0,1754.0,0.0,0.0008609449520914433,0.007165408033988251,0.0520666959170217,0.02041897233702341,0.011728393896021693
12.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.006729144715632753,1.003358931148586,0.002863079867232167,-0.000748587797270145,1.0014305864927306,-0.0003737592037666302,0.0007475184075332604,0.0007475184075332604,0.0,14.07270157893736,5.998781429917855e-13,1246117092.7234411,1.0,1.0,26.0,0.0065141266641618,-0.0046212290020629,2.852513399844397e-09,0.003937872662016944,1.0,1754.0,0.0,0.0008609449558701534,0.007165408036465144,0.052066695917111216,0.020418972353753312,0.011728393804869727
12.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,even,0.004821231389541256,1.0024077171438484,0.002490066977881857,-0.0006754789891034201,1.0012443162198243,-0.0003373197621004612,0.0006746395242009224,0.0006746395242009224,0.0,14.047245277583976,6.306119284597517e-13,1069817258.0539455,1.0,1.0,32.0,0.0047726877428962,-0.0030352727662674,3.4801162089152474e-09,0.0024270557016491173,1.0,1706.0,0.0,0.0007015928296546168,0.00696231574702428,0.04832200415704375,0.012172537839460188,0.014463266807417023
12.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,odd,0.004821231389541256,1.0024077171438484,0.0024900669787524584,-0.0006754789899902319,1.0012443162202593,-0.00033731976254316944,0.0006746395250863389,0.0006746395250863389,0.0,14.047245277583976,6.306119284597517e-13,1069817259.4580047,1.0,1.0,38.0,0.0047726877422764,-0.0030352727666571,3.983061573821523e-09,0.0024270557010597233,1.0,1706.0,0.0,0.0007015928387793816,0.006962315754749064,0.04832200416716255,0.012172537963264443,0.014463266619861217
12.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003703311627393985,1.0018499446660631,0.0021459922884506655,-0.0006044906663139671,1.0010724666301947,-0.0003019215323885596,0.0006038430647771192,0.0006038430647771192,0.0,14.103374728342006,5.633353920970793e-13,1071906848.474841,1.0,1.0,44.0,0.0037202428124821,-0.0021680949255411,8.704378487924222e-10,0.0016705246149361468,1.0,1658.0,0.0,0.0005773515716686509,0.006747194417619299,0.044586324776228155,0.007985325170123271,0.01640116658499077
12.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003703311627393985,1.0018499446660631,0.0021459922879326376,-0.0006044906659720694,1.001072466629936,-0.0003019215322178719,0.0006038430644357438,0.0006038430644357438,0.0,14.103374728342006,5.633353920970793e-13,1071906847.8688514,1.0,1.0,36.0,0.0037202428123314,-0.0021680949256201,4.964113753118546e-10,0.0016705246152953518,1.0,1658.0,0.0,0.0005773515733921273,0.006747194414725625,0.044586324769981624,0.007985325153628344,0.01640116652271866
18.0,1.0,3.0,60.0,400.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.004008337164805639,-0.0015615893928896082,1.0020024672479146,-0.0007792343052700493,0.0015584686105400986,0.0015584686105400986,0.0,15.468398446358819,3.6868974536316894e-14,42270462635.32409,1.0,1.0,25.0,0.0098987508074068,-0.0084698701772344,2.358401646853234e-09,0.007007988708962249,1.0,842.0,0.0,0.0013351185255909104,0.012674786524647435,0.06127407831995144,0.02901452181564687,0.01816247511647948
18.0,1.0,3.0,60.0,400.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.004008337164782936,-0.0015615893922748844,1.002002467247903,-0.0007792343049633106,0.0015584686099266213,0.0015584686099266213,0.0,15.468398446358819,3.6868974536316894e-14,42270462618.6847,1.0,1.0,39.0,0.009898750802468,-0.0084698701819579,7.929152967885631e-10,0.0070079887088474015,1.0,842.0,0.0,0.0013351185221671762,0.012674786519869807,0.061274078318782225,0.029014521749505275,0.01816247512604897
18.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.004008336704255577,-0.0015615891020116617,1.002002467017987,-0.0007792341603005402,0.0015584683206010803,0.0015584683206010803,0.0,15.551049265898005,3.1189462613602745e-14,49967783668.10915,1.0,1.0,41.0,0.0065596808261913,-0.004743694458913,5.228571111303961e-11,0.003223278112149427,1.0,794.0,0.0,0.001195037254116622,0.012674784989386456,0.06127407424400639,0.009114009213371202,0.032465032153533434
18.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.0040083367043743795,-0.0015615891019016503,1.0020024670180463,-0.0007792341602455983,0.0015584683204911967,0.0015584683204911967,0.0,15.551049265898005,3.1189462613602745e-14,49967783664.58605,1.0,1.0,26.0,0.0065596808253513,-0.0047436944596016,4.139587980962906e-10,0.0032232781119922002,1.0,794.0,0.0,0.001195037253450211,0.012674784988333292,0.06127407424475938,0.009114009219051289,0.03246503216126591
18.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,even,0.004865351560508433,1.002429724000894,0.0049798797311712845,-0.0018382945141748091,1.0024872669395037,-0.0009168667646956473,0.0018337335293912946,0.0018337335293912946,0.0,15.55219430423844,3.108777215044455e-14,58985684806.142426,1.0,1.0,25.0,0.0047985124623774,-0.0030867202634569,5.912966366916053e-10,0.0018418586869574378,1.0,746.0,0.0,0.0008804449140573222,0.013293033403649844,0.06886506791614028,0.01951780647564157,0.06419574977469296
18.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,odd,0.004865351560508433,1.002429724000894,0.004979879731012896,-0.001838294513912787,1.0024872669394245,-0.0009168667645650338,0.0018337335291300676,0.0018337335291300676,0.0,15.55219430423844,3.108777215044455e-14,58985684797.73954,1.0,1.0,15.0,0.0047985124621878,-0.0030867202635758,1.302004677975224e-10,0.001841858686686074,1.0,746.0,0.0,0.0008804449128184388,0.01329303340202814,0.06886506791467797,0.0195178064796259,0.06419574975856492
18.0,1.0,3.0,120.0,400.0,1200.0,0.1,even,0.003726471478564663,1.001861503142308,0.0031538697260436416,-0.0012983773827479788,1.00157590318798,-0.0006481672425501105,0.001296334485100221,0.001296334485100221,0.0,15.616205908399678,2.7336542242023294e-14,47421304187.74843,1.0,1.0,23.0,0.0037356098090913,-0.0021939138015033,2.4976756288357235e-11,0.0014190336835401887,1.0,698.0,0.0,0.0005404786004586315,0.012002753668970507,0.053694214756526984,0.009939392045481207,0.046504938381759314
18.0,1.0,3.0,120.0,400.0,1200.0,0.1,odd,0.003726471478564663,1.001861503142308,0.003153869726018132,-0.001298377382720432,1.0015759031879672,-0.000648167242536367,0.001296334485072734,0.001296334485072734,0.0,15.616205908399678,2.7336542242023294e-14,47421304186.74293,1.0,1.0,24.0,0.0037356098090436,-0.0021939138015259,5.933210006631289e-11,0.0014190336835252777,1.0,698.0,0.0,0.0005404786003388181,0.012002753668776232,0.05369421475624609,0.009939392047048825,0.04650493838183789
18.0,1.0,3.0,60.0,800.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.006313444177289895,-0.0013112675756084358,1.0031519682161465,-0.000653573744135794,0.001307147488271588,0.001307147488271588,0.0,15.468398446358819,3.6868974536316894e-14,35453860724.65926,1.0,1.0,37.0,0.0098987508074068,-0.0084698701772344,4.781562434247259e-08,0.004712777812022049,1.0,1898.0,0.0,0.002815961629054966,0.008330038244296257,0.07860980339018268,-0.00394443462389253,0.025887564314969594
18.0,1.0,3.0,60.0,800.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.0063134441807212996,-0.0013112675736256353,1.0031519682178562,-0.0006535737431463949,0.0013071474862927897,0.0013071474862927897,0.0,15.468398446358819,3.6868974536316894e-14,35453860670.98817,1.0,1.0,38.0,0.009898750802468,-0.0084698701819579,2.006685324700519e-08,0.004712777808174454,1.0,1898.0,0.0,0.0028159616614671164,0.008330038229539444,0.07860980341044696,-0.003944435385067976,0.025887564205391362
18.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.0028653727604283532,-0.000749810103230758,1.001431731528724,-0.00037436905563504767,0.0007487381112700953,0.0007487381112700953,0.0,15.551049265898005,3.1189462613602745e-14,24006124137.052177,1.0,1.0,26.0,0.0065596808261913,-0.004743694458913,2.9594761175345244e-09,0.00403302324823312,1.0,1754.0,0.0,0.0008677001593101045,0.007173975260690824,0.05208975272414773,0.020826116600971466,0.011590854463255631
18.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.002865372760492422,-0.0007498101034658613,1.001431731528756,-0.0003743690557524193,0.0007487381115048386,0.0007487381115048386,0.0,15.551049265898005,3.1189462613602745e-14,24006124144.57854,1.0,1.0,33.0,0.0065596808253513,-0.0047436944596016,2.62329249862204e-09,0.0040330232482138784,1.0,1754.0,0.0,0.0008677001631881531,0.007173975262823156,0.05208975272505558,0.02082611666453582,0.011590854415109321
18.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,even,0.004865351560508433,1.002429724000894,0.0024918398576689936,-0.0006764796393287739,1.0012452017260598,-0.00033781916665497205,0.0006756383333099441,0.0006756383333099441,0.0,15.55219430423844,3.108777215044455e-14,21733250296.621292,1.0,1.0,33.0,0.0047985124623774,-0.0030867202634569,4.664124103629942e-09,0.002468032112016001,1.0,1706.0,0.0,0.0007041691844084916,0.006969893992422206,0.04834128988580228,0.012421829462779883,0.014331407384673646
18.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,odd,0.004865351560508433,1.002429724000894,0.0024918398564370645,-0.0006764796384933863,1.0012452017254445,-0.00033781916623800535,0.0006756383324760107,0.0006756383324760107,0.0,15.55219430423844,3.108777215044455e-14,21733250269.796165,1.0,1.0,33.0,0.0047985124621878,-0.0030867202635758,5.535320551220145e-09,0.0024680321129717723,1.0,1706.0,0.0,0.0007041691944573492,0.006969893985748968,0.04834128987209953,0.012421829233782544,0.014331407015254564
18.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003726471478564663,1.001861503142308,0.001831473177926447,-0.0005364464031364293,1.0009153535589737,-0.00026797790703728174,0.0005359558140745635,0.0005359558140745635,0.0,15.616205908399678,2.7336542242023294e-14,19605837831.62823,1.0,1.0,37.0,0.0037356098090913,-0.0021939138015033,1.0322617686416341e-09,0.0019694652327115953,1.0,1658.0,0.0,0.00045870020129520493,0.006525148870240294,0.04087047526973439,0.014332460223505573,0.0119010253995659
18.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003726471478564663,1.001861503142308,0.00183147317778106,-0.0005364464034309851,1.000915353558901,-0.0002679779071844444,0.0005359558143688888,0.0005359558143688888,0.0,15.616205908399678,2.7336542242023294e-14,19605837842.394966,1.0,1.0,42.0,0.0037356098090436,-0.0021939138015259,1.844047387980222e-09,0.001969465232931717,1.0,1658.0,0.0,0.00045870020438757683,0.0065251488740318015,0.040870475268557444,0.01433246016116061,0.011901025278537184
