D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,box_re,box_im,n_contour,m_rouche_budget,boundary_required_product_min,boundary_required_product_median,boundary_required_product_max,boundary_jost_product_min,boundary_jost_product_median,boundary_jost_product_max,boundary_product_margin_min,boundary_product_margin_median,boundary_ratio_direct_max,boundary_ratio_transfer_max,boundary_ratio_direct_median,boundary_ratio_transfer_median,jost_a_boundary_min,jost_b_boundary_min,jost_a_winding_raw,jost_b_winding_raw,jost_a_winding_round,jost_b_winding_round,nfev_total,contour_jost_status
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.025101463349597012,6.452881136925067,6.510899297758416,6.569827773972898,18035.72400497982,153896.75953176297,1261274.9676132528,2754.6915549375767,23679.87477856561,0.0003630170492981603,0.00036301704822708686,4.5080558247023785e-05,4.508055845924843e-05,0.015326103544779458,1176797.7393786658,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.025101461886043924,6.452881524184197,6.510899683604302,6.569828152108124,18035.75381587684,153897.2200688068,1261276.0145048043,2754.6959500360763,23679.944831862256,0.00036301647010694726,0.0003630164702939032,4.508050066461826e-05,4.508050057664304e-05,0.015326134158463227,1176797.3338480361,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
6.0,100.0,800.0,even,1.0,0.0833333333333333,0.0048913804928334,-0.0013098846768973,0.0013066925319058,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.01501103926607797,9.271926502310652,9.392058885631247,9.505398359679338,5788.604786788589,71129.13663056478,812292.0433736776,611.7490727176125,7599.589895394737,0.0016346571569902596,0.0016346571573939938,0.00014703851572541113,0.000147038515905803,0.01005005558397924,575977.3902162476,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
6.0,100.0,800.0,odd,1.0,0.0833333333333333,0.004891380441855,-0.0013098846845399,0.0013066925395628,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.015011045394100182,9.27192268973661,9.392055135358625,9.505394435144606,5788.613735970477,71129.12426995308,812290.7128341023,611.750275505998,7599.591347319021,0.0016346539430208975,0.001634653942281338,0.00014703793801378872,0.00014703793832332814,0.010050069661545185,575977.4738795676,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
6.0,120.0,800.0,even,1.0,0.1,0.0034597665381007,-0.0010622455538093,0.0010604125989039,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.00979969217524035,11.886860944951282,12.119712439736496,12.32825482547731,1609.56283175634,33660.35341648794,606039.1500175052,131.84351037231704,2795.4922459515014,0.007584749504742922,0.007584749504183765,0.00043984351569546976,0.00043984351563009167,0.006286945085494109,256016.6837579177,0.0,-1.4135798584282297e-16,0.0,0.0,163584.0,passes_contour_jost_box
6.0,120.0,800.0,odd,1.0,0.1,0.0034597665623006,-0.0010622455933506,0.0010604126383642,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.009799689713839037,11.886864490009973,12.119715491784898,12.328257988092798,1609.5550026635672,33660.35353182089,606041.3478012959,131.84283764575096,2795.4915453751482,0.007584788205840229,0.007584788205592709,0.00043984365216397645,0.0004398436515808782,0.006286911780079344,256016.79472640122,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
12.0,60.0,400.0,even,1.0,0.05,0.0108648842827327,-0.0032966013702414,0.0032788330374462,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.011307695466391703,18.66207456773602,18.766746235008377,18.870278887393084,12668530182742.281,69544629058749.49,365039303582726.0,673067420703.3898,3709514902068.4756,1.4857352610455414e-12,4.059136166080368e-12,2.849845241602931e-13,1.2894291628530753e-12,627.4767381974285,20189641163.647842,0.0,0.0,0.0,0.0,169856.0,passes_contour_jost_box
12.0,60.0,400.0,odd,1.0,0.05,0.0108648842799949,-0.0032966013730217,0.003278833040216,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.011307695049180437,18.66207525476682,18.766746925927393,18.87027958215542,12668530792734.146,69544628370248.86,365039295036990.8,673067428332.7385,3709514728835.54,1.4857352442044465e-12,3.704205277128584e-12,2.8498453801499007e-13,1.7047979726433538e-12,627.4767539368634,20189641629.351658,0.0,1.4135798584282297e-16,0.0,0.0,169856.0,passes_contour_jost_box
12.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066751756346851,-0.0024454331384992,0.002437310128149,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.0056909109792958705,29.163249212590785,29.43559006399932,29.702820902580772,589220916383.452,5391196708195.121,44304133845212.34,19933428346.979866,183590793038.66367,5.016698495577711e-11,5.154446995415219e-11,6.186415589896448e-12,6.980288787640212e-12,171.26427011761754,3440419393.8338585,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
12.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066751756386915,-0.0024454331392326,0.0024373101288751,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.005690910679731247,29.163250756222084,29.43559162187736,29.70282247443736,589220899210.3086,5391196961440.263,44304134277416.82,19933426711.063637,183590791901.1392,5.016698907293098e-11,5.280373179149124e-11,6.18641545152845e-12,6.92901441621211e-12,171.26426509619353,3440419394.43329,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
12.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044829286332729,-0.0019084219910151,0.0019041578008704,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.0032125141822064154,42.44577322681942,43.04703569479063,43.63094116982567,40749896918.982994,640571336919.9558,8129994571025.847,941506228.3649479,14950062973.487684,1.062127864769025e-09,1.060585681243567e-09,8.548827834095905e-11,8.585520185632832e-11,54.50887063410769,747582851.1017557,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
12.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044829286333332,-0.0019084219913101,0.0019041578011647,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.003212514228913378,42.44577261047271,43.04703506970722,43.63094053625281,40749907804.341034,640571354580.0876,8129994582831.918,941506493.5381892,14950063597.993162,1.0621275656230386e-09,1.0633586753658075e-09,8.548827141317565e-11,8.68974468015404e-11,54.50888502883737,747582853.3785402,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
12.0,120.0,400.0,even,1.0,0.1,0.0035632874720739,-0.0016518369123545,0.0016489012108059,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.0018777137448735101,64.8181746523126,65.98593575766839,67.11078446467795,6607959676.008783,145714227929.91113,2455448242030.5127,99523360.42992903,2190736481.307659,1.0047892230327828e-08,1.004610014546236e-08,6.218059312589287e-10,6.281229685487136e-10,24.486139340806975,269865313.761259,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
12.0,120.0,400.0,odd,1.0,0.1,0.0035632874715249,-0.001651836912498,0.0016489012109496,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.00187771372290045,64.8181754069767,65.9859365261182,67.11078524637458,6607959730.731585,145714238020.5145,2455448230749.584,99523360.09521228,2190736487.2075863,1.004789226412088e-08,1.0049489005536057e-08,6.218059275497186e-10,6.185886968743202e-10,24.486139466572936,269865314.6100221,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
12.0,60.0,800.0,even,1.0,0.05,0.010845857577098,-0.0019229933572493,0.0019126483040355,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.05602422789219236,3.7102366898721586,3.7301319803997686,3.7495677118520927,24472.093584373622,125534.63853634021,637609.8438690237,6537.536815862822,33680.461223400256,0.0001529628097196452,0.00015296280780419642,3.0369009609995647e-05,3.0369008971817287e-05,0.027980374615768935,874616.3666651503,0.0,0.0,0.0,0.0,169856.0,passes_contour_jost_box
12.0,60.0,800.0,odd,1.0,0.05,0.0108458575849235,-0.0019229933666953,0.0019126483134233,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.05602421309824343,3.7102376819831164,3.7301329712079356,3.74956870319603,24472.102810944787,125534.69091817756,637609.7870567013,6537.537542536002,33680.46641650157,0.00015296279271722333,0.00015296279119919462,3.0369009766238545e-05,3.0369009020826045e-05,0.02798038331016268,874616.4246454887,0.0,0.0,0.0,0.0,169856.0,passes_contour_jost_box
12.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066168808429054,-0.0014325725073287,0.001427855957028,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.031112891965042515,5.2053528278828765,5.249465580592043,5.297475908986428,5727.163719632168,47880.9085248567,388294.9968462364,1084.454997316004,9134.671664814328,0.0009221221742487906,0.0009221221738795302,0.00011577178343619405,0.00011577178338966839,0.017278939359917544,331453.43011722324,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
12.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066168808042149,-0.0014325724702377,0.0014278559200866,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.03111290149908466,5.205351189177266,5.249463926688421,5.297474267420577,5727.1441545679145,47880.88472188352,388294.3361381748,1084.45162596372,9134.669930393955,0.0009221250409499176,0.0009221250400339747,0.00011577178726724285,0.0001157717874138699,0.017278885630517268,331453.3284746596,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
12.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049127578895462,-0.0011962515361338,0.0011933236604455,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.01899743600503899,7.318011597995642,7.413889727702605,7.5037555095508734,1925.385701323711,22992.44203809392,259797.48997156924,257.3224927544001,3110.832660635747,0.003886174074003099,0.003886174072941956,0.00035353115938933796,0.00035353115902603076,0.011590190928457263,166122.00033705516,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
12.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049127578899924,-0.0011962515309274,0.0011933236552516,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.018997433247815214,7.318012646397219,7.413890802189444,7.50375659740698,1925.3853908521469,22992.43575142229,259797.45733509545,257.32241211377027,3110.831353711449,0.0038861752918664103,0.003886175292044885,0.00035353126012230925,0.00035353125970629773,0.011590189631024709,166121.99214569022,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
12.0,120.0,800.0,even,1.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.012632335103202106,9.19444502184361,9.408048902253734,9.549518255082827,559.8685884743242,11292.213178910806,201682.18961504253,59.41420115443035,1210.235473050792,0.016830992937206777,0.016830992937745804,0.0009866474252527783,0.0009866474261491847,0.007439072815285964,75260.53345302581,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
12.0,120.0,800.0,odd,1.0,0.1,0.0034788677834578,-0.0009677656220259,0.0009660865248426,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.012632335668916387,9.1944447095543,9.408048579377894,9.549517805525104,559.8684384808269,11292.202483171213,201682.05908606388,59.414184378794616,1210.2343793503396,0.016830997689449182,0.0168309976888625,0.0009866482828175657,0.000986648283023936,0.007439071391682358,75260.52769258498,0.0,1.4135798584282297e-16,0.0,0.0,163584.0,passes_contour_jost_box
18.0,60.0,400.0,even,1.0,0.05,0.0109462077090673,-0.0031165297190722,0.0030996077137025,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.014291244686242589,14.784536643415604,14.8664695761017,14.947536500112154,1776375481550.0552,9600268398455.635,49913835578715.62,119126976722.99265,646392388774.1525,8.394404252575903e-12,8.692226587068192e-12,1.6258198895211286e-12,2.3256105894955593e-12,352.0010632328222,5046506011.190985,0.0,-1.4135798584282297e-16,0.0,0.0,169856.0,passes_contour_jost_box
18.0,60.0,400.0,odd,1.0,0.05,0.0109462077087188,-0.0031165297187208,0.0030996077133535,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.01429124481529952,14.784536509619718,14.866469441565739,14.947536364844671,1776375466416.3713,9600268513711.55,49913837865206.77,119126976786.13506,646392402443.4086,8.394404248126508e-12,8.95366523929669e-12,1.6258198713479907e-12,2.0056103950655124e-12,352.00106100514176,5046506000.135107,0.0,0.0,0.0,0.0,169856.0,passes_contour_jost_box
18.0,80.0,400.0,even,1.0,0.0666666666666666,0.0067287065139138,-0.0023012070142919,0.0022935022958442,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.007139983556140633,23.2494485984952,23.464209480752245,23.675042728547442,82816514257.66754,740329689186.0775,6029855281858.235,3514005856.6852875,31623724282.27809,2.8457550749311673e-10,2.8459520420647863e-10,3.5428107294417206e-11,3.5751928840865e-11,96.28043791089287,860159301.8751522,0.0,1.4135798584282297e-16,0.0,0.0,167488.0,passes_contour_jost_box
18.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0067287065152877,-0.0023012070165422,0.0022935022980854,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.007139983594896246,23.249448475708157,23.464209356792228,23.67504260343826,82816513036.69171,740329728365.089,6029855552431.188,3514005823.4539404,31623726114.74386,2.8457551018429824e-10,2.856058876465403e-10,3.5428104249760043e-11,3.613272796220955e-11,96.28043473037556,860159317.6081067,0.0,1.4135798584282297e-16,0.0,0.0,167488.0,passes_contour_jost_box
18.0,100.0,400.0,even,1.0,0.0833333333333333,0.004524921929761,-0.0017896671109677,0.0017856310401366,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.0040968500484900435,33.26271353486507,33.72934683610664,34.18279662415462,5911442696.533638,89886467087.77187,1134599043419.5737,174248201.13333133,2676917595.6620064,5.73894016406413e-09,5.737762539317432e-09,4.6515906381983593e-10,4.652249575666506e-10,31.15284950467983,189756083.00761098,-1.4135798584282297e-16,0.0,0.0,0.0,165120.0,passes_contour_jost_box
18.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0045249219297268,-0.0017896671109579,0.0017856310401268,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.004096850050036715,33.26271352218272,33.72934682324869,34.18279661112768,5911442688.218701,89886467244.36115,1134599045145.8704,174248200.95463327,2676917601.3720446,5.738940169949628e-09,5.742205789230339e-09,4.651590633338712e-10,4.6365994327179703e-10,31.152849461949927,189756083.00097665,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
18.0,120.0,400.0,even,1.0,0.1,0.0036009091880255,-0.0015461097382767,0.0015433330754413,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.00247027909471917,49.21345628899895,50.092371082953605,50.93957856856696,1000007402.7275802,21606311542.643517,356239727195.1569,19829856.738874093,434129204.38403046,5.042900779205419e-08,5.0426976701929484e-08,3.1492997504255416e-09,3.1498396161308295e-09,14.298659552823555,69937143.34083216,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
18.0,120.0,400.0,odd,1.0,0.1,0.0036009091880774,-0.0015461097379247,0.0015433330750899,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.0024702790996270554,49.213456190623205,50.0923709828098,50.939578466720164,1000007395.2112683,21606311385.18246,356239735732.2364,19829856.62943814,434129202.0857339,5.0429008070359106e-08,5.042984972956399e-08,3.1492997649387977e-09,3.1540091564117765e-09,14.298659507069718,69937143.03895637,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
18.0,60.0,800.0,even,1.0,0.05,0.0108797509482882,-0.0018271234671916,0.0018172637755943,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.06735389741607133,3.0891747745680234,3.1051872847994906,3.1211041296883413,12778.85790240543,65010.91297561274,328107.37170053524,4101.636713114478,20952.566790576817,0.00024380511243295223,0.0002438051098236429,4.87164750658009e-05,4.871647487627479e-05,0.03030804155155879,421632.5848922493,0.0,0.0,0.0,0.0,169856.0,passes_contour_jost_box
18.0,60.0,800.0,odd,1.0,0.05,0.0108797509405857,-0.0018271234605426,0.001817263768988,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.06735389954146902,3.089174669946896,3.1051871855499265,3.1211040297289054,12778.86282620044,65010.911795703505,328107.3392153122,4101.638427719737,20952.56709974994,0.00024380501051525882,0.0002438050080221619,4.871647683958939e-05,4.871647642494783e-05,0.03030805460250972,421632.56579134765,0.0,0.0,0.0,0.0,169856.0,passes_contour_jost_box
18.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066370189892428,-0.001357129336436,0.0013526476773431,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.035990856273869165,4.502088374955881,4.538575207752698,4.5805776711925565,3024.109367307191,24951.39783293032,200816.73405528005,661.8751995489495,5504.31363939933,0.0015108588457181562,0.0015108588449128815,0.0001911388423311994,0.00019113884232802475,0.018821047103492878,160676.99903614642,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
18.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066370189891871,-0.0013571293386825,0.0013526476795821,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.03599085475045132,4.502088533463601,4.538575408126928,4.580577867005071,3024.1095156547885,24951.397727366395,200816.73261238256,661.8752037562863,5504.313380921823,0.0015108588361140917,0.0015108588353710197,0.0001911388559021992,0.00019113885584681522,0.01882104762343406,160677.00247936646,0.0,0.0,0.0,0.0,167488.0,passes_contour_jost_box
18.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049285504608391,-0.0011313199715626,0.0011285421720217,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.02226283114029378,6.239332808661357,6.3256489892155585,6.402649042521235,1037.6465084737206,12168.024259864613,136424.05420371823,162.248639276649,1929.0835158343198,0.006163379886933333,0.006163379885460918,0.000565105263686954,0.0005651052633965365,0.012747872874170148,81397.61972181327,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
18.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049285504628128,-0.0011313199739071,0.0011285421743594,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.02226283051594971,6.239333103687389,6.325649168774336,6.40264922357713,1037.6466039951006,12168.0271562254,136424.06384829056,162.24864648107572,1929.083920719434,0.006163379613256974,0.006163379612547647,0.000565105140997171,0.0005651051407164589,0.012747873509983236,81397.6231551473,0.0,0.0,0.0,0.0,165120.0,passes_contour_jost_box
18.0,120.0,800.0,even,1.0,0.1,0.003491535818283,-0.0009134677912261,0.0009118771578773,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.014795738415744539,7.830771557288552,8.017117158174734,8.149173970685467,306.82233622077973,6071.2841399736635,107719.22908512206,38.37578819632562,762.366791575511,0.026058096706291164,0.02605809670674644,0.001540873922376985,0.0015408739216667665,0.00828937990383549,37013.90692430603,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
18.0,120.0,800.0,odd,1.0,0.1,0.0034915358176146,-0.0009134677905382,0.0009118771571909,1600_to_3200,1600.0,3200.0,0.0001,0.0001,16.0,0.014795738348280803,7.830771610120659,8.017117070205485,8.14917400301334,306.82232930986595,6071.284199578205,107719.21427755758,38.37578715968492,762.3667960589358,0.026058097410195515,0.026058097409256846,0.001540873950761725,0.0015408739515503458,0.008289379779879489,37013.90664408991,0.0,0.0,0.0,0.0,163584.0,passes_contour_jost_box
