D,eta,coeff_l1,coeff_l2,coeff_norm_q2,coeff_norm_neff,coeff_norm_coherence,coeff_participation_access_parented,coeff_participation_access_parented_norm,coeff_participation_access_parented_norm_residual,eymh_parented_prefactor_diag,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
18.4,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0586804347402074,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.39,0.5348201512826798,0.3820817830141957,0.5103841025894715,1.9593086754199944,0.8452287961502849,0.845228796150285,0.8452287961502849,-1.1102230246251565e-16,0.0433256378659887,2.444858357046273,2.444858483789307,1.2674303384585528e-07
4.8,0.39,0.5496382522016724,0.3964315670180943,0.5202146261077316,1.9222835149446746,0.8492697193296964,0.8492697193296965,0.8492697193296964,-1.1102230246251565e-16,0.0392191959549454,13.75152135651519,13.75152432659523,2.9700800414644846e-06
5.6,0.39,0.5468221053448145,0.3979748578049887,0.5296867962074269,1.8879081131718396,0.8531095169384951,0.8531095169384951,0.8531095169384951,0.0,0.044896760436053,57.97446421045843,57.97439328206518,7.092839324940314e-05
6.4,0.39,0.5249812867988601,0.3726557072448083,0.5038809130223928,1.9845959117636975,0.8425234101369388,0.8425234101369388,0.8425234101369388,0.0,0.0493701324354692,59.87809003340474,59.877309480955944,0.0007805524487949356
7.2,0.39,0.508580892319907,0.3470601234960784,0.4656818966204754,2.1473886085268776,0.8260804395106182,0.8260804395106183,0.8260804395106182,-1.1102230246251565e-16,0.0543924297365417,3.531492232104217,3.5313947890857684,9.744301844838432e-05
8.0,0.39,0.5340456087317134,0.3605063298004697,0.45568957406462235,2.1944763648645336,0.8216129447287176,0.8216129447287176,0.8216129447287176,0.0,0.0579949944510229,2.324652150822692,2.3245432673167357,0.00010888350595639196
8.8,0.39,0.4659139786252545,0.3128373898658881,0.45084351412220414,2.2180645139079087,0.8194198052293942,0.8194198052293942,0.8194198052293942,0.0,0.0457081664626894,1.5837000387135487,1.583690534317875,9.504395673598509e-06
9.6,0.39,0.465410391829237,0.311022915080539,0.44659373134550323,2.23917160007416,0.8174819188927819,0.8174819188927818,0.8174819188927819,1.1102230246251565e-16,0.0411393810710699,1.0000000045309456,1.0000000045308777,6.794564910705958e-14
10.4,0.39,0.4844721632973193,0.3229405158487987,0.4443318166967257,2.250570322499638,0.8164448484151952,0.8164448484151952,0.8164448484151952,0.0,0.0443592616336688,0.4950631218312705,0.4950549756550261,8.14617624439462e-06
11.2,0.39,0.5036497917996202,0.335343899962222,0.4433263079109688,2.25567484301163,0.8159825587361267,0.8159825587361267,0.8159825587361267,0.0,0.0459252722558148,0.1519945006166041,0.1519898356659645,4.664950639610144e-06
12.0,0.39,0.5221458734019447,0.3475023272755173,0.44292657160778776,2.2577105644623683,0.8157985587153558,0.8157985587153559,0.8157985587153558,-1.1102230246251565e-16,0.0457444417491334,0.0381622598448225,0.0381608005830067,1.4592618158004722e-06
12.8,0.39,0.4340743669944907,0.2840864732223568,0.42832441399300686,2.334678966061287,0.808990100690447,0.808990100690447,0.808990100690447,0.0,0.0392926809931249,0.0023613959137479,0.0023614360888884,4.017514049995535e-08
13.6,0.39,0.4287111875175987,0.2799014713307117,0.4262660347076523,2.345952805472371,0.8080164124312916,0.8080164124312916,0.8080164124312916,0.0,0.0396210022414701,0.0001779012396004,0.0001779048006959,3.5610954999978992e-09
14.4,0.39,0.44461773816574,0.2908235437512176,0.4278441066665304,2.337299928685049,0.8087632122840402,0.8087632122840402,0.8087632122840402,0.0,0.0396846783076986,4.388865301973822e-05,4.388918527677359e-05,5.322570353685492e-10
15.2,0.39,0.4600914356264559,0.3014442407480813,0.42926520117839373,2.3295622315875093,0.8094339590236094,0.8094339590236094,0.8094339590236094,0.0,0.0417242863639605,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.4760466013004638,0.3127055207762198,0.43149141529864404,2.3175432106983624,0.8104813764534904,0.8104813764534904,0.8104813764534904,0.0,0.0435038855570558,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.4911538066157465,0.3230784583082524,0.43269410153967375,2.311101529791272,0.8110455462011043,0.8110455462011041,0.8110455462011043,1.1102230246251565e-16,0.0431099782091254,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.4410367983505292,0.2876304861315658,0.4253242814964862,2.3511472152061024,0.807569752807658,0.8075697528076581,0.807569752807658,-1.1102230246251565e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0586804347402074,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5356450572479634,0.3828319392326664,0.5108132137944763,1.9576627483296587,0.8454063990812367,0.8454063990812368,0.8454063990812367,-1.1102230246251565e-16,0.0433252408187335,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5496746608125175,0.3964528123674694,0.5202014660746325,1.9223321447858657,0.8492643482179081,0.8492643482179081,0.8492643482179081,0.0,0.0392193376908345,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5468235269197911,0.3979744128181384,0.5296828576531322,1.887922151059794,0.8531079310826909,0.8531079310826909,0.8531079310826909,0.0,0.0448967538721383,57.97746133528231,57.977390401291416,7.09339908908646e-05
6.4,0.5800000000000001,0.5249813542953385,0.3726556016746358,0.5038804979649951,1.984597546518799,0.8425232366357835,0.8425232366357835,0.8425232366357835,0.0,0.0493701311782508,59.87824241195589,59.87746185614748,0.0007805558084115205
7.2,0.5800000000000001,0.5085809002029982,0.3470601178765843,0.46568186710381265,2.147388744636419,0.8260804264205998,0.8260804264205999,0.8260804264205998,-1.1102230246251565e-16,0.0543924294753566,3.5314925386509124,3.531395095616055,9.744303485748063e-05
8.0,0.5800000000000001,0.5340456094429403,0.3605063293895042,0.4556895718119306,2.1944763757128807,0.8216129437133111,0.8216129437133111,0.8216129437133111,0.0,0.0579949944055722,2.324652148280022,2.324543264773654,0.00010888350636806265
8.8,0.5800000000000001,0.4659139786380728,0.3128373898256255,0.45084351398134836,2.218064514600892,0.8194198051653919,0.8194198051653918,0.8194198051653919,1.1102230246251565e-16,0.0457081664657773,1.58370003727443,1.583690532878821,9.504395609205574e-06
9.6,0.5800000000000001,0.4654103913734991,0.3110229143943203,0.44659373024946286,2.2391716055695854,0.8174819183912112,0.8174819183912112,0.8174819183912112,0.0,0.0411393810761781,0.9999999954198696,0.999999995419966,9.636735853746359e-14
10.4,0.5800000000000001,0.4844721640985175,0.3229405166056728,0.4443318173098505,2.25057031939412,0.8164448486968443,0.8164448486968443,0.8164448486968443,0.0,0.0443592616451587,0.4950631234831995,0.4950549773069242,8.14617627525882e-06
11.2,0.5800000000000001,0.5036498001505556,0.3353439105478855,0.44332632119812543,2.2556747754056623,0.815982564850183,0.815982564850183,0.815982564850183,0.0,0.0459252717726018,0.1519945382581024,0.1519898733053547,4.664952747701623e-06
12.0,0.5800000000000001,0.5221459156266853,0.3475023919986574,0.4429266649631388,2.2577100886062524,0.8157986017016878,0.8157986017016879,0.8157986017016878,-1.1102230246251565e-16,0.0457444390761541,0.0381623166820766,0.0381608574166433,1.4592654332956645e-06
12.8,0.5800000000000001,0.4340747133918953,0.284087116454483,0.42832567001013316,2.3346721198763136,0.8089906937597835,0.8089906937597835,0.8089906937597835,0.0,0.0392926695816402,0.0023614188389863,0.0023614590141993,4.0175213000120946e-08
13.6,0.5800000000000001,0.4287141058671819,0.2799049152984935,0.4262707210166301,2.3459270146799196,0.8080186332269031,0.8080186332269031,0.8080186332269031,0.0,0.0396207147568535,0.0001779207979586,0.0001779243592711,3.561312499999851e-09
14.4,0.5800000000000001,0.4446009015160165,0.2908026761632466,0.42781511043386394,2.3374583449982893,0.8087495088801958,0.8087495088801958,0.8087495088801958,0.0,0.0396859720081252,4.386484965022112e-05,4.386538185704677e-05,5.32206825647457e-10
15.2,0.5800000000000001,0.4601552854202659,0.3015134153076025,0.4293430633122949,2.3291397613023075,0.809470661258451,0.809470661258451,0.809470661258451,0.0,0.0417237648573981,1.2107313353655313e-05,1.210729519908415e-05,1.8154571162359856e-11
16.0,0.5800000000000001,0.4760490655578193,0.3127084632839413,0.4314950685800505,2.317523589066189,0.8104830919610515,0.8104830919610515,0.8104830919610515,0.0,0.043503074629235,1.7716745597687972e-06,1.7716531575487271e-06,2.1402220070091473e-11
16.8,0.5800000000000001,0.4911538066157465,0.3230784583082524,0.43269410153967375,2.311101529791272,0.8110455462011043,0.8110455462011041,0.8110455462011043,1.1102230246251565e-16,0.0431099782091254,3.413551593437382e-07,3.4134888975241425e-07,6.2695913239475004e-12
17.6,0.5800000000000001,0.4410367983505291,0.2876304861315658,0.4253242814964864,2.3511472152061015,0.8075697528076581,0.8075697528076582,0.8075697528076581,-1.1102230246251565e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.5800000000000001,0.4179237790947546,0.2712877898789954,0.42137263706774714,2.373196339844969,0.8056874198342772,0.8056874198342772,0.8056874198342772,0.0,0.0395745521139277,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.5800000000000001,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.5800000000000001,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.77,0.5364584592089878,0.3835708045628055,0.5112330135252877,1.9560552107234674,0.8455800398790628,0.8455800398790628,0.8455800398790628,0.0,0.0433249215823191,2.518787195135122,2.518787327683288,1.3254816622065846e-07
4.8,0.77,0.5497110230148701,0.3964740029090691,0.5201882519637847,1.9223809769345186,0.8492589549323879,0.8492589549323879,0.8492589549323879,0.0,0.0392194791398549,13.776081923339817,13.776084903260022,2.979920205703479e-06
5.6,0.77,0.5468249482554217,0.3979739676089307,0.5296789190057526,1.8879361894882953,0.8531063451805618,0.8531063451805618,0.8531063451805618,0.0,0.0448967473081261,57.980458397525034,57.98038745793673,7.09395883049524e-05
6.4,0.77,0.5249814217903723,0.372655496103476,0.5038800829079783,1.9845991812750938,0.8425230631346803,0.8425230631346802,0.8425230631346803,1.1102230246251565e-16,0.0493701299210554,59.8783947891123,59.8776142299443,0.0007805591679996837
7.2,0.77,0.5085809080850586,0.3470601122559025,0.4656818375858518,2.1473888807519637,0.8260804133300051,0.8260804133300051,0.8260804133300051,0.0,0.0543924292141684,3.5314928451253484,3.5313954020740854,9.744305126302422e-05
8.0,0.77,0.5340456101511604,0.3605063289677364,0.45568956953706136,2.194476386668029,0.821612942687908,0.821612942687908,0.821612942687908,0.0,0.0579949943599438,2.3246521452663034,2.3245432617595645,0.00010888350673887714
8.8,0.77,0.4659139786019265,0.3128373896945197,0.45084351367341813,2.2180645161158505,0.8194198050254741,0.8194198050254742,0.8194198050254741,-1.1102230246251565e-16,0.045708166471438,1.5837000336960363,1.5836905293005572,9.504395479087435e-06
9.6,0.77,0.4654103914947826,0.311022914588276,0.44659373057370005,2.2391716039438956,0.8174819185395888,0.8174819185395887,0.8174819185395888,1.1102230246251565e-16,0.0411393810730366,0.9999999984724536,0.9999999984724866,3.297362383136715e-14
10.4,0.77,0.4844721655900466,0.3229405186741047,0.44433182026583484,2.250570304421862,0.8164448500547248,0.8164448500547248,0.8164448500547248,0.0,0.044359261671947,0.4950631308746212,0.4950549846980895,8.14617653172034e-06
11.2,0.77,0.5036498085520432,0.3353439250232999,0.4433263446808273,2.255674655924068,0.8159825756556969,0.8159825756556969,0.8159825756556969,0.0,0.0459252717523741,0.1519945670560112,0.1519899021016315,4.6649543797017134e-06
12.0,0.77,0.5221458496995938,0.3475022951774468,0.4429265299958875,2.2577107765689375,0.8157985395547704,0.8157985395547704,0.8157985395547704,0.0,0.0457444400154601,0.0381622662330589,0.0381608069707761,1.4592622828019097e-06
12.8,0.77,0.4340747990224953,0.284087158384006,0.42832562745369307,2.3346723518384653,0.8089906736653976,0.8089906736653976,0.8089906736653976,0.0,0.0392926624040364,0.0023614247094516,0.0023614648847207,4.01752691002108e-08
13.6,0.77,0.4287147039070741,0.2799056182615367,0.4262716728554526,2.3459217763670095,0.8080190842916974,0.8080190842916976,0.8080190842916974,-1.1102230246251565e-16,0.0396207396066896,0.0001779199072693,0.0001779234685682,3.561298900011745e-09
14.4,0.77,0.4446080098107882,0.290811961808576,0.4278287516809611,2.3373838155358864,0.8087559557188579,0.8087559557188579,0.8087559557188579,0.0,0.0396855777556322,4.387274034038221e-05,4.3873272558310704e-05,5.322179284943432e-10
15.2,0.77,0.4601608236878485,0.3015308934471568,0.4293825052439923,2.328925812736036,0.8094892512797196,0.8094892512797196,0.8094892512797196,0.0,0.0417235015126084,1.2110958687112618e-05,1.2110940464782224e-05,1.8222330394761818e-11
16.0,0.77,0.4755164616324404,0.3120941395491134,0.4307647081208515,2.3214529443750274,0.8101399125448471,0.8101399125448472,0.8101399125448471,-1.1102230246251565e-16,0.0435279277811346,1.7489009450080958e-06,1.7488800989123886e-06,2.0846095707120787e-11
16.8,0.77,0.4915357510566308,0.3234922262552303,0.43312921210542427,2.308779856105846,0.8112493631058891,0.8112493631058892,0.8112493631058891,-1.1102230246251565e-16,0.0429632521227347,3.588592229530422e-07,3.588524293616976e-07,6.793591344588911e-12
17.6,0.77,0.4410367983505291,0.2876304861315658,0.4253242814964864,2.3511472152061015,0.8075697528076581,0.8075697528076582,0.8075697528076581,-1.1102230246251565e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.77,0.4179237790947546,0.2712877898789954,0.42137263706774714,2.373196339844969,0.8056874198342772,0.8056874198342772,0.8056874198342772,0.0,0.0395745521139277,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.77,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.77,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.96,0.5372605251665131,0.3842984471074674,0.511643421559087,1.954486186791547,0.8457496926643727,0.8457496926643727,0.8457496926643727,0.0,0.0433246768679975,2.556130964866399,2.5561311003970992,1.3553070044025617e-07
4.8,0.96,0.5497473388494498,0.3964951386913414,0.5201749838347347,1.9224300112012134,0.8492535394961742,0.8492535394961743,0.8492535394961742,-1.1102230246251565e-16,0.0392196203021978,13.788365433465112,13.788368418315454,2.9848503420026873e-06
5.6,0.96,0.5468263693517318,0.3979735221773836,0.5296749802652834,1.8879502284573801,0.8531047592321053,0.8531047592321052,0.8531047592321053,1.1102230246251565e-16,0.0448967407440167,57.98345539720048,57.983384452015066,7.09451854135068e-05
6.4,0.96,0.5249814892840781,0.3726553905319276,0.5038796678527376,1.9846008160270856,0.8425228896342123,0.8425228896342123,0.8425228896342123,0.0,0.0493701286638921,59.8785471649641,59.8777666024365,0.0007805625275949524
7.2,0.96,0.5085809159669752,0.3470601066349199,0.4656818080673493,2.147389016870023,0.8260804002391696,0.8260804002391697,0.8260804002391696,-1.1102230246251565e-16,0.0543924289529786,3.5314931515723367,3.5313957085046703,9.744306766634736e-05
8.0,0.96,0.5340456108622648,0.360506328551625,0.4556895672715698,2.194476397578017,0.8216129416667318,0.8216129416667318,0.8216129416667318,0.0,0.0579949943143163,2.3246521425688287,2.3245432590616906,0.00010888350713811334
8.8,0.96,0.4659139786146119,0.3128373896455267,0.4508435135076561,2.218064516931368,0.8194198049501549,0.8194198049501549,0.8194198049501549,0.0,0.0457081664762049,1.583700032064814,1.5836905276694218,9.504395392267995e-06
9.6,0.96,0.4654103916929098,0.3110229149002349,0.44659373108934164,2.239171601358526,0.8174819187755571,0.8174819187755571,0.8174819187755571,0.0,0.041139381072228,1.0000000022905529,1.0000000022905229,2.9976021664879227e-14
10.4,0.96,0.4844721659189021,0.3229405197065204,0.44433182250360603,2.2505702930874016,0.8164448510826823,0.8164448510826823,0.8164448510826823,0.0,0.0443592616142651,0.4950631462619201,0.4950550000847162,8.14617720390487e-06
11.2,0.96,0.5036498102811295,0.3353439264583454,0.4433263454311237,2.255674652106509,0.8159825760009441,0.8159825760009441,0.8159825760009441,0.0,0.0459252715600724,0.1519945766478733,0.1519899116929603,4.664954912997343e-06
12.0,0.96,0.5221458797888384,0.3475023405588132,0.442926594633809,2.257710447092826,0.8157985693179002,0.8157985693179002,0.8157985693179002,0.0,0.0457444387436584,0.0381622992914469,0.0381608400270716,1.4592643752947554e-06
12.8,0.96,0.4340749234581026,0.2840874118309545,0.42832614613586617,2.3346695246635667,0.8089909185776928,0.8089909185776928,0.8089909185776928,0.0,0.0392926591888531,0.00236143286816,0.0023614730434476,4.0175287599735626e-08
13.6,0.96,0.4287114397942616,0.2799012259607951,0.42626478567884235,2.3459596795157807,0.808015820525765,0.8080158205257651,0.808015820525765,-1.1102230246251565e-16,0.0396209321162301,0.000177905462263,0.0001779090234197,3.5611567000121396e-09
14.4,0.96,0.4446123313224836,0.2908175904788945,0.42783699606512665,2.3373387743396012,0.8087598519311778,0.8087598519311779,0.8087598519311778,-1.1102230246251565e-16,0.0396853396081698,4.387751369453855e-05,4.3878045919219215e-05,5.32224680661528e-10
15.2,0.96,0.4601641690336159,0.3015414531580154,0.4294063364560168,2.328796561907344,0.8095004829369552,0.8095004829369551,0.8095004829369552,1.1102230246251565e-16,0.0417233426671605,1.211316088713945e-05,1.2113142623870204e-05,1.826326924537862e-11
16.0,0.96,0.4756946960596452,0.312298204546419,0.4310050478702852,2.3201584411627563,0.8102528907525085,0.8102528907525086,0.8102528907525085,-1.1102230246251565e-16,0.0434992485240455,1.7674748375252874e-06,1.767453555486724e-06,2.128203856341283e-11
16.8,0.96,0.4914648746662304,0.3233960810855746,0.43299665141008775,2.3094866825030196,0.8111872845614223,0.8111872845614223,0.8111872845614223,0.0,0.0429892169332644,3.5557796609861114e-07,3.555712759819993e-07,6.690116611841557e-12
17.6,0.96,0.4410367983505292,0.2876304861315658,0.4253242814964862,2.3511472152061024,0.807569752807658,0.8075697528076581,0.807569752807658,-1.1102230246251565e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.96,0.4179237790947546,0.2712877898789954,0.42137263706774714,2.373196339844969,0.8056874198342772,0.8056874198342772,0.8056874198342772,0.0,0.0395745521139277,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.96,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.96,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,1.15,0.5380514218296297,0.3850149370108706,0.5120443644015845,1.9529557779015476,0.8459153342365043,0.8459153342365043,0.8459153342365043,0.0,0.0433245034859134,2.59372098030372,2.5937211188708993,1.38567179508442e-07
4.8,1.15,0.5497836083569774,0.3965162197627721,0.5201616617470936,1.9224792473963745,0.8492481019323281,0.8492481019323281,0.8492481019323281,0.0,0.0392197611780555,13.800651076532375,13.80065406631957,2.9897871947071053e-06
5.6,1.15,0.5468277902087512,0.3979730765235719,0.5296710414318628,1.8879642679665745,0.8531031732373762,0.8531031732373762,0.8531031732373762,0.0,0.044896734179811,57.98645233428199,57.98638138349972,7.095078227337126e-05
6.4,1.15,0.5249815567765913,0.3726552849600859,0.5038792527992704,1.9846024507747861,0.8425227161343785,0.8425227161343786,0.8425227161343785,-1.1102230246251565e-16,0.0493701274067632,59.87869953976779,59.87791897388065,0.000780565887140483
7.2,1.15,0.5085809238493166,0.3470601010143223,0.4656817785491036,2.1473891529869156,0.8260803871484473,0.8260803871484473,0.8260803871484473,0.0,0.0543924286917839,3.53149345807829,3.531396014994217,9.744308407322322e-05
8.0,1.15,0.5340456115679116,0.3605063281259025,0.45568956499109414,2.1944764085601647,0.8216129406388016,0.8216129406388017,0.8216129406388016,-1.1102230246251565e-16,0.0579949942686409,2.3246521394301185,2.3245432559226185,0.00010888350750004605
8.8,1.15,0.4659139785999588,0.3128373895519315,0.4508435132662463,2.218064518119059,0.8194198048404627,0.8194198048404627,0.8194198048404627,0.0,0.0457081664811168,1.5837000293677872,1.5836905249725015,9.504395285686584e-06
9.6,1.15,0.4654103916376015,0.3110229148210471,0.4465937309680765,2.239171601966536,0.8174819187200636,0.8174819187200636,0.8174819187200636,0.0,0.0411393810685261,1.0000000023406015,1.0000000023405509,5.062616992290714e-14
10.4,1.15,0.4844721658897742,0.3229405194508326,0.44433182185343656,2.2505702963805536,0.8164448507840161,0.8164448507840161,0.8164448507840161,0.0,0.0443592616232658,0.4950631430585394,0.4950549968814784,8.146177060963655e-06
11.2,1.15,0.5036498114394391,0.3353439274195839,0.4433263459334964,2.2556746495504023,0.8159825762321098,0.8159825762321099,0.8159825762321098,-1.1102230246251565e-16,0.0459252714313139,0.1519945830705958,0.1519899181153256,4.664955270183846e-06
12.0,1.15,0.5221458624448468,0.3475023248995926,0.4429265841404816,2.257710500580009,0.8157985644861505,0.8157985644861507,0.8157985644861505,-2.220446049250313e-16,0.0457444401657166,0.0381622786261298,0.0381608193630392,1.4592630906001824e-06
12.8,1.15,0.4340745255628638,0.2840868233849967,0.42832515695552187,2.334674916383307,0.8089904515045199,0.8089904515045199,0.8089904515045199,0.0,0.0392926901636739,0.002361397209312,0.0023614373844012,4.017508920027904e-08
13.6,1.15,0.42871233344882,0.2799023406411726,0.42626640368710284,2.345950774797728,0.8080165872876788,0.8080165872876789,0.8080165872876788,-1.1102230246251565e-16,0.039620912840985,0.0001779074434574,0.0001779110046316,3.5611742000109855e-09
14.4,1.15,0.4446077459097098,0.2908114864547793,0.4278278609282182,2.3373886820516865,0.8087555347547773,0.8087555347547773,0.8087555347547773,0.0,0.0396852575780094,4.387733824843774e-05,4.387787048325145e-05,5.322348137098997e-10
