D,eta,loop_trace_p1,loop_trace_p2,h_part_trace,h_part_fro2,h_part_det,h_part_neff,h_part_susceptibility,coeff_participation_access_parented,coeff_participation_parented_recon,coeff_participation_parented_residual,gap_cv,c_tree_diag_cv,h_tree_base,h_tree_load,h_tree_schur_ratio,h_tree_pressure_fraction,tree_diag_compressibility_parented,tree_diag_compressibility_parented_recon,tree_diag_compressibility_parented_residual,eymh_parented_prefactor_diag,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
6.4,0.5800000000000001,0.5848481959257691,0.4151518040742309,1.0,0.5143984327037154,0.2428007836481423,1.9440183647993008,0.9440183647993008,0.8425232366357835,0.846885913483677,0.004362676847893487,0.2368422574530327,1.0740896380316576,1.2368422574530327,1.0740896380316576,0.535213633889293,0.46478636611070717,0.7315829644608279,0.7315829644608279,0.0,0.0493701311782508,59.87824241195589,59.87746185614748,0.0007805558084115205
7.2,0.5800000000000001,0.5943858340784867,0.4056141659215133,1.0,0.5178173713493832,0.24109131432530836,1.931182797892806,0.931182797892806,0.8260804264205999,0.848289622135801,0.02220919571520108,0.5397550802947837,0.591936517109107,1.5397550802947837,0.591936517109107,0.7223160621217417,0.2776839378782582,0.8498917943607538,0.8498917943607537,-1.1102230246251565e-16,0.0543924294753566,3.5314925386509124,3.531395095616055,9.744303485748063e-05
8.0,0.5800000000000001,0.5969978782226647,0.4030021217773353,1.0,0.5188171767593978,0.24059141162030112,1.9274612422166422,0.9274612422166422,0.8216129437133111,0.8486987968778444,0.02708585316453338,0.5891268740470006,0.5580450513598044,1.5891268740470006,0.5580450513598044,0.7401022969997725,0.25989770300022746,0.8602919835728869,0.860291983572887,1.1102230246251565e-16,0.0579949944055722,2.324652148280022,2.324543264773654,0.00010888350636806265
8.8,0.5800000000000001,0.598283351408058,0.401716648591942,1.0,0.5193192343279996,0.24034038283600018,1.9255978479094895,0.9255978479094895,0.8194198051653918,0.8489040431266742,0.02948423796128241,0.1526414316992487,0.7386124264867792,1.1526414316992488,0.7386124264867792,0.6094588659847019,0.3905411340152981,0.7806784651728916,0.7806784651728917,1.1102230246251565e-16,0.0457081664657773,1.58370003727443,1.583690532878821,9.504395609205574e-06
9.6,0.5800000000000001,0.5994209520845478,0.4005790479154522,1.0,0.5197690514267959,0.24011547428660204,1.9239314023313674,0.9239314023313674,0.8174819183912112,0.8490878065813333,0.03160588819012211,0.1066533286499557,0.8851615233941379,1.1066533286499558,0.8851615233941379,0.5556005004753611,0.44439949952463886,0.7453861418589435,0.7453861418589436,1.1102230246251565e-16,0.0411393810761781,0.9999999954198696,0.999999995419966,9.636735853746359e-14
10.4,0.5800000000000001,0.6000304127945847,0.3999695872054153,1.0,0.52001216696771,0.239993916516145,1.9230319279473602,0.9230319279473602,0.8164448486968443,0.8491870767490934,0.032742228052249134,0.1910896609391989,0.9172112454606636,1.191089660939199,0.9172112454606636,0.5649524018718491,0.43504759812815086,0.7516331564479105,0.7516331564479105,0.0,0.0443592616451587,0.4950631234831995,0.4950549773069242,8.14617627525882e-06
11.2,0.5800000000000001,0.6003022355570221,0.3996977644429779,1.0,0.5201210769154727,0.23993946154226364,1.9226292576536264,0.9226292576536264,0.815982564850183,0.8492315361210365,0.03324897127085358,0.263616892757297,0.9184677042342904,1.263616892757297,0.9184677042342904,0.5790870319599111,0.42091296804008893,0.7609776816437596,0.7609776816437596,0.0,0.0459252717726018,0.1519945382581024,0.1519898733053547,4.664952747701623e-06
12.0,0.5800000000000001,0.6004104314909258,0.3995895685090743,1.0,0.5201645095043879,0.23991774524780612,1.9224687223524703,0.9224687223524703,0.8157986017016879,0.8492492642861162,0.0334506625844283,0.324701506182844,0.8771177803699077,1.324701506182844,0.8771177803699077,0.601639523403778,0.39836047659622204,0.7756542550671517,0.7756542550671517,0.0,0.0457444390761541,0.0381623166820766,0.0381608574166433,1.4592654332956645e-06
12.8,0.5800000000000001,0.6044246510354749,0.395575348964525,1.0,0.5218090154877614,0.23909549225611926,1.9164099705430524,0.9164099705430524,0.8089906937597835,0.8499196977551349,0.040929003995351376,0.1142870052001219,0.7916640565541827,1.114287005200122,0.7916640565541827,0.5846356853331233,0.4153643146668767,0.7646147300000984,0.7646147300000983,-1.1102230246251565e-16,0.0392926695816402,0.0023614188389863,0.0023614590141993,4.0175213000120946e-08
13.6,0.5800000000000001,0.6049994327868153,0.3950005672131847,1.0,0.522049761771106,0.23897511911444708,1.9155262069412695,0.9155262069412695,0.8080186332269031,0.8500177123594861,0.04199907913258294,0.1152775579450587,0.6820654711364537,1.1152775579450587,0.6820654711364537,0.6205145817462533,0.37948541825374665,0.7877274793646933,0.7877274793646933,0.0,0.0396207147568535,0.0001779207979586,0.0001779243592711,3.561312499999851e-09
