alpha,beta,lambda,j_direct,j_parent_statement,abs_objective_identity_residual,max_abs_weight_identity_residual,mean_delta_linear,mean_delta_mix,mean_delta_total,p90_delta_mix,mean_abs_delta_linear,mean_abs_delta_mix,mean_xi_cross_deformed
0.8,0.9,-0.6,0.0027483416613087487,0.002748341661308749,4.336808689942018e-19,3.3306690738754696e-16,-0.11835254327186737,-0.03250672723231553,-0.1508592705041829,-0.02331290810992654,0.11835254327186737,0.03250672723231553,0.08868289011394535
0.8,0.9,-0.4,0.0021036019232440143,0.0021036019232440156,1.3010426069826053e-18,2.220446049250313e-16,-0.11835254327186737,-0.014302449664256908,-0.1326549929361243,-0.01029425414945415,0.11835254327186737,0.014302449664256908,0.08868289011394535
0.8,0.9,-0.2,0.0017661462453255684,0.0017661462453255692,8.673617379884035e-19,3.3306690738754696e-16,-0.11835254327186737,-0.0035543328913814416,-0.12190687616324881,-0.0025636457495976663,0.11835254327186737,0.0035543328913814416,0.08868289011394535
0.8,0.9,-0.1,0.001687291986828732,0.0016872919868287327,6.505213034913027e-19,2.220446049250313e-16,-0.11835254327186737,-0.000887266602406541,-0.11923980987427392,-0.0006402955495011492,0.11835254327186737,0.000887266602406541,0.08868289011394535
0.8,0.9,0.0,0.001661486164889113,0.0016614861648891139,8.673617379884035e-19,3.3306690738754696e-16,-0.11835254327186737,0.0,-0.11835254327186737,0.0,0.11835254327186737,0.0,0.08868289011394535
0.8,0.9,0.1,0.001687291986828732,0.0016872919868287327,6.505213034913027e-19,2.220446049250313e-16,-0.11835254327186737,-0.000887266602406541,-0.11923980987427392,-0.0006402955495011492,0.11835254327186737,0.000887266602406541,0.08868289011394535
0.8,0.9,0.2,0.0017661462453255684,0.0017661462453255692,8.673617379884035e-19,3.3306690738754696e-16,-0.11835254327186737,-0.0035543328913814416,-0.12190687616324881,-0.0025636457495976663,0.11835254327186737,0.0035543328913814416,0.08868289011394535
0.8,0.9,0.4,0.0021036019232440143,0.0021036019232440156,1.3010426069826053e-18,2.220446049250313e-16,-0.11835254327186737,-0.014302449664256908,-0.1326549929361243,-0.01029425414945415,0.11835254327186737,0.014302449664256908,0.08868289011394535
0.8,0.9,0.6,0.0027483416613087487,0.002748341661308749,4.336808689942018e-19,3.3306690738754696e-16,-0.11835254327186737,-0.03250672723231553,-0.1508592705041829,-0.02331290810992654,0.11835254327186737,0.03250672723231553,0.08868289011394535
0.8,0.95,-0.6,0.0020013822424837214,0.0020013822424837227,1.3010426069826053e-18,3.3306690738754696e-16,-0.09543929420244905,-0.03393833279759032,-0.12937762700003935,-0.024445915981502194,0.09543929420244905,0.03393833279759032,0.09251592263806287
0.8,0.95,-0.4,0.001442599020925363,0.0014425990209253631,2.168404344971009e-19,3.3306690738754696e-16,-0.09543929420244905,-0.014925738231309464,-0.1103650324337585,-0.010791141986958646,0.09543929420244905,0.014925738231309464,0.09251592263806287
0.8,0.95,-0.2,0.0011583238694840802,0.0011583238694840802,0.0,3.3306690738754696e-16,-0.09543929420244905,-0.003708271726358834,-0.0991475659288079,-0.0026868880745682874,0.09543929420244905,0.003708271726358834,0.09251592263806287
0.8,0.95,-0.1,0.0010929284854894357,0.001092928485489436,2.168404344971009e-19,3.3306690738754696e-16,-0.09543929420244905,-0.0009256354054411201,-0.09636492960789017,-0.0006710455060753202,0.09543929420244905,0.0009256354054411201,0.09251592263806287
0.8,0.95,0.0,0.0010716225798355725,0.001071622579835573,4.336808689942018e-19,3.3306690738754696e-16,-0.09543929420244905,0.0,-0.09543929420244905,0.0,0.09543929420244905,0.0,0.09251592263806287
0.8,0.95,0.1,0.0010929284854894357,0.001092928485489436,2.168404344971009e-19,3.3306690738754696e-16,-0.09543929420244905,-0.0009256354054411201,-0.09636492960789017,-0.0006710455060753202,0.09543929420244905,0.0009256354054411201,0.09251592263806287
0.8,0.95,0.2,0.0011583238694840802,0.0011583238694840802,0.0,3.3306690738754696e-16,-0.09543929420244905,-0.003708271726358834,-0.0991475659288079,-0.0026868880745682874,0.09543929420244905,0.003708271726358834,0.09251592263806287
0.8,0.95,0.4,0.001442599020925363,0.0014425990209253631,2.168404344971009e-19,3.3306690738754696e-16,-0.09543929420244905,-0.014925738231309464,-0.1103650324337585,-0.010791141986958646,0.09543929420244905,0.014925738231309464,0.09251592263806287
0.8,0.95,0.6,0.0020013822424837214,0.0020013822424837227,1.3010426069826053e-18,3.3306690738754696e-16,-0.09543929420244905,-0.03393833279759032,-0.12937762700003935,-0.024445915981502194,0.09543929420244905,0.03393833279759032,0.09251592263806287
0.8,1.0,-0.6,0.001382328014085569,0.0013823280140855697,6.505213034913027e-19,3.3306690738754696e-16,-0.07252604513303068,-0.035336277053217305,-0.10786232218624799,-0.02556325810734688,0.07252604513303068,0.035336277053217305,0.09625305264534577
0.8,1.0,-0.4,0.0009155028220051602,0.0009155028220051604,2.168404344971009e-19,2.220446049250313e-16,-0.07252604513303068,-0.015533840486709955,-0.08805988561974064,-0.011280849978014896,0.07252604513303068,0.015533840486709955,0.09625305264534577
0.8,1.0,-0.2,0.0006877139114737314,0.0006877139114737313,1.0842021724855044e-19,3.3306690738754696e-16,-0.07252604513303068,-0.003858383899703512,-0.0763844290327342,-0.002808304543207171,0.07252604513303068,0.003858383899703512,0.09625305264534577
0.8,1.0,-0.1,0.0006365699025049828,0.000636569902504983,2.168404344971009e-19,3.3306690738754696e-16,-0.07252604513303068,-0.0009630457665336163,-0.07348909089956429,-0.0007013371155725936,0.07252604513303068,0.0009630457665336163,0.09625305264534577
0.8,1.0,0.0,0.0006200250935445032,0.0006200250935445036,4.336808689942018e-19,2.220446049250313e-16,-0.07252604513303068,0.0,-0.07252604513303068,0.0,0.07252604513303068,0.0,0.09625305264534577
0.8,1.0,0.1,0.0006365699025049828,0.000636569902504983,2.168404344971009e-19,3.3306690738754696e-16,-0.07252604513303068,-0.0009630457665336163,-0.07348909089956429,-0.0007013371155725936,0.07252604513303068,0.0009630457665336163,0.09625305264534577
0.8,1.0,0.2,0.0006877139114737314,0.0006877139114737313,1.0842021724855044e-19,3.3306690738754696e-16,-0.07252604513303068,-0.003858383899703512,-0.0763844290327342,-0.002808304543207171,0.07252604513303068,0.003858383899703512,0.09625305264534577
0.8,1.0,0.4,0.0009155028220051602,0.0009155028220051604,2.168404344971009e-19,2.220446049250313e-16,-0.07252604513303068,-0.015533840486709955,-0.08805988561974064,-0.011280849978014896,0.07252604513303068,0.015533840486709955,0.09625305264534577
0.8,1.0,0.6,0.001382328014085569,0.0013823280140855697,6.505213034913027e-19,3.3306690738754696e-16,-0.07252604513303068,-0.035336277053217305,-0.10786232218624799,-0.02556325810734688,0.07252604513303068,0.035336277053217305,0.09625305264534577
0.8,1.05,-0.6,0.0008871753640082757,0.0008871753640082755,2.168404344971009e-19,3.3306690738754696e-16,-0.04961279606361231,-0.036701332671224475,-0.08631412873483679,-0.026665133940834185,0.04961279606361231,0.036701332671224475,0.09989676796132185
0.8,1.05,-0.4,0.0005176024921253464,0.0005176024921253465,1.0842021724855044e-19,2.220446049250313e-16,-0.04961279606361231,-0.016127130677225092,-0.06573992674083741,-0.01176347842775331,0.04961279606361231,0.016127130677225092,0.09989676796132185
0.8,1.05,-0.2,0.00034918033071179366,0.0003491803307117934,2.710505431213761e-19,3.3306690738754696e-16,-0.04961279606361231,-0.004004767454916882,-0.05361756351852919,-0.002927921989091504,0.04961279606361231,0.004004767454916882,0.09989676796132185
0.8,1.05,-0.1,0.0003129739972057455,0.0003129739972057456,5.421010862427522e-20,2.220446049250313e-16,-0.04961279606361231,-0.0009995224723821443,-0.05061231853599445,-0.0007311771963636721,0.04961279606361231,0.0009995224723821443,0.09989676796132185
0.8,1.05,0.0,0.0003014160820256815,0.0003014160820256817,2.168404344971009e-19,2.220446049250313e-16,-0.04961279606361231,0.0,-0.04961279606361231,0.0,0.04961279606361231,0.0,0.09989676796132185
0.8,1.05,0.1,0.0003129739972057455,0.0003129739972057456,5.421010862427522e-20,2.220446049250313e-16,-0.04961279606361231,-0.0009995224723821443,-0.05061231853599445,-0.0007311771963636721,0.04961279606361231,0.0009995224723821443,0.09989676796132185
0.8,1.05,0.2,0.00034918033071179366,0.0003491803307117934,2.710505431213761e-19,3.3306690738754696e-16,-0.04961279606361231,-0.004004767454916882,-0.05361756351852919,-0.002927921989091504,0.04961279606361231,0.004004767454916882,0.09989676796132185
0.8,1.05,0.4,0.0005176024921253464,0.0005176024921253465,1.0842021724855044e-19,2.220446049250313e-16,-0.04961279606361231,-0.016127130677225092,-0.06573992674083741,-0.01176347842775331,0.04961279606361231,0.016127130677225092,0.09989676796132185
0.8,1.05,0.6,0.0008871753640082757,0.0008871753640082755,2.168404344971009e-19,3.3306690738754696e-16,-0.04961279606361231,-0.036701332671224475,-0.08631412873483679,-0.026665133940834185,0.04961279606361231,0.036701332671224475,0.09989676796132185
0.8,1.1,-0.6,0.0005119987160935326,0.000511998716093533,4.336808689942018e-19,3.3306690738754696e-16,-0.02669954699419394,-0.03803425634883021,-0.06473380334302414,-0.0277517408682643,0.02754033003693385,0.03803425634883021,0.10344948979278584
0.8,1.1,-0.4,0.0002443121119613155,0.0002443121119613158,3.2526065174565133e-19,2.220446049250313e-16,-0.02669954699419394,-0.016705974000351294,-0.043405520994545234,-0.012239126338847519,0.02754033003693385,0.016705974000351294,0.10344948979278584
0.8,1.1,-0.2,0.00013774260338556343,0.0001377426033855635,5.421010862427522e-20,3.3306690738754696e-16,-0.02669954699419394,-0.004147517872256536,-0.03084706486645047,-0.003045766857818828,0.02754033003693385,0.004147517872256536,0.10344948979278584
0.8,1.1,-0.1,0.00011706196594042965,0.00011706196594042974,9.486769009248164e-20,2.220446049250313e-16,-0.02669954699419394,-0.0010350896498545494,-0.027734636644048488,-0.0007605724657906962,0.02754033003693385,0.0010350896498545494,0.10344948979278584
0.8,1.1,0.0,0.00011068402154755936,0.00011068402154755931,5.421010862427522e-20,3.3306690738754696e-16,-0.02669954699419394,0.0,-0.02669954699419394,0.0,0.02754033003693385,0.0,0.10344948979278584
0.8,1.1,0.1,0.00011706196594042965,0.00011706196594042974,9.486769009248164e-20,2.220446049250313e-16,-0.02669954699419394,-0.0010350896498545494,-0.027734636644048488,-0.0007605724657906962,0.02754033003693385,0.0010350896498545494,0.10344948979278584
0.8,1.1,0.2,0.00013774260338556343,0.0001377426033855635,5.421010862427522e-20,3.3306690738754696e-16,-0.02669954699419394,-0.004147517872256536,-0.03084706486645047,-0.003045766857818828,0.02754033003693385,0.004147517872256536,0.10344948979278584
0.8,1.1,0.4,0.0002443121119613155,0.0002443121119613158,3.2526065174565133e-19,2.220446049250313e-16,-0.02669954699419394,-0.016705974000351294,-0.043405520994545234,-0.012239126338847519,0.02754033003693385,0.016705974000351294,0.10344948979278584
0.8,1.1,0.6,0.0005119987160935326,0.000511998716093533,4.336808689942018e-19,3.3306690738754696e-16,-0.02669954699419394,-0.03803425634883021,-0.06473380334302414,-0.0277517408682643,0.02754033003693385,0.03803425634883021,0.10344948979278584
0.8,1.15,-0.6,0.00025295060875342787,0.00025295060875342814,2.710505431213761e-19,3.3306690738754696e-16,-0.003786297924775669,-0.0393357890300541,-0.04312208695482977,-0.028823274217159828,0.016014703876726304,0.0393357890300541,0.10691357456306037
0.8,1.15,-0.4,9.116824111059294e-05,9.11682411105929e-05,4.0657581468206416e-20,2.220446049250313e-16,-0.003786297924775669,-0.017270726805014763,-0.021057024729790434,-0.012707891425581213,0.016014703876726304,0.017270726805014763,0.10691357456306037
0.8,1.15,-0.2,4.857142839664167e-05,4.857142839664158e-05,8.809142651444724e-20,3.3306690738754696e-16,-0.003786297924775669,-0.004286728136113969,-0.008073026060889638,-0.003161865212428955,0.016014703876726304,0.004286728136113969,0.10691357456306037
0.8,1.15,-0.1,4.3913642496159246e-05,4.3913642496158914e-05,3.3203691532368573e-19,2.220446049250313e-16,-0.003786297924775669,-0.001069770783960567,-0.004856068708736236,-0.0007895295416525604,0.016014703876726304,0.001069770783960567,0.10691357456306037
0.8,1.15,0.0,4.2878516905593434e-05,4.2878516905593244e-05,1.8973538018496328e-19,3.3306690738754696e-16,-0.003786297924775669,0.0,-0.003786297924775669,0.0,0.016014703876726304,0.0,0.10691357456306037
0.8,1.15,0.1,4.3913642496159246e-05,4.3913642496158914e-05,3.3203691532368573e-19,2.220446049250313e-16,-0.003786297924775669,-0.001069770783960567,-0.004856068708736236,-0.0007895295416525604,0.016014703876726304,0.001069770783960567,0.10691357456306037
0.8,1.15,0.2,4.857142839664167e-05,4.857142839664158e-05,8.809142651444724e-20,3.3306690738754696e-16,-0.003786297924775669,-0.004286728136113969,-0.008073026060889638,-0.003161865212428955,0.016014703876726304,0.004286728136113969,0.10691357456306037
0.8,1.15,0.4,9.116824111059294e-05,9.11682411105929e-05,4.0657581468206416e-20,2.220446049250313e-16,-0.003786297924775669,-0.017270726805014763,-0.021057024729790434,-0.012707891425581213,0.016014703876726304,0.017270726805014763,0.10691357456306037
0.8,1.15,0.6,0.00025295060875342787,0.00025295060875342814,2.710505431213761e-19,3.3306690738754696e-16,-0.003786297924775669,-0.0393357890300541,-0.04312208695482977,-0.028823274217159828,0.016014703876726304,0.0393357890300541,0.10691357456306037
0.8,1.2,-0.6,0.00010626166352076407,0.00010626166352076376,3.1170812458958252e-19,2.220446049250313e-16,0.0191269511446427,-0.040606656130770795,-0.0214797049861281,-0.029879927264936754,0.023838684150168484,0.040606656130770795,0.11029131569537229
0.8,1.2,-0.4,5.382748513523345e-05,5.382748513523336e-05,8.809142651444724e-20,2.220446049250313e-16,0.0191269511446427,-0.017821736789029763,0.0013052143556129365,-0.013169870127847743,0.023838684150168484,0.017821736789029763,0.11029131569537229
0.8,1.2,-0.2,7.698453999619661e-05,7.698453999619637e-05,2.439454888092385e-19,2.220446049250313e-16,0.0191269511446427,-0.004422488800659495,0.014704462343983206,-0.0032762427387558806,0.023838684150168484,0.004422488800659495,0.11029131569537229
0.8,1.2,-0.1,8.876283559208267e-05,8.876283559208241e-05,2.574980159653073e-19,2.220446049250313e-16,0.0191269511446427,-0.0011035887353269362,0.018023362409315766,-0.000818054943668721,0.023838684150168484,0.0011035887353269362,0.11029131569537229
0.8,1.2,0.0,9.320547730349162e-05,9.320547730349135e-05,2.710505431213761e-19,2.220446049250313e-16,0.0191269511446427,0.0,0.0191269511446427,0.0,0.023838684150168484,0.0,0.11029131569537229
0.8,1.2,0.1,8.876283559208267e-05,8.876283559208241e-05,2.574980159653073e-19,2.220446049250313e-16,0.0191269511446427,-0.0011035887353269362,0.018023362409315766,-0.000818054943668721,0.023838684150168484,0.0011035887353269362,0.11029131569537229
0.8,1.2,0.2,7.698453999619661e-05,7.698453999619637e-05,2.439454888092385e-19,2.220446049250313e-16,0.0191269511446427,-0.004422488800659495,0.014704462343983206,-0.0032762427387558806,0.023838684150168484,0.004422488800659495,0.11029131569537229
0.8,1.2,0.4,5.382748513523345e-05,5.382748513523336e-05,8.809142651444724e-20,2.220446049250313e-16,0.0191269511446427,-0.017821736789029763,0.0013052143556129365,-0.013169870127847743,0.023838684150168484,0.017821736789029763,0.11029131569537229
0.8,1.2,0.6,0.00010626166352076407,0.00010626166352076376,3.1170812458958252e-19,2.220446049250313e-16,0.0191269511446427,-0.040606656130770795,-0.0214797049861281,-0.029879927264936754,0.023838684150168484,0.040606656130770795,0.11029131569537229
0.85,0.8,-0.6,0.003851695652007312,0.0038516956520073128,8.673617379884035e-19,3.3306690738754696e-16,-0.14604753012744642,-0.031120792787323458,-0.1771683229147699,-0.022117438414242487,0.14604753012744642,0.031120792787323458,0.08496574621659558
0.85,0.8,-0.4,0.0031000058197105506,0.0031000058197105515,8.673617379884035e-19,3.3306690738754696e-16,-0.14604753012744642,-0.013698458721051061,-0.1597459888484975,-0.009769630556903724,0.14604753012744642,0.013698458721051061,0.08496574621659558
0.85,0.8,-0.2,0.002697354726577495,0.0026973547265774964,1.3010426069826053e-18,3.3306690738754696e-16,-0.14604753012744642,-0.003405075918887089,-0.1494526060463335,-0.002433474185250004,0.14604753012744642,0.003405075918887089,0.08496574621659558
0.85,0.8,-0.1,0.002602101448263288,0.0026021014482632884,4.336808689942018e-19,2.220446049250313e-16,-0.14604753012744642,-0.0008500595667386155,-0.14689758969418504,-0.0006078136030790968,0.14604753012744642,0.0008500595667386155,0.08496574621659558
0.85,0.8,0.0,0.0025708211407768815,0.002570821140776882,4.336808689942018e-19,2.220446049250313e-16,-0.14604753012744642,0.0,-0.14604753012744642,0.0,0.14604753012744642,0.0,0.08496574621659558
0.85,0.8,0.1,0.002602101448263288,0.0026021014482632884,4.336808689942018e-19,2.220446049250313e-16,-0.14604753012744642,-0.0008500595667386155,-0.14689758969418504,-0.0006078136030790968,0.14604753012744642,0.0008500595667386155,0.08496574621659558
0.85,0.8,0.2,0.002697354726577495,0.0026973547265774964,1.3010426069826053e-18,3.3306690738754696e-16,-0.14604753012744642,-0.003405075918887089,-0.1494526060463335,-0.002433474185250004,0.14604753012744642,0.003405075918887089,0.08496574621659558
0.85,0.8,0.4,0.0031000058197105506,0.0031000058197105515,8.673617379884035e-19,3.3306690738754696e-16,-0.14604753012744642,-0.013698458721051061,-0.1597459888484975,-0.009769630556903724,0.14604753012744642,0.013698458721051061,0.08496574621659558
0.85,0.8,0.6,0.003851695652007312,0.0038516956520073128,8.673617379884035e-19,3.3306690738754696e-16,-0.14604753012744642,-0.031120792787323458,-0.1771683229147699,-0.022117438414242487,0.14604753012744642,0.031120792787323458,0.08496574621659558
0.85,0.85,-0.6,0.002941613823749681,0.0029416138237496822,1.3010426069826053e-18,2.220446049250313e-16,-0.1231342810580281,-0.03270390304615605,-0.15583818410418415,-0.02334515343110952,0.1231342810580281,0.03270390304615605,0.08921039456442977
0.85,0.85,-0.4,0.0022665188932162804,0.0022665188932162804,0.0,3.3306690738754696e-16,-0.1231342810580281,-0.014388257095610882,-0.137522538153639,-0.010308399910878032,0.1231342810580281,0.014388257095610882,0.08921039456442977
0.85,0.85,-0.2,0.0019121201790869317,0.001912120179086932,2.168404344971009e-19,2.220446049250313e-16,-0.1231342810580281,-0.0035755198960222786,-0.12670980095405038,-0.0025671549378563606,0.1231342810580281,0.0035755198960222786,0.08921039456442977
0.85,0.85,-0.1,0.0018291705631978306,0.0018291705631978308,2.168404344971009e-19,3.3306690738754696e-16,-0.1231342810580281,-0.0008925470567582275,-0.12402682811478631,-0.0006411711596849858,0.1231342810580281,0.0008925470567582275,0.08921039456442977
0.85,0.85,0.0,0.0018020117771145748,0.0018020117771145744,4.336808689942018e-19,3.3306690738754696e-16,-0.1231342810580281,0.0,-0.1231342810580281,0.0,0.1231342810580281,0.0,0.08921039456442977
0.85,0.85,0.1,0.0018291705631978306,0.0018291705631978308,2.168404344971009e-19,3.3306690738754696e-16,-0.1231342810580281,-0.0008925470567582275,-0.12402682811478631,-0.0006411711596849858,0.1231342810580281,0.0008925470567582275,0.08921039456442977
0.85,0.85,0.2,0.0019121201790869317,0.001912120179086932,2.168404344971009e-19,2.220446049250313e-16,-0.1231342810580281,-0.0035755198960222786,-0.12670980095405038,-0.0025671549378563606,0.1231342810580281,0.0035755198960222786,0.08921039456442977
0.85,0.85,0.4,0.0022665188932162804,0.0022665188932162804,0.0,3.3306690738754696e-16,-0.1231342810580281,-0.014388257095610882,-0.137522538153639,-0.010308399910878032,0.1231342810580281,0.014388257095610882,0.08921039456442977
0.85,0.85,0.6,0.002941613823749681,0.0029416138237496822,1.3010426069826053e-18,2.220446049250313e-16,-0.1231342810580281,-0.03270390304615605,-0.15583818410418415,-0.02334515343110952,0.1231342810580281,0.03270390304615605,0.08921039456442977
0.85,0.9,-0.6,0.002163413037376973,0.0021634130373769734,4.336808689942018e-19,3.3306690738754696e-16,-0.10022103198860972,-0.034249969904040584,-0.1344710018926503,-0.024556007163770554,0.10022103198860972,0.034249969904040584,0.09334863100766494
0.85,0.9,-0.4,0.0015725982363418989,0.0015725982363418995,6.505213034913027e-19,2.220446049250313e-16,-0.10022103198860972,-0.01506126378904674,-0.11528229577765647,-0.01083940633000935,0.10022103198860972,0.01506126378904674,0.09334863100766494
0.85,0.9,-0.2,0.0012707536432890229,0.0012707536432890235,6.505213034913027e-19,2.220446049250313e-16,-0.10022103198860972,-0.0037417214816814997,-0.10396275347029123,-0.0026988565516797404,0.10022103198860972,0.0037417214816814997,0.09334863100766494
0.85,0.9,-0.1,0.0012011471156433506,0.0012011471156433506,0.0,3.3306690738754696e-16,-0.10022103198860972,-0.0009339712995872989,-0.10115500328819702,-0.0006740315863760729,0.10022103198860972,0.0009339712995872989,0.09334863100766494
0.85,0.9,0.0,0.0011784531395775068,0.001178453139577507,2.168404344971009e-19,2.220446049250313e-16,-0.10022103198860972,0.0,-0.10022103198860972,0.0,0.10022103198860972,0.0,0.09334863100766494
0.85,0.9,0.1,0.0012011471156433506,0.0012011471156433506,0.0,3.3306690738754696e-16,-0.10022103198860972,-0.0009339712995872989,-0.10115500328819702,-0.0006740315863760729,0.10022103198860972,0.0009339712995872989,0.09334863100766494
0.85,0.9,0.2,0.0012707536432890229,0.0012707536432890235,6.505213034913027e-19,2.220446049250313e-16,-0.10022103198860972,-0.0037417214816814997,-0.10396275347029123,-0.0026988565516797404,0.10022103198860972,0.0037417214816814997,0.09334863100766494
0.85,0.9,0.4,0.0015725982363418989,0.0015725982363418995,6.505213034913027e-19,2.220446049250313e-16,-0.10022103198860972,-0.01506126378904674,-0.11528229577765647,-0.01083940633000935,0.10022103198860972,0.01506126378904674,0.09334863100766494
0.85,0.9,0.6,0.002163413037376973,0.0021634130373769734,4.336808689942018e-19,3.3306690738754696e-16,-0.10022103198860972,-0.034249969904040584,-0.1344710018926503,-0.024556007163770554,0.10022103198860972,0.034249969904040584,0.09334863100766494
0.85,0.95,-0.6,0.0015130912405552312,0.0015130912405552314,2.168404344971009e-19,3.3306690738754696e-16,-0.0773077829191914,-0.03575983319075541,-0.11306761610994681,-0.025750211173279386,0.0773077829191914,0.03575983319075541,0.0973832210362843
0.85,0.95,-0.4,0.0010134140256312912,0.0010134140256312916,4.336808689942018e-19,3.3306690738754696e-16,-0.0773077829191914,-0.015717890983027127,-0.09302567390221853,-0.011362757633098927,0.0773077829191914,0.015717890983027127,0.0973832210362843
0.85,0.95,-0.2,0.0007679211611060431,0.0007679211611060433,2.168404344971009e-19,3.3306690738754696e-16,-0.0773077829191914,-0.0039037894202510505,-0.08121157233944244,-0.002828608072887326,0.0773077829191914,0.0039037894202510505,0.0973832210362843
0.85,0.95,-0.1,0.0007125705139252151,0.0007125705139252154,2.168404344971009e-19,2.220446049250313e-16,-0.0773077829191914,-0.0009743598332161351,-0.07828214275240754,-0.000706402275940164,0.0773077829191914,0.0009743598332161351,0.0973832210362843
0.85,0.95,0.0,0.0006946423825117368,0.0006946423825117368,0.0,3.3306690738754696e-16,-0.0773077829191914,0.0,-0.0773077829191914,0.0,0.0773077829191914,0.0,0.0973832210362843
0.85,0.95,0.1,0.0007125705139252151,0.0007125705139252154,2.168404344971009e-19,2.220446049250313e-16,-0.0773077829191914,-0.0009743598332161351,-0.07828214275240754,-0.000706402275940164,0.0773077829191914,0.0009743598332161351,0.0973832210362843
