m,s,a,mean_objective,max_objective,max_abs_det_ratio_residual,max_abs_schur_residual,max_abs_weight_residual,mean_abs_xi_residual,max_abs_xi_residual,"corr(xi_gen, xi_target)"
0.15,0.75,0.125,0.00025969876390242454,0.0009202512096684662,0.009709658966612356,0.006074685928567414,0.0013090918494561565,0.07019200665871073,0.09739532908829276,0.9736324506726152
-0.15,1.125,0.25,0.00025697949516770334,0.0008264971502482402,0.009813109741502402,0.00691854488873167,0.0008863401419423322,0.048381340046142335,0.07801073462302223,0.9762155793554148
0.05,0.75,-0.125,0.0002591875405599849,0.0009098880428263565,0.010034626291537396,0.007538957109329392,0.0010242406076457211,0.05684176789113626,0.08500597864651555,0.9877051423940496
0.1,1.125,-0.25,0.00025688690933207644,0.0008774074857213435,0.010034834925312985,0.007074936392186704,0.0009107031643117436,0.027703432059009558,0.07977388425985596,0.9692671685397007
0.1,0.875,-0.125,0.0002584744772175228,0.0009033881514569413,0.010565304296165756,0.0074489372686055155,0.0009804696096914478,0.0537598503998113,0.08399095434708279,0.9929720792074728
-0.15,1.25,0.25,0.0002567833170845027,0.0008203072566801364,0.010608959516696714,0.007479622850164791,0.0009580404272420129,0.05582252509646296,0.0843374574711247,0.9761565989271702
0.15,1.25,-0.25,0.00025634477107587794,0.0008727428473964023,0.010699242925027441,0.007543369044186399,0.0009711563123607769,0.026065422827874468,0.08505572569173186,0.961967311772281
0.15,1.0,-0.125,0.0002577921385183686,0.0008972748451986023,0.011241304504085115,0.007925542863787882,0.001020491740261087,0.050848573288995905,0.08936495030691194,0.9931175282085739
0.15,0.75,0.0,0.0002599147147403986,0.0009294460694915042,0.011793349076902881,0.008314384632133187,0.0012805650704289517,0.08205809107441174,0.09950593748481867,0.9889246802532526
0.05,0.875,-0.25,0.0002582862282407396,0.0008990701047435776,0.011810643077270644,0.008776570224904301,0.001165100681123743,0.04804193394532172,0.09896076211981436,0.9748168238106164
0.0,0.75,-0.25,0.0002589696871116819,0.0009052788511709444,0.011895359288069507,0.008936915124427625,0.0011864516103434752,0.0509482828376021,0.1007687409831084,0.971473061991255
0.1,1.0,-0.25,0.00025763139292392574,0.0008932261844936322,0.012513857347356883,0.008822740524621508,0.0011441315268483354,0.04529643348639535,0.09948135819894843,0.9738032949179163
0.1,0.75,-0.125,0.0002596272963501681,0.0009238925511307326,0.013087579273977301,0.00960533289247012,0.0012910187177824772,0.07498259903546256,0.10830552699915444,0.9877051423940496
0.15,1.125,-0.25,0.0002570029152466254,0.0008877217609714372,0.013232438774679167,0.00932936748248947,0.0012018243524705152,0.04270405266336329,0.10519386189643587,0.9692671685396999
0.15,0.875,-0.125,0.0002588295715369348,0.0009166483166514221,0.013818698096275561,0.009742702374442302,0.0012586727643817408,0.07157655345214156,0.1098544451163257,0.9929720792074728
0.05,0.75,-0.25,0.00025936932059810174,0.0009187564334834341,0.014841475658351477,0.011150315435446867,0.001481418868455986,0.0684692907481831,0.12572607352209497,0.9714730619912542
0.1,0.875,-0.25,0.0002586053157416422,0.0009118387413718799,0.0151950103003049,0.010973106915631803,0.0014577868621046264,0.06525727847465344,0.12372794786188701,0.9748168238106171
0.15,1.0,-0.25,0.0002578738542287178,0.0009053301187109892,0.015972182260779455,0.011260989780148556,0.001451617558675511,0.06222303121188469,0.12697398896265466,0.9738032949179163
0.15,0.75,-0.125,0.0002601729533235398,0.0009395126811140988,0.016606243049142932,0.01188903131381247,0.0015893744936492649,0.09503131804589295,0.13405551024278833,0.9877051423940495
0.1,0.75,-0.25,0.0002598667572228258,0.0009337847305593734,0.018158221180675227,0.013596501089244928,0.001807927809328369,0.08783299914633058,0.15330819163692605,0.9714730619912542
0.15,0.875,-0.25,0.0002590117865961152,0.000926070933329999,0.01893531453129027,0.013417654859789963,0.0017817668302034795,0.08428317659312358,0.1512915998800566,0.9748168238106164
0.15,0.75,-0.25,0.0002604848910684335,0.0009505568910657961,0.022140049900528425,0.016299954334036748,0.0021694125438630474,0.10923320653406036,0.1837911464363648,0.9714730619912542
