label,D,eta,mu_candidate,mu_full,chi2_candidate,chi2_full,abs_delta_mu_mumu,acceptance_mismatch
width_only,7.2,2.005,4.948596518062782,3.484456630927979,78.70335780004564,27.155996538872625,1.4641398871348033,0.0
width_only,7.2,2.1,4.948596121212256,3.4844567850596637,78.70334019676665,27.15600055488293,1.4641393361525918,0.0
width_only,7.2,2.1950000000000003,4.948595724349643,3.4844569391717126,78.70332259295351,27.156004570381903,1.46413878517793,0.0
width_only,7.2,2.29,4.948595327497904,3.4844570932914607,78.70330498962475,27.156008586081786,1.4641382342064437,0.0
width_only,7.2,2.385,4.948594930620896,3.4844572474046016,78.703287385177,27.1560126016098,1.4641376832162942,0.0
width_only,7.2,2.4800000000000004,4.948594533776655,3.4844574015317136,78.70326978218469,27.156016617502143,1.4641371322449412,0.0
width_only,7.2,2.575,4.948594136900875,3.48445755563586,78.70325217779538,27.1560206327964,1.4641365812650147,0.0
width_only,7.2,2.6700000000000004,4.948593740063504,3.4844577097696625,78.7032345751118,27.156024648863667,1.464136030293841,0.0
width_only,7.2,2.765,4.948593343214994,3.484457863902558,78.70321697193606,27.156028664907588,1.4641354793124361,0.0
width_only,7.2,2.8600000000000003,4.948592946356116,3.484458018020092,78.70319936830236,27.15603268055157,1.4641349283360237,0.0
width_only,7.2,2.955,4.948592549487231,3.4844581721235595,78.7031817642268,27.15603669582932,1.464134377363672,0.0
width_only,7.2,3.0500000000000003,4.9485921526347765,3.484458326247739,78.70316416088198,27.156040711647034,1.4641338263870374,0.0
width_only,7.2,3.145,4.948591755767311,3.484458480358408,78.7031465568733,27.156044727113024,1.4641332754089031,0.0
width_only,7.2,3.24,4.948591358914183,3.484458634475089,78.70312895350256,27.156048742735955,1.4641327244390943,0.0
width_only,7.2,3.3350000000000004,4.948590962052763,3.484458788592088,78.70311134976596,27.15605275836747,1.464132173460675,0.0
width_only,7.2,3.43,4.9485905652045385,3.4844589427144403,78.70309374661664,27.15605677413876,1.4641316224900982,0.0
width_only,7.2,3.5250000000000004,4.948590168342008,3.484459096824655,78.70307614283476,27.156060789594104,1.464131071517353,0.0
width_only,7.2,3.62,4.948589771493594,3.484459250952247,78.70305853968098,27.15606480550252,1.4641305205413464,0.0
width_only,7.2,3.715,4.948589374630782,3.484459405056686,78.70304093589051,27.156068820807963,1.4641299695740955,0.0
width_only,7.2,3.81,4.9485889777807,3.484459559177716,78.70302333266669,27.15607283654598,1.464129418602984,0.0
width_only,7.2,3.905,4.948588580923357,3.484459713298867,78.7030057291228,27.156076852287462,1.4641288676244906,0.0
width_only,7.2,4.0,4.948588184072307,3.484459867413977,78.70298812585995,27.156080867871836,1.4641283166583299,0.0
