r,sigma_eff,sigma_plummer_fit
2.7567229518449032,0.0012000563941957348,0.0004201765337425663
2.7617260787992497,0.0011936128338077595,0.00041653190689725883
2.766729205753596,0.0011872152060408776,0.0004129248970819826
2.7717323327079426,0.001180863103352335,0.00040935505519137244
2.776735459662289,0.0011745561225202014,0.00040582193819481595
2.7817385866166355,0.0011682938645901494,0.0004023251090448298
2.786741713570982,0.0011620759348229806,0.0003988641365869586
2.7917448405253285,0.001155901942642884,0.00039543859547116675
2.796747967479675,0.0011497715015864204,0.0003920480660646981
2.8017510944340214,0.0011436842292522147,0.00038869213436637523
2.806754221388368,0.0011376397472513523,0.00038537039192231405
2.8117573483427143,0.001131637681158462,0.00038208243574302766
2.8167604752970608,0.001125677660463478,0.00037882786822189367
2.821763602251407,0.0011197593185240727,0.0003756062970549617
2.8267667292057537,0.001113882292518744,0.00037241733516207653
2.8317698561601,0.001108046223400552,0.0003692606006092938
2.8367729831144466,0.0011022507558514935,0.00036613571653256393
2.841776110068793,0.0010964955382375028,0.00036304231106266347
2.8467792370231395,0.0010907802225640713,0.0003599800172513502
2.851782363977486,0.0010851044644324774,0.00035694847299872086
2.8567854909318324,0.0010794679229966118,0.0003539473209817503
2.861788617886179,0.0010738702609203981,0.0003509762085839907
2.8667917448405253,0.0010683111443357874,0.00034803478782640995
2.871794871794872,0.0010627902428013319,0.0003451227152993509
2.8767979987492183,0.0010573072292613184,0.00034223965209558894
2.8818011257035647,0.0010518617800054568,0.0003393852637444711
2.886804252657911,0.0010464535746291135,0.00033655922014711565
2.8918073796122576,0.0010410822959940895,0.000333761195512656
2.896810506566604,0.001035747630189917,0.0003309908682955065
2.9018136335209506,0.0010304492664956894,0.0003282479211336374
2.906816760475297,0.0010251868973423983,0.0003255320407878366
2.9118198874296435,0.0010199602182757788,0.00032284291808194515
2.91682301438399,0.0010147689279196538,0.00032018024784404486
2.9218261413383364,0.001009612727939767,0.0003175437288485862
2.926829268292683,0.0010044913230081044,0.0003149330637594362
2.9318323952470293,0.0009994044207676874,0.00031234795907383433
2.936835522201376,0.0009943517317978383,0.0003097881250672351
2.9418386491557222,0.0009893329695799056,0.0003072532757390278
2.9468417761100687,0.0009843478504634481,0.00030474312875911573
2.951844903064415,0.0009793960936328645,0.0003022574054153378
2.9568480300187616,0.0009744774210744662,0.0002997958305617224
2.961851156973108,0.0009695915575439874,0.00029735813256755655
2.9668542839274545,0.0009647382305345192,0.00029494404326725534
2.971857410881801,0.0009599171702448734,0.00029255329791102173
2.9768605378361475,0.0009551281095483547,0.00029018563511627835
2.981863664790494,0.0009503707839619503,0.0002878407968198626
2.9868667917448404,0.0009456449316159198,0.0002855185282309681
2.991869918699187,0.0009409502932237821,0.0002832185777848224
2.9968730456535333,0.0009362866120527014,0.00028094069709708847
3.0018761726078798,0.0009316536338942494,0.0002786846409189744
3.006879299562226,0.0009270511070355599,0.000276450167093044
3.0118824265165727,0.0009224787822308492,0.0002742370365097121
3.016885553470919,0.0009179364126733129,0.0002720450130644164
3.0218886804252656,0.000913423753967383,0.000269873863615451
3.026891807379612,0.0009089405641013491,0.0002677233579424546
3.0318949343339585,0.0009044866034203273,0.0002655932687055378
3.036898061288305,0.0009000616345995842,0.00026348337140504193
3.041901188242652,0.0008956654226181995,0.000261393444341918
3.0469043151969983,0.0008912977347330738,0.0002593232685787147
3.051907442151345,0.0008869583404532627,0.00025727262790116505
3.0569105691056913,0.0008826470115146458,0.0002552413087803635
3.0619136960600377,0.0008783635218549196,0.00025322910033552157
3.066916823014384,0.0008741076475889065,0.0002512357942972928
3.0719199499687306,0.000869879166984184,0.00024926118497165895
3.076923076923077,0.0008656778604370214,0.00024730506920436567
3.0819262038774236,0.0008615035104486221,0.0002453672463459006
3.08692933083177,0.0008573559016016727,0.00024344751821700407
3.0919324577861165,0.0008532348205371822,0.0002415456890747032
3.096935584740463,0.0008491400559316226,0.00023966156557886137
3.1019387116948094,0.0008450713984743515,0.00023779495675923363
3.106941838649156,0.0008410286408453257,0.00023594567398302167
3.1119449656035023,0.0008370115776930915,0.0002341135309229173
3.1169480925578488,0.0008330200056130552,0.00023229834352562855
3.1219512195121952,0.0008290537231260241,0.00023049992998087926
3.1269543464665417,0.0008251125306570193,0.0002287181106908757
3.131957473420888,0.0008211962305143523,0.0002269527082402306
3.1369606003752346,0.0008173046268689651,0.000225203547366339
3.141963727329581,0.0008134375257340256,0.00022347045493019722
3.1469668542839275,0.0008095947349447806,0.0002217532598876581
3.151969981238274,0.0008057760641386587,0.00022005179326111627
3.1569731081926204,0.0008019813247356198,0.0002183658881116146
3.161976235146967,0.0007982103299187488,0.00021669537951136665
3.1669793621013134,0.0007944628946150923,0.0002150401045166874
3.17198248905566,0.0007907388354767281,0.00021339990214132632
3.1769856160100063,0.0007870379708620732,0.00021177461333019538
3.1819887429643527,0.0007833601208174196,0.0002101640809334864
3.186991869918699,0.000779705107058699,0.00020856814968117125
3.1919949968730457,0.0007760727529534713,0.00020698666615787828
3.196998123827392,0.0007724628835031345,0.0002054194787781395
3.2020012507817386,0.0007688753253253531,0.00020386643776200213
3.207004377736085,0.0007653099066367015,0.0002023273951109992
3.2120075046904315,0.00076176645723552,0.00020080220458447215
3.217010631644778,0.00075824480848498,0.00019929072167624174
3.2220137585991244,0.0007547447932963549,0.0001977928035916201
3.227016885553471,0.0007512662461124967,0.0001963083092247588
