i,j,k,obs_triangle_defect_abs,recon_triangle_defect_abs,mixed_triangle_defect_abs,channel
6,14,15,1.1102230246251565e-16,0.0,1.1102230246251565e-16,mix
6,14,16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,mix
6,15,16,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
7,8,9,0.0,0.0,2.220446049250313e-16,mix
7,8,10,0.0,0.0,3.608224830031759e-16,mix
7,8,11,4.440892098500626e-16,0.0,2.220446049250313e-16,mix
7,8,12,0.0,0.0,0.0,mix
7,8,13,0.0,0.0,0.0,mix
7,8,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
7,8,15,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
7,8,16,0.0,0.0,0.0,mix
7,9,10,0.0,0.0,4.440892098500626e-16,mix
7,9,11,4.440892098500626e-16,0.0,2.220446049250313e-16,mix
7,9,12,0.0,0.0,4.440892098500626e-16,mix
7,9,13,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
7,9,14,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
7,9,15,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,mix
7,9,16,0.0,0.0,2.7755575615628914e-16,mix
7,10,11,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
7,10,12,0.0,0.0,2.220446049250313e-16,mix
7,10,13,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
7,10,14,2.220446049250313e-16,4.440892098500626e-16,6.661338147750939e-16,mix
7,10,15,4.440892098500626e-16,0.0,3.3306690738754696e-16,mix
7,10,16,0.0,0.0,0.0,mix
7,11,12,0.0,0.0,1.1102230246251565e-16,mix
7,11,13,0.0,4.440892098500626e-16,1.942890293094024e-16,mix
7,11,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
7,11,15,4.440892098500626e-16,4.440892098500626e-16,1.942890293094024e-16,mix
7,11,16,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
7,12,13,0.0,0.0,2.220446049250313e-16,mix
7,12,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
7,12,15,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
7,12,16,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
7,13,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
7,13,15,4.440892098500626e-16,0.0,1.3877787807814457e-16,mix
7,13,16,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
7,14,15,4.440892098500626e-16,0.0,2.220446049250313e-16,mix
7,14,16,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
7,15,16,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
8,9,10,2.7755575615628914e-17,1.6653345369377348e-16,1.3877787807814457e-16,mix
8,9,11,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,mix
8,9,12,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
8,9,13,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
8,9,14,0.0,0.0,0.0,mix
8,9,15,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
8,9,16,0.0,0.0,5.551115123125783e-17,mix
8,10,11,0.0,0.0,8.326672684688674e-17,mix
8,10,12,1.1102230246251565e-16,0.0,1.3877787807814457e-16,mix
8,10,13,1.1102230246251565e-16,0.0,2.7755575615628914e-17,mix
8,10,14,4.440892098500626e-16,4.440892098500626e-16,5.273559366969494e-16,mix
8,10,15,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17,mix
8,10,16,0.0,0.0,3.608224830031759e-16,mix
8,11,12,0.0,3.3306690738754696e-16,3.3306690738754696e-16,mix
8,11,13,2.220446049250313e-16,2.220446049250313e-16,4.163336342344337e-16,mix
8,11,14,4.440892098500626e-16,0.0,2.220446049250313e-16,mix
8,11,15,0.0,1.1102230246251565e-16,2.7755575615628914e-17,mix
8,11,16,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
8,12,13,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
8,12,14,0.0,0.0,0.0,mix
8,12,15,0.0,0.0,0.0,mix
8,12,16,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
8,13,14,4.440892098500626e-16,0.0,4.440892098500626e-16,mix
8,13,15,0.0,1.1102230246251565e-16,1.3877787807814457e-16,mix
8,13,16,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
8,14,15,3.3306690738754696e-16,3.3306690738754696e-16,0.0,mix
8,14,16,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
8,15,16,0.0,0.0,0.0,mix
9,10,11,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
9,10,12,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
9,10,13,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16,mix
9,10,14,2.220446049250313e-16,4.440892098500626e-16,6.661338147750939e-16,mix
9,10,15,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
9,10,16,5.551115123125783e-17,1.1102230246251565e-16,1.6653345369377348e-16,mix
9,11,12,2.220446049250313e-16,0.0,1.1102230246251565e-16,mix
9,11,13,0.0,1.1102230246251565e-16,2.7755575615628914e-17,mix
9,11,14,0.0,2.220446049250313e-16,4.440892098500626e-16,mix
9,11,15,0.0,2.220446049250313e-16,1.942890293094024e-16,mix
9,11,16,5.551115123125783e-17,0.0,5.551115123125783e-17,mix
9,12,13,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
9,12,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
9,12,15,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
9,12,16,5.551115123125783e-17,3.3306690738754696e-16,3.885780586188048e-16,mix
9,13,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
9,13,15,1.1102230246251565e-16,0.0,8.326672684688674e-17,mix
9,13,16,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,mix
9,14,15,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
9,14,16,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,mix
9,15,16,1.6653345369377348e-16,1.1102230246251565e-16,5.551115123125783e-17,mix
10,11,12,1.6653345369377348e-16,2.7755575615628914e-16,1.1102230246251565e-16,mix
10,11,13,1.1102230246251565e-16,2.220446049250313e-16,3.0531133177191805e-16,mix
10,11,14,0.0,0.0,2.220446049250313e-16,mix
10,11,15,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,mix
10,11,16,4.440892098500626e-16,0.0,2.220446049250313e-16,mix
10,12,13,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16,mix
10,12,14,4.440892098500626e-16,4.440892098500626e-16,6.661338147750939e-16,mix
10,12,15,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
10,12,16,0.0,0.0,0.0,mix
10,13,14,0.0,0.0,1.1102230246251565e-16,mix
10,13,15,0.0,1.1102230246251565e-16,1.3877787807814457e-16,mix
10,13,16,0.0,4.440892098500626e-16,5.551115123125783e-16,mix
10,14,15,0.0,5.551115123125783e-16,5.551115123125783e-16,mix
10,14,16,4.440892098500626e-16,4.440892098500626e-16,8.881784197001252e-16,mix
10,15,16,4.440892098500626e-16,0.0,3.3306690738754696e-16,mix
11,12,13,5.551115123125783e-17,1.942890293094024e-16,1.3877787807814457e-16,mix
11,12,14,4.440892098500626e-16,4.440892098500626e-16,5.551115123125783e-16,mix
11,12,15,2.7755575615628914e-17,2.7755575615628914e-16,3.0531133177191805e-16,mix
11,12,16,0.0,2.220446049250313e-16,3.3306690738754696e-16,mix
11,13,14,0.0,4.440892098500626e-16,1.942890293094024e-16,mix
11,13,15,2.220446049250313e-16,2.7755575615628914e-17,2.498001805406602e-16,mix
11,13,16,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-17,mix
11,14,15,1.3877787807814457e-16,3.885780586188048e-16,2.498001805406602e-16,mix
11,14,16,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
11,15,16,2.220446049250313e-16,0.0,1.942890293094024e-16,mix
12,13,14,4.440892098500626e-16,0.0,2.220446049250313e-16,mix
12,13,15,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,mix
12,13,16,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
12,14,15,3.3306690738754696e-16,3.3306690738754696e-16,0.0,mix
12,14,16,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,mix
12,15,16,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
13,14,15,1.3877787807814457e-16,1.6653345369377348e-16,3.0531133177191805e-16,mix
13,14,16,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
13,15,16,0.0,2.220446049250313e-16,8.326672684688674e-17,mix
14,15,16,0.0,0.0,0.0,mix
