family,peak2,center2_D,sigma2_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,delta_log_mu,beta2
partial2,0.25,6.17,0.12,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,60.403760103086654,-30.396458572630834,-0.4076103375617565,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,0.77,90.80181516046262,60.26014963122751,60.40659887521324,-30.395216285249383,-0.4075809242874415,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,0.96,90.80341161896216,60.26298173779924,60.40943786460667,-30.393973754355486,-0.40755150902686244,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,1.15,90.80500805110192,60.26581328900283,60.412276297282254,-30.392731753819668,-0.4075221045907992,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,1.34,90.8066044569945,60.268644897635,60.415114787526015,-30.39148966946849,-0.40749270081125766,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,1.53,90.80820083658355,60.27147678658714,60.41795355877099,-30.390247277812563,-0.40746329398944675,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,1.72,90.80979718986694,60.27430895591068,60.42079261106877,-30.389004578798172,-0.40743388412496384,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,1.91,90.81139351683984,60.27714140564782,60.4236319444616,-30.387761572378245,-0.4074044712175307,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,2.1,90.81298981754493,60.27997294177464,60.426470362023785,-30.386519455521146,-0.40737507507606135,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,2.29,90.81458609192988,60.28280368338697,60.4293079831406,-30.38527810878928,-0.40734569372204366,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,60.43214588504208,-30.384036454975565,-0.4073163093282454,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,60.434984067765946,-30.38279449402014,-0.40728692189427196,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,60.43782253136473,-30.381552225896172,-0.4072575314200108,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,60.44066127587632,-30.380309650529327,-0.4072281379049077,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,3.24,90.82256706925467,60.29696159386269,60.44350030135177,-30.379066767902906,-0.4071987413489699,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,3.43,90.8241631857692,60.29979401674245,60.446339607821955,-30.37782357794724,-0.40716934175173347,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,3.62,90.82575927598117,60.30262671999676,60.44917919534807,-30.376580080633097,-0.40713993911301194,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,3.81,90.82735533987562,60.30545970366357,60.452019063968166,-30.375336275907458,-0.407110533432485,0.01926580010997552
partial2,0.25,6.17,0.12,5.898305084745763,4.0,90.82895137743073,60.30829296778385,60.454859213723346,-30.37409216370738,-0.40708112470970675,0.01926580010997552
partial2,0.25,6.17,0.12,6.169491525423729,0.2,86.94702113806258,72.06646393780726,70.33392414689287,-16.613096991169712,-0.2120447357662161,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,0.39,86.94756859275853,72.06898766877671,70.33638720519863,-16.611181387559895,-0.21201601328432504,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,70.33885044705796,-16.609265594424528,-0.21198728931082225,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,0.77,86.94866348396428,72.07403523754775,70.34131342607408,-16.6073500578902,-0.21195857018894423,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,0.96,86.9492109206282,72.07655902161699,70.34377653620312,-16.60543438442508,-0.21192985032265363,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,1.15,86.94975835121514,72.07908228759027,70.34623914069167,-16.603519210523473,-0.21190113876078745,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,1.34,86.95030577588408,72.08160555328314,70.34870174490655,-16.601604030977526,-0.21187242832059436,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,1.53,86.95085319449171,72.08412900692889,70.3511645325557,-16.599688661936014,-0.21184371638904267,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,1.72,86.95140060719876,72.08665264862424,70.35362750373375,-16.597773103465016,-0.21181500296682587,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,1.91,86.95194801392257,72.08917647833813,70.35609065841004,-16.595857355512535,-0.21178628805361874,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,2.1,86.952495414569,72.09169948741895,70.35855301218197,-16.59394240238703,-0.21175758563975713,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,2.29,86.95304280930395,72.0942217766158,70.3610146633767,-16.59202814592726,-0.21172889432840356,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,70.36347649784797,-16.590113700147924,-0.2117002015272319,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,70.36593851564409,-16.588199065094628,-0.2116715072368252,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,70.36840071677722,-16.586284240711763,-0.21164281145670039,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,70.37086310126446,-16.584369226973337,-0.21161411418670198,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,3.24,86.9557796930088,72.10683604012569,70.37332566913993,-16.582454023868863,-0.21158541542680645,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,3.43,86.95632705178399,72.10935945649784,70.37578842041162,-16.580538631372363,-0.21155671517688326,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,3.62,86.95687440455882,72.11188306081768,70.37825135511258,-16.578623049446236,-0.21152801343659994,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,3.81,86.95742175137232,72.11440685309975,70.38071447325702,-16.576707278115308,-0.21149931020639323,0.24999775568373098
partial2,0.25,6.17,0.12,6.169491525423729,4.0,86.95796909219014,72.11693083336483,70.38317777486513,-16.57479131732501,-0.21147060548577082,0.24999775568373098
partial2,0.25,6.17,0.12,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,57.746068020747174,4.570035692521415,0.08244748617632836,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,57.74622322558232,4.570069237691818,0.08244788602140915,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,57.74637843129076,4.57010278434592,0.08244828589110265,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,57.746533634734824,4.570136329442988,0.08244868573289577,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,57.74668883850889,4.5701698756151785,0.08244908559242663,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,57.746844038262985,4.570203418590168,0.08244948539582637,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,57.74699923743433,4.570236961864083,0.08244988520372579,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,57.74715443733363,4.570270506511427,0.08245028503438025,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,57.74730963795355,4.57030405272036,0.08245068489133874,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,57.747464839276574,4.570337600459837,0.08245108477404345,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,57.74762003451701,4.5703711428834595,0.08245148456384647,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,57.74777522444718,4.570404680728991,0.08245188427347279,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,57.74793041504935,4.570438220057952,0.08245228400800626,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,57.748085606375064,4.570471760905441,0.08245268376802979,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,57.748240798437635,4.570505303258869,0.08245308355328715,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,57.74839599120816,4.570538847104217,0.08245348336355686,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,57.748551184713634,4.570572392456107,0.08245388319907404,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,57.74870637892063,4.570605939340446,0.0824542830603754,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,57.748861573858115,4.570639487719518,0.08245468294670805,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,57.749016769509495,4.570673037578189,0.08245508285781206,0.019638326564084756
partial2,0.25,6.17,0.12,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,57.749171965905894,4.570706588959219,0.08245548279444517,0.019638326564084756
partial2,0.25,6.17,0.12,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419308162258023,-2.603183473756001,-0.11469777717899723,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419343427071613,-2.603167264735692,-0.11469692402501366,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.419378692032016,-2.603151055299765,-0.1146960708550676,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.419413956156315,-2.60313484633075,-0.11469521771086921,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419449220338798,-2.6031186374509296,-0.11469436457217073,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.41948448333574,-2.6031024296365644,-0.11469351148590336,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.419519746075867,-2.6030862219329833,-0.11469265840762806,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.41955500896585,-2.603070014091891,-0.11469180532495138,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.419590272004584,-2.6030538060526176,-0.11469095223535364,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.419625535154903,-2.6030375977484823,-0.11469009913624709,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.419660796534483,-2.603021391153497,-0.11468924611932667,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.419696056375745,-2.6030051860697156,-0.1146883931751763,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.419731316312212,-2.6029889807211646,-0.11468754022160342,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.419766576400765,-2.602972775212436,-0.11468668726267395,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.419801836627812,-2.6029565694836023,-0.11468583429596224,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.419837096990225,-2.6029403635645387,-0.11468498132272778,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.419872357484863,-2.6029241574200697,-0.1146841283415221,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.41990761811229,-2.6029079510512645,-0.11468327535238694,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.41994287886951,-2.6028917444630757,-0.11468242235554373,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.41997813977094,-2.6028755377119133,-0.11468156935326769,9.33882319195443e-06
partial2,0.25,6.17,0.12,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.42001340081031,-2.6028593307157806,-0.11468071634217719,9.33882319195443e-06
partial2,0.25,6.17,0.16,5.898305084745763,0.2,90.79702562735869,60.251653720638146,60.702181725834116,-30.094843901524577,-0.40264688747826405,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,0.39,90.79862216474444,60.25448559082204,60.70503477115174,-30.093587393592706,-0.4026174713103274,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,60.707888098955934,-30.092330576761555,-0.4025880520979792,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,0.77,90.80181516046262,60.26014963122751,60.71074116406819,-30.091073996394435,-0.4025586388236643,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,0.96,90.80341161896216,60.26298173779924,60.71359444754122,-30.08981717142094,-0.4025292235630849,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,1.15,90.80500805110192,60.26581328900283,60.71644717149336,-30.088560879608565,-0.40249981912702193,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,1.34,90.8066044569945,60.268644897635,60.71929995330353,-30.087304503690973,-0.40247041534748024,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,1.53,90.80820083658355,60.27147678658714,60.72215301752974,-30.08604781905381,-0.40244100852566944,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,1.72,90.80979718986694,60.27430895591068,60.72500636422382,-30.08479082564312,-0.40241159866118664,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,1.91,90.81139351683984,60.27714140564782,60.72785999342826,-30.08353352341158,-0.40238218575375334,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,2.1,90.81298981754493,60.27997294177464,60.73071270219091,-30.082277115354024,-0.4023527896122841,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,2.29,90.81458609192988,60.28280368338697,60.73356461049816,-30.08102148143172,-0.4023234082582663,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,60.73641680100379,-30.079765539013856,-0.40229402386446805,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,60.739269273745734,-30.07850928804035,-0.40226463643049465,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,60.74212202877678,-30.077252728484126,-0.40223524595623356,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,60.744975066135005,-30.075995860270645,-0.40220585244113033,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,3.24,90.82256706925467,60.29696159386269,60.74782838587171,-30.07473868338296,-0.4021764558851925,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,3.43,90.8241631857692,60.29979401674245,60.75068198801794,-30.073481197751256,-0.40214705628795616,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,3.62,90.82575927598117,60.30262671999676,60.75353587263515,-30.072223403346023,-0.4021176536492354,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,3.81,90.82735533987562,60.30545970366357,60.75639003976172,-30.070965300113905,-0.4020882479687078,0.05912776584761498
partial2,0.25,6.17,0.16,5.898305084745763,4.0,90.82895137743073,60.30829296778385,60.759244489438814,-30.069706887991913,-0.40205883924592933,0.05912776584761498
partial2,0.25,6.17,0.16,6.169491525423729,0.2,86.94702113806258,72.06646393780726,70.33391742466533,-16.61310371339725,-0.2120448313421127,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,0.39,86.94756859275853,72.06898766877671,70.33638048273575,-16.61118811002278,-0.21201610886022068,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,70.33884372435959,-16.6092723171229,-0.21198738488671887,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,0.77,86.94866348396428,72.07403523754775,70.34130670314023,-16.60735678082405,-0.21195866576484182,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,0.96,86.9492109206282,72.07655902161699,70.34376981303387,-16.60544110759433,-0.21192994589855108,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,1.15,86.94975835121514,72.07908228759027,70.34623241728704,-16.603525933928097,-0.21190123433668503,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,1.34,86.95030577588408,72.08160555328314,70.34869502126656,-16.60161075461751,-0.21187252389649175,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,1.53,86.95085319449171,72.08412900692889,70.35115780868047,-16.599695385811245,-0.21184381196493826,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,1.72,86.95140060719876,72.08665264862424,70.35362077962306,-16.597779827575707,-0.21181509854272226,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,1.91,86.95194801392257,72.08917647833813,70.35608393406392,-16.595864079858657,-0.2117863836295152,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,2.1,86.952495414569,72.09169948741895,70.35854628760052,-16.593949126968482,-0.21175768121565358,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,2.29,86.95304280930395,72.0942217766158,70.36100793855995,-16.592034870744,-0.21172898990430025,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,70.36346977279587,-16.590120425200027,-0.2117002971031296,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,70.36593179035675,-16.588205790381963,-0.2116716028127216,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,70.36839399125455,-16.58629096623443,-0.21164290703259692,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,70.37085637550638,-16.58437595273142,-0.21161420976259954,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,3.24,86.9557796930088,72.10683604012569,70.37331894314656,-16.582460749862236,-0.211585511002703,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,3.43,86.95632705178399,72.10935945649784,70.37578169418288,-16.58054535760111,-0.21155681075277968,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,3.62,86.95687440455882,72.11188306081768,70.37824462864843,-16.578629775910386,-0.21152810901249644,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,3.81,86.95742175137232,72.11440685309975,70.38070774655739,-16.57671400481493,-0.21149940578229068,0.24999873756961954
partial2,0.25,6.17,0.16,6.169491525423729,4.0,86.95796909219014,72.11693083336483,70.38317104793013,-16.574798044260007,-0.21147070106166735,0.24999873756961954
partial2,0.25,6.17,0.16,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,56.98686408767645,3.810831759450693,0.06921301198686575,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,56.98701725198961,3.810863264099112,0.06921341183194676,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,56.987170417164585,3.810894770219747,0.06921381170164002,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,56.987323580104956,3.81092627481312,0.06921421154343341,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,56.98747674337098,3.810957780477274,0.06921461140296406,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,56.98762990266985,3.810989282997035,0.06921501120636302,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,56.98778306139373,3.81102078582348,0.0692154110142634,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,56.98793622083593,3.811052290013727,0.06921581084491768,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,56.98808938098929,3.8110837957560975,0.06921621070187611,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,56.988242541836456,3.8111153030197187,0.06921661058457988,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,56.988395696681096,3.8111468050475423,0.0692170103743838,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,56.98854884628525,3.8111783025670576,0.06921741008401018,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,56.988701996552514,3.8112098015611124,0.06921780981854282,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,56.988855147533855,3.811241302064232,0.06921820957856661,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,56.98900829924241,3.811272804063641,0.0692186093638244,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,56.989161451649565,3.811304307545619,0.06921900917409425,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,56.98931460478196,3.811335812524433,0.06921940900961067,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,56.98946775860671,3.811367319026523,0.06921980887091192,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,56.98962091315238,3.8113988270137824,0.06922020875724545,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,56.989774068402525,3.8114303364712185,0.06922060866834953,0.059768178775592734
partial2,0.25,6.17,0.16,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,56.989927224387884,3.8114618474412083,0.06922100860498268,0.059768178775592734
partial2,0.25,6.17,0.16,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.42162770309803,-2.6008639329159955,-0.11458949098984568,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.421662979360065,-2.6008477124472407,-0.1145886374797018,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.421698255768955,-2.6008314915628254,-0.11458778395359533,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.42173353134164,-2.600815271145425,-0.11458693045323819,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.421768806972615,-2.6007990508171126,-0.11458607695837754,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.421804081418045,-2.600782831554259,-0.1145852235159434,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.421839355606636,-2.6007666124022144,-0.11458437008150238,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.42187462994522,-2.6007503931125235,-0.11458351664265555,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.421909904432653,-2.6007341736245486,-0.11458266319688475,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.421945179031724,-2.600717953871662,-0.11458180974160459,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.421980451859948,-2.600701735828032,-0.11458095636850772,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.42201572314977,-2.6006855192956913,-0.1145801030681783,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.42205099453489,-2.6006693024984884,-0.11457924975842361,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.422086266072174,-2.600653085541026,-0.11457839644331072,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.422121537748048,-2.6006368683633667,-0.11457754312041289,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.42215680955939,-2.600620650995374,-0.11457668979098948,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.42219208150303,-2.6006044334019016,-0.11457583645359315,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.422227353579537,-2.6005882155840183,-0.11457498310826579,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.42226262578594,-2.600571997546645,-0.11457412975522714,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.422297898136627,-2.6005557793462266,-0.11457327639675421,0.0008079567060498159
partial2,0.25,6.17,0.16,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.422333170625368,-2.600539560900721,-0.11457242302946337,0.0008079567060498159
partial2,0.25,6.17,0.2,5.898305084745763,0.2,90.79702562735869,60.251653720638146,61.010646705501806,-29.786378921856887,-0.3975781425633523,0.09935848104456631
partial2,0.25,6.17,0.2,5.898305084745763,0.39,90.79862216474444,60.25448559082204,61.01351424889084,-29.7851079158536,-0.39754872639541566,0.09935848104456631
partial2,0.25,6.17,0.2,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,61.01638207620194,-29.783836599515546,-0.3975193071830675,0.09935848104456631
partial2,0.25,6.17,0.2,5.898305084745763,0.77,90.80181516046262,60.26014963122751,61.0192496394862,-29.782565520976426,-0.3974898939087527,0.09935848104456631
partial2,0.25,6.17,0.2,5.898305084745763,0.96,90.80341161896216,60.26298173779924,61.022117422240804,-29.781294196721355,-0.39746047864817435,0.09935848104456631
