combo_id,beta,omega,m,phase,center_D,width_D,eta_couple,improved_fraction_vs_lorentz_D21_guard,improved_fraction_vs_lorentz_D60_hotspot,improved_fraction_vs_mainline_D21_guard,improved_fraction_vs_mainline_D60_hotspot,mean_abs_improvement_vs_lorentz_D21_guard,mean_abs_improvement_vs_lorentz_D60_hotspot,mean_abs_improvement_vs_mainline_D21_guard,mean_abs_improvement_vs_mainline_D60_hotspot,p95_abs_delta_cf_D21_guard,p95_abs_delta_cf_D60_hotspot,p95_abs_delta_lorentz_D21_guard,p95_abs_delta_lorentz_D60_hotspot,p95_abs_delta_mainline_D21_guard,p95_abs_delta_mainline_D60_hotspot,joint_objective_vs_mainline,joint_objective_vs_lorentz
1035,0.4,0.6,2.0,1.5707963267948966,5.9,0.2,1.0,0.0,1.0,0.3983739837398374,0.7047619047619048,-3.8992846327698376,6.9094795626215335,-3.274145964960394,5.873527510901267,13.927606781926157,20.432133899955826,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.432133899955826,20.432133899955826
1357,0.4,0.8,1.0,1.5707963267948966,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-3.3937986886887272,5.703842491982192,-2.768660020879285,4.6678904402619255,9.409232777040094,20.661562594856935,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.661562594856935,20.661562594856935
520,0.4,0.4,1.0,2.356194490192345,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-2.8395609809771076,5.49256491064256,-2.214422313167665,4.456612858922295,8.246996139906594,20.78856351831777,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.78856351831777,20.78856351831777
1394,0.4,0.8,1.0,2.356194490192345,6.1,0.2,0.5,0.0,1.0,0.3333333333333333,0.6,-3.319794072475899,5.670567934396751,-2.6946554046664564,4.634615882676485,10.007996034779744,20.789689560870226,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.789689560870226,20.789689560870226
1922,0.4,1.0,2.0,2.356194490192345,5.9,0.1,0.5,0.0,0.8666666666666667,0.43089430894308944,0.44761904761904764,-6.364208968835267,7.541706724364038,-5.7390703010258255,6.505754672643771,20.05504281163481,20.812935263370125,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.812935263370125,20.812935263370125
1494,0.4,0.8,2.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3902439024390244,0.7619047619047619,-4.496739995463762,7.64674299300044,-3.8716013276543197,6.6107909412801735,17.86572201980445,20.833291080983624,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.833291080983624,20.833291080983624
1934,0.4,1.0,2.0,2.356194490192345,6.1,0.2,0.5,0.0,1.0,0.4146341463414634,0.6,-3.7444259487670823,5.954523762476279,-3.11928728095764,4.918571710756011,12.298960654581077,20.904110917315588,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,20.904110917315588,20.904110917315588
1825,0.4,1.0,1.0,2.356194490192345,6.1,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-3.497839142907334,5.365735780407329,-2.8727004750978917,4.3297837286870635,9.591206056211082,21.023431288106433,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.023431288106433,21.023431288106433
1034,0.4,0.6,2.0,1.5707963267948966,5.9,0.2,0.5,0.0,1.0,0.34146341463414637,0.6,-3.8566180829774828,6.503268328833496,-3.23147941516804,5.4673162771132295,13.833223794885752,21.275425284118135,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.275425284118135,21.275425284118135
1898,0.4,1.0,2.0,1.5707963267948966,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.5428571428571428,-6.103496153231591,8.541133825438429,-5.478357485422145,7.505181773718164,21.376247840440488,16.67393866690023,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.376247840440488,21.376247840440488
1790,0.4,1.0,1.0,1.5707963267948966,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.6571428571428571,-6.4114085335296345,9.123910860412606,-5.7862698657201905,8.08795880869234,21.45931319383749,14.306352475291806,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.45931319383749,21.45931319383749
1791,0.4,1.0,1.0,1.5707963267948966,5.9,0.2,1.0,0.0,1.0,0.34959349593495936,0.7238095238095238,-6.30634556448399,9.620134721876003,-5.681206896674548,8.584182670155737,21.47344170252095,13.278917492453793,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.47344170252095,21.47344170252095
1926,0.4,1.0,2.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3821138211382114,0.7333333333333333,-5.472651259269934,8.921737295369521,-4.84751259146049,7.885785243649256,21.48179991663227,18.566283385941,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.48179991663227,21.48179991663227
2034,0.4,1.0,4.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3333333333333333,0.638095238095238,-5.831294130478372,8.876403978963499,-5.206155462668929,7.840451927243235,21.491949218009893,16.734263522401147,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.491949218009893,21.491949218009893
2007,0.4,1.0,4.0,1.5707963267948966,5.9,0.2,1.0,0.0,1.0,0.3333333333333333,0.5904761904761905,-6.417776090023993,9.053593438508921,-5.792637422214549,8.017641386788654,21.498032530923183,16.95017611234649,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.498032530923183,21.498032530923183
1899,0.4,1.0,2.0,1.5707963267948966,5.9,0.2,1.0,0.0,1.0,0.3821138211382114,0.6761904761904762,-6.163806491014074,9.510266372984562,-5.538667823204633,8.474314321264297,21.50764145084528,13.661431172565043,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.50764145084528,21.50764145084528
1818,0.4,1.0,1.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3821138211382114,0.7428571428571429,-5.436828143883873,8.784702808883063,-4.811689476074429,7.7487507571627985,21.509003532860653,20.21571555079798,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.509003532860653,21.509003532860653
1897,0.4,1.0,2.0,1.5707963267948966,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-3.941287412139203,5.462627613521154,-3.3161487443297606,4.42667556180089,11.209582951724819,21.509023702397222,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.509023702397222,21.509023702397222
1813,0.4,1.0,1.0,2.356194490192345,5.9,0.1,0.0,0.0,0.8,0.3333333333333333,0.4,-6.089995770822544,6.700510954149264,-5.4648571030131015,5.664558902428999,17.407991969577694,21.512231800062956,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.512231800062956,21.512231800062956
1764,0.4,1.0,1.0,0.7853981633974483,5.9,0.2,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,-5.7811711227683835,8.564484485771855,-5.1560324549589405,7.528532434051589,21.515621426903063,20.862828833418043,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.515621426903063,21.515621426903063
628,0.4,0.4,2.0,2.356194490192345,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-2.66131606820773,5.328993209349836,-2.0361774003982873,4.2930411576295695,8.126597031562149,21.645485887152926,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.645485887152926,21.645485887152926
1382,0.4,0.8,1.0,2.356194490192345,5.9,0.1,0.5,0.0,1.0,0.3333333333333333,0.5714285714285714,-5.448169827074795,6.656983291529743,-4.823031159265352,5.621031239809477,16.623333868930857,21.65126503374365,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.65126503374365,21.65126503374365
2033,0.4,1.0,4.0,2.356194490192345,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.5714285714285714,-7.24305040466715,10.148437452825249,-6.617911736857708,9.112485401104982,21.6878202116131,13.673610278572461,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.6878202116131,21.6878202116131
1925,0.4,1.0,2.0,2.356194490192345,5.9,0.2,0.5,0.0,1.0,0.43089430894308944,0.6761904761904762,-6.895836618831913,10.423990897175267,-6.27069795102247,9.388038845455002,21.69283213852035,10.372230864571439,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.69283213852035,21.69283213852035
1817,0.4,1.0,1.0,2.356194490192345,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.6761904761904762,-7.134214970705154,10.530468553845111,-6.509076302895713,9.494516502124844,21.695220462127715,9.777152942873766,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.695220462127715,21.695220462127715
2006,0.4,1.0,4.0,1.5707963267948966,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.5047619047619047,-6.106722341047375,7.621703998574121,-5.481583673237931,6.585751946853857,21.17983144746757,21.717516485916633,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.717516485916633,21.717516485916633
737,0.4,0.4,4.0,2.356194490192345,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.6,-3.1781590705162577,5.407557703225767,-2.5530204027068146,4.371605651505502,9.687867740938241,21.722944771511468,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.722944771511468,21.722944771511468
1800,0.4,1.0,1.0,1.5707963267948966,6.1,0.2,1.0,0.0,1.0,0.3333333333333333,0.6952380952380952,-3.588274010884796,5.871423447735097,-2.963135343075353,4.835471396014832,12.18873337389653,21.743059621696453,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.743059621696453,21.743059621696453
1386,0.4,0.8,1.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3902439024390244,0.8,-4.467654620568898,7.573043296012903,-3.842515952759456,6.537091244292638,17.8895310329991,21.789832948419644,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.789832948419644,21.789832948419644
1896,0.4,1.0,2.0,1.5707963267948966,5.9,0.1,1.0,0.0,0.8952380952380953,0.3821138211382114,0.47619047619047616,-5.680764346019831,6.970622870888417,-5.055625678210389,5.9346708191681525,19.8797561827289,21.875386630464583,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.875386630464583,21.875386630464583
1788,0.4,1.0,1.0,1.5707963267948966,5.9,0.1,1.0,0.0,0.8952380952380953,0.34959349593495936,0.47619047619047616,-5.823525598920433,6.924893126548252,-5.19838693111099,5.888941074827986,19.84739676342708,21.9360430227418,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.9360430227418,21.9360430227418
1143,0.4,0.6,4.0,1.5707963267948966,5.9,0.2,1.0,0.0,1.0,0.3333333333333333,0.6095238095238096,-4.082093779452808,6.452876705101867,-3.4569551116433646,5.416924653381602,13.920697716108862,21.993318569573457,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,21.993318569573457,21.993318569573457
1168,0.4,0.6,4.0,2.356194490192345,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-3.9451085936232126,5.862298740226854,-3.319969925813769,4.826346688506589,11.551047041528703,22.0149613114216,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.0149613114216,22.0149613114216
1935,0.4,1.0,2.0,2.356194490192345,6.1,0.2,1.0,0.0,1.0,0.3821138211382114,0.6761904761904762,-3.3267303763860157,5.669991341693584,-2.7015917085765726,4.63403928997332,12.172346330009463,22.01818313001118,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.01818313001118,22.01818313001118
1490,0.4,0.8,2.0,2.356194490192345,5.9,0.1,0.5,0.0,1.0,0.44715447154471544,0.5714285714285714,-5.2453177895316925,6.721554157041662,-4.62017912172225,5.685602105321395,16.62136656393069,22.11242232502736,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.11242232502736,22.11242232502736
1502,0.4,0.8,2.0,2.356194490192345,6.1,0.2,0.5,0.0,1.0,0.4146341463414634,0.6,-3.0179827163266952,5.398608035999022,-2.392844048517252,4.362655984278756,10.003510644644091,22.186327332249714,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.186327332249714,22.186327332249714
1393,0.4,0.8,1.0,2.356194490192345,6.1,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-2.827901440054733,4.918082826901457,-2.2027627722452903,3.8821307751811913,7.745439764719327,22.288678616582416,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.288678616582416,22.288678616582416
925,0.4,0.6,1.0,1.5707963267948966,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-2.5672036378873857,4.85244315986615,-1.9420649700779429,3.8164911081458834,7.130802895103541,22.331596401680052,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.331596401680052,22.331596401680052
1921,0.4,1.0,2.0,2.356194490192345,5.9,0.1,0.0,0.0,0.8,0.3333333333333333,0.4,-5.767163385503515,6.416452482421118,-5.1420247176940705,5.380500430700852,17.182892368285053,22.378007167842696,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.378007167842696,22.378007167842696
2030,0.4,1.0,4.0,2.356194490192345,5.9,0.1,0.5,0.0,0.9333333333333333,0.3333333333333333,0.5142857142857142,-6.712305341391198,7.772527936006667,-6.0871666735817564,6.7365758842864025,20.05029608412594,22.4424385872678,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.4424385872678,22.4424385872678
1170,0.4,0.6,4.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3333333333333333,0.6095238095238096,-3.6963819559578375,6.0578871255696685,-3.0712432881483953,5.021935073849402,13.916374931682158,22.463829289665206,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.463829289665206,22.463829289665206
1787,0.4,1.0,1.0,1.5707963267948966,5.9,0.1,0.5,0.0,0.8666666666666667,0.3333333333333333,0.44761904761904764,-5.930535410799829,6.624572234993045,-5.305396742990386,5.588620183272779,19.83401431807364,22.626044040458716,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.626044040458716,22.626044040458716
1465,0.4,0.8,2.0,1.5707963267948966,5.9,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-3.186895044394209,4.987956482416743,-2.5617563765847664,3.952004430696476,9.092037509745772,22.682027236551797,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.682027236551797,22.682027236551797
1381,0.4,0.8,1.0,2.356194490192345,5.9,0.1,0.0,0.0,1.0,0.3333333333333333,0.6,-5.0118354949929325,5.993081281499266,-4.386696827183489,4.957129229779,14.336022451756742,22.684624613589616,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.684624613589616,22.684624613589616
1062,0.4,0.6,2.0,2.356194490192345,5.9,0.2,1.0,0.0,1.0,0.3983739837398374,0.7333333333333333,-3.4454283222161988,6.2488605120316825,-2.820289654406757,5.212908460311417,13.909085810261137,22.702203464097565,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.702203464097565,22.702203464097565
2031,0.4,1.0,4.0,2.356194490192345,5.9,0.1,1.0,0.0,0.9714285714285714,0.3333333333333333,0.5238095238095238,-5.391770966102884,6.4996743516874576,-4.766632298293441,5.463722299967192,19.864917891037763,22.70320576263366,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.70320576263366,22.70320576263366
1574,0.4,0.8,4.0,1.5707963267948966,5.9,0.2,0.5,0.0,1.0,0.3333333333333333,0.6,-5.02769613595238,6.7844273106689394,-4.402557468142937,5.748475258948673,17.601559509462437,22.845064148730806,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.845064148730806,22.845064148730806
1872,0.4,1.0,2.0,0.7853981633974483,5.9,0.2,1.0,0.0,1.0,0.3821138211382114,0.6190476190476191,-5.544890517024178,8.174006448699963,-4.919751849214734,7.1380543969796975,21.475534694658933,22.87789514662557,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.87789514662557,22.87789514662557
962,0.4,0.6,1.0,2.356194490192345,6.1,0.2,0.5,0.0,1.0,0.3333333333333333,0.6,-2.500193621240969,5.005289544935583,-1.8750549534315268,3.9693374932153174,7.600860861081828,22.906983197849577,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.906983197849577,22.906983197849577
1464,0.4,0.8,2.0,1.5707963267948966,5.9,0.1,1.0,0.0,1.0,0.3902439024390244,0.5904761904761905,-4.659159118107431,6.184018171471852,-4.034020450297988,5.1480661197515865,16.469117553990348,22.974511746161124,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,22.974511746161124,22.974511746161124
1332,0.4,0.8,1.0,0.7853981633974483,5.9,0.2,1.0,0.0,1.0,0.3333333333333333,0.7238095238095238,-4.763016932349593,7.505618194396931,-4.1378782645401495,6.469666142676665,17.895289440139866,23.01587625352528,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,23.01587625352528,23.01587625352528
1356,0.4,0.8,1.0,1.5707963267948966,5.9,0.1,1.0,0.0,1.0,0.34959349593495936,0.5904761904761905,-4.783920367343396,6.187648923837289,-4.158781699533953,5.151696872117024,16.441031122016124,23.0282938592588,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,23.0282938592588,23.0282938592588
950,0.4,0.6,1.0,2.356194490192345,5.9,0.1,0.5,0.0,1.0,0.3333333333333333,0.6,-4.19668205657605,5.817314460111274,-3.571543388766607,4.78136240839101,12.8932378151396,23.080724632951107,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,23.080724632951107,23.080724632951107
1933,0.4,1.0,2.0,2.356194490192345,6.1,0.2,0.0,0.0,1.0,0.3333333333333333,0.6,-2.9005474975476653,4.562624994436381,-2.275408829738223,3.5266729427161154,8.313529904738933,23.114489062133536,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,23.114489062133536,23.114489062133536
495,0.4,0.4,1.0,1.5707963267948966,5.9,0.2,1.0,0.0,1.0,0.35772357723577236,0.7142857142857143,-2.7038003794338774,5.320616949278673,-2.0786617116244344,4.284664897558407,9.575397143468992,23.176433163130312,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,23.176433163130312,23.176433163130312
1799,0.4,1.0,1.0,1.5707963267948966,6.1,0.2,0.5,0.0,1.0,0.3333333333333333,0.6,-3.4294080481763634,5.368278728470492,-2.8042693803669207,4.3323266767502275,11.753517803655338,23.207861322276802,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,23.207861322276802,23.207861322276802
