D,eta,mu_release,mu_direct,chi2_release,chi2_direct,accept_release,accept_direct,acceptance_flip,crossing_type,s_cross,log_y_cross,y2_cross,y2_cross_over_release,amp_cross,amp_cross_over_release,direct_s_minus_s_cross,mu_boundary,mu_cross_formula_validation,abs_mu_cross_validation_error,a_den,b_den
6.4,1.53,59.87900428607789,56.74225622296802,21373.712139319472,19142.28327405401,False,False,False,none,,,,,,,,,,,0.936779995,0.012759375780817967
6.4,1.72,59.879156657511835,56.742388539142105,21373.823521086313,19142.374807608543,False,False,False,none,,,,,,,,,,,0.936779995,0.01275932730546983
6.4,1.91,59.87930902769548,56.742520854083686,21373.93490222941,19142.466340529296,False,False,False,none,,,,,,,,,,,0.936779995,0.012759278830646247
6.4,2.1,59.87946139685846,56.74265316800603,21374.046282916617,19142.5578729638,False,False,False,none,,,,,,,,,,,0.936779995,0.012759230356292487
6.4,2.29,59.879613764788516,56.742785480711476,21374.157662992766,19142.649404775304,False,False,False,none,,,,,,,,,,,0.936779995,0.012759181882458415
6.4,2.4800000000000004,59.87976613165236,56.74291779235502,21374.269042579712,19142.74093607104,False,False,False,none,,,,,,,,,,,0.936779995,0.012759133409104525
6.4,2.6700000000000004,59.87991849732328,56.74305010282024,21374.38042158483,19142.832466770444,False,False,False,none,,,,,,,,,,,0.936779995,0.012759084936262655
6.4,2.8600000000000003,59.880070861825274,56.74318241212692,21374.491800025662,19142.923996887213,False,False,False,none,,,,,,,,,,,0.936779995,0.012759036463923767
6.4,3.0500000000000003,59.88022322523049,56.74331472034424,21374.60317795492,19143.015526469193,False,False,False,none,,,,,,,,,,,0.936779995,0.01275898799207357
6.4,3.24,59.88037558750084,56.74344702743626,21374.714555344777,19143.107055491524,False,False,False,none,,,,,,,,,,,0.936779995,0.012758939520720342
6.4,3.43,59.8805279485592,56.743579333331944,21374.825932138836,19143.198583905043,False,False,False,none,,,,,,,,,,,0.936779995,0.012758891049883259
6.4,3.62,59.8806803085504,56.74371163816313,21374.937308442968,19143.29011180095,False,False,False,none,,,,,,,,,,,0.936779995,0.012758842579524246
6.4,3.81,59.880832667325215,56.743843941794026,21375.048684148078,19143.381639085317,False,False,False,none,,,,,,,,,,,0.936779995,0.01275879410968259
6.4,4.0,59.88098502500069,56.743976244333275,21375.160059339716,19143.473165833286,False,False,False,none,,,,,,,,,,,0.936779995,0.012758745640330301
7.2,0.2,3.531491925587209,3.2084836756448523,28.395361430271677,20.441332531711964,False,False,False,none,,,,,,,,,,,0.936779995,0.1614749862031997
7.2,0.39,3.5314922321019044,3.2084838730124896,28.395369596942242,20.441336993414094,False,False,False,none,,,,,,,,,,,0.936779995,0.16147493855329098
7.2,0.5800000000000001,3.531492538646794,3.2084840704132214,28.39537776441846,20.44134145586483,False,False,False,none,,,,,,,,,,,0.936779995,0.16147489090436187
7.2,0.77,3.53149284512129,3.208484267753399,28.39538593002032,20.44134591694717,False,False,False,none,,,,,,,,,,,0.936779995,0.1614748432600739
7.2,0.96,3.5314931515720787,3.208484465073489,28.3953940949917,20.441350377575898,False,False,False,none,,,,,,,,,,,0.936779995,0.1614747956174845
7.2,1.15,3.5314934580778625,3.208484662438456,28.39540226142953,20.441354839219603,False,False,False,none,,,,,,,,,,,0.936779995,0.16147474797028286
7.2,1.34,3.531493764552497,3.2084848597762274,28.3954104270386,20.441359300249005,False,False,False,none,,,,,,,,,,,0.936779995,0.16147470032497607
7.2,1.53,3.5314940709985465,3.2084850570922994,28.39541859188723,20.441363760788356,False,False,False,none,,,,,,,,,,,0.936779995,0.16147465268275976
7.2,1.72,3.531494377482133,3.208485254438837,28.395426757737162,20.441368222016912,False,False,False,none,,,,,,,,,,,0.936779995,0.1614746050373312
7.2,1.91,3.5314946839284524,3.2084854517531305,28.39543492259533,20.441372682517027,False,False,False,none,,,,,,,,,,,0.936779995,0.16147455739428793
7.2,2.1,3.531494990413385,3.2084856491007083,28.39544308848348,20.441377143770065,False,False,False,none,,,,,,,,,,,0.936779995,0.16147450974874678
7.2,2.29,3.531495296878132,3.208485846432072,28.395451253834974,20.441381604657053,False,False,False,none,,,,,,,,,,,0.936779995,0.16147446210502203
7.2,2.4800000000000004,3.5314956033529366,3.2084860437712197,28.395459419455623,20.44138606572049,False,False,False,none,,,,,,,,,,,0.936779995,0.16147441446028837
7.2,2.6700000000000004,3.531495909825399,3.2084862411088806,28.395467585015034,20.4413905267508,False,False,False,none,,,,,,,,,,,0.936779995,0.1614743668159404
7.2,2.8600000000000003,3.5314962163082035,3.2084864384550436,28.395475750851176,20.4413949879738,False,False,False,none,,,,,,,,,,,0.936779995,0.16147431917076083
7.2,3.0500000000000003,3.5314965227657336,3.2084866357793422,28.395483916015085,20.441399448703024,False,False,False,none,,,,,,,,,,,0.936779995,0.1614742715272053
7.2,3.24,3.531496829223196,3.2084868331035508,28.395492081178364,20.44140390943069,False,False,False,none,,,,,,,,,,,0.936779995,0.16147422388365285
7.2,3.43,3.5314971356979603,3.2084870304429707,28.395500246803802,20.441408370502714,False,False,False,none,,,,,,,,,,,0.936779995,0.16147417623911106
7.2,3.62,3.5314974421670904,3.208487227777221,28.395508412280304,20.44141283145836,False,False,False,none,,,,,,,,,,,0.936779995,0.16147412859481863
7.2,3.81,3.5314977486247794,3.2084874251019926,28.395516577453147,20.44141729220022,False,False,False,none,,,,,,,,,,,0.936779995,0.1614740809514413
7.2,4.0,3.5314980550918915,3.2084876224345065,28.395524742878223,20.441421753117584,False,False,False,none,,,,,,,,,,,0.936779995,0.16147403330730606
8.0,0.2,2.3246521536048403,2.05459625920971,5.343635032287933,2.6781016410709104,False,True,True,upper_gain,0.45708469001133645,0.04810140750769541,0.00017416045379992572,1.0492770545005206,472956849.28090715,0.9082797846083899,0.5429153099886636,2.2,2.2,0.0,0.936779995,0.18880720957989636
8.0,0.39,2.3246521508226894,2.0545962518101093,5.34363500013141,2.678101580524026,False,True,True,upper_gain,0.4570846712642622,0.04810140553484295,0.00017416045345633284,1.0492770524304518,472956851.1470553,0.9082797881921939,0.5429153287357378,2.2,2.1999999999999997,4.440892098500626e-16,0.936779995,0.1888072048097063
8.0,0.5800000000000001,2.3246521482800184,2.054596244661584,5.3436349707428334,2.6781015220315525,False,True,True,upper_gain,0.4570846534263771,0.0481014036576692,0.0001741604531294034,1.0492770504607765,472956852.9226997,0.9082797916021919,0.542915346573623,2.2,2.2,0.0,0.936779995,0.18880720005992394
8.0,0.77,2.324652145266301,2.0545962371079343,5.343634935909831,2.678101460224169,False,True,True,upper_gain,0.4570846339621551,0.04810140160934753,0.00017416045277266677,1.0492770483115195,472956854.8602352,0.9082797953230902,0.542915366037845,2.2,2.2,0.0,0.936779995,0.18880719535972645
8.0,0.96,2.324652142568826,2.0545962298122586,5.343634904732005,2.6781014005276464,False,True,True,upper_gain,0.45708461556421526,0.0481013996732363,0.0001741604524354728,1.0492770462800025,472956856.6916294,0.9082797988401516,0.5429153844357848,2.2,2.2,0.0,0.936779995,0.18880719061207094
8.0,1.15,2.3246521394301163,2.0545962221497858,5.343634868454321,2.6781013378298235,False,True,True,upper_gain,0.45708459566602816,0.048101397579246225,0.00017416045207078253,1.0492770440828267,472956858.67236334,0.9082798026440094,0.5429154043339719,2.2,2.2000000000000006,4.440892098500626e-16,0.936779995,0.18880718592369258
8.0,1.34,2.3246521367002617,2.0545962148194077,5.343634836902248,2.6781012778493514,False,True,True,upper_gain,0.45708457714378076,0.04810139563005346,0.0001741604517313102,1.0492770420375834,472956860.5161315,0.9082798061848343,0.5429154228562192,2.2,2.2,0.0,0.936779995,0.18880718117251458
8.0,1.53,2.324652133521689,2.0545962071233643,5.343634800163824,2.6781012148768415,False,True,True,upper_gain,0.45708455710926765,0.048101393521717085,0.00017416045136412143,1.0492770398253546,472956862.5104358,0.908279810014753,0.5429154428907323,2.2,2.2,0.0,0.936779995,0.18880717648905276
8.0,1.72,2.324652130737942,2.054596199758533,5.3436347679888545,2.678101154614458,False,True,True,upper_gain,0.4570845384226741,0.048101391555229314,0.000174160451021637,1.049277037761964,472956864.37056357,0.9082798135869953,0.542915461577326,2.2,2.1999999999999997,4.440892098500626e-16,0.936779995,0.18880717175557848
8.0,1.91,2.3246521278060612,2.0545961922674367,5.3436347341017285,2.6781010933189195,False,True,True,upper_gain,0.4570845192267067,0.04810138953513748,0.0001741604506698169,1.049277035642328,472956866.2813962,0.9082798172566126,0.5429154807732933,2.2,2.2,0.0,0.936779995,0.1888071670388477
8.0,2.1,2.3246521249152026,2.054596184811897,5.343634700688747,2.678101032314321,False,True,True,upper_gain,0.4570845001728796,0.048101387530003814,0.00017416045032060193,1.0492770335383874,472956868.17807966,0.9082798208990575,0.5429154998271204,2.2,2.2,0.0,0.936779995,0.1888071623180773
8.0,2.29,2.3246521219185805,2.0545961772661103,5.343634666053334,2.6781009705712817,False,True,True,upper_gain,0.4570844807551994,0.04810138548657998,0.0001741604499647183,1.0492770313942696,472956870.11098236,0.9082798246110587,0.5429155192448005,2.2,2.2,0.0,0.936779995,0.18880715760916322
8.0,2.4800000000000004,2.3246521190467324,2.0545961698237765,5.34363463286008,2.6781009096747406,False,True,True,upper_gain,0.4570844617612683,0.048101383487749484,0.00017416044961660108,1.0492770292969427,472956872.00170356,0.9082798282420536,0.5429155382387316,2.2,2.1999999999999997,4.440892098500626e-16,0.936779995,0.18880715288321218
8.0,2.6700000000000004,2.3246521161219835,2.0545961623400006,5.343634599055388,2.6781008484391036,False,True,True,upper_gain,0.4570844425920948,0.04810138147047731,0.00017416044926527207,1.0492770271802654,472956873.9098691,0.9082798319065488,0.5429155574079052,2.2,2.2,0.0,0.936779995,0.18880714816693037
8.0,2.8600000000000003,2.3246521131865143,2.0545961548440377,5.343634565126791,2.6781007871037468,False,True,True,upper_gain,0.45708442338049304,0.048101379448740184,0.00017416044891316543,1.0492770250589032,472956875.822258,0.9082798355791549,0.542915576619507,2.2,2.2,0.0,0.936779995,0.18880714344877636
8.0,3.0500000000000003,2.324652110214771,2.0545961473205105,5.343634530778932,2.6781007255428477,False,True,True,upper_gain,0.4570844040502855,0.04810137741452156,0.00017416044855888497,1.0492770229244441,472956877.7464534,0.9082798392744345,0.5429155959497145,2.2,2.2,0.0,0.936779995,0.18880713873811514
8.0,3.24,2.324652107333641,2.054596139871654,5.343634497478395,2.6781006645929373,False,True,True,upper_gain,0.45708438502697624,0.04810137541259944,0.00017416044821022932,1.0492770208238733,472956879.64009905,0.9082798429110455,0.5429156149730238,2.2,2.2,0.0,0.936779995,0.18880713401461724
8.0,3.43,2.324652104382522,2.0545961323634434,5.343634463368917,2.6781006031573678,False,True,True,upper_gain,0.4570843657635584,0.04810137338540944,0.000174160447857173,1.0492770186967895,472956881.557646,0.9082798465935571,0.5429156342364416,2.2,2.2,0.0,0.936779995,0.1888071292993364
8.0,3.62,2.3246521014889883,2.0545961249082847,5.3436344299250145,2.6781005421558923,False,True,True,upper_gain,0.4570843467053941,0.048101371379819347,0.00017416044750787855,1.04927701659237,472956883.45476127,0.9082798502368312,0.5429156532946059,2.2,2.2000000000000006,4.440892098500626e-16,0.936779995,0.1888071245815588
8.0,3.81,2.32465209850056,2.054596117368384,5.343634395384309,2.6781004804610204,False,True,True,upper_gain,0.4570843273138873,0.04810136933914988,0.00017416044715247463,1.0492770144511423,472956885.3850586,0.9082798539438292,0.5429156726861126,2.2,2.2000000000000006,4.440892098500626e-16,0.936779995,0.18880711987060747
8.0,4.0,2.3246520956144257,2.054596109916038,5.343634362025932,2.6781004194825626,False,True,True,upper_gain,0.4570843082747914,0.04810136733556645,0.00017416044680352964,1.0492770123488282,472956887.28027576,0.9082798575834581,0.5429156917252086,2.2,2.2,0.0,0.936779995,0.18880711514846
8.8,0.2,1.583700040283578,1.3275105294002574,0.21091065500117614,0.03284202092394336,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113346470153
8.8,0.39,1.5837000387135465,1.3275105279402128,0.21091065139599066,0.032842022246916555,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113322620206
8.8,0.5800000000000001,1.5837000372744279,1.3275105266189198,0.21091064809141388,0.032842023444164536,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113304879067
8.8,0.77,1.583700033696034,1.3275105234549143,0.21091063987452555,0.03284202631112826,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113290175336
8.8,0.96,1.5837000320648118,1.327510521850716,0.21091063612883074,0.03284202776472199,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113244261281
8.8,1.15,1.5837000293677848,1.3275105194209382,0.21091062993578133,0.032842029966388506,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113222260903
8.8,1.34,1.5837000263683536,1.3275105167376562,0.21091062304833652,0.03284203239776007,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113202380126
8.8,1.53,1.583700023575595,1.3275105142000918,0.2109106166354635,0.03284203469709424,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113174380794
8.8,1.72,1.583700021451966,1.32751051222041,0.2109106117590802,0.03284203649092067,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113140953362
8.8,1.91,1.5837000189827792,1.3275105099565738,0.21091060608920928,0.03284203854222481,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113111286433
8.8,2.1,1.583700016079484,1.3275105073581888,0.21091059942251714,0.032842040896669956,True,True,False,none,,,,,,,,,,,0.936779995,0.1112511309177512
8.8,2.29,1.5837000138984747,1.3275105053354748,0.21091059441437393,0.032842042729488874,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113059977781
8.8,2.4800000000000004,1.5837000112891717,1.3275105029781786,0.21091058842276153,0.032842044865478974,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113037106385
8.8,2.6700000000000004,1.5837000081751258,1.327510500188056,0.21091058127213322,0.032842047393661304,True,True,False,none,,,,,,,,,,,0.936779995,0.11125113015422722
8.8,2.8600000000000003,1.5837000060374633,1.3275104982068782,0.21091057636352553,0.03284204918884376,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112984580846
8.8,3.0500000000000003,1.5837000032005035,1.3275104956472048,0.2109105698491565,0.03284205150821188,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112960511507
8.8,3.24,1.5837000002996697,1.327510493038182,0.21091056318811682,0.03284205387229652,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112937906216
8.8,3.43,1.5836999981471251,1.3275104910456532,0.21091055824533633,0.03284205567776444,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112907441076
8.8,3.62,1.5836999954457505,1.3275104886018272,0.21091055204230483,0.03284205789216133,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112882951094
8.8,3.81,1.5836999926396729,1.3275104860713025,0.21091054559884936,0.032842060185117594,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112859454898
8.8,4.0,1.5836999898941426,1.3275104835818843,0.21091053929442585,0.032842062440826596,True,True,False,none,,,,,,,,,,,0.936779995,0.11125112833196825
9.6,0.2,1.000000001434018,0.820042671694541,0.9999999928299095,2.102190641595036,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000367888214
9.6,0.39,1.0000000045309438,0.8200426743306519,0.9999999773452805,2.1021906224846383,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000409566599
9.6,0.5800000000000001,0.9999999954198678,0.8200426669657976,1.0000000229006603,2.102190675875904,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000534846312
9.6,0.77,0.9999999984724518,0.8200426694678035,1.0000000076377402,2.1021906577376956,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000514758691
9.6,0.96,1.0000000022905513,0.8200426725178329,0.999999988547243,2.1021906356266093,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000439218396
9.6,1.15,1.0000000023406002,0.8200426726511919,0.9999999882969988,2.1021906346598276,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000497503946
9.6,1.34,1.0000000001069402,0.8200426707914733,0.9999999994652984,2.1021906481417956,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000493836995
9.6,1.53,0.9999999985709598,0.820042669512265,1.0000000071452004,2.1021906574153735,True,True,False,none,,,,,,,,,,,0.936779995,0.0632200049108078
9.6,1.72,1.0000000001047287,0.8200426707819133,0.9999999994763562,2.1021906482111006,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000488933498
9.6,1.91,0.9999999998666091,0.8200426705313619,1.0000000006669536,2.1021906500274645,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000455345433
9.6,2.1,0.9999999982883622,0.8200426692719913,1.0000000085581884,2.1021906591572295,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000487451601
9.6,2.29,0.9999999976953462,0.8200426687801,1.0000000115232686,2.1021906627231792,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000487650253
9.6,2.4800000000000004,0.9999999996783822,0.8200426703854276,1.0000000016080888,2.1021906510854107,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000461880334
9.6,2.6700000000000004,0.9999999991527646,0.820042669952299,1.0000000042361763,2.102190654225361,True,True,False,none,,,,,,,,,,,0.936779995,0.06322000463870395
