beta_peak,center_D,sigma_D,grid,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
0.2,6.35,0.1,D60,6.4406779661016955,14.765483733389885,14.76554522447617,0.0
0.2,6.35,0.15,D21,5.6,14.071892655123257,14.072590908151653,0.0
0.2,6.35,0.15,D21,6.4,6.756358826188546,6.756365324550529,0.0
0.2,6.35,0.15,D21,7.2,0.7570347362842171,0.7570347741062751,0.0
0.2,6.35,0.15,D60,5.898305084745763,41.81680133630042,41.817282058243585,0.0
0.2,6.35,0.15,D60,6.169491525423728,32.90725977956081,32.90833969556105,0.0
0.2,6.35,0.15,D60,6.4406779661016955,13.005168398259087,13.005225144583534,0.0
0.2,6.4,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.4,0.03,D21,6.4,7.139586024270635,7.139593641149965,0.0
0.2,6.4,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.2,6.4,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.2,6.4,0.03,D60,6.169491525423728,31.55542785988387,31.556548484971444,0.0
0.2,6.4,0.03,D60,6.4406779661016955,17.591852117451324,17.591921226743693,0.0
0.2,6.4,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.4,0.05,D21,6.4,7.139586024270635,7.139593641149965,0.0
0.2,6.4,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.2,6.4,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.2,6.4,0.05,D60,6.169491525423728,31.555496339838363,31.55661696286365,0.0
0.2,6.4,0.05,D60,6.4406779661016955,14.187645593008043,14.187705526586797,0.0
0.2,6.4,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.4,0.08,D21,6.4,7.139586024270635,7.139593641149965,0.0
0.2,6.4,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.2,6.4,0.08,D60,5.898305084745763,41.816496671359516,41.81697740622314,0.0
0.2,6.4,0.08,D60,6.169491525423728,31.599866551164304,31.600985838024457,0.0
0.2,6.4,0.08,D60,6.4406779661016955,12.539694701891861,12.539750193576253,0.0
0.2,6.4,0.1,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.4,0.1,D21,6.4,7.139586024270635,7.139593641149965,0.0
0.2,6.4,0.1,D21,7.2,0.757034929782562,0.7570349676045693,0.0
0.2,6.4,0.1,D60,5.898305084745763,41.816496768407056,41.81697750326655,0.0
0.2,6.4,0.1,D60,6.169491525423728,31.753201286496157,31.754315955831707,0.0
0.2,6.4,0.1,D60,6.4406779661016955,12.116508610077588,12.11656296110425,0.0
0.2,6.4,0.15,D21,5.6,14.071886607151455,14.072584859935318,0.0
0.2,6.4,0.15,D21,6.4,7.139586024270635,7.139593641149965,0.0
0.2,6.4,0.15,D21,7.2,0.7570337195078798,0.7570337573302051,0.0
0.2,6.4,0.15,D60,5.898305084745763,41.8166022960452,41.817083026429316,0.0
0.2,6.4,0.15,D60,6.169491525423728,32.41552413850072,32.416618862635765,0.0
0.2,6.4,0.15,D60,6.4406779661016955,11.68162992602295,11.681683104875646,0.0
0.2,6.44,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.44,0.03,D21,6.4,2.8101474789561323,2.810152515243736,0.0
0.2,6.44,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.2,6.44,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.2,6.44,0.03,D60,6.169491525423728,31.555427859883444,31.55654848497104,0.0
0.2,6.44,0.03,D60,6.4406779661016955,11.323801285354932,11.323853499714659,0.0
0.2,6.44,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.44,0.05,D21,6.4,5.168665428738315,5.16866728805433,0.0
0.2,6.44,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.2,6.44,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.2,6.44,0.05,D60,6.169491525423728,31.55542910397567,31.556549729025697,0.0
0.2,6.44,0.05,D60,6.4406779661016955,11.322174791820828,11.32222700179642,0.0
0.2,6.44,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.44,0.08,D21,6.4,6.302758760823004,6.302763934651523,0.0
0.2,6.44,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.2,6.44,0.08,D60,5.898305084745763,41.81649667128087,41.816977406144495,0.0
0.2,6.44,0.08,D60,6.169491525423728,31.56471610806483,31.56583645344587,0.0
0.2,6.44,0.08,D60,6.4406779661016955,11.321617221305758,11.32166942977858,0.0
0.2,6.44,0.1,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.2,6.44,0.1,D21,6.4,6.5935311942743695,6.59353721724915,0.0
0.2,6.44,0.1,D21,7.2,0.7570349297820687,0.757034967604076,0.0
0.2,6.44,0.1,D60,5.898305084745763,41.816496683330065,41.81697741819317,0.0
0.2,6.44,0.1,D60,6.169491525423728,31.62811900168915,31.62923743775457,0.0
0.2,6.44,0.1,D60,6.4406779661016955,11.321488547435635,11.321540755561628,0.0
0.2,6.44,0.15,D21,5.6,14.071885597724147,14.072583850467105,0.0
0.2,6.44,0.15,D21,6.4,6.892191673092391,6.892198567961984,0.0
0.2,6.44,0.15,D21,7.2,0.7570300868778563,0.7570301247011502,0.0
0.2,6.44,0.15,D60,5.898305084745763,41.816538452036085,41.81701918512783,0.0
0.2,6.44,0.15,D60,6.169491525423728,32.10795473526935,32.10905872155407,0.0
0.2,6.44,0.15,D60,6.4406779661016955,11.321361460751191,11.32141366853466,0.0
0.35,6.35,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.35,0.03,D21,6.4,3.002900659835923,3.002905131036769,0.0
0.35,6.35,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.35,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.35,6.35,0.03,D60,6.169491525423728,31.55542792784258,31.5565485529281,0.0
0.35,6.35,0.03,D60,6.4406779661016955,21.873643493684156,21.873724144136617,0.0
0.35,6.35,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.35,0.05,D21,6.4,7.5718497205256625,7.57185859846323,0.0
0.35,6.35,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.35,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.35,6.35,0.05,D60,6.169491525423728,31.56273247058413,31.56385287570064,0.0
0.35,6.35,0.05,D60,6.4406779661016955,18.25974099042827,18.25981189995133,0.0
0.35,6.35,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.35,0.08,D21,6.4,10.15543497490404,10.155451376907074,0.0
0.35,6.35,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.35,0.08,D60,5.898305084745763,41.8164966772125,41.81697741207586,0.0
0.35,6.35,0.08,D60,6.169491525423728,31.94155510272467,31.94266409997048,0.0
0.35,6.35,0.08,D60,6.4406779661016955,12.116802422716859,12.116856774535506,0.0
0.35,6.35,0.1,D21,5.6,14.07188529150529,14.072583544235911,0.0
0.35,6.35,0.1,D21,6.4,10.849099027322495,10.849117445531839,0.0
0.35,6.35,0.1,D21,7.2,0.7570349297825816,0.7570349676045898,0.0
0.35,6.35,0.1,D60,5.898305084745763,41.81649851424888,41.81697924903433,0.0
0.35,6.35,0.1,D60,6.169491525423728,32.515814387198276,32.51690609119113,0.0
0.35,6.35,0.1,D60,6.4406779661016955,9.747338554482411,9.747386519637345,0.0
0.35,6.35,0.15,D21,5.6,14.071898177837568,14.072596431089288,0.0
0.35,6.35,0.15,D21,6.4,11.573232677728363,11.573253198887748,0.0
0.35,6.35,0.15,D21,7.2,0.7570345911604135,0.7570346289825167,0.0
0.35,6.35,0.15,D60,5.898305084745763,41.81702983382384,41.81751054607669,0.0
0.35,6.35,0.15,D60,6.169491525423728,33.899438916939204,33.90048895444152,0.0
0.35,6.35,0.15,D60,6.4406779661016955,6.922087223310982,6.922127573270643,0.0
0.35,6.4,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.4,0.03,D21,6.4,12.181420053141416,12.181442339076604,0.0
0.35,6.4,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.4,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.35,6.4,0.03,D60,6.169491525423728,31.555427859884254,31.55654848497184,0.0
0.35,6.4,0.03,D60,6.4406779661016955,14.399388604912346,14.399449109224136,0.0
0.35,6.4,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.4,0.05,D21,6.4,12.181420053141416,12.181442339076604,0.0
0.35,6.4,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.4,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.35,6.4,0.05,D60,6.169491525423728,31.555547699748765,31.55666832122759,0.0
0.35,6.4,0.05,D60,6.4406779661016955,8.813796457146267,8.813841906027704,0.0
0.35,6.4,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.4,0.08,D21,6.4,12.181420053141416,12.181442339076604,0.0
0.35,6.4,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.4,0.08,D60,5.898305084745763,41.81649667142087,41.81697740628447,0.0
0.35,6.4,0.08,D60,6.169491525423728,31.633172171948722,31.634290455842887,0.0
0.35,6.4,0.08,D60,6.4406779661016955,6.184330167609545,6.184368529015579,0.0
0.35,6.4,0.1,D21,5.6,14.071885291503278,14.07258354423388,0.0
0.35,6.4,0.1,D21,6.4,12.181420053141416,12.181442339076604,0.0
0.35,6.4,0.1,D21,7.2,0.7570349297825403,0.7570349676045498,0.0
0.35,6.4,0.1,D60,5.898305084745763,41.81649684125414,41.816977576110446,0.0
0.35,6.4,0.1,D60,6.169491525423728,31.90106781734184,31.90217803382241,0.0
0.35,6.4,0.1,D60,6.4406779661016955,5.516989276200157,5.517025838852405,0.0
0.35,6.4,0.15,D21,5.6,14.071887593887638,14.07258584671137,0.0
0.35,6.4,0.15,D21,6.4,12.181420053141416,12.181442339076604,0.0
0.35,6.4,0.15,D21,7.2,0.7570328118015,0.7570328496240717,0.0
0.35,6.4,0.15,D60,5.898305084745763,41.816681514471384,41.81716224149594,0.0
0.35,6.4,0.15,D60,6.169491525423728,33.05182069049486,33.05289625318558,0.0
0.35,6.4,0.15,D60,6.4406779661016955,4.834581217291856,4.834615940578452,0.0
0.35,6.44,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.44,0.03,D21,6.4,5.11951457528982,5.119516290864077,0.0
0.35,6.44,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.44,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.35,6.44,0.03,D60,6.169491525423728,31.555427859883444,31.55654848497104,0.0
0.35,6.44,0.03,D60,6.4406779661016955,4.275646217645374,4.275679434376016,0.0
0.35,6.44,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.44,0.05,D21,6.4,9.018453986934382,9.018467080559532,0.0
0.35,6.44,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.44,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.35,6.44,0.05,D60,6.169491525423728,31.555430037044758,31.556550662066776,0.0
0.35,6.44,0.05,D60,6.4406779661016955,4.273110900345607,4.273144110242313,0.0
0.35,6.44,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.35,6.44,0.08,D21,6.4,10.849099027322495,10.84911744553176,0.0
0.35,6.44,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.35,6.44,0.08,D60,5.898305084745763,41.81649667128322,41.816977406146826,0.0
0.35,6.44,0.08,D60,6.169491525423728,31.571681272097372,31.572801407729422,0.0
0.35,6.44,0.08,D60,6.4406779661016955,4.27224179131241,4.272274998866742,0.0
0.35,6.44,0.1,D21,5.6,14.071885291503108,14.072583544233744,0.0
0.35,6.44,0.1,D21,6.4,11.313823639834673,11.313843407861839,0.0
0.35,6.44,0.1,D21,7.2,0.7570349297816734,0.7570349676036816,0.0
0.35,6.44,0.1,D60,5.898305084745763,41.81649669236942,41.81697742723204,0.0
0.35,6.44,0.1,D60,6.169491525423728,31.682574749779874,31.683691545964145,0.0
0.35,6.44,0.1,D60,6.4406779661016955,4.272041222642542,4.2720744296561435,0.0
0.35,6.44,0.15,D21,5.6,14.071885827389906,14.072584080142214,0.0
0.35,6.44,0.15,D21,6.4,11.789179255564768,11.789200403489012,0.0
0.35,6.44,0.15,D21,7.2,0.7570264546937677,0.757026492518011,0.0
0.35,6.44,0.15,D60,5.898305084745763,41.81656978758153,41.817050519344356,0.0
0.35,6.44,0.15,D60,6.169491525423728,32.51873004691503,32.51982166310575,0.0
0.35,6.44,0.15,D60,6.4406779661016955,4.271843128271442,4.2718763347510915,0.0
0.5,6.35,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.35,0.03,D21,6.4,4.410180388519763,4.410180737516207,0.0
0.5,6.35,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.35,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.5,6.35,0.03,D60,6.169491525423728,31.555427956967847,31.55654858205252,0.0
0.5,6.35,0.03,D60,6.4406779661016955,21.78354479302226,21.78362520062214,0.0
0.5,6.35,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.35,0.05,D21,6.4,10.664542477436662,10.664560359378676,0.0
0.5,6.35,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.35,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.5,6.35,0.05,D60,6.169491525423728,31.565862723142715,31.566983033994674,0.0
0.5,6.35,0.05,D60,6.4406779661016955,16.680728592898106,16.680795246344132,0.0
0.5,6.35,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.35,0.08,D21,6.4,14.100053427426161,14.100081271743761,0.0
0.5,6.35,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.35,0.08,D60,5.898305084745763,41.81649667975605,41.816977414619316,0.0
0.5,6.35,0.08,D60,6.169491525423728,32.10621314636543,32.107317185096456,0.0
0.5,6.35,0.08,D60,6.4406779661016955,8.25988202990171,8.259925985759466,0.0
0.5,6.35,0.1,D21,5.6,14.071885291506227,14.072583544236863,0.0
0.5,6.35,0.1,D21,6.4,15.00965627739511,15.009686752034256,0.0
0.5,6.35,0.1,D21,7.2,0.7570349297825816,0.7570349676045898,0.0
0.5,6.35,0.1,D60,5.898305084745763,41.81649930409371,41.81698003884568,0.0
0.5,6.35,0.1,D60,6.169491525423728,32.922294376159925,32.923373839407994,0.0
0.5,6.35,0.1,D60,6.4406779661016955,5.099819847117921,5.0998552853298165,0.0
0.5,6.35,0.15,D21,5.6,14.071903700551168,14.07260195402614,0.0
0.5,6.35,0.15,D21,6.4,15.953347104392279,15.953380304539351,0.0
0.5,6.35,0.15,D21,7.2,0.7570344460366214,0.757034483858761,0.0
0.5,6.35,0.15,D60,5.898305084745763,41.81725833028149,41.81773903284408,0.0
0.5,6.35,0.15,D60,6.169491525423728,34.87340166247464,34.874422370047675,0.0
0.5,6.35,0.15,D60,6.4406779661016955,1.3981162465073638,1.398141707130506,0.0
0.5,6.4,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.4,0.03,D21,6.4,16.741269520856775,16.741304993936502,0.0
0.5,6.4,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.4,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.5,6.4,0.03,D60,6.169491525423728,31.555427859884553,31.556548484972133,0.0
0.5,6.4,0.03,D60,6.4406779661016955,11.350938022627048,11.350990310131294,0.0
0.5,6.4,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.4,0.05,D21,6.4,16.741269520856775,16.741304993936502,0.0
0.5,6.4,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.4,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.5,6.4,0.05,D60,6.169491525423728,31.555599059611744,31.556719679543818,0.0
0.5,6.4,0.05,D60,6.4406779661016955,3.8686243855476974,3.8686565051898256,0.0
0.5,6.4,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.4,0.08,D21,6.4,16.741269520856775,16.741304993936502,0.0
0.5,6.4,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.4,0.08,D60,5.898305084745763,41.8164966714823,41.81697740634591,0.0
0.5,6.4,0.08,D60,6.169491525423728,31.66645775099081,31.66757503252265,0.0
0.5,6.4,0.08,D60,6.4406779661016955,0.44357098866343847,0.4435938764009748,0.0
0.5,6.4,0.1,D21,5.6,14.071885291503278,14.07258354423388,0.0
0.5,6.4,0.1,D21,6.4,16.741269520856775,16.741304993936502,0.0
0.5,6.4,0.1,D21,7.2,0.7570349297825305,0.75703496760454,0.0
0.5,6.4,0.1,D60,5.898305084745763,41.81649691410111,41.816977648954435,0.0
0.5,6.4,0.1,D60,6.169491525423728,32.04853821155239,32.04964398710721,0.0
0.5,6.4,0.1,D60,6.4406779661016955,0.41586977200029906,0.415890337282832,0.0
0.5,6.4,0.15,D21,5.6,14.0718885806238,14.07258683348747,0.0
0.5,6.4,0.15,D21,6.4,16.741269520856775,16.741304993936502,0.0
0.5,6.4,0.15,D21,7.2,0.7570319040948226,0.757031941917623,0.0
0.5,6.4,0.15,D60,5.898305084745763,41.81676073276946,41.81724145643455,0.0
0.5,6.4,0.15,D60,6.169491525423728,33.68069273995767,33.681749364785844,0.0
0.5,6.4,0.15,D60,6.4406779661016955,1.2899754113409756,1.2899936203126785,0.0
0.5,6.44,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.44,0.03,D21,6.4,7.335515270025319,7.335523458572531,0.0
0.5,6.44,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.44,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.5,6.44,0.03,D60,6.169491525423728,31.555427859883444,31.55654848497104,0.0
0.5,6.44,0.03,D60,6.4406779661016955,2.0026495097354413,2.0026657975644326,0.0
0.5,6.44,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.44,0.05,D21,6.4,12.597350636573694,12.597374128638876,0.0
0.5,6.44,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.44,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.5,6.44,0.05,D60,6.169491525423728,31.555430970113804,31.556551595107734,0.0
0.5,6.44,0.05,D60,6.4406779661016955,2.0058754412150677,2.005891720347961,0.0
0.5,6.44,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.44,0.08,D21,6.4,15.00965627739511,15.009686752034256,0.0
0.5,6.44,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.5,6.44,0.08,D60,5.898305084745763,41.816496671285556,41.81697740614917,0.0
0.5,6.44,0.08,D60,6.169491525423728,31.578645560163636,31.579765486073043,0.0
0.5,6.44,0.08,D60,6.4406779661016955,2.006981279363252,2.0069975555150776,0.0
0.5,6.44,0.1,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.5,6.44,0.1,D21,6.4,15.6159773063576,15.616009532535209,0.0
0.5,6.44,0.1,D21,7.2,0.75703492978128,0.7570349676032881,0.0
0.5,6.44,0.1,D60,5.898305084745763,41.816496701408596,41.81697743627094,0.0
0.5,6.44,0.1,D60,6.169491525423728,31.73697689233917,31.73809205025637,0.0
0.5,6.44,0.1,D60,6.4406779661016955,2.0072364781853977,2.0072527536493894,0.0
0.5,6.44,0.15,D21,5.6,14.071886057055657,14.072584309817238,0.0
0.5,6.44,0.15,D21,6.4,16.233601152042162,16.23363516092624,0.0
0.5,6.44,0.15,D21,7.2,0.7570228225049136,0.7570228603301272,0.0
0.5,6.44,0.15,D60,5.898305084745763,41.81660112310699,41.81708185354084,0.0
0.5,6.44,0.15,D60,6.169491525423728,32.92642845220092,32.92750779095554,0.0
0.5,6.44,0.15,D60,6.4406779661016955,2.007488528393793,2.007504803178314,0.0
0.65,6.35,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.35,0.03,D21,6.4,5.782704840963994,5.782708495390175,0.0
0.65,6.35,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.35,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.65,6.35,0.03,D60,6.169491525423728,31.55542798609323,31.556548611176915,0.0
0.65,6.35,0.03,D60,6.4406779661016955,21.69355425439781,21.693634419436904,0.0
0.65,6.35,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.35,0.05,D21,6.4,13.57438153145052,13.574407854233883,0.0
0.65,6.35,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.35,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.65,6.35,0.05,D60,6.169491525423728,31.56899279878496,31.570113015377785,0.0
0.65,6.35,0.05,D60,6.4406779661016955,15.136617469124843,15.136679960566696,0.0
0.65,6.35,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.35,0.08,D21,6.4,17.731748107984608,17.731786434761645,0.0
0.65,6.35,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.35,0.08,D60,5.898305084745763,41.81649668229943,41.81697741716267,0.0
0.65,6.35,0.08,D60,6.169491525423728,32.27037829350975,32.2714773885689,0.0
0.65,6.35,0.08,D60,6.4406779661016955,4.630786150738352,4.630820324714762,0.0
0.65,6.35,0.1,D21,5.6,14.071885291507087,14.072583544237723,0.0
0.65,6.35,0.1,D21,6.4,18.817166410036293,18.81720785939708,0.0
0.65,6.35,0.1,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.35,0.1,D60,5.898305084745763,41.816500093938515,41.81698082865708,0.0
0.65,6.35,0.1,D60,6.169491525423728,33.325738894671616,33.32680620858539,0.0
0.65,6.35,0.1,D60,6.4406779661016955,0.7955541542695954,0.7955779907441567,0.0
0.65,6.35,0.15,D21,5.6,14.071909223264008,14.072607476962311,0.0
0.65,6.35,0.15,D21,6.4,19.936304304846296,19.93634896857607,0.0
0.65,6.35,0.15,D21,7.2,0.7570343009128213,0.7570343387349858,0.0
0.65,6.35,0.15,D60,5.898305084745763,41.81748682567305,41.81796751854551,0.0
0.65,6.35,0.15,D60,6.169491525423728,35.8294824688072,35.83047438494813,0.0
0.65,6.35,0.15,D60,6.4406779661016955,3.618348447643072,3.6183603800615742,0.0
0.65,6.4,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.4,0.03,D21,6.4,20.86521073930269,20.865258066891172,0.0
0.65,6.4,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.4,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.65,6.4,0.03,D60,6.169491525423728,31.555427859884844,31.55654848497241,0.0
0.65,6.4,0.03,D60,6.4406779661016955,8.440003906658028,8.440048348017115,0.0
0.65,6.4,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.4,0.05,D21,6.4,20.86521073930269,20.865258066891172,0.0
0.65,6.4,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.4,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.65,6.4,0.05,D60,6.169491525423728,31.555650419427103,31.556771037812553,0.0
0.65,6.4,0.05,D60,6.4406779661016955,0.6824238413846473,0.6824436881221772,0.0
0.65,6.4,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.4,0.08,D21,6.4,20.86521073930269,20.865258066891172,0.0
0.65,6.4,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.4,0.08,D60,5.898305084745763,41.81649667154364,41.81697740640725,0.0
0.65,6.4,0.08,D60,6.169491525423728,31.699723300350975,31.700839580123315,0.0
0.65,6.4,0.08,D60,6.4406779661016955,4.74217945955057,4.742188362478053,0.0
0.65,6.4,0.1,D21,5.6,14.071885291503335,14.072583544233979,0.0
0.65,6.4,0.1,D21,6.4,20.86521073930269,20.865258066891172,0.0
0.65,6.4,0.1,D21,7.2,0.7570349297825114,0.7570349676045205,0.0
0.65,6.4,0.1,D60,5.898305084745763,41.81649698694818,41.81697772179842,0.0
0.65,6.4,0.1,D60,6.169491525423728,32.1956135303836,32.196714876909994,0.0
0.65,6.4,0.1,D60,6.4406779661016955,5.748487937975042,5.748494128214801,0.0
0.65,6.4,0.15,D21,5.6,14.071889567359875,14.072587820263472,0.0
0.65,6.4,0.15,D21,6.4,20.86521073930269,20.865258066891172,0.0
0.65,6.4,0.15,D21,7.2,0.7570309963878494,0.7570310342108861,0.0
0.65,6.4,0.15,D60,5.898305084745763,41.816839950939325,41.81732067124495,0.0
0.65,6.4,0.15,D60,6.169491525423728,34.30222691825271,34.303264826190926,0.0
0.65,6.4,0.15,D60,6.4406779661016955,6.767424321466763,6.767427764978152,0.0
0.65,6.44,0.03,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.44,0.03,D21,6.4,9.461840820850092,9.46185520516925,0.0
0.65,6.44,0.03,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
