beta_peak,center_D,sigma_D,D,eta,ref_D_eff,mu_mumu,target_mu,chi2_mumu,target_chi2,abs_delta_mu,abs_delta_chi2
0.25,5.56,0.03,6.711864406779661,3.43,9.966101694915254,29.25347884874859,21.298026035121268,4848.851774860532,2474.5715005897737,7.955452813627321,2374.280274270758
0.25,5.56,0.03,6.711864406779661,3.62,9.966101694915254,29.25352768459161,21.29804640439307,4848.868777976945,2474.5765669461252,7.955481280198541,2374.29221103082
0.25,5.56,0.03,6.711864406779661,3.81,9.966101694915254,29.253576520634038,21.298066773655847,4848.885781192599,2474.5816333054177,7.955509746978191,2374.3041478871814
0.25,5.56,0.03,6.711864406779661,4.0,9.966101694915254,29.253625356866003,21.298087142824578,4848.902784504055,2474.586699646504,7.955538214041425,2374.316084857551
0.25,5.56,0.05,5.627118644067797,0.2,9.938564717908879,58.463130810937834,44.29403558125418,20351.255612163764,11499.364302786871,14.169095229683656,8851.891309376893
0.25,5.56,0.05,5.627118644067797,0.39,9.938564717908879,58.4661396573059,44.296173235880694,20353.401846169636,11500.510489266797,14.169966421425208,8852.89135690284
0.25,5.56,0.05,5.627118644067797,0.5800000000000001,9.938564717908879,58.469148775759514,44.29831085750326,20355.548387436087,11501.656715168638,14.170837918256254,8853.89167226745
0.25,5.56,0.05,5.627118644067797,0.77,9.938564717908879,58.4721575664732,44.30044844608468,20357.694808077147,11502.802980469807,14.17170912038852,8854.89182760734
0.25,5.56,0.05,5.627118644067797,0.96,9.938564717908879,58.475166558715685,44.30258600165074,20359.841485657107,11503.949285181485,14.172580557064947,8855.892200475622
0.25,5.56,0.05,5.627118644067797,1.15,9.938564717908879,58.47817489676551,44.30472352415427,20361.98780966095,11505.09562927573,14.17345137261124,8856.89218038522
0.25,5.56,0.05,5.627118644067797,1.34,9.938564717908879,58.481183259763576,44.30686101360546,20364.13426459196,11506.242012755354,14.174322246158113,8857.892251836607
0.25,5.56,0.05,5.627118644067797,1.53,9.938564717908879,58.48419189474868,44.30899846998715,20366.281026728066,11507.3884356085,14.175193424761531,8858.892591119566
0.25,5.56,0.05,5.627118644067797,1.72,9.938564717908879,58.48720080178646,44.31113589327407,20368.428096146803,11508.534897818963,14.176064908512387,8859.89319832784
0.25,5.56,0.05,5.627118644067797,1.91,9.938564717908879,58.490209980931695,44.313273283464014,20370.575472917957,11509.681399382916,14.176936697467681,8860.89407353504
0.25,5.56,0.05,5.627118644067797,2.1,9.938564717908879,58.493218108769334,44.31541064053281,20372.72221259691,11510.82794028473,14.177807468236523,8861.89427231218
0.25,5.56,0.05,5.627118644067797,2.29,9.938564717908879,58.49622531728478,44.31754796447279,20374.868409263447,11511.97452051764,14.178677352811995,8862.893888745806
0.25,5.56,0.05,5.627118644067797,2.4800000000000004,9.938564717908879,58.4992327975253,44.319685255267416,20377.014912912433,11513.12114007012,14.179547542257886,8863.893772842313
0.25,5.56,0.05,5.627118644067797,2.6700000000000004,9.938564717908879,58.50224054955844,44.32182251290478,20379.161723622725,11514.267798933124,14.180418036653656,8864.8939246896
0.25,5.56,0.05,5.627118644067797,2.8600000000000003,9.938564717908879,58.505248573436376,44.32395973736624,20381.30884146223,11515.414497093989,14.181288836070138,8865.89434436824
0.25,5.56,0.05,5.627118644067797,3.0500000000000003,9.938564717908879,58.50825686922248,44.32609692864255,20383.45626650685,11516.561234545095,14.182159940579929,8866.895031961756
0.25,5.56,0.05,5.627118644067797,3.24,9.938564717908879,58.51126543696809,44.32823408671694,20385.60399882391,11517.70801127479,14.183031350251149,8867.89598754912
0.25,5.56,0.05,5.627118644067797,3.43,9.938564717908879,58.514274276738504,44.33037121157733,20387.752038490707,11518.854827273924,14.183903065161175,8868.897211216783
0.25,5.56,0.05,5.627118644067797,3.62,9.938564717908879,58.51728338858873,44.33250830320546,20389.90038557721,11520.001682530035,14.184775085383272,8869.898703047174
0.25,5.56,0.05,5.627118644067797,3.81,9.938564717908879,58.520292772576184,44.334645361588194,20392.049040155118,11521.148577033417,14.18564741098799,8870.900463121701
0.25,5.56,0.05,5.627118644067797,4.0,9.938564717908879,58.52330242876463,44.33678238671618,20394.198002300665,11522.29551077638,14.18652004204845,8871.902491524286
0.25,5.56,0.05,5.898305084745763,0.2,9.966101694907488,76.24192697468612,73.28983990446632,35008.212708026556,32300.931759311225,2.952087070219804,2707.2809487153318
0.25,5.56,0.05,5.898305084745763,0.39,9.966101694907488,76.24551039898122,73.29120449498502,35011.56516802504,32302.15802337346,2.9543059039962003,2709.4071446515773
0.25,5.56,0.05,5.898305084745763,0.5800000000000001,9.966101694907488,76.24909417807937,73.29256906733613,35014.91812049371,32303.384294385596,2.956525110743243,2711.533826108116
0.25,5.56,0.05,5.898305084745763,0.77,9.966101694907488,76.25267762723652,73.2939336216711,35018.27092479372,32304.610572482805,2.9587440055654213,2713.6603523109115
0.25,5.56,0.05,5.898305084745763,0.96,9.966101694907488,76.25626135065474,73.29529815797706,35021.624146234535,32305.83685765261,2.9609631926776814,2715.7872885819233
0.25,5.56,0.05,5.898305084745763,1.15,9.966101694907488,76.2598443713149,73.29666267615853,35024.97687060928,32307.063149808284,2.963181695156365,2717.913720800996
0.25,5.56,0.05,5.898305084745763,1.34,9.966101694907488,76.26342746464468,73.29802717630976,35028.32982346321,32308.289449033593,2.9654002883349193,2720.0403744296163
0.25,5.56,0.05,5.898305084745763,1.53,9.966101694907488,76.26701091268895,73.29939165838354,35031.68326875427,32309.5157552852,2.9676192543054043,2722.1675134690704
0.25,5.56,0.05,5.898305084745763,1.72,9.966101694907488,76.27059471551283,73.30075612237763,35035.03720659111,32310.74206856015,2.9698385931351936,2724.295138030957
0.25,5.56,0.05,5.898305084745763,1.91,9.966101694907488,76.27417887316962,73.30212056828817,35038.39163707123,32311.96838885405,2.9720583048814433,2726.423248217183
0.25,5.56,0.05,5.898305084745763,2.1,9.966101694907488,76.27776187475175,73.30348499615062,35041.74514607516,32313.19471619785,2.974276878601131,2728.550429877312
0.25,5.56,0.05,5.898305084745763,2.29,9.966101694907488,76.28134387096206,73.30484940592164,35045.09787450791,32314.421050551675,2.9764944650404175,2730.676823956237
0.25,5.56,0.05,5.898305084745763,2.4800000000000004,9.966101694907488,76.2849262216135,73.30621379761986,35048.4510951031,32315.647391931347,2.978712423993642,2732.8037031717504
0.25,5.56,0.05,5.898305084745763,2.6700000000000004,9.966101694907488,76.28850892675365,73.307578171227,35051.804807952874,32316.8737403195,2.980930755526657,2734.9310676333735
0.25,5.56,0.05,5.898305084745763,2.8600000000000003,9.966101694907488,76.29209198644885,73.30894252676417,35055.159013166965,32318.10009573419,2.9831494596846824,2737.058917432776
0.25,5.56,0.05,5.898305084745763,3.0500000000000003,9.966101694907488,76.29567540074696,73.31030686420101,35058.513710837826,32319.326458147218,2.9853685365459484,2739.187252690608
0.25,5.56,0.05,5.898305084745763,3.24,9.966101694907488,76.29925916971234,73.31167118356616,35061.86890107336,32320.55282758336,2.987587986146181,2741.3160734899975
0.25,5.56,0.05,5.898305084745763,3.43,9.966101694907488,76.30284329338407,73.31303548482741,35065.22458395781,32321.779204012782,2.9898078085566624,2743.4453799450275
0.25,5.56,0.05,5.898305084745763,3.62,9.966101694907488,76.30642777183932,73.31439976801113,35068.58075961112,32323.005587458232,2.992028003828196,2745.575172152887
0.25,5.56,0.05,5.898305084745763,3.81,9.966101694907488,76.31001260512616,73.3157640331047,35071.937428125995,32324.23197790746,2.994248572021462,2747.7054502185347
0.25,5.56,0.05,5.898305084745763,4.0,9.966101694907488,76.31359779329644,73.31712828008988,35075.29458959867,32325.458375343136,2.996469513206563,2749.8362142555343
0.25,5.56,0.05,6.169491525423729,0.2,9.966101694915254,101.7163354261107,72.85711943387253,62896.0447082747,31913.24948616701,28.859215992238177,30982.79522210769
0.25,5.56,0.05,6.169491525423729,0.39,9.966101694915254,101.71989748052252,72.8576226618424,62900.51144064092,31913.69897801407,28.86227481868012,30986.81246262685
0.25,5.56,0.05,6.169491525423729,0.5800000000000001,9.966101694915254,101.72345980038787,72.8581258854363,62904.97866450025,31914.14846911787,28.865333914951577,30990.830195382383
0.25,5.56,0.05,6.169491525423729,0.77,9.966101694915254,101.7270217401316,72.85862910442187,62909.44557028023,31914.59795927079,28.86839263570974,30994.847611009438
0.25,5.56,0.05,6.169491525423729,0.96,9.966101694915254,101.73058386948975,72.8591323191635,62913.912872454464,31915.047448798232,28.871451550326242,30998.865423656232
0.25,5.56,0.05,6.169491525423729,1.15,9.966101694915254,101.73414526759477,72.85963552943858,62918.379416117554,31915.496937501248,28.874509738156192,31002.882478616306
0.25,5.56,0.05,6.169491525423729,1.34,9.966101694915254,101.73770666530413,72.86013873538302,62922.84611782884,31915.94642550117,28.877567929921113,31006.89969232767
0.25,5.56,0.05,6.169491525423729,1.53,9.966101694915254,101.74126832829461,72.86064193687325,62927.313310817604,31916.39591268754,28.88062639142136,31010.917398130063
0.25,5.56,0.05,6.169491525423729,1.72,9.966101694915254,101.7448302567028,72.86114513404799,62931.780995290595,31916.84539918418,28.88368512265481,31014.935596106414
0.25,5.56,0.05,6.169491525423729,1.91,9.966101694915254,101.74839245048486,72.86164832683708,62936.24917122827,31917.294884928353,28.886744123647773,31018.95428629992
0.25,5.56,0.05,6.169491525423729,2.1,9.966101694915254,101.75195348600579,72.86215151515749,62940.71605285917,31917.744369845783,28.889801970848296,31022.971683013388
0.25,5.56,0.05,6.169491525423729,2.29,9.966101694915254,101.75551350546516,72.8626546991532,62945.18181840998,31918.193854065008,28.892858806311963,31026.987964344975
0.25,5.56,0.05,6.169491525423729,2.4800000000000004,9.966101694915254,101.75907378997773,72.86315787871023,62949.648074888704,31918.64333748414,28.895915911267508,31031.004737404564
0.25,5.56,0.05,6.169491525423729,2.6700000000000004,9.966101694915254,101.76263433961306,72.86366105391085,62954.11482241797,31919.092820176575,28.898973285702212,31035.022002241396
0.25,5.56,0.05,6.169491525423729,2.8600000000000003,9.966101694915254,101.76619515438894,72.86416422471666,62958.58206105552,31919.542302107944,28.90203092967228,31039.039758947572
0.25,5.56,0.05,6.169491525423729,3.0500000000000003,9.966101694915254,101.76975623432978,72.86466739112022,62963.04979086737,31919.991783271504,28.905088843209555,31043.058007595868
0.25,5.56,0.05,6.169491525423729,3.24,9.966101694915254,101.77331757948542,72.86517055314152,62967.51801195147,31920.441263685032,28.908147026343897,31047.076748266438
0.25,5.56,0.05,6.169491525423729,3.43,9.966101694915254,101.77687918986706,72.8656737107654,62971.98672435729,31920.8907433349,28.911205479101653,31051.095981022387
0.25,5.56,0.05,6.169491525423729,3.62,9.966101694915254,101.78044106552258,72.86617686401031,62976.455928180316,31921.340222237504,28.914264201512268,31055.11570594281
0.25,5.56,0.05,6.169491525423729,3.81,9.966101694915254,101.78400320647249,72.86668001284127,62980.92562348174,31921.789700361533,28.91732319363122,31059.135923120204
0.25,5.56,0.05,6.169491525423729,4.0,9.966101694915254,101.78756561274618,72.86718315729819,62985.39581033385,31922.239177742525,28.920382455447992,31063.156632591326
0.25,5.56,0.05,6.4406779661016955,0.2,9.966101694915254,78.4760179304286,45.73786443452171,37129.45337507343,12286.538891337656,32.738153495906886,24842.914483735778
