case,D,is_reviewer_target,slice_p95_abs_delta_base,slice_p95_abs_delta_runtime,slice_p95_abs_delta_cf,slice_max_abs_delta_base,slice_max_abs_delta_runtime,slice_max_abs_delta_cf,slice_mean_abs_improvement_vs_runtime,slice_improved_fraction_vs_runtime,slice_worsened_fraction_vs_runtime,slice_acceptance_flip_fraction_vs_base
D60E21_fullmap,15.66101694915254,0.0,1.7803523043602775e-06,2.6702550721945433e-06,2.6702550721945433e-06,1.7881577432148573e-06,2.68196202862738e-06,2.68196202862738e-06,0.0,0.0,0.0,0.0
D60E21_fullmap,15.932203389830509,0.0,3.611227516023343e-07,1.9659680100954827e-06,1.9659680100954827e-06,3.6232430654190985e-07,1.9725093272478107e-06,1.9725093272478107e-06,0.0,0.0,0.0,0.0
D60E21_fullmap,16.203389830508474,0.0,3.10747374957e-07,9.601181565891977e-07,9.601181565891977e-07,3.113219017513574e-07,9.618932757169879e-07,9.618932757169879e-07,0.0,0.0,0.0,0.0
D60E21_fullmap,16.474576271186443,0.0,3.125656936861969e-07,6.054315986424454e-07,6.054315986424454e-07,3.154524382169998e-07,6.110231475261151e-07,6.110231475261151e-07,0.0,0.0,0.0,0.0
D60E21_fullmap,16.74576271186441,0.0,1.5894931177001586e-07,4.099747893711755e-07,4.099747893711755e-07,1.5894931177036034e-07,4.0997478937130104e-07,4.0997478937130104e-07,-2.5209313906377985e-24,0.09523809523809523,0.19047619047619047,0.0
D60E21_fullmap,17.016949152542374,0.0,5.821406976263361e-09,3.096068604892471e-08,3.096068604892471e-08,6.109349016279299e-09,3.2492082692322304e-08,3.2492082692322304e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,17.28813559322034,0.0,3.84958649511251e-08,9.027052417537184e-08,9.027052417537184e-08,4.087772792046817e-08,9.26523871447149e-08,9.26523871447149e-08,-1.2604656953188992e-24,0.0,0.09523809523809523,0.0
D60E21_fullmap,17.559322033898304,0.0,1.077439707084279e-09,1.0978284501774435e-09,1.0978284501774435e-09,1.0774397070991683e-09,1.0978284501923195e-09,1.0978284501923195e-09,0.0,0.0,0.0,0.0
D60E21_fullmap,17.83050847457627,0.0,1.0774397068628196e-09,5.2592929562751426e-08,5.2592929562751426e-08,1.0774397068628196e-09,5.2592929562751426e-08,5.2592929562751426e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,18.101694915254235,0.0,1.0774397068628196e-09,1.143082597703856e-08,1.143082597703856e-08,1.0774397068628196e-09,1.143082597703856e-08,1.143082597703856e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,18.372881355932204,0.0,1.0774397068628196e-09,4.5980500474946044e-08,4.5980500474946044e-08,1.0774397068628196e-09,4.5980500474946044e-08,4.5980500474946044e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,18.64406779661017,0.0,1.0774397068628196e-09,3.061160708035293e-08,3.061160708035293e-08,1.0774397068628196e-09,3.061160708035293e-08,3.061160708035293e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,18.915254237288135,0.0,1.0774397068628196e-09,3.168725523646624e-08,3.168725523646624e-08,1.0774397068628196e-09,3.168725523646624e-08,3.168725523646624e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,19.186440677966104,0.0,1.0774397068628196e-09,4.5356834160445134e-08,4.5356834160445134e-08,1.0774397068628196e-09,4.5356834160445134e-08,4.5356834160445134e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,19.45762711864407,0.0,1.0774397068628196e-09,1.2486355763066519e-08,1.2486355763066519e-08,1.0774397068628196e-09,1.2486355763066519e-08,1.2486355763066519e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,19.728813559322035,0.0,1.0774397068628196e-09,5.239036519989631e-08,5.239036519989631e-08,1.0774397068628196e-09,5.239036519989631e-08,5.239036519989631e-08,0.0,0.0,0.0,0.0
D60E21_fullmap,20.0,0.0,1.0774397068628196e-09,1.1905194410524671e-09,1.1905194410524671e-09,1.0774397068628196e-09,1.1905194410524671e-09,1.1905194410524671e-09,0.0,0.0,0.0,0.0
D21E41_fullmap,4.0,1.0,0.9136772062233662,0.9136772062234826,0.9136772062234826,0.9244091557317824,0.9244091557319001,0.9244091557319001,0.0,0.0,0.0,0.0
D21E41_fullmap,4.8,0.0,0.11569959688635123,0.11569959784952033,0.11569959784952033,0.11577247436662752,0.1157724753306475,0.1157724753306475,0.0,0.0,0.0,0.0
D21E41_fullmap,5.6,0.0,0.3524325004012283,0.3574950418398899,0.3574950418398899,0.3524486098968609,0.3575114128965282,0.3575114128965282,0.0,0.0,0.0,0.0
D21E41_fullmap,6.4,1.0,2.1022273869561374,0.33294416226203083,0.33294416226203083,2.102232425909044,0.3329540218267866,0.3329540218267866,0.0,0.0,0.0,0.0
D21E41_fullmap,7.2,0.0,0.7569953657224833,1.4133093439138054,1.4133093439135251,0.7569954035549338,1.413309445291,1.4133094452907198,2.802202914153895e-13,1.0,0.0,1.0
D21E41_fullmap,8.0,1.0,0.3226590996076344,1.7769700652865041,0.8785726194620134,0.32265909973791107,1.776970067343577,0.878572620328812,0.8983974356776826,1.0,0.0,0.0
D21E41_fullmap,8.8,0.0,0.2966173772580305,0.4950422127882499,0.4950422127882499,0.29661737791187326,0.4950422139371957,0.4950422139371957,0.0,0.0,0.0,0.0
D21E41_fullmap,9.6,0.0,3.8406522406830845e-10,0.47675433048053917,0.47675433048053917,8.666160011827628e-10,0.4767543313838538,0.4767543313838538,0.0,0.0,0.0,1.0
D21E41_fullmap,10.4,0.0,0.13275502145859708,0.3786771367944082,0.3786771367944082,0.13275502360928798,0.37867714272193076,0.37867714272193076,-1.3539305178355568e-18,0.0,0.024390243902439025,0.0
D21E41_fullmap,11.2,0.0,0.039418146262653206,0.03988482528714281,0.03988482528714281,0.0394181466595552,0.0398848256885973,0.0398848256885973,0.0,0.0,0.0,0.0
D21E41_fullmap,12.0,0.0,0.007342271069870197,0.0271180794127132,0.0271180794127132,0.007342274008799499,0.0271180908549561,0.0271180908549561,-2.4539990635769465e-18,0.0,0.024390243902439025,0.0
D21E41_fullmap,12.8,0.0,0.0018768667329816001,0.0021423152164903,0.0021423152164903,0.0018769033877706,0.0021423570551554,0.0021423570551554,0.0,0.0,0.0,0.0
D21E41_fullmap,13.6,0.0,6.05176014948e-05,6.97662825218e-05,6.97662825218e-05,6.052193975209999e-05,6.977128365759999e-05,6.977128365759999e-05,0.0,0.0,0.0,0.0
D21E41_fullmap,14.4,0.0,1.8854476359752004e-05,3.6819709220216586e-05,3.6819709220216586e-05,1.8855425631761114e-05,3.6821563004292125e-05,3.6821563004292125e-05,-3.305494428309465e-22,0.07317073170731707,0.12195121951219512,0.0
D21E41_fullmap,15.2,0.0,3.6256013108818718e-06,6.415158145658506e-06,6.415158145658506e-06,3.625841531714108e-06,6.415583193712938e-06,6.415583193712938e-06,0.0,0.0,0.0,0.0
D21E41_fullmap,16.0,0.0,3.430726133168541e-07,7.868891092525831e-07,7.868891092525831e-07,3.436107442519025e-07,7.88123394228624e-07,7.88123394228624e-07,0.0,0.0,0.0,0.0
D21E41_fullmap,16.8,0.0,1.4110172436316688e-07,2.965866841839108e-07,2.965866841839108e-07,1.62507913917901e-07,3.4158110795703543e-07,3.4158110795703543e-07,1.2912087610583847e-24,0.07317073170731707,0.04878048780487805,0.0
D21E41_fullmap,17.6,0.0,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,1.0659397023341185e-08,1.4786774321133073e-08,1.4786774321133073e-08,0.0,0.0,0.0,0.0
D21E41_fullmap,18.4,0.0,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,1.0659397023341185e-08,3.469940364745079e-08,3.469940364745079e-08,0.0,0.0,0.0,0.0
D21E41_fullmap,19.200000000000003,0.0,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,1.0659397023341185e-08,3.9852449283199304e-08,3.9852449283199304e-08,0.0,0.0,0.0,0.0
D21E41_fullmap,20.0,0.0,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,1.0659397023341185e-08,1.0729951287888802e-08,1.0729951287888802e-08,0.0,0.0,0.0,0.0
