ref_D,refamp2_peak,center_D,sigma_D,D,eta,target_mu,mu_new,delta_mu,acceptance_mismatch
9.694915254237287,0.0,5.9,0.1,6.711864406779661,1.91,21.29786307852958,21.41959841134778,0.1217353328182007,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,2.1,21.29788344831199,21.419633672593505,0.1217502242815165,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,2.29,21.29790381807337,21.419668932300887,0.12176511422751801,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,2.4800000000000004,21.297924187687222,21.419704192103506,0.12178000441628356,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,2.6700000000000004,21.29794455730186,21.41973945205817,0.12179489475630945,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,2.8600000000000003,21.297964926847666,21.419774712151366,0.12180978530370012,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,3.0500000000000003,21.29798529635069,21.41980997237992,0.12182467602923097,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,3.24,21.298005665775957,21.419845232740684,0.1218395669647272,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,3.43,21.298026035121268,21.419880493234228,0.12185445811295992,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,3.62,21.29804640439307,21.419915753857577,0.12186934946450734,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,3.81,21.298066773655847,21.41995101462513,0.1218842409692833,0.0
9.694915254237287,0.0,5.9,0.1,6.711864406779661,4.0,21.298087142824578,21.41998627553064,0.12189913270606212,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,0.2,44.29403558125418,58.29525916150112,14.001223580246943,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,0.39,44.296173235880694,58.29825936823605,14.002086132355359,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,0.5800000000000001,44.29831085750326,58.301259846275244,14.002948988771983,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,0.77,44.30044844608468,58.304259997515594,14.003811551430914,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,0.96,44.30258600165074,58.30726034970606,14.004674348055325,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,1.15,44.30472352415427,58.31026004958234,14.00553652542807,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,1.34,44.30686101360546,58.313259774335215,14.006398760729752,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,1.53,44.30899846998715,58.31625977029414,14.007261300306986,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,1.72,44.31113589327407,58.31926003752456,14.008124144250488,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,1.91,44.313273283464014,58.322260576081106,14.008987292617093,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,2.1,44.31541064053281,58.3252600663488,14.009849425815986,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,2.29,44.31754796447279,58.32825863993406,14.010710675461276,0.0
