kappa_scale,D,ratio_pred,ratio_target,abs_err
1.0,8.0,0.1337005745850821,0.145175252262609,0.011474677677526884
1.0,9.0,0.07431398889026498,0.1362545551058513,0.061940566215586315
1.0,10.0,0.1844614639412706,0.1359890175348428,0.04847244640642781
1.0,11.0,0.0029380300200817443,0.12780929390848,0.12487126388839825
1.0,12.0,0.19585617833006902,0.127530149580544,0.06832602874952501
1.0,13.0,0.051766398481748827,0.1205635009661166,0.06879710248436777
1.0,14.0,0.18798526125538081,0.1201739038398078,0.06781135741557301
1.0,15.0,0.0983861577314727,0.1139474861009023,0.015561328369429597
1.0,16.0,0.16724766411346093,0.1138273296819945,0.05342033443146643
1.0,17.0,0.12086486735492216,0.1080421135069169,0.012822753848005256
1.0,18.0,0.016193268337597752,0.1027615021141444,0.08656823377654665
1.0,19.0,0.12226445611070456,0.1028771386824079,0.019387317428296663
1.0,20.0,0.04473645239185788,0.0980417547176356,0.053305302325777716
1.25,4.0,0.22525965680916255,0.1671041995173436,0.05815545729181895
1.25,5.0,0.29563650629867083,0.1660526654195183,0.12958384087915253
1.25,6.0,0.013520842082205836,0.1553160416942103,0.14179519961200446
1.25,7.0,0.28835581543160066,0.1547727178721497,0.13358309755945097
1.25,8.0,0.1573459813316377,0.145175252262609,0.012170729069028718
1.25,9.0,0.08994577144037032,0.1362545551058513,0.04630878366548098
1.25,10.0,0.21111937681849166,0.1359890175348428,0.07513035928364886
1.25,11.0,0.003668009420086466,0.12780929390848,0.12414128448839354
1.25,12.0,0.22365568444979428,0.127530149580544,0.09612553486925027
1.25,13.0,0.06330660914893761,0.1205635009661166,0.05725689181717898
1.25,14.0,0.21380083485979487,0.1201739038398078,0.09362693101998706
1.25,15.0,0.11784506666469116,0.1139474861009023,0.0038975805637888605
1.25,16.0,0.1940419377406059,0.1138273296819945,0.08021460805861141
1.25,17.0,0.14343161147677436,0.1080421135069169,0.03538949796985745
1.25,18.0,0.020118400154828676,0.1027615021141444,0.08264310195931573
1.25,19.0,0.1445180553366364,0.1028771386824079,0.04164091665422849
1.25,20.0,0.05487733744429844,0.0980417547176356,0.04316441727333716
1.5,4.0,0.24688211639540242,0.1671041995173436,0.07977791687805882
1.5,5.0,0.3054888728996881,0.1660526654195183,0.13943620748016983
1.5,6.0,0.016156893071411358,0.1553160416942103,0.13915914862279893
1.5,7.0,0.3053925595553607,0.1547727178721497,0.15061984168321102
1.5,8.0,0.17776623384731297,0.145175252262609,0.03259098158470397
1.5,9.0,0.10451103816895466,0.1362545551058513,0.03174351693689664
1.5,10.0,0.2319646300558602,0.1359890175348428,0.09597561252101741
1.5,11.0,0.004396184277835912,0.12780929390848,0.12341310963064409
1.5,12.0,0.24518497036003173,0.127530149580544,0.11765482077948772
1.5,13.0,0.07432268431677393,0.1205635009661166,0.04624081664934267
1.5,14.0,0.2368574102005807,0.1201739038398078,0.1166835063607729
1.5,15.0,0.13550647430979024,0.1139474861009023,0.021558988208887936
1.5,16.0,0.21612369257957495,0.1138273296819945,0.10229636289758046
1.5,17.0,0.16340333257744905,0.1080421135069169,0.05536121907053214
1.5,18.0,0.02399515747724038,0.1027615021141444,0.07876634463690403
1.5,19.0,0.16497395049963418,0.1028771386824079,0.062096811817226275
1.5,20.0,0.06462428566875594,0.0980417547176356,0.033417469048879656
2.0,4.0,0.2814267046201486,0.1671041995173436,0.11432250510280503
2.0,5.0,0.3320887255327232,0.1660526654195183,0.16603606011320488
2.0,6.0,0.021362019930829125,0.1553160416942103,0.13395402176338117
2.0,7.0,0.320659943435016,0.1547727178721497,0.16588722556286634
2.0,8.0,0.21109350655093118,0.145175252262609,0.06591825428832218
2.0,9.0,0.13064753761035372,0.1362545551058513,0.005607017495497579
2.0,10.0,0.2667476649348047,0.1359890175348428,0.13075864739996187
2.0,11.0,0.005847133722029379,0.12780929390848,0.12196216018645062
2.0,12.0,0.2770160570396877,0.127530149580544,0.14948590745914367
2.0,13.0,0.09485108441384556,0.1205635009661166,0.025712416552271036
2.0,14.0,0.26980604730327523,0.1201739038398078,0.14963214346346743
2.0,15.0,0.16618312118847753,0.1139474861009023,0.05223563508757523
2.0,16.0,0.24975508507467525,0.1138273296819945,0.13592775539268076
2.0,17.0,0.1963673239590856,0.1080421135069169,0.08832521045216869
2.0,18.0,0.031605318708236935,0.1027615021141444,0.07115618340590747
2.0,19.0,0.19905731914833275,0.1028771386824079,0.09618018046592484
2.0,20.0,0.08298076757684665,0.0980417547176356,0.015060987140788948
