region,D,eta,mu_full,mu_base,mu_cf,chi2_full,chi2_base,chi2_cf,delta_base,delta_cf,abs_delta_base,abs_delta_cf,abs_improvement,cf_shift_vs_base,improved,worsened,obs_acceptance_flip_vs_base
D21_guard,6.4,2.1,59.8786808141772,57.7764987855317,60.219032725516904,21373.475686040103,19864.43509571911,21622.991317283926,-2.102182028645501,0.34035191133970244,2.102182028645501,0.34035191133970244,1.7618301173057986,2.4425339399852035,1.0,0.0,0.0
D21_guard,6.4,2.1950000000000003,59.87875699659256,57.77657748439614,60.219113193269365,21373.531374165763,19864.49055533826,21623.050480266465,-2.1021795121964146,0.34035619667680805,2.1021795121964146,0.34035619667680805,1.7618233155196066,2.4425357088732227,1.0,0.0,0.0
D21_guard,6.4,2.29,59.87883317875469,57.776656183451536,60.219193661231365,21373.58706217888,19864.5460151694,21623.109643483996,-2.1021769953031537,0.34036048247667594,2.1021769953031537,0.34036048247667594,1.7618165128264778,2.4425374777798297,1.0,0.0,0.0
D21_guard,6.4,2.385,59.87890936064783,57.776734882649755,60.219274129317725,21373.642750067906,19864.60147517861,21623.16880687391,-2.1021744779980764,0.3403647686698932,2.1021744779980764,0.3403647686698932,1.7618097093281833,2.4425392466679696,1.0,0.0,0.0
D21_guard,6.4,2.4800000000000004,59.87898554226405,57.77681358202612,60.2193545975795,21373.698437827046,19864.656935390783,21623.22797047373,-2.102171960237925,0.34036905531545614,2.102171960237925,0.34036905531545614,1.7618029049224688,2.442541015553381,1.0,0.0,0.0
D21_guard,6.4,2.575,59.87906172356024,57.776892281520766,60.21943506599189,21373.754125424806,19864.71239576372,21623.287134265225,-2.102169442039475,0.3403733424316471,2.102169442039475,0.3403733424316471,1.7617960996078281,2.4425427844711223,1.0,0.0,0.0
D21_guard,6.4,2.6700000000000004,59.87913790457715,57.77697098120234,60.21951553458647,21373.809812890955,19864.767856345818,21623.34629827162,-2.10216692337481,0.3403776300093213,2.10216692337481,0.3403776300093213,1.7617892933654886,2.4425445533841312,1.0,0.0,0.0
D21_guard,6.4,2.765,59.87921408528987,57.77704968098772,60.21959600331076,21373.86550020728,19864.82331707848,21623.405462454317,-2.102164404302144,0.34038191802089557,2.102164404302144,0.34038191802089557,1.7617824862812483,2.4425463223230395,1.0,0.0,0.0
D21_guard,6.4,2.8600000000000003,59.879290265719426,57.77712838096543,60.21967647226096,21373.92118738916,19864.87877802411,21623.46462688406,-2.102161884753997,0.34038620654153107,2.102161884753997,0.34038620654153107,1.7617756782124658,2.442548091295528,1.0,0.0,0.0
D21_guard,6.4,2.955,59.879366445892664,57.77720708109637,60.21975694132512,21373.976874456228,19864.93423915514,21623.523791478532,-2.102159364796293,0.3403904954324588,2.102159364796293,0.3403904954324588,1.7617688693638343,2.442549860228752,1.0,0.0,0.0
D21_guard,6.4,3.0500000000000003,59.87944262575423,57.77728578137421,60.21983741054335,21374.032561368,19864.98970046712,21623.582956267215,-2.102156844380019,0.3403947847891189,2.102156844380019,0.3403947847891189,1.7617620595909003,2.442551629169138,1.0,0.0,0.0
D21_guard,6.4,3.145,59.87951880535389,57.77736448181141,60.219917879925376,21374.088248160864,19865.04516196881,21623.642121257282,-2.1021543235424787,0.34039907457148644,2.1021543235424787,0.34039907457148644,1.7617552489709922,2.442553398113965,1.0,0.0,0.0
D21_guard,6.4,3.24,59.87959498467501,57.7774431824288,60.21999834949998,21374.143934822667,19865.10062367492,21623.701286469874,-2.102151802246212,0.34040336482497224,2.102151802246212,0.34040336482497224,1.7617484374212395,2.442555167071184,1.0,0.0,0.0
D21_guard,6.4,3.3350000000000004,59.87967116364688,57.77752188314878,60.22007881918772,21374.1996213017,19865.156085530747,21623.7604518466,-2.1021492804981037,0.34040765554083663,2.1021492804981037,0.34040765554083663,1.761741624957267,2.4425569360389403,1.0,0.0,0.0
D21_guard,6.4,3.43,59.879747342371076,57.77760058406029,60.220159289096884,21374.255307672225,19865.211547598963,21623.819617467067,-2.102146758310788,0.34041194672580843,2.102146758310788,0.34041194672580843,1.7617348115849794,2.4425587050365962,1.0,0.0,0.0
D21_guard,6.4,3.5250000000000004,59.87982352083106,57.77767928510412,60.22023975912537,21374.31099392215,19865.26700983786,21623.8787832562,-2.1021442357269393,0.3404162382943099,2.1021442357269393,0.3404162382943099,1.7617279974326294,2.442560474021249,1.0,0.0,0.0
D21_guard,6.4,3.62,59.8798996990058,57.77775798633855,60.22032022932632,21374.366680036113,19865.322472288495,21623.937949253093,-2.1021417126672475,0.34042053032052166,2.1021417126672475,0.34042053032052166,1.7617211823467258,2.442562242987769,1.0,0.0,0.0
