D,eta,gap_cv,c_tree_diag_cv,tree_diag_gap_headroom,tree_diag_susceptibility,tree_diag_compressibility,tree_diag_pressure_fraction,tree_diag_screen,diag_dispersion_screen,eymh_loop_prefactor_diag,tree_diag_recon_residual,abs_mu_diff_vs_const
19.200000000000003,0.2,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,0.2,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,0.39,0.0529284688818641,0.8803624715424814,0.9497321323849565,0.8361085273697314,0.7379905933437506,0.455369884136139,0.7379905933437506,0.7192028373834816,0.0422226542800312,0.0,1.1459487181397776e-07
4.8,0.39,0.3330127461264275,1.029643348812886,0.7501803736730036,0.7724182321623736,0.7511330917844572,0.43579907842632215,0.7511330917844572,0.6505785564962886,0.0339689040070081,0.0,3.4573371987534074e-06
5.6,0.39,0.0489632309804584,1.114373175876911,0.9533222618921611,1.0623567566189278,0.6963348049340008,0.5151178394375271,0.6963348049340008,0.6798889306780739,0.0438363991394497,0.0,7.621052748163493e-05
6.4,0.39,0.2368422574530327,1.0740904721175029,0.8085105388129687,0.8684134663455982,0.7315828324355546,0.4647865592855713,0.7315828324355546,0.6578189016226013,0.0443922476741875,0.0,0.0006463856065508367
7.2,0.39,0.5397550802947837,0.5919365641942181,0.6494539377058276,0.3844355324879934,0.8498917849744877,0.27768395383287914,0.8498917849744877,0.6849167835958914,0.043834154754462,0.0,6.176205511687627e-05
8.0,0.39,0.5891268740470006,0.5580450533015735,0.6292763758083822,0.35116456867940965,0.8602919831838897,0.2598977036695301,0.8602919831838897,0.6824433242125674,0.0460056557244304,0.0,7.070844132517351e-05
8.8,0.39,0.1526414316992487,0.738612427037752,0.8675724926231209,0.6407998244075555,0.7806784650591755,0.39054113419284975,0.7806784650591755,0.72715180489329,0.042574218745983,0.0,6.944641429695864e-06
9.6,0.39,0.1066533286499557,0.8851615263329561,0.9036253487078326,0.7998543928953749,0.7453861413090546,0.4443995003443983,0.7453861413090546,0.7085581805635577,0.0391067708208731,0.0,6.505906924303417e-14
10.4,0.39,0.1910896609391989,0.9172112450982502,0.8395673581881982,0.7700606219476459,0.7516331565125128,0.4350475980310365,0.7516331565125128,0.6887057395021184,0.0406454635781826,0.0,6.191759863993784e-06
11.2,0.39,0.263616892757297,0.9184676256155258,0.7913791005262146,0.7268560834220629,0.7609776953524688,0.4209129471760451,0.7609776953524688,0.6769618829669792,0.0408548883521054,0.0,3.444047315309673e-06
12.0,0.39,0.324701506182844,0.8771172910146925,0.754887040841013,0.6621244762845668,0.7756543412618999,0.3983603428815681,0.7756543412618999,0.6739213458666632,0.0397447085764276,0.0,1.0299350128029072e-06
12.8,0.39,0.1142870052001219,0.791660154997012,0.897434857746011,0.7104634185829285,0.7646155125995896,0.41536311789206676,0.7646155125995896,0.724343507686515,0.0372231506004926,0.0,3.8647148199993236e-08
13.6,0.39,0.1152775579450587,0.6820295090330518,0.8966377857029043,0.6115334287634345,0.7877353600980089,0.3794730024512602,0.7877353600980089,0.7459141727108914,0.0375175072821988,0.0,3.4220579999788385e-09
14.4,0.39,0.1959995823623919,0.6958914603017464,0.8361206933072295,0.5818492502540766,0.7950921277359606,0.36782850841230286,0.7950921277359606,0.727029343173555,0.036287525178065,0.0,6.079778327918589e-10
15.2,0.39,0.2635129579283289,0.8187922265543413,0.791444198276852,0.6480283573006191,0.7789644892311358,0.3932143245168757,0.7789644892311358,0.6929913437111747,0.0371192392881612,0.0,4.0274339142866975e-11
16.0,0.39,0.3217878591111364,0.7870578910225603,0.7565510555320659,0.5954494782179597,0.7916960385595462,0.37321738252912157,0.7916960385595462,0.6886167663052826,0.0378396550379627,0.0,7.680608253631213e-12
16.8,0.39,0.3729068193667717,0.7709150726278873,0.7283815521152643,0.5615203171497523,0.8002509168088998,0.35959847014651525,0.8002509168088998,0.6829763248397934,0.036792328334468,0.0,2.8192562417687953e-12
17.6,0.39,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,0.39,0.20297833384972,0.0,0.8312701666037846,0.0,1.0,0.0,1.0,0.9117401859103199,5.35013104793351e-17,0.0,4.034350757563207e-12
19.200000000000003,0.39,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,0.39,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,0.5800000000000001,0.0529284688818641,0.8812104686253469,0.9497321323849565,0.8369138974474974,0.7378287946052653,0.4556086698513413,0.7378287946052653,0.7190451577154028,0.0422222673408004,0.0,1.1717587611315139e-07
4.8,0.5800000000000001,0.3330127461264275,1.0295963875021603,0.7501803736730036,0.7723830027087453,0.751140556840512,0.4357878638693256,0.751140556840512,0.6505850222018279,0.0339690267686481,0.0,3.4630775829214144e-06
5.6,0.5800000000000001,0.0489632309804584,1.1143657655370731,0.9533222618921611,1.0623496921769922,0.6963359975572991,0.515116178505881,0.6963359975572991,0.6798900951342712,0.04383639273056,0.0,7.621676395785926e-05
6.4,0.5800000000000001,0.2368422574530327,1.0740896380316576,0.8085105388129687,0.868412791978402,0.7315829644608278,0.46478636611070717,0.7315829644608278,0.657819020336049,0.0443922465437317,0.0,0.0006463882609608618
7.2,0.5800000000000001,0.5397550802947837,0.591936517109107,0.6494539377058276,0.38443550190838255,0.8498917943607538,0.2776839378782582,0.8498917943607538,0.6849167911601615,0.0438341545439763,0.0,6.176206225250169e-05
8.0,0.5800000000000001,0.5891268740470006,0.5580450513598044,0.6292763758083822,0.35116456745750024,0.8602919835728869,0.25989770300022746,0.8602919835728869,0.6824433245211472,0.0460056556883757,0.0,7.07084413460457e-05
8.8,0.5800000000000001,0.1526414316992487,0.7386124264867792,0.8675724926231209,0.6407998239295466,0.7806784651728916,0.3905411340152981,0.7806784651728916,0.7271518049992095,0.0425742187488591,0.0,6.9446413701879095e-06
9.6,0.5800000000000001,0.1066533286499557,0.8851615233941379,0.9036253487078326,0.7998543902397842,0.7453861418589435,0.44439949952463886,0.7453861418589435,0.7085581810862778,0.0391067708257289,0.0,9.181544413650045e-14
10.4,0.5800000000000001,0.1910896609391989,0.9172112454606636,0.8395673581881982,0.7700606222519163,0.7516331564479105,0.43504759812815086,0.7516331564479105,0.6887057394429247,0.0406454635887107,0.0,6.191759887475001e-06
11.2,0.5800000000000001,0.263616892757297,0.9184677042342904,0.7913791005262146,0.72685614563931,0.7609776816437596,0.42091296804008893,0.7609776816437596,0.6769618707717812,0.0408548879222415,0.0,3.444049016476658e-06
12.0,0.5800000000000001,0.324701506182844,0.8771177803699077,0.754887040841013,0.6621248456924772,0.7756542550671517,0.39836047659622204,0.7756542550671517,0.673921270977015,0.03974470625403,0.0,1.0299378016970229e-06
12.8,0.5800000000000001,0.1142870052001219,0.7916640565541827,0.897434857746011,0.7104669199763329,0.7646147300000984,0.4153643146668767,0.7646147300000984,0.7243427663062378,0.0372231397900464,0.0,3.864722260011472e-08
13.6,0.5800000000000001,0.1152775579450587,0.6820654711364537,0.8966377857029043,0.611565673744198,0.7877274793646933,0.37948541825374665,0.7877274793646933,0.7459067103688801,0.0375172350602562,0.0,3.422269000005968e-09
14.4,0.5800000000000001,0.1959995823623919,0.6957040105816507,0.8361206933072295,0.5816925196641499,0.7951315197700586,0.36776586626815694,0.7951315197700586,0.7270653631059345,0.036288708133019,0.0,6.078661426005294e-10
15.2,0.5800000000000001,0.2635129579283289,0.819033125761283,0.791444198276852,0.6482190155803227,0.7789194344407161,0.3932845146505549,0.7789194344407161,0.6929512615505816,0.0371187753394981,0.0,4.019809404979635e-11
16.0,0.5800000000000001,0.3217878591111364,0.7871454402130791,0.7565510555320659,0.5955157136504576,0.791679605354499,0.3732434024657447,0.791679605354499,0.6886024727128324,0.0378389496934031,0.0,7.687624295507715e-12
16.8,0.5800000000000001,0.3729068193667717,0.7709150726278875,0.7283815521152643,0.5615203171497525,0.8002509168088998,0.3595984701465153,0.8002509168088998,0.6829763248397933,0.036792328334468,0.0,2.8192562417158557e-12
17.6,0.5800000000000001,0.2679119024066777,0.6787167217905432,0.7886983299879569,0.5353027450111022,0.8070547292918159,0.34866266392771367,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,0.5800000000000001,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,0.5800000000000001,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,0.5800000000000001,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,0.77,0.0529284688818641,0.8820335834498795,0.9497321323849565,0.8376956360449985,0.7376718451657012,0.4558402488498299,0.7376718451657012,0.7188922038928496,0.042221956231503,0.0,1.1980423986202027e-07
4.8,0.77,0.3330127461264275,1.029549338188574,0.7501803736730036,0.7723477072370981,0.7511480361088653,0.4357766278497948,0.7511480361088653,0.6505915002170586,0.0339691492818225,0.0,3.4688254775261385e-06
5.6,0.77,0.0489632309804584,1.1143583549822196,0.9533222618921611,1.0623426275300774,0.6963371902213304,0.5151145175146625,0.6963371902213304,0.6798912596302394,0.0438363863215752,0.0,7.62230001498665e-05
6.4,0.77,0.2368422574530327,1.0740888039440537,0.8085105388129687,0.868412117609784,0.731583096486451,0.4647861729352961,0.731583096486451,0.6578191390498112,0.0443922454132966,0.0,0.0006463909153495706
7.2,0.77,0.5397550802947837,0.5919364700212614,0.6494539377058276,0.3844354713269958,0.8498918037475652,0.27768392192271,0.8498918037475652,0.6849167987248713,0.0438341543334881,0.0,6.176206938501849e-05
8.0,0.77,0.5891268740470006,0.5580450493789465,0.6292763758083822,0.3511645662109932,0.8602919839697151,0.25989770231745146,0.8602919839697151,0.6824433248359387,0.0460056556521801,0.0,7.070844134116072e-05
8.8,0.77,0.1526414316992487,0.7386124253724621,0.8675724926231209,0.6407998229627958,0.7806784654028776,0.3905411336562081,0.7806784654028776,0.7271518052134266,0.0425742187541317,0.0,6.944641252504269e-06
9.6,0.77,0.1066533286499557,0.8851615244213833,0.9036253487078326,0.7998543911680291,0.7453861416667333,0.4443994998111806,0.7453861416667333,0.7085581809035643,0.0391067708227427,0.0,3.097522238704187e-14
10.4,0.77,0.1910896609391989,0.9172112499271792,0.8395673581881982,0.770060626001857,0.7516331556517288,0.43504759932502396,0.7516331556517288,0.6887057387134,0.0406454636132562,0.0,6.191760101303956e-06
11.2,0.77,0.263616892757297,0.9184677639482618,0.7913791005262146,0.726856192895699,0.7609776712314688,0.42091298388713055,0.7609776712314688,0.6769618615090602,0.0408548879042471,0.0,3.444050333811788e-06
12.0,0.77,0.324701506182844,0.87711735448078,0.754887040841013,0.6621245241942938,0.7756543300830179,0.3983603602234647,0.7756543300830179,0.6739213361539771,0.0397447070701388,0.0,1.0299353794054888e-06
12.8,0.77,0.1142870052001219,0.7916646581924389,0.897434857746011,0.7104674599074758,0.7646146093198319,0.4153644992146808,0.7646146093198319,0.7243426519821546,0.0372231329904842,0.0,3.864727730028272e-08
13.6,0.77,0.1152775579450587,0.6820652232564375,0.8966377857029043,0.6115654514856091,0.7877275336842966,0.3794853326756554,0.7877275336842966,0.7459067618046338,0.0375172585908045,0.0,3.4222558999976935e-09
14.4,0.77,0.1959995823623919,0.6957717563015633,0.8361206933072295,0.5817491632624519,0.795117282520981,0.3677885070364504,0.795117282520981,0.7270523446172784,0.0362883476299767,0.0,6.078981003608064e-10
15.2,0.77,0.2635129579283289,0.819155070875139,0.791444198276852,0.6483155283331922,0.7788966303240136,0.39332003926989695,0.7788966303240136,0.6929309742901297,0.0371185410596789,0.0,4.015477891939679e-11
16.0,0.77,0.3217878591111364,0.7829543145781938,0.7565510555320659,0.5923449131275177,0.7924674402241747,0.371995356184544,0.7924674402241747,0.6892877310366277,0.0378605669508605,0.0,7.34437823553335e-12
16.8,0.77,0.3729068193667717,0.7866680363204087,0.7283815521152643,0.5729944852945265,0.7973268697535951,0.3642698627689336,0.7973268697535951,0.6804807889153185,0.0366671045563549,0.0,3.136653548698939e-12
17.6,0.77,0.2679119024066777,0.6787167217905432,0.7886983299879569,0.5353027450111022,0.8070547292918159,0.34866266392771367,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,0.77,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,0.77,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,0.77,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,0.96,0.0529284688818641,0.8828319704467904,0.9497321323849565,0.8384538898300431,0.7375197064154032,0.4560646826489374,0.7375197064154032,0.718743938289091,0.0422217177471157,0.0,1.224804093702403e-07
4.8,0.96,0.3330127461264275,1.029502200979848,0.7501803736730036,0.772312345828242,0.751155529573657,0.43576537039091884,0.751155529573657,0.6505979905282443,0.0339692715466971,0.0,3.4745808932257205e-06
5.6,0.96,0.0489632309804584,1.1143509442123047,0.9533222618921611,1.0623355626781397,0.6963383829261025,0.5151128564638606,0.6963383829261025,0.6798924241659863,0.0438363799124953,0.0,7.622923619265976e-05
6.4,0.96,0.2368422574530327,1.0740879698570285,0.8085105388129687,0.8684114432416339,0.7315832285120539,0.46478597975987973,0.7315832285120539,0.6578192577635552,0.0443922442828904,0.0,0.0006463935697382794
7.2,0.96,0.5397550802947837,0.591936422932302,0.6494539377058276,0.38443544074488567,0.849891813134599,0.2776839059667837,0.849891813134599,0.6849168062897604,0.0438341541229987,0.0,6.176207651575893e-05
8.0,0.96,0.5891268740470006,0.5580450474201091,0.6292763758083822,0.35116456497834303,0.8602919843621317,0.2598977016422656,0.8602919843621317,0.6824433251472308,0.0460056556159852,0.0,7.070844135403931e-05
8.8,0.96,0.1526414316992487,0.7386124246303037,0.8675724926231209,0.6407998223189196,0.780678465556053,0.39054113341704666,0.780678465556053,0.7271518053560996,0.0425742187585718,0.0,6.94464117056981e-06
9.6,0.96,0.1066533286499557,0.8851615256495696,0.9036253487078326,0.7998543922778495,0.7453861414369245,0.44439950015377316,0.7453861414369245,0.7085581806851098,0.039106770821974,0.0,2.90878432451791e-14
10.4,0.96,0.1910896609391989,0.9172112607191568,0.8395673581881982,0.7700606350624492,0.7516331537279977,0.4350476022169042,0.7516331537279977,0.6887057369507255,0.0406454635604034,0.0,6.191760678786462e-06
11.2,0.96,0.263616892757297,0.918467784068744,0.7913791005262146,0.7268562088186281,0.7609776677230721,0.4209129892267538,0.7609776677230721,0.6769618583880084,0.0408548877331765,0.0,3.4440507639954543e-06
12.0,0.96,0.324701506182844,0.8771176375719667,0.754887040841013,0.6621247378961621,0.7756542802194965,0.39836043757717476,0.7756542802194965,0.6739212928304377,0.0397447059651436,0.0,1.029936991296665e-06
12.8,0.96,0.1142870052001219,0.7916661241161201,0.897434857746011,0.7104687754784861,0.7646143152761692,0.415364948874755,0.7646143152761692,0.7243423734256585,0.0372231299446434,0.0,3.8647296799875636e-08
13.6,0.96,0.1152775579450587,0.6820332379477909,0.8966377857029043,0.6115367722492893,0.7877345429328517,0.3794742898703713,0.7877345429328517,0.7459133989293614,0.037517440879936,0.0,3.4221172000195414e-09
14.4,0.96,0.1959995823623919,0.6958126886253156,0.8361206933072295,0.5817833876253663,0.7951086806701061,0.3678021859230433,0.7951086806701061,0.7270444791161954,0.0362881298688051,0.0,6.079174653364668e-10
15.2,0.96,0.2635129579283289,0.8192287236544278,0.791444198276852,0.6483738203980474,0.7788828579946606,0.3933414935220694,0.7788828579946606,0.6929187219921671,0.0371183997457655,0.0,4.012860761557098e-11
16.0,0.96,0.3217878591111364,0.7863184118128737,0.7565510555320659,0.5948900244413272,0.7918348815196332,0.3729975204087886,0.7918348815196332,0.6887375318333927,0.0378356217492745,0.0,7.608994840054193e-12
16.8,0.96,0.3729068193667717,0.7837300268086972,0.7283815521152643,0.5708544933662566,0.7978697883847091,0.36340380078293955,0.7978697883847091,0.6809441442999569,0.0366892642946298,0.0,3.0726768708837073e-12
17.6,0.96,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,0.96,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,0.96,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,0.96,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,1.15,0.0529284688818641,0.8836057886019614,0.9497321323849565,0.8391888097966318,0.7373723392413372,0.4562820333217584,0.7373723392413372,0.718600322786832,0.0422215487789907,0.0,1.252048136279882e-07
4.8,1.15,0.3330127461264275,1.0294549759836706,0.7501803736730036,0.772276918562963,0.751163037219033,0.43575409151587763,0.751163037219033,0.6506044931216525,0.0339693935634384,0.0,3.4803438335728742e-06
5.6,1.15,0.0489632309804584,1.114343533227509,0.9533222618921611,1.0623284976213514,0.696339575671587,0.5151111953535141,0.696339575671587,0.6798935887414839,0.0438363735033216,0.0,7.62354719725522e-05
6.4,1.15,0.2368422574530327,1.0740871357703772,0.8085105388129687,0.868410768873786,0.7315833605376693,0.4647857865844105,0.7315833605376693,0.6578193764773104,0.0443922431525151,0.0,0.0006463962240914611
7.2,1.15,0.5397550802947837,0.5919363758443125,0.6494539377058276,0.3844354101634055,0.8498918225214398,0.27768389001118543,0.8498918225214398,0.6849168138544938,0.0438341539125052,0.0,6.176208364738756e-05
8.0,1.15,0.5891268740470006,0.5580450454295189,0.6292763758083822,0.3511645637257117,0.8602919847609095,0.259897700956135,0.8602919847609095,0.682443325463569,0.0460056555797523,0.0,7.070844134160481e-05
8.8,1.15,0.1526414316992487,0.7386124237174833,0.8675724926231209,0.6407998215269817,0.7806784657444515,0.39054113312288913,0.7806784657444515,0.7271518055315808,0.0425742187631469,0.0,6.944641073758362e-06
9.6,1.15,0.1066533286499557,0.8851615257376086,0.9036253487078326,0.7998543923574037,0.7453861414204513,0.4443995001783309,0.7453861414204513,0.7085581806694506,0.0391067708184551,0.0,4.8627768478581856e-14
10.4,1.15,0.1910896609391989,0.9172112583210936,0.8395673581881982,0.7700606330491135,0.751633154155466,0.4350476015743054,0.751633154155466,0.6887057373424057,0.0406454635686506,0.0,6.191760555773751e-06
11.2,1.15,0.263616892757297,0.918467797540719,0.7913791005262146,0.7268562194800676,0.7609776653739716,0.42091299280197975,0.7609776653739716,0.6769618562982606,0.0408548876186335,0.0,3.444051052181596e-06
12.0,1.15,0.324701506182844,0.8771174745944522,0.754887040841013,0.6621246148665484,0.7756543089262625,0.3983603930441222,0.7756543089262625,0.6739213177720919,0.0397447072006881,0.0,1.0299360036977734e-06
12.8,1.15,0.1142870052001219,0.7916609183428122,0.897434857746011,0.710464103636058,0.7646153594825785,0.4153633520433272,0.7646153594825785,0.724343362634118,0.0372231592880323,0.0,3.8647100000267776e-08
13.6,1.15,0.1152775579450587,0.6820383978019674,0.8966377857029043,0.6115413987695126,0.787733412191683,0.379476071316848,0.787733412191683,0.7459123282196966,0.0375174226280214,0.0,3.4221343000019958e-09
14.4,1.15,0.1959995823623919,0.6958003123615081,0.8361206933072295,0.581773039575091,0.795111281489231,0.36779805004855287,0.795111281489231,0.7270468572957223,0.0362880548607255,0.0,6.079262458765096e-10
15.2,1.15,0.2635129579283289,0.8191392184055508,0.791444198276852,0.6483029819881083,0.7788995946720186,0.39331542141976517,0.7788995946720186,0.6929336114674794,0.0371178384258218,0.0,4.017581627521413e-11
16.0,1.15,0.3217878591111364,0.7864859789681974,0.7565510555320659,0.5950167975495599,0.7918034130849412,0.373047355027038,0.7918034130849412,0.6887101606067061,0.0378359347731363,0.0,7.62455330703606e-12
16.8,1.15,0.3729068193667717,0.777435420037646,0.7283815521152643,0.5662696179164031,0.7990367204374352,0.3615403193925879,0.7990367204374352,0.6819400656390874,0.03669567693295,0.0,2.9295452058695886e-12
17.6,1.15,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,1.15,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,1.15,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,1.15,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,1.34,0.0529284688818641,0.8843552012381466,0.9497321323849565,0.8399005510576323,0.7372297040638986,0.4564923634458565,0.7372297040638986,0.7184613188140851,0.0422214463133334,0.0,1.2797786741458594e-07
4.8,1.34,0.3330127461264275,1.02940766330775,0.7501803736730036,0.7722414255220614,0.7511705590291359,0.4357427912478555,0.7511705590291359,0.6506110079835491,0.0339695153322144,0.0,3.4861142879094587e-06
5.6,1.34,0.0489632309804584,1.114336122027794,0.9533222618921611,1.062321432359676,0.6963407684577905,0.5151095341836138,0.6963407684577905,0.679894753356739,0.0438363670940539,0.0,7.624170764586324e-05
6.4,1.34,0.2368422574530327,1.074086301683963,0.8085105388129687,0.8684100945061298,0.7315834925633186,0.4647855934088568,0.7315834925633186,0.6578194951910961,0.0443922420221707,0.0,0.0006463988784020103
7.2,1.34,0.5397550802947837,0.5919363287547263,0.6494539377058276,0.38443537958088836,0.8498918319085992,0.2776838740550454,0.8498918319085992,0.684916821419484,0.0438341537020088,0.0,6.176209077946027e-05
8.0,1.34,0.5891268740470006,0.5580450434646992,0.6292763758083822,0.35116456248929706,0.8602919851545245,0.2598977002788872,0.8602919851545245,0.6824433257758119,0.0460056555434911,0.0,7.070844135181886e-05
8.8,1.34,0.1526414316992487,0.7386124227298875,0.8675724926231209,0.6407998206701707,0.7806784659482832,0.3905411328046352,0.7806784659482832,0.7271518057214368,0.0425742187679959,0.0,6.944640969175353e-06
9.6,1.34,0.1066533286499557,0.8851615249852637,0.9036253487078326,0.7998543916775658,0.7453861415612243,0.4443994999684704,0.7453861415612243,0.7085581808032683,0.0391067708216416,0.0,4.440892098500626e-16
10.4,1.34,0.1910896609391989,0.9172112566030785,0.8395673581881982,0.7700606316067241,0.751633154461712,0.4350476011139362,0.751633154461712,0.6887057376230125,0.0406454635745591,0.0,6.1917604671224424e-06
