scenario,grid,D,eta,mu_mumu_full,mu_mumu_cmp,abs_delta_mu_mumu,chi2_mumu_full,chi2_mumu_cmp,accept_full,accept_cmp,acceptance_mismatch
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,5.898305084745763,0.5800000000000001,73.29256906733613,77.63601394775567,4.34344488041954,32303.384294385596,36324.561391514966,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,5.898305084745763,0.39,73.29120449498502,77.63457641965792,4.343371924672894,32302.15802337346,36323.191511779136,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,5.898305084745763,0.2,73.28983990446632,77.63313887199166,4.343298967525342,32300.931759311225,36321.82163922728,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,4.0,73.31712828008988,77.6428139621456,4.32568568205572,32325.458375343136,36331.04175541464,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,3.81,73.3157640331047,77.64137699472471,4.32561296162001,32324.23197790746,36329.67228782336,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,3.62,73.31439976801113,77.63994000780902,4.325540239797888,32323.005587458232,36328.302827464475,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,3.43,73.31303548482741,77.63850300141787,4.325467516590464,32321.779204012782,36326.9333743575,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,3.24,73.31167118356616,77.63706597556447,4.325394791998306,32320.55282758336,36325.56392851605,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,3.0500000000000003,73.31030686420101,77.63562893022103,4.325322066020021,32319.326458147218,36324.194489914706,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,2.8600000000000003,73.30894252676417,77.63419186542153,4.325249338657358,32318.10009573419,36322.82505858688,False,False,False
