combo_id,peak,center_D,width_D,s_min,power,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_hybrid,slice_p95_abs_delta_cloud,slice_mean_cloud_improvement_vs_base,slice_mean_cloud_improvement_vs_hybrid
22,1.0,6.1,0.15,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.21507907793545,-0.9287599943656589,-0.03711516584863667
22,1.0,6.1,0.15,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.643174017519371,-0.18070466999007687,-0.0015982030884593712
22,1.0,6.1,0.15,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8294204950773474,0.07743193923771413,-0.0010124582514418625
22,1.0,6.1,0.15,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3508446893848003,0.7513899963887861,0.04071161114138468
22,1.0,6.1,0.15,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31227735043282134,0.010381746055804919,0.0011062972105830686
23,1.0,6.1,0.25,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.541991798553964,-0.5881146551274324,0.021471472442190446
23,1.0,6.1,0.25,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.2192644513216,-0.947197335996038,0.01224354100346437
23,1.0,6.1,0.25,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.117368132428723,-1.2294827872003862,-0.07722738328140874
23,1.0,6.1,0.25,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.21708049016599,-0.9307603649534835,-0.03911553643646114
23,1.0,6.1,0.25,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.63971301036182,-0.17724358931121337,0.0018628775904041444
23,1.0,6.1,0.25,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8308058272913232,0.07621748947706804,-0.0022269080120879653
23,1.0,6.1,0.25,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3460094673108074,0.7562264834326157,0.04554809818521425
23,1.0,6.1,0.25,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.311054209464769,0.011604887423053097,0.002329438577831248
24,1.0,6.1,0.25,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.554186079293848,-0.6001906730406711,0.009395454528951725
24,1.0,6.1,0.25,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.232375050424032,-0.9602967908983524,-0.0008559138988500438
24,1.0,6.1,0.25,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.10415015579092,-1.2162732856507492,-0.06401788173177181
24,1.0,6.1,0.25,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.20603393688865,-0.9197153429444379,-0.028070514427415646
24,1.0,6.1,0.25,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.642331419515216,-0.1798620977426791,-0.0007556308410615978
24,1.0,6.1,0.25,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8294204931846534,0.07743194091929771,-0.0010124565698582909
24,1.0,6.1,0.25,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3598912373437173,0.7423429220878102,0.03166453684040873
24,1.0,6.1,0.25,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31227900193135927,0.010380094556903632,0.0011046457116817817
