beta_peak,sigma_D,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.5,0.6,8.0,4.0,2.001955602560413,2.324543212101218,-0.32258760954080534,-0.14939904771964105,1.0
0.5,0.8,8.0,4.0,2.004252672792915,2.324543212101218,-0.3202905393083033,-0.14825229232084475,1.0
0.75,0.2,8.0,4.0,2.0018841194496844,2.324543212101218,-0.3226590926515338,-0.14943475499850287,1.0
0.75,0.3,8.0,4.0,2.0018841194496915,2.324543212101218,-0.3226590926515267,-0.14943475499849937,1.0
0.75,0.4,8.0,4.0,2.0018841243175833,2.324543212101218,-0.32265908778363483,-0.14943475256684413,1.0
0.75,0.6,8.0,4.0,2.0019913450729563,2.324543212101218,-0.3225518670282619,-0.14938119408021377,1.0
0.75,0.8,8.0,4.0,2.0054380001508108,2.324543212101218,-0.3191052119504074,-0.1476610609820175,1.0
1.0,0.2,8.0,4.0,2.0018841194496844,2.324543212101218,-0.3226590926515338,-0.14943475499850287,1.0
1.0,0.3,8.0,4.0,2.0018841194496915,2.324543212101218,-0.3226590926515267,-0.14943475499849937,1.0
1.0,0.4,8.0,4.0,2.0018841259402276,2.324543212101218,-0.3226590861609906,-0.14943475175628565,1.0
1.0,0.6,8.0,4.0,2.0020270882236466,2.324543212101218,-0.32251612387757156,-0.14936334044078298,1.0
1.0,0.8,8.0,4.0,2.006624028518596,2.324543212101218,-0.3179191835826223,-0.1470698296431904,1.0
