alpha,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
0.85,16.8,1.587845983122169e-07,1.6250791099207848e-07,0.0
0.85,17.6,1.0659396494718887e-08,1.0659396494718887e-08,0.0
0.85,18.4,1.0659396494718887e-08,1.0659396494718887e-08,0.0
0.85,19.200000000000003,1.0659396494718887e-08,1.0659396494718887e-08,0.0
0.85,20.0,1.0659396494718887e-08,1.0659396494718887e-08,0.0
0.875,4.0,0.8167740825814392,0.8388261835240196,0.8
0.875,4.8,0.4691954672346025,0.47009062456153394,0.0
0.875,5.6,20.039890258958952,20.04203119414175,0.0
0.875,6.4,10.021462648650488,10.021538517944911,0.0
0.875,7.2,0.7117442422555181,0.711744329823389,0.0
0.875,8.0,0.3231886865483684,0.32318868669726486,1.0
0.875,8.8,0.29208638667459064,0.29208638682743326,0.0
0.875,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.875,10.4,0.13212838039865604,0.13212838111799297,0.0
0.875,11.2,0.03932691217415004,0.03932691254217137,0.0
0.875,12.0,0.007342872343866909,0.007342874059138447,0.0
0.875,12.8,0.0018768981922209162,0.0018769045149903123,0.0
0.875,13.600000000000001,6.0516694374266264e-05,6.051718713974724e-05,0.0
0.875,14.4,1.8853150857269294e-05,1.8853315085007368e-05,0.0
0.875,15.200000000000001,3.6263031044617432e-06,3.626784207112097e-06,0.0
0.875,16.0,3.4251381449592025e-07,3.427021449952318e-07,0.0
0.875,16.8,1.5878459545347803e-07,1.6250790806631016e-07,0.0
0.875,17.6,1.0659395966106364e-08,1.0659395966106364e-08,0.0
0.875,18.4,1.0659395966106364e-08,1.0659395966106364e-08,0.0
0.875,19.200000000000003,1.0659395966106364e-08,1.0659395966106364e-08,0.0
0.875,20.0,1.0659395966106364e-08,1.0659395966106364e-08,0.0
0.9,4.0,0.7739295516035961,0.7948260989330604,0.8
0.9,4.8,0.6440630125474385,0.6452776111600436,0.0
0.9,5.6,18.41704898194852,18.4190197354137,0.0
0.9,6.4,14.461616188958187,14.461712532718586,0.0
0.9,7.2,0.6890725684864816,0.6890726601318633,0.0
0.9,8.0,0.32345342585919906,0.3234534260111359,1.0
0.9,8.8,0.2898149130817428,0.2898149132305994,0.0
0.9,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.9,10.4,0.13181465265633624,0.13181465337362308,0.0
0.9,11.2,0.03928127234943124,0.03928127271988141,0.0
0.9,12.0,0.007343172364399743,0.007343174079930025,0.0
0.9,12.8,0.001876898755829273,0.0018769050785992416,0.0
0.9,13.600000000000001,6.0516689089422406e-05,6.0517181854870535e-05,0.0
0.9,14.4,1.885314993974692e-05,1.885331416751256e-05,0.0
0.9,15.200000000000001,3.6263028398359124e-06,3.626783942525523e-06,0.0
0.9,16.0,3.4251379771854633e-07,3.427021282086344e-07,0.0
0.9,16.8,1.5878459259473919e-07,1.6250790514054184e-07,0.0
0.9,17.6,1.0659395437493827e-08,1.0659395437493827e-08,0.0
0.9,18.4,1.0659395437493827e-08,1.0659395437493827e-08,0.0
0.9,19.200000000000003,1.0659395437493827e-08,1.0659395437493827e-08,0.0
0.9,20.0,1.0659395437493827e-08,1.0659395437493827e-08,0.0
